Block,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/30042040/GNA_LT_35,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/30092023/26122029/SH-06,NR/01052024/31052024/2-R1,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01052024/31052024/MC120240501NR23436,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23727,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/DC20240501NR23735
16,03:45-04:00,60.5,20.17,50.67,0,0,0,0,0,0,0,0,0,20.16,0,0,50.67,11.21,18,0,0,0,0.000000,0.000000,0.000000,30.780000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.380000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,8.360000,4.830000,19.330000,39.620000,5.800000,273.250000,15.130000,6.760000,19.330000,24.700000,57.980000

17,04:00-04:15,45.5,15.17,41.33,0,0,0,0,0,0,0,0,0,15.16,0,0,41.33,10.81,15.66,0,0,0,0.000000,0.000000,0.000000,30.780000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,8.180000,4.830000,19.330000,39.620000,5.800000,273.250000,15.040000,6.760000,19.330000,24.700000,57.980000

18,04:15-04:30,46,15.33,41.67,0,0,0,0,0,0,0,0,0,15.34,0,0,41.67,10.01,16,0,0,0,0.000000,0.000000,0.000000,30.780000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,8.180000,4.830000,19.330000,39.620000,5.800000,273.250000,15.040000,6.760000,19.330000,24.700000,57.980000

19,04:30-04:45,47.5,15.83,42.33,0,0,0,0,0,0,0,0,0,15.84,0,0,42.33,10.01,16,0,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,8.180000,4.830000,19.330000,39.620000,5.800000,273.250000,15.040000,6.760000,19.330000,24.700000,57.980000

20,04:45-05:00,47.5,15.83,43,0,0,0,0,0,0,0,0,0,15.84,0,0,43,10.61,16,0,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,8.180000,4.830000,19.330000,39.620000,5.800000,273.250000,15.040000,6.760000,19.330000,24.700000,57.980000

21,05:00-05:15,47.5,15.83,45,0,0,0,0,0,0,0,0,0,15.84,0,0,45,10.81,12,0,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.620000,4.830000,19.330000,39.620000,5.800000,273.250000,14.950000,6.760000,19.330000,24.700000,57.980000

22,05:15-05:30,47.5,15.83,46.33,0,0,0,0,0,0,0,0,0,15.84,0,0,46.33,11.01,11.66,0,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.840000,87.170000,0.000000,7.460000,30.920000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.620000,4.830000,19.330000,39.620000,5.800000,273.250000,14.950000,6.760000,19.330000,24.700000,57.980000

23,05:30-05:45,48.5,16.17,45.67,1.189012,0,0,0,0,0,0,0,0,16.16,0,0,45.67,10.81,11.34,0,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.460000,87.170000,0.000000,7.460000,18.410000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.620000,4.830000,19.330000,39.620000,5.800000,273.250000,14.950000,6.760000,19.330000,24.700000,57.980000

24,05:45-06:00,48.5,16.17,47,2.553452,0.44,0,0,0,0,0.2,0,0,16.16,0.18,0,47,11.01,11,0.09,0,0,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.460000,87.170000,0.000000,7.460000,18.410000,48.320000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.620000,4.830000,19.330000,39.620000,5.800000,273.250000,14.950000,6.760000,19.330000,24.700000,57.980000

25,06:00-06:15,37,12.33,30.33,5.438268,3.78,0,1,10.3,0,1,6.94,0,12.34,1.66,1,30.33,10.61,9.34,0.75,1,8,0.000000,0.000000,0.000000,31.290000,0.000000,48.320000,46.390000,8.460000,87.170000,0.000000,7.460000,18.410000,48.320000,94.700000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.430000,4.830000,19.330000,39.620000,5.800000,273.250000,14.850000,6.760000,19.330000,24.700000,57.980000

26,06:15-06:30,38,12.67,30.67,10.437966,9.01,0,2,18.42,0,2,10.1,1,12.66,3.79,4,30.67,10.41,9.34,1.8,1,12,0.110000,0.120000,0.000000,31.290000,0.110000,48.320000,46.390000,8.460000,87.170000,0.000000,7.460000,18.410000,48.320000,66.290000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.430000,4.830000,19.330000,39.620000,5.800000,273.250000,14.850000,6.760000,19.330000,24.700000,57.980000

27,06:30-06:45,39,13,31,16.100392,15.17,0,5,27.2,0,5,14.55,3,13,6.53,7,31,10.21,9.34,3.03,3,15,0.920000,0.950000,0.000000,30.780000,0.920000,48.320000,46.390000,8.070000,68.160000,0.000000,7.460000,18.410000,48.320000,66.290000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.430000,4.830000,19.330000,39.620000,5.800000,273.250000,14.850000,6.760000,19.330000,24.700000,57.980000

28,06:45-07:00,40,13.33,31.33,22.834878,22.75,0,8,31.69,0,6,20.72,4,13.34,9.48,14,31.33,10.21,9.34,4.55,6,18,1.530000,1.570000,0.000000,30.780000,1.530000,48.320000,46.390000,8.070000,87.170000,0.000000,7.460000,18.410000,48.320000,66.290000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,7.430000,4.830000,19.330000,39.620000,5.800000,273.250000,14.850000,6.760000,19.330000,24.700000,57.980000

29,07:00-07:15,41,13.67,31.67,30.475742,33.05,0,11,28.68,0,8,26.72,5,13.66,13.19,21,31.67,8.41,11,6.61,9,21,2.240000,2.300000,0.000000,30.280000,2.240000,48.320000,46.390000,8.070000,68.160000,0.000000,7.310000,18.410000,48.320000,66.290000,30.920000,14.500000,216.040000,0.000000,7.670000,0.000000,7.250000,4.830000,19.330000,39.620000,5.800000,273.250000,14.670000,6.760000,19.330000,24.700000,57.980000

30,07:15-07:30,42,14,31.67,38.681874,45.61,0,16,26.32,0,11.46,24.49,8,14,17.08,35,31.67,8.41,11,9.12,15,26.32,3.070000,3.140000,0.000000,29.770000,3.070000,48.320000,46.390000,8.070000,68.160000,0.000000,7.310000,18.410000,48.320000,66.290000,30.920000,14.500000,216.040000,14.500000,7.670000,0.000000,7.250000,4.830000,19.330000,39.620000,5.800000,273.250000,14.670000,6.760000,19.330000,24.700000,57.980000

31,07:30-07:45,43,14.33,38.33,46.137564,60.59,0,25,27.65,0,16.11,25.65,13,14.34,21.85,49,38.33,7.01,11.66,12.12,21,27.65,4.050000,4.140000,0.000000,29.770000,4.050000,48.320000,46.390000,7.840000,68.160000,0.000000,7.310000,18.410000,48.320000,66.290000,30.920000,14.500000,216.040000,28.990000,7.670000,0.000000,7.250000,4.830000,19.330000,39.620000,5.800000,273.250000,14.670000,6.760000,19.330000,24.700000,57.980000

32,07:45:08:00,44,14.67,39.33,54.275474,76.83,0,32,28.82,0,20.21,25.81,16,14.66,26.28,63,39.33,7.01,12.34,15.36,27,28.82,5.100000,5.230000,0.000000,29.770000,5.100000,48.320000,46.390000,7.840000,57.690000,0.000000,7.310000,18.410000,48.320000,66.290000,30.920000,14.500000,206.370000,43.490000,7.670000,0.000000,7.250000,4.830000,19.330000,39.620000,5.800000,231.940000,14.670000,6.760000,19.330000,24.700000,57.980000

33,08:00-08:15,50,16.67,40,62.530336,94.35,0,39,29.48,0,23.37,27.35,19,16.66,31.98,81,40,7.01,13.34,18.87,34,29.48,6.120000,6.270000,0.000000,29.770000,6.120000,0.000000,46.390000,7.840000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,206.370000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,193.280000,14.570000,6.760000,19.330000,24.700000,57.980000

34,08:15-08:30,50.5,16.83,40.67,70.824182,112.11,0,45,31,0,26.63,27.35,23,16.84,37.37,95,40.67,7.01,14.34,22.42,40,31,7.110000,7.290000,0.000000,30.280000,7.110000,0.000000,46.390000,7.840000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,206.370000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,173.950000,14.570000,6.760000,19.330000,24.700000,57.980000

35,08:30-08:45,51.5,17.17,36,78.806156,129.47,0,52,31,0,29.73,28.19,26,17.16,45.64,109,36,7.41,13.66,25.89,46,31,8.050000,8.250000,0.000000,31.290000,8.050000,0.000000,46.390000,7.840000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,206.370000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,173.950000,14.570000,6.760000,19.330000,24.700000,57.980000

36,08:45:09:00,53,17.67,36,86.622448,147.5,0,59,31,0,32.53,28.51,29,17.66,52.61,123,36,7.81,13.66,29.5,52,31,9.020000,9.240000,0.000000,31.290000,9.020000,0.000000,46.390000,7.840000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,206.370000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,173.950000,14.570000,6.760000,19.330000,24.700000,57.980000

37,09:00:09:15,56.5,18.83,65,94.126868,163.93,0,64,31,0,33.52,28.51,32,18.84,59.16,137,65,7.61,13.34,32.79,58,31,9.940000,10.190000,0.000000,31.290000,9.940000,0.000000,46.390000,7.680000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,206.370000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,199.080000,14.490000,6.760000,19.330000,24.700000,57.980000

38,09:15-09:30,57,19,66,101.06602,179.78,0,68,31,0,36.21,28.51,34,19,65.28,147,66,7.61,13.34,35.96,63,31,10.810000,11.090000,0.000000,31.290000,10.810000,0.000000,46.390000,7.680000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,216.040000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,185.550000,14.490000,6.760000,19.330000,24.700000,57.980000

39,09:30-09:45,92.5,30.83,67.33,107.605586,193.67,0,71,31,0,38.84,29.86,36,30.84,70.96,158,67.33,8.21,21.66,38.73,67,31,11.520000,11.800000,0.000000,31.290000,11.520000,0.000000,46.390000,7.680000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,262.380000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,132.590000,14.490000,6.760000,19.330000,24.700000,57.980000

40,09:45-10:00,94.5,31.5,68.33,113.794296,206.97,0,77,31,0,41.04,29.86,39,31.5,76.01,168,68.33,9.01,22.66,41.39,72,31,12.200000,12.510000,0.000000,31.290000,12.200000,0.000000,46.390000,7.680000,57.690000,0.000000,7.310000,22.990000,48.320000,66.290000,22.990000,14.500000,262.380000,48.320000,7.670000,0.000000,7.060000,4.830000,19.330000,39.620000,5.800000,132.590000,14.490000,6.760000,19.330000,24.700000,57.980000

41,10:00-10:15,97.5,32.5,67.33,118.716026,218.98,0,83,31,0,42.96,29.86,42,32.5,80.39,175,67.33,9.61,28.34,43.8,75,31,12.930000,13.260000,0.000000,30.280000,12.930000,0.000000,0.000000,7.840000,57.690000,0.000000,7.150000,13.480000,0.000000,66.290000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.300000,0.000000,19.330000,24.700000,0.000000

42,10:15-10:30,101.5,33.83,66.67,122.253824,230.13,0,87,31,0,43.5,29.86,43,33.84,84.36,182,66.67,9.81,28.79,46.02,78,31,13.490000,13.840000,0.000000,30.280000,13.490000,0.000000,0.000000,7.840000,57.690000,0.000000,7.150000,13.480000,0.000000,66.290000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.300000,0.000000,19.330000,24.700000,0.000000

43,10:30-10:45,103,34.33,66,124.203024,233.33,0,91,31,0,44,29.86,46,34.34,86.58,189,66,13.4,29.18,46.67,81,31,13.980000,14.330000,0.000000,30.780000,13.980000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,13.480000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.300000,0.000000,19.330000,24.700000,0.000000

44,10:45-11:00,103.5,34.5,65.67,127.350982,233.33,0,93,31,0,44.5,29.84,47,34.5,87.37,189,65.67,13.8,29.42,46.67,81,31,14.520000,14.880000,0.000000,30.780000,14.520000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,13.480000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,7.670000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.300000,0.000000,19.330000,24.700000,0.000000

45,11:00-11:15,104.5,34.83,65,129.553578,233.33,0,93,30.67,0,44.5,29.84,47,34.84,87.47,189,65,14.4,29.66,46.67,81,30.67,14.890000,15.260000,0.000000,30.780000,14.890000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,13.480000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,16.120000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.210000,0.000000,19.330000,24.700000,0.000000

46,11:15-11:30,105.5,35.17,65,130.908272,233.33,0,93,30.5,0,44.5,29.84,47,35.16,87.43,189,65,15,29.79,46.67,81,30.5,15.290000,15.670000,0.000000,30.780000,15.290000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,13.480000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,16.120000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.210000,0.000000,19.330000,24.700000,0.000000

47,11:30-11:45,100,33.33,65,128.666692,233.33,0,93,30.5,0,43.5,29.84,47,33.34,87.51,189,65,10.61,29.99,46.67,81,30.5,15.530000,15.910000,0.000000,30.780000,15.530000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,3.820000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,16.120000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.210000,0.000000,19.330000,24.700000,0.000000

48,11:45-12:00,100,33.33,65,125.840352,233.33,0,93,30.5,0,43.5,29.84,47,33.34,87.68,189,65,10.81,30.05,46.67,81,30.5,15.700000,16.090000,0.000000,31.280000,15.700000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,3.820000,0.000000,115.530000,30.920000,14.500000,262.380000,0.000000,16.120000,0.000000,6.880000,0.000000,19.330000,39.620000,0.000000,132.590000,14.210000,0.000000,19.330000,24.700000,0.000000

49,12:00-12:15,100,33.33,65,122.205094,233.33,0,93,30.5,0,43.5,29.84,47,33.34,87.78,189,65,8.01,30.12,46.67,81,30.5,15.850000,16.240000,0.000000,29.770000,15.850000,0.000000,0.000000,7.990000,87.170000,0.000000,7.150000,17.370000,0.000000,115.530000,17.370000,0.000000,262.380000,0.000000,16.120000,0.000000,6.690000,0.000000,0.000000,0.000000,0.000000,132.590000,14.120000,0.000000,0.000000,24.700000,0.000000

50,12:15-12:30,100,33.33,65,117.97533,233.33,0,93,30.5,0,43.5,29.66,47,33.34,87.74,189,65,8.21,30.18,46.67,81,30.5,15.900000,16.300000,0.000000,29.770000,15.900000,0.000000,0.000000,7.990000,87.170000,0.000000,7.150000,17.370000,0.000000,115.530000,17.370000,0.000000,262.380000,0.000000,16.120000,0.000000,6.690000,0.000000,0.000000,0.000000,0.000000,132.590000,14.120000,0.000000,0.000000,24.700000,0.000000

51,12:30-12:45,100,33.33,65,120.60675,233.33,0,93,30.5,0,43.5,29.66,47,33.34,87.69,189,65,8.21,30.34,46.67,81,30.5,15.980000,16.380000,0.000000,29.770000,15.980000,0.000000,0.000000,7.840000,87.170000,0.000000,7.150000,17.370000,0.000000,115.530000,17.370000,0.000000,262.380000,0.000000,16.120000,0.000000,6.690000,0.000000,0.000000,0.000000,0.000000,132.590000,14.120000,0.000000,0.000000,24.700000,0.000000

