Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23727,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/DC20240501NR23726,NR/01102023/30042040/GNA_LT_35,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/31122025/SH-07,NR/01052024/31052024/DC20240501NR23735,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/2-R1,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10
13,03:00-03:15,30.780000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.450000,30.920000,57.980000,11.430000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,43.01,0,0,116.5,0,0

14,03:15-03:30,30.780000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.450000,30.920000,57.980000,11.430000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,43.01,0,0,116.5,0,0

15,03:30-03:45,30.780000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.450000,30.920000,57.980000,11.430000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,43.01,0,0,116.5,0,0

16,03:45-04:00,30.780000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.450000,30.920000,57.980000,11.430000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,43.01,0,0,116.5,0,0

17,04:00-04:15,31.280000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.080000,30.920000,57.980000,11.250000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,31.62,0,0,116.5,0,0

18,04:15-04:30,31.280000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.080000,30.920000,57.980000,11.250000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,31.02,0,0,116.5,0,0

19,04:30-04:45,31.590000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.080000,30.920000,57.980000,11.250000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,30.62,0,0,116.5,0,0

20,04:45-05:00,31.590000,19.330000,115.530000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,18.080000,30.920000,57.980000,11.250000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,31.02,0,0,116.5,0,0

21,05:00-05:15,31.590000,19.330000,85.230000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,17.710000,30.920000,57.980000,11.060000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,33.02,0,0,116.5,0,0

22,05:15-05:30,31.590000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,87.170000,0.000000,4.830000,0.000000,17.710000,30.920000,57.980000,11.060000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,33.02,0,0,116.5,0,0

23,05:30-05:45,31.590000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,68.160000,0.000000,4.830000,0.000000,17.710000,30.920000,57.980000,11.060000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0,0,83.33,0,0,43.34,0,83.33,33.02,0,1.179266,116.5,0,0

24,05:45-06:00,31.290000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.570000,46.390000,68.160000,0.000000,4.830000,0.000000,17.710000,30.920000,57.980000,11.060000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,262.380000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,0,0,38.84,0,0.2,0,83.33,0.23,0,43.34,0,83.33,33.42,0.04,2.494976,116.5,0,0

25,06:00-06:15,30.280000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.460000,46.390000,68.160000,0.000000,4.830000,0.000000,17.350000,30.920000,57.980000,10.870000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,245.030000,0.000000,14.500000,19.330000,0.000000,0.000000,38.83,0,0,8,1,38.84,0,1,0,83.33,3.46,11.19,43.34,1,83.33,34.02,0.69,5.292078,116.5,0.9,1

26,06:15-06:30,30.280000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.460000,46.390000,68.160000,0.190000,4.830000,0.180000,17.350000,30.920000,57.980000,10.870000,0.000000,273.250000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,225.700000,0.000000,14.500000,19.330000,0.180000,0.000000,38.83,2.04,0,12,2,38.84,0,2,1,83.33,8.5,20.16,43.34,4,83.33,34.62,1.7,10.398982,116.5,2.07,1

27,06:30-06:45,29.770000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.460000,46.390000,68.160000,0.910000,4.830000,0.890000,17.350000,30.920000,57.980000,10.870000,0.000000,231.940000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,206.370000,0.000000,14.500000,19.330000,0.890000,0.000000,38.83,5.85,0,15,5,38.84,0,5,3,83.33,14.05,29.55,43.34,7,83.33,35.42,2.81,16.17836,116.5,3.48,3

28,06:45-07:00,28.260000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.460000,46.390000,57.690000,1.580000,4.830000,1.540000,17.350000,30.920000,57.980000,10.870000,0.000000,231.940000,39.620000,48.320000,48.320000,30.920000,8.610000,24.700000,206.370000,0.000000,14.500000,19.330000,1.540000,0.000000,38.83,13.04,0,18,8,38.84,0,6,4,83.33,20.88,30.85,43.34,14,83.33,36.02,4.18,23.010306,116.5,5.32,6

29,07:00-07:15,28.770000,19.330000,66.290000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,2.330000,4.830000,2.270000,16.980000,30.920000,57.980000,10.690000,0.000000,193.280000,39.620000,48.320000,48.320000,30.920000,15.350000,24.700000,206.370000,0.000000,14.500000,19.330000,2.270000,0.000000,38.83,22.31,0,21,11,38.84,0,8,5,83.33,30.5,29.78,43.34,21,83.33,36.02,6.1,30.777868,116.5,13.19,9

30,07:15-07:30,28.770000,19.330000,66.290000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,3.210000,4.830000,3.130000,16.980000,30.920000,57.980000,10.690000,0.000000,150.280000,39.620000,48.320000,48.320000,30.920000,15.350000,24.700000,181.340000,0.000000,14.500000,19.330000,3.130000,0.000000,38.83,25.49,0,25.48,16,38.84,0,11.46,8,83.33,42.83,25.48,43.34,35,83.33,36.02,8.57,39.13019,116.5,17.08,15

31,07:30-07:45,28.770000,19.330000,66.290000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,4.190000,4.830000,4.100000,17.800000,30.920000,57.980000,10.690000,0.000000,150.280000,39.620000,48.320000,48.320000,30.920000,15.350000,24.700000,170.700000,0.000000,14.500000,19.330000,4.100000,0.000000,38.83,26.81,0,26.82,21,38.84,0,16.11,11,83.33,57.2,26.82,43.34,49,83.33,36.02,11.44,47.540988,116.5,21.85,21

32,07:45:08:00,29.270000,19.330000,66.290000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,5.240000,4.830000,5.110000,17.800000,30.920000,57.980000,10.690000,0.000000,150.280000,39.620000,48.320000,48.320000,30.920000,15.350000,24.700000,170.700000,0.000000,14.500000,19.330000,5.110000,0.000000,38.83,26.81,0,26.82,28,38.84,0,20.21,14,83.33,72.81,26.82,43.34,63,83.33,36.02,14.56,56.068738,116.5,26.28,27

33,08:00-08:15,30.280000,19.330000,70.450000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,6.320000,4.830000,6.170000,17.620000,30.920000,57.980000,10.500000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,206.370000,0.000000,14.500000,19.330000,6.170000,0.000000,38.83,27.49,0,27.48,35,38.84,0,23.37,18,83.33,90.4,27.48,43.34,77,83.33,36.02,18.08,64.752424,116.5,31.98,33

34,08:15-08:30,31.290000,19.330000,70.450000,10.260000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,7.370000,4.830000,7.190000,17.620000,30.920000,57.980000,10.500000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,206.370000,0.000000,14.500000,19.330000,7.190000,0.000000,38.83,28.49,0,28.48,42,38.84,0,26.63,21,83.33,107.76,28.48,43.34,91,83.33,36.02,21.55,73.53357,116.5,37.37,39

35,08:30-08:45,31.290000,19.330000,70.450000,10.340000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,8.350000,4.830000,8.150000,17.620000,30.920000,57.980000,10.500000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,8.150000,0.000000,38.83,28.49,0,28.48,49,38.84,0,29.73,24,83.33,124.36,28.48,43.34,105,83.33,36.02,24.87,81.856654,116.5,45.64,45

36,08:45:09:00,31.290000,19.330000,70.450000,10.340000,0.000000,6.760000,5.800000,10.380000,46.390000,57.690000,9.390000,4.830000,9.160000,17.620000,30.920000,57.980000,10.500000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,9.160000,0.000000,38.83,28.49,0,28.48,55,38.84,0,32.53,28,83.33,141.08,28.48,43.34,119,83.33,36.02,28.22,89.975072,116.5,52.61,51

37,09:00:09:15,31.290000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.220000,46.390000,57.690000,10.310000,4.830000,10.070000,17.350000,30.920000,57.980000,10.310000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,10.070000,0.000000,38.83,28.49,0,28.48,60,38.84,0,33.52,30,83.33,156.6,28.48,43.34,133,83.33,41.01,31.32,97.684158,116.5,59.16,57

38,09:15-09:30,31.290000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.220000,46.390000,57.690000,11.180000,4.830000,10.910000,17.350000,30.920000,57.980000,10.310000,0.000000,150.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,10.910000,0.000000,38.83,28.49,0,28.48,65,38.84,0,36.21,33,83.33,171.79,28.48,43.34,144,83.33,41.01,34.36,104.779246,116.5,65.28,61

39,09:30-09:45,31.290000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.220000,46.390000,57.690000,11.970000,4.830000,11.670000,17.350000,30.920000,57.980000,10.310000,0.000000,193.280000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,11.670000,0.000000,38.83,28.49,0,28.48,68,38.84,0,38.84,34,83.33,186.28,28.48,43.34,154,83.33,41.01,37.26,111.416272,116.5,70.96,66

40,09:45-10:00,31.290000,19.330000,66.290000,10.340000,0.000000,6.760000,5.800000,10.220000,46.390000,57.690000,12.710000,4.830000,12.400000,17.350000,30.920000,57.980000,10.310000,0.000000,231.940000,39.620000,48.320000,0.000000,30.920000,15.350000,24.700000,169.600000,0.000000,14.500000,19.330000,12.400000,0.000000,38.83,28.49,0,28.48,75,38.84,0,41.04,37,83.33,199.63,28.48,43.34,165,83.33,41.01,39.93,117.741426,116.5,76.01,70

41,10:00-10:15,30.780000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.070000,0.000000,57.690000,13.430000,0.000000,13.090000,17.070000,30.920000,0.000000,10.310000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,170.700000,0.000000,14.500000,19.330000,13.090000,53.150000,38.83,28.49,0,28.48,81,38.84,0,42.96,41,83.33,210.67,28.48,43.34,175,83.33,40.01,42.13,122.926298,116.5,80.39,75

42,10:15-10:30,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.070000,0.000000,57.690000,13.990000,0.000000,13.650000,17.070000,30.920000,0.000000,10.310000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,13.650000,53.150000,38.83,28.49,0,28.48,85,38.84,0,43.5,43,83.33,221.56,28.48,43.34,182,83.33,40.01,44.31,126.961142,116.5,84.36,78

43,10:30-10:45,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.070000,0.000000,57.690000,14.480000,0.000000,14.120000,17.070000,30.920000,0.000000,10.310000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,14.120000,53.150000,38.83,28.49,0,28.48,90,38.84,0,44,45,83.33,230.26,28.48,43.34,186,83.33,40.01,46.05,130.440464,116.5,86.58,79

44,10:45-11:00,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.070000,0.000000,57.690000,14.880000,0.000000,14.520000,17.070000,30.920000,0.000000,10.310000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,14.520000,53.150000,38.83,28.49,0,28.48,93,38.84,0,44.5,47,83.33,237.5,28.48,43.34,186,83.33,40.01,47.5,133.344772,116.5,87.37,79

45,11:00-11:15,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.150000,0.000000,57.690000,15.280000,0.000000,14.910000,16.880000,30.920000,0.000000,10.220000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,14.910000,53.150000,38.83,28.15,0,28.15,93,38.84,0,44.5,47,83.33,229.17,28.15,43.34,186,83.33,40.01,45.83,128.413296,116.5,87.47,79

46,11:15-11:30,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.150000,0.000000,57.690000,15.610000,0.000000,15.230000,16.880000,30.920000,0.000000,10.220000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,15.230000,53.150000,38.83,27.99,0,27.98,94,38.84,0,44.5,47,83.33,229.17,27.98,43.34,186,83.33,40.01,45.83,129.543832,116.5,87.43,79

47,11:30-11:45,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.150000,0.000000,57.690000,15.670000,0.000000,15.290000,16.880000,30.920000,0.000000,10.220000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,15.290000,53.150000,38.83,27.99,0,27.98,94,38.84,0,44.5,47,83.33,229.17,27.98,43.34,186,83.33,43.01,45.83,130.265036,116.5,87.51,79

48,11:45-12:00,31.280000,19.330000,66.290000,10.340000,0.000000,0.000000,0.000000,10.150000,0.000000,57.690000,15.850000,0.000000,15.460000,16.880000,30.920000,0.000000,10.220000,0.000000,273.250000,39.620000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,14.500000,19.330000,15.460000,53.150000,38.83,27.99,0,27.98,94,38.84,0,44.5,47,83.33,229.17,27.98,43.34,186,83.33,43.01,45.83,129.884942,116.5,87.68,79

49,12:00-12:15,29.770000,0.000000,66.290000,10.880000,0.000000,0.000000,0.000000,10.380000,0.000000,57.690000,15.800000,0.000000,15.410000,16.700000,30.920000,0.000000,10.220000,0.000000,273.250000,0.000000,0.000000,0.000000,30.920000,15.350000,24.700000,190.030000,0.000000,0.000000,0.000000,15.410000,53.150000,38.83,27.99,0,27.98,94,38.84,0,44.5,47,83.33,229.17,27.98,43.34,186,83.33,43.01,45.83,127.360728,116.5,87.78,79

50,12:15-12:30,29.770000,0.000000,66.290000,10.880000,0.000000,0.000000,0.000000,10.380000,0.000000,57.690000,15.830000,0.000000,15.450000,16.700000,30.920000,0.000000,10.220000,0.000000,273.250000,0.000000,0.000000,0.000000,30.920000,15.350000,24.700000,226.700000,0.000000,0.000000,0.000000,15.450000,53.150000,38.83,27.99,0,27.98,94,38.84,0,44.5,47,83.33,229.17,27.98,43.34,186,83.33,43.01,45.83,125.77213,116.5,87.74,79

