Block,Time,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/06022042/L_NR_2012_02,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/16042024/31052024/IEX_240323_06618,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2022_09,NR/01102023/02122045/L_NR_2021_13,NR/01102023/31052040/LT-31,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/16072048/L_NR_2022_08,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/IEX_240416_00120_1,WR/01102023/31032046/L_NR_2020_05,NR/01052024/31052024/MC120240501NR23436,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/2-R1,WR/01102023/01102023/L_NR_2020_06,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23726,WR/01102023/24112044/L_NR_2020_07,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01102023/30042040/GNA_LT_35,NR/01102023/14082046/L_NR_2021_16,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/DC20240501NR23728,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/DC20240501NR23735
6,01:15-01:30,0.000000,0.000000,19.330000,8.180000,28.260000,262.460000,15.780000,100.710000,30.930000,273.330000,57.970000,15.820000,9.840000,0,0,0,48.340000,27,0,27,0,0.000000,0.000000,8.34,0,0,5.800000,46.400000,27.5,14.500000,87.200000,48.340000,48.340000,9.16,30.930000,4.830000,9.17,9.330000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,7.01,58.000000

7,01:30-01:45,0.000000,0.000000,19.330000,8.180000,28.260000,262.460000,15.780000,100.710000,30.930000,273.330000,57.970000,8.640000,9.840000,0,0,0,48.340000,16.67,0,16.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,24,14.500000,87.200000,48.340000,48.340000,8,30.930000,4.830000,8,9.330000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,7.01,58.000000

8,01:45-02:00,0.000000,0.000000,19.330000,8.180000,28.260000,262.460000,15.780000,100.710000,30.930000,273.330000,57.970000,8.640000,9.840000,0,0,0,48.340000,16.67,0,16.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,24,14.500000,87.200000,48.340000,48.340000,8,30.930000,4.830000,8,9.330000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

9,02:00-02:15,0.000000,0.000000,19.330000,7.990000,28.260000,262.460000,15.590000,100.710000,30.930000,273.330000,57.970000,8.640000,9.610000,0,0,0,48.340000,14.67,0,14.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,21.5,14.500000,87.200000,48.340000,48.340000,7.16,13.490000,4.830000,7.17,9.100000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

10,02:15-02:30,0.000000,0.000000,19.330000,7.990000,28.260000,262.460000,15.590000,100.710000,30.930000,273.330000,57.970000,8.640000,9.610000,0,0,0,48.340000,14.67,0,14.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,21.5,14.500000,87.200000,48.340000,48.340000,7.16,13.490000,4.830000,7.17,9.100000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

11,02:30-02:45,0.000000,0.000000,19.330000,7.990000,28.260000,262.460000,15.590000,100.710000,30.930000,273.330000,57.970000,8.640000,9.610000,0,0,0,48.340000,24,0,24,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,21.5,14.500000,87.200000,48.340000,48.340000,7.16,13.490000,4.830000,7.17,7.770000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

12,02:45-03:00,0.000000,0.000000,19.330000,7.990000,28.260000,262.460000,15.590000,100.710000,30.930000,273.330000,57.970000,8.640000,9.610000,0,0,0,48.340000,24.33,0,24.33,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,21.5,14.500000,87.200000,48.340000,48.340000,7.16,13.490000,4.830000,7.17,8.560000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

13,03:00-03:15,0.000000,0.000000,19.330000,7.810000,28.260000,262.460000,15.410000,100.710000,30.930000,273.330000,57.970000,8.640000,9.450000,0,0,0,48.340000,36.67,0,36.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,43,14.500000,76.650000,48.340000,48.340000,14.34,13.490000,4.830000,14.33,8.560000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

14,03:15-03:30,0.000000,0.000000,19.330000,7.810000,27.250000,262.460000,15.410000,82.170000,30.930000,273.330000,57.970000,8.640000,9.450000,0,0,0,48.340000,36.67,0,36.67,0,0.000000,0.000000,7.34,0,0,5.800000,46.400000,44,14.500000,76.650000,48.340000,48.340000,14.66,13.490000,4.830000,14.67,8.560000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

15,03:30-03:45,0.000000,0.000000,19.330000,7.810000,27.250000,262.460000,15.410000,82.170000,30.930000,273.330000,57.970000,8.640000,9.000000,0,0,0,48.340000,36.67,0,36.67,0,0.000000,0.000000,14,0,0,5.800000,46.400000,45,14.500000,76.650000,48.340000,48.340000,15,13.490000,4.830000,15,8.560000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

16,03:45-04:00,0.000000,0.000000,19.330000,7.810000,27.250000,262.460000,15.410000,82.170000,30.930000,273.330000,57.970000,8.640000,9.000000,0,0,0,48.340000,36.67,0,36.67,0,0.000000,0.000000,13.66,0,0,5.800000,46.400000,46,14.500000,76.650000,48.340000,48.340000,15.34,13.490000,4.830000,15.33,8.560000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

17,04:00-04:15,0.000000,0.000000,19.330000,7.710000,26.240000,262.460000,15.230000,82.170000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,37.11,0,37.11,0,0.000000,0.000000,13.66,0,0,5.800000,46.400000,47,14.500000,76.650000,48.340000,48.340000,15.66,13.490000,4.830000,15.67,8.250000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

18,04:15-04:30,0.000000,0.000000,19.330000,7.710000,26.240000,262.460000,15.230000,91.840000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,37.11,0,37.11,0,0.000000,0.000000,13.34,0,0,5.800000,46.400000,48,14.500000,76.650000,48.340000,48.340000,16,13.490000,4.830000,16,8.250000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

19,04:30-04:45,0.000000,0.000000,19.330000,7.710000,26.240000,262.460000,15.230000,100.710000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,34.67,0,34.67,0,0.000000,0.000000,13.34,0,0,5.800000,46.400000,47,14.500000,76.650000,48.340000,48.340000,15.66,13.490000,4.830000,15.67,8.250000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

20,04:45-05:00,0.000000,0.000000,19.330000,7.710000,25.730000,262.460000,15.230000,100.710000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,34,0,34,0,0.000000,0.000000,13,0,0,5.800000,46.400000,46,14.500000,76.650000,48.340000,48.340000,15.34,13.490000,4.830000,15.33,8.250000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

21,05:00-05:15,0.000000,0.000000,19.330000,7.530000,25.730000,262.460000,15.040000,58.000000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,33.33,0,33.33,0.02,0.000000,0.000000,13,0,0.08,5.800000,46.400000,45,14.500000,76.650000,48.340000,48.340000,15,13.490000,4.830000,15,8.010000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

22,05:15-05:30,0.000000,0.000000,19.330000,7.530000,25.730000,262.460000,15.040000,67.670000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,32.67,0,32.67,0.07,0.000000,0.000000,9.34,0,0.35,5.800000,46.400000,44,14.500000,76.650000,48.340000,48.340000,14.66,24.980000,4.830000,14.67,8.010000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

23,05:30-05:45,0.000000,0.000000,19.330000,7.530000,25.730000,262.460000,15.040000,100.710000,30.930000,273.330000,57.970000,8.640000,8.850000,0,0,0,48.340000,32,0,32,0.15,0.000000,0.000000,9.34,0,0.78,5.800000,46.400000,43,14.500000,76.650000,48.340000,48.340000,14.34,30.930000,4.830000,14.33,8.010000,0,0.000000,0,19.330000,6.770000,0,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

24,05:45-06:00,0.000000,0.000000,19.330000,7.530000,25.730000,262.460000,15.040000,100.710000,30.930000,273.330000,47.370000,8.640000,8.850000,0.2,0,0.18,48.340000,31.33,0,31.33,0.27,0.000000,0.000000,9.34,0,1.37,5.800000,46.400000,42.5,14.500000,76.650000,48.340000,48.340000,14.16,30.930000,4.830000,14.17,8.010000,0,0.000000,0,19.330000,6.770000,1.967884,0,0,39.630000,29.070000,0,0,0.000000,6.61,58.000000

25,06:00-06:15,0.000000,0.000000,19.330000,7.430000,25.730000,262.460000,14.860000,100.710000,30.930000,273.330000,33.160000,8.640000,8.610000,1,0,1.66,48.340000,21.67,0,21.67,0.86,0.000000,0.000000,9,1,4.28,5.800000,46.400000,35.5,14.500000,57.710000,48.340000,48.340000,11.84,30.930000,4.830000,11.83,7.770000,8.56,0.000000,0,19.330000,6.770000,4.296222,1,0,39.630000,29.070000,5.07,1,0.000000,6.61,58.000000

26,06:15-06:30,0.040000,0.000000,19.330000,7.430000,25.230000,201.900000,14.860000,100.710000,30.930000,273.330000,47.370000,8.640000,8.610000,2,1,3.79,48.340000,21.33,2,21.33,1.73,0.040000,0.000000,9,1,8.64,5.800000,46.400000,36.5,14.500000,57.710000,48.340000,48.340000,12.16,30.930000,4.830000,12.17,7.770000,16.33,0.040000,0,19.330000,6.770000,8.641154,2,0,39.630000,29.070000,10.92,4,0.000000,6.61,58.000000

27,06:30-06:45,0.280000,0.000000,19.330000,7.430000,25.230000,201.900000,14.860000,69.600000,30.930000,273.330000,33.160000,5.800000,8.610000,5,3,6.53,48.340000,21,7,21,2.87,0.270000,0.000000,8.66,3,14.35,5.800000,46.400000,38,14.500000,57.710000,48.340000,48.340000,12.66,30.930000,4.830000,12.67,7.770000,17.16,0.270000,0,19.330000,6.770000,13.677768,5,0,39.630000,29.070000,28.91,7,0.000000,6.61,58.000000

28,06:45-07:00,0.730000,0.000000,19.330000,7.430000,25.230000,174.900000,14.860000,53.170000,30.930000,273.330000,33.160000,5.800000,8.610000,6,4,9.75,48.340000,20.67,17,20.67,4.29,0.710000,0.000000,8.66,6,21.43,5.800000,46.400000,40.5,14.500000,57.710000,48.340000,48.340000,13.5,30.930000,4.830000,13.5,7.770000,25.47,0.710000,0,19.330000,6.770000,19.688582,8,0,39.630000,29.070000,30.48,14,0.000000,6.61,58.000000

29,07:00-07:15,1.270000,0.000000,19.330000,7.250000,25.230000,114.070000,14.670000,53.170000,30.930000,273.330000,33.160000,5.800000,8.460000,8,5,13.28,48.340000,16.67,25.62,16.67,5.96,1.240000,0.000000,7.34,9,29.8,5.800000,46.400000,27.5,14.500000,57.710000,48.340000,48.340000,9.16,24.980000,4.830000,9.17,7.770000,25.62,1.240000,0,19.330000,6.770000,26.566434,11,0,39.630000,29.070000,25.61,21,0.000000,10.01,58.000000

30,07:15-07:30,2.040000,0.000000,19.330000,7.250000,25.230000,114.070000,14.670000,53.170000,30.930000,251.340000,33.160000,5.800000,8.460000,10.96,8,18.07,48.340000,16.33,25.82,16.33,8.62,1.990000,0.000000,7.34,15,43.13,5.800000,46.400000,27,14.500000,57.710000,48.340000,48.340000,9,24.980000,4.830000,9,7.770000,25.82,1.990000,0,19.330000,6.770000,34.028806,16,0,39.630000,29.070000,25.81,35,0.000000,10.01,58.000000

31,07:30-07:45,3.150000,0.000000,19.330000,7.250000,26.240000,114.070000,14.670000,53.170000,30.930000,232.010000,33.160000,5.800000,8.460000,16.11,9,19.22,48.340000,16,27.48,16,11.63,3.080000,0.000000,7.34,21,58.13,5.800000,46.400000,26.5,14.500000,57.710000,48.340000,48.340000,8.84,24.980000,4.830000,8.83,7.770000,27.48,3.080000,0,19.330000,6.770000,40.994336,19,0,39.630000,29.070000,27.49,49,0.000000,9.81,58.000000

32,07:45:08:00,4.080000,0.000000,19.330000,7.250000,26.750000,114.070000,14.670000,53.170000,30.930000,212.670000,33.160000,5.800000,8.460000,20.21,13,25.57,48.340000,15.67,28.65,15.67,15.07,3.980000,0.000000,7.34,27,75.34,5.800000,46.400000,26,14.500000,57.710000,48.340000,48.340000,8.66,24.980000,4.830000,8.67,7.770000,28.65,3.980000,0,19.330000,6.770000,48.787936,25,0,39.630000,29.070000,28.65,63,0.000000,9.61,58.000000

33,08:00-08:15,5.340000,0.000000,19.330000,7.150000,27.250000,114.070000,14.490000,53.170000,25.890000,212.670000,33.160000,13.280000,8.460000,23.87,20,28.33,48.340000,16,29.32,16,18.54,5.210000,0.000000,7.34,36,92.71,5.800000,46.400000,25.5,14.500000,57.710000,48.340000,48.340000,8.5,25.890000,4.830000,8.5,7.620000,29.32,5.210000,0,19.330000,6.770000,56.815344,40,0,39.630000,29.070000,29.31,84,0.000000,7.01,58.000000

34,08:15-08:30,6.490000,0.000000,19.330000,7.150000,27.250000,114.070000,14.490000,53.170000,25.890000,193.340000,33.160000,13.280000,8.460000,27.13,23,35.05,48.340000,15.67,30.5,15.67,22.02,6.330000,0.000000,7.34,42,110.08,5.800000,46.400000,25,14.500000,57.710000,48.340000,48.340000,8.34,25.890000,4.830000,8.33,7.620000,30.5,6.330000,0,19.330000,6.770000,64.988882,47,0,39.630000,29.070000,30.5,98,0.000000,7.01,58.000000

35,08:30-08:45,7.690000,0.000000,19.330000,7.150000,27.250000,114.070000,14.490000,53.170000,25.890000,193.340000,33.160000,13.280000,8.070000,30.23,27,48.05,48.340000,12.33,30.5,12.33,25.49,7.500000,0.000000,6.66,48,127.43,5.800000,46.400000,24,14.500000,57.710000,48.340000,48.340000,8,25.890000,4.830000,8,7.620000,30.5,7.500000,0,19.330000,6.770000,72.5779,53,0,39.630000,29.070000,30.5,112,0.000000,7.01,58.000000

36,08:45:09:00,8.800000,0.000000,19.330000,7.150000,27.250000,114.070000,14.490000,53.170000,25.890000,174.010000,33.160000,13.280000,8.070000,33.03,30,55.38,48.340000,12.33,30.5,12.33,29.05,8.590000,0.000000,6.66,54,145.25,5.800000,46.400000,23,14.500000,57.710000,48.340000,48.340000,7.66,25.890000,4.830000,7.67,7.620000,30.5,8.590000,0,19.330000,6.770000,80.001304,60,0,39.630000,29.070000,30.5,126,0.000000,7.01,58.000000

37,09:00:09:15,9.930000,0.000000,19.330000,7.070000,27.250000,114.070000,14.310000,53.170000,25.890000,212.670000,33.160000,13.280000,7.840000,34.02,33,62.28,48.340000,12.33,30.5,12.33,32.2,9.680000,0.000000,6,60,160.98,5.800000,46.400000,17.5,14.500000,57.710000,48.340000,48.340000,5.84,25.890000,4.830000,5.83,7.620000,30.5,9.680000,0,19.330000,6.770000,87.073996,67,0,39.630000,29.070000,30.5,140,0.000000,7.01,58.000000

38,09:15-09:30,10.890000,0.000000,19.330000,7.070000,27.250000,114.070000,14.310000,53.170000,25.890000,273.330000,33.160000,13.280000,7.840000,36.71,35,68.72,48.340000,12.33,30.5,12.33,35.3,10.620000,0.000000,5,66,176.49,5.800000,46.400000,17.5,14.500000,57.710000,48.340000,48.340000,5.84,25.890000,4.830000,5.83,7.620000,30.5,10.620000,0,19.330000,6.770000,93.679072,71,0,39.630000,29.070000,30.5,154,0.000000,7.01,58.000000

39,09:30-09:45,11.830000,0.000000,19.330000,7.070000,27.250000,114.070000,14.310000,53.170000,25.890000,273.330000,33.160000,13.280000,7.840000,39.34,38,74.7,48.340000,12.33,30.5,12.33,38.15,11.540000,0.000000,5,72,190.74,5.800000,46.400000,17.5,14.500000,57.710000,48.340000,48.340000,5.84,25.890000,4.830000,5.83,7.620000,30.5,11.540000,0,19.330000,6.770000,99.933436,75,0,39.630000,29.070000,30.5,168,0.000000,6.41,58.000000

40,09:45-10:00,12.670000,0.000000,19.330000,7.070000,27.750000,133.400000,14.310000,53.170000,25.890000,273.330000,33.160000,13.280000,7.840000,41.54,39,80.01,48.340000,12.33,30.4,12.33,40.81,12.370000,0.000000,5,76,204.04,5.800000,46.400000,17.5,14.500000,57.710000,48.340000,48.340000,5.84,25.890000,4.830000,5.83,7.620000,30.4,12.370000,0,19.330000,6.770000,105.885798,78,0,39.630000,29.070000,30.4,179,0.000000,6.41,58.000000

41,10:00-10:15,13.390000,0.000000,19.330000,6.880000,28.260000,170.090000,14.120000,53.170000,30.930000,273.330000,33.160000,13.280000,7.390000,42.96,42,84.62,48.340000,12.33,30.4,12.33,44.56,13.060000,0.000000,5,81,222.79,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,7.620000,30.4,13.060000,0,19.330000,0.000000,110.786024,83,0,39.630000,29.070000,30.4,189,0.000000,6.41,0.000000

42,10:15-10:30,14.030000,0.000000,19.330000,6.880000,28.260000,170.090000,14.120000,53.170000,30.930000,273.330000,33.160000,13.280000,7.390000,44.8,44,88.8,48.340000,12.33,30.4,12.33,46.35,13.690000,0.000000,5,82,231.74,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,7.620000,30.4,13.690000,0,19.330000,0.000000,114.546436,89,0,39.630000,29.070000,30.4,193,0.000000,6.41,0.000000

43,10:30-10:45,14.990000,0.000000,19.330000,6.880000,28.260000,170.090000,14.120000,53.170000,30.930000,273.330000,33.160000,13.280000,7.390000,45,45,91.13,48.340000,12.33,30.4,12.33,46.75,14.620000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,7.620000,30.4,14.620000,0,19.330000,0.000000,117.712586,90,0,39.630000,29.070000,30.4,193,0.000000,6.41,0.000000

44,10:45-11:00,15.330000,0.000000,19.330000,6.880000,28.760000,170.090000,14.120000,53.170000,30.930000,273.330000,33.160000,13.280000,7.390000,45.5,46,91.96,48.340000,12.33,30.4,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,7.620000,30.4,14.960000,0,19.330000,0.000000,120.498798,92,0,39.630000,29.070000,30.4,193,0.000000,6.41,0.000000

45,11:00-11:15,15.330000,0.000000,19.330000,6.690000,28.760000,170.090000,13.840000,53.170000,25.880000,273.330000,33.160000,13.280000,7.390000,46,47,92.08,48.340000,12.33,30.4,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,25.890000,0.000000,5.83,5.830000,30.4,14.960000,0,19.330000,0.000000,122.642038,93,0,39.630000,29.070000,30.4,193,0.000000,6.41,0.000000

46,11:15-11:30,15.330000,0.000000,19.330000,6.690000,28.760000,170.090000,13.840000,53.170000,25.880000,273.330000,33.160000,13.280000,7.390000,46.5,47,92.04,48.340000,12.33,30.23,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,25.890000,0.000000,5.83,6.840000,30.23,14.960000,0,19.330000,0.000000,124.298178,94,0,39.630000,29.070000,30.24,193,0.000000,6.41,0.000000

47,11:30-11:45,15.330000,0.000000,19.330000,6.690000,28.260000,170.090000,13.840000,53.170000,25.880000,273.330000,33.160000,12.840000,7.390000,46.5,47,92.12,48.340000,12.33,30.23,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,25.890000,0.000000,5.83,6.840000,30.23,14.960000,0,19.330000,0.000000,124.726826,94,0,39.630000,29.070000,30.24,193,0.000000,6.41,0.000000

48,11:45-12:00,15.330000,0.000000,19.330000,6.690000,28.260000,170.090000,13.840000,53.170000,25.880000,273.330000,33.160000,12.840000,7.390000,46.5,47,92.3,48.340000,12.33,30.23,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,14.500000,57.710000,0.000000,0.000000,5.84,25.890000,0.000000,5.83,6.840000,30.23,14.960000,0,19.330000,0.000000,124.765794,94,0,39.630000,29.070000,30.24,193,0.000000,6.41,0.000000

49,12:00-12:15,15.330000,0.000000,0.000000,6.510000,26.740000,168.160000,13.750000,53.170000,30.930000,273.330000,33.160000,12.840000,7.150000,46.5,47,92.4,48.340000,12.33,30.23,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,0.000000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,6.690000,30.23,14.960000,0,0.000000,0.000000,124.45405,94,0,0.000000,29.070000,30.24,193,0.000000,6.41,0.000000

50,12:15-12:30,15.330000,0.000000,0.000000,6.510000,26.740000,168.160000,13.750000,53.170000,30.930000,273.330000,33.160000,12.840000,7.150000,46.5,47,92.36,48.340000,12.33,30.23,12.33,46.75,14.960000,0.000000,5,82,233.75,0.000000,0.000000,17.5,0.000000,57.710000,0.000000,0.000000,5.84,24.980000,0.000000,5.83,6.690000,30.23,14.960000,0,0.000000,0.000000,123.314236,94,0,0.000000,29.070000,30.24,193,0.000000,7.01,0.000000

