Block,Time,NR/01052024/31052024/2-R1,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/IEX_240416_00120_1,L_NR_2019_19,NR/01052024/31052024/DC20240501NR23728,NR/01102023/06022042/L_NR_2012_02,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/25072045/L_NR_2021_15,NR/01102023/19072037/LT-05,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/31032046/L_NR_2020_05,NR/01052024/31052024/DC20240501NR23726,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/14082046/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/IEX-240324-06625_1,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/30042040/GNA_LT_35,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/16072048/L_NR_2022_08,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23727,NR/01102023/13082046/L_NR_2021_12,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/31072042/L_NR_2023_07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,NR/01052024/31052024/M20240501NR23406,NR/01102023/22052037/LT-59,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2020_06
6,01:15-01:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,62.67,0.000000,0,0,115.400000,0,0,95,4.830000,30.780000,0,87.070000,15.340000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,23.66,0.000000,62.67,40.01,0,0,14.440000,0,0,15.480000,5.790000,0,30.890000,0,0,272.940000,31.67,39.580000,10.330000,0.000000,0.000000,31.66

7,01:30-01:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,75,0.000000,0,0,115.400000,0,0,97.5,4.830000,30.280000,0,87.070000,15.340000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,23.66,0.000000,75,40.01,0,0,14.440000,0,0,15.480000,5.790000,0,0.000000,0,0,272.940000,32.5,39.580000,10.330000,0.000000,0.000000,32.5

8,01:45-02:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,75,0.000000,0,0,115.400000,0,0,97.5,4.830000,30.280000,0,87.070000,15.340000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,23.66,0.000000,75,40.01,0,0,14.440000,0,0,15.480000,5.790000,0,0.000000,0,0,272.940000,32.5,39.580000,10.330000,0.000000,0.000000,32.5

9,02:00-02:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,61.67,0.000000,0,0,115.400000,0,0,87.5,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,23.66,0.000000,61.67,39.61,0,0,13.400000,0,0,18.800000,5.790000,0,9.600000,0,0,272.940000,29.17,39.580000,10.330000,0.000000,0.000000,29.16

10,02:15-02:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,63.33,0.000000,0,0,115.400000,0,0,89,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,30.890000,0,57.920000,0.000000,0.000000,10.560000,19.310000,24,0.000000,63.33,38.81,0,0,14.510000,0,0,18.800000,5.790000,0,9.600000,0,0,272.940000,29.67,39.580000,10.330000,0.000000,0.000000,29.66

11,02:30-02:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,70,0.000000,0,0,115.400000,0,0,90,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,30,0.000000,70,31.02,0,0,15.480000,0,0,18.800000,5.790000,0,20.240000,0,0,272.940000,30,39.580000,10.330000,0.000000,0.000000,30

12,02:45-03:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,70,0.000000,0,0,115.400000,0,0,91,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,30,0.000000,70,30.42,0,0,16.460000,0,0,18.800000,5.790000,0,20.240000,0,0,272.940000,30.33,39.580000,10.330000,0.000000,0.000000,30.34

13,03:00-03:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,73.33,0.000000,0,0,115.400000,0,0,100,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,26.66,0.000000,73.33,23.81,0,0,17.440000,0,0,18.520000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,9.940000,0.000000,0.000000,33.34

14,03:15-03:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,73.33,0.000000,0,0,115.400000,0,0,100,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,26.66,0.000000,73.33,23.21,0,0,17.440000,0,0,18.520000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,10.250000,0.000000,0.000000,33.34

15,03:30-03:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,72.67,0.000000,0,0,115.400000,0,0,100,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,26.66,0.000000,72.67,22.61,0,0,18.390000,0,0,18.520000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,10.250000,0.000000,0.000000,33.34

16,03:45-04:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,72.33,0.000000,0,0,115.400000,0,0,100,4.830000,30.280000,0,87.070000,8.600000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,26.66,0.000000,72.33,22.41,0,0,19.360000,0,0,18.520000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,10.250000,0.000000,0.000000,33.34

17,04:00-04:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,72.33,0.000000,0,0,115.400000,0,0,100,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,31.66,0.000000,72.33,36.62,0,0,20.340000,0,0,18.240000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,10.250000,0.000000,0.000000,33.34

18,04:15-04:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,72.67,0.000000,0,0,115.400000,0,0,100,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,31.66,0.000000,72.67,35.82,0,0,22.270000,0,0,18.240000,5.790000,0,20.240000,0,0,272.940000,33.33,39.580000,10.250000,0.000000,0.000000,33.34

19,04:30-04:45,48.260000,0.000000,46.330000,0,6.760000,262.080000,78.33,0.000000,0,0,115.400000,0,0,110,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,31.66,0.000000,78.33,35.62,0,0,22.270000,0,0,18.240000,5.790000,0,20.240000,0,0,272.940000,36.67,39.580000,10.250000,0.000000,0.000000,36.66

20,04:45-05:00,48.260000,0.000000,46.330000,0,6.760000,262.080000,78,0.000000,0,0,115.400000,0,0,110,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,31.34,0.000000,78,35.42,0,0,23.240000,0,0,18.240000,5.790000,0,20.240000,0,0,272.940000,36.67,39.580000,10.250000,0.000000,0.000000,36.66

21,05:00-05:15,48.260000,0.000000,46.330000,0,6.760000,262.080000,77.67,0.000000,0,0,66.210000,0,0,110,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,35,0.000000,77.67,39.21,0,0,14.440000,0,0,17.970000,5.790000,0,20.240000,0,0,272.940000,36.67,39.580000,10.100000,0.000000,0.000000,36.66

22,05:15-05:30,48.260000,0.000000,46.330000,0,6.760000,262.080000,77.33,0.000000,0,0,66.210000,0,0,110,4.830000,30.780000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,35,0.000000,77.33,39.01,0,0,14.440000,0,0,17.970000,5.790000,0,20.240000,0,0,272.940000,36.67,39.580000,10.250000,0.000000,0.000000,36.66

23,05:30-05:45,48.260000,0.000000,46.330000,1.130884,6.760000,262.080000,76.67,0.000000,0,0,66.210000,0,0,105,4.830000,29.770000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.34,0.000000,76.67,38.81,0,0,14.440000,0,0,17.970000,5.790000,0,20.240000,0,0,272.940000,35,39.580000,10.250000,0.000000,0.000000,35

24,05:45-06:00,48.260000,0.000000,46.330000,2.476246,6.760000,262.080000,76,0.000000,0,0.2,66.210000,0,0,110,4.830000,29.770000,0,87.070000,7.660000,14.480000,48.260000,19.310000,48.260000,20.240000,0,57.920000,0.000000,0.000000,10.560000,19.310000,32.34,0.000000,76,38.81,0,0.04,14.440000,0,0,17.970000,5.790000,0.21,20.240000,0,0,272.940000,36.67,39.580000,10.250000,0.000000,0.000000,36.66

25,06:00-06:15,48.260000,0.000000,46.330000,5.332703,6.760000,262.080000,75,0.000000,10.99,1,66.210000,1,0,110,4.830000,29.770000,0,62.940000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,8.56,57.920000,0.000000,0.000000,10.290000,19.310000,32,0.000000,75,38.61,0,0.66,14.440000,1,0,17.600000,5.790000,3.33,9.600000,8,1,272.940000,36.67,39.580000,10.250000,0.000000,0.000000,36.66

26,06:15-06:30,48.260000,0.000000,46.330000,10.285195,6.760000,230.570000,74,0.000000,16.24,2,66.210000,1,1,110,4.830000,29.770000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,16.24,57.920000,0.320000,0.320000,10.290000,19.310000,31.66,0.000000,74,38.61,0,1.63,14.440000,2,0.39,17.600000,5.790000,8.17,9.600000,12,4,272.940000,36.67,39.580000,10.250000,0.000000,0.320000,36.66

27,06:30-06:45,48.260000,0.000000,46.330000,15.910368,6.760000,182.310000,73.33,0.000000,21.39,5,66.210000,3,3,107,4.830000,29.270000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,17.16,57.920000,0.790000,0.810000,10.290000,19.310000,31.66,0.000000,73.33,38.41,0,2.7,16.550000,5,1.82,17.600000,5.790000,13.51,9.600000,15,7,272.940000,35.67,39.580000,10.250000,0.000000,0.790000,35.66

28,06:45-07:00,48.260000,0.000000,46.330000,22.559186,6.760000,145.680000,73.33,0.000000,19.78,6,66.210000,6,4,106.5,4.830000,29.270000,0,57.630000,7.660000,14.480000,48.260000,19.310000,48.260000,30.890000,19.78,57.920000,1.500000,1.540000,10.290000,19.310000,31.66,0.000000,73.33,38.41,0,4.01,16.630000,8,3.92,17.600000,5.790000,20.08,9.600000,17.99,14,250.980000,35.5,39.580000,10.250000,0.000000,1.500000,35.5

29,07:00-07:15,48.260000,0.000000,46.330000,30.114661,6.760000,145.680000,73.33,0.000000,18.85,8,70.370000,9,5,105.5,4.830000,29.270000,0,57.630000,3.860000,14.480000,48.260000,19.310000,48.260000,30.890000,18.85,57.920000,2.210000,2.250000,10.290000,19.310000,31.66,0.000000,73.33,38.21,0,5.86,17.720000,11,9.5,17.330000,5.790000,29.32,9.600000,18.85,21,231.670000,35.17,39.580000,10.250000,0.000000,2.210000,35.16

30,07:15-07:30,48.260000,0.000000,46.330000,38.274574,6.760000,115.840000,73.33,0.000000,19.02,11.46,70.370000,15,8,104,4.830000,29.270000,0,57.630000,3.860000,14.480000,48.260000,19.310000,48.260000,30.890000,19.02,57.920000,3.040000,3.110000,10.290000,19.310000,31.34,0.000000,73.33,38.01,0,8.23,18.810000,16,15.2,17.330000,5.790000,41.17,9.600000,19.01,35,193.060000,34.67,39.580000,10.250000,0.000000,3.040000,34.66

31,07:30-07:45,48.260000,0.000000,46.330000,46.366244,6.760000,115.840000,73.33,0.000000,20.02,16.11,70.370000,21,11,102.5,4.830000,29.270000,0,57.630000,3.860000,14.480000,48.260000,19.310000,48.260000,30.890000,20.02,57.920000,3.980000,4.080000,10.290000,19.310000,30.66,0.000000,73.33,27.41,0,10.99,20.350000,21,20.58,17.330000,5.790000,54.98,9.600000,20.01,49,173.750000,34.17,39.580000,10.250000,0.000000,3.980000,34.16

32,07:45:08:00,48.260000,0.000000,46.330000,54.5944,6.760000,111.010000,72.67,0.000000,20.68,20.21,70.370000,27,14,101.5,4.830000,28.770000,0,57.630000,3.860000,14.480000,48.260000,19.310000,48.260000,30.890000,20.68,57.920000,4.960000,5.080000,10.290000,19.310000,30,0.000000,72.67,26.81,0,14,23.040000,28,26.28,17.330000,5.790000,69.98,9.600000,20.69,63,150.110000,33.83,39.580000,10.250000,0.000000,4.960000,33.84

33,08:00-08:15,48.260000,0.000000,46.330000,62.988289,6.760000,111.010000,73.33,0.000000,21.02,23.37,70.370000,33,18,99,4.830000,28.770000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,21.02,57.920000,5.940000,6.080000,10.140000,19.310000,29.66,0.000000,73.33,35.62,0,17.38,23.040000,35,31.98,16.960000,5.790000,86.88,20.240000,21.01,77,150.110000,33,39.580000,10.250000,0.000000,5.940000,33

34,08:15-08:30,48.260000,0.000000,46.330000,71.440672,6.760000,111.010000,73.33,0.000000,22.18,26.63,70.370000,39,21,96.5,4.830000,28.250000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,22.18,57.920000,6.890000,7.060000,10.140000,19.310000,29.34,0.000000,73.33,35.22,0,20.71,24.100000,42,37.37,16.960000,5.790000,103.57,20.240000,22.19,91,150.110000,32.17,39.580000,10.250000,0.000000,6.890000,32.16

35,08:30-08:45,48.260000,0.000000,46.330000,79.629832,6.760000,111.010000,66.67,0.000000,23.52,29.73,70.370000,40,24,84,4.830000,28.250000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,23.52,57.920000,7.810000,8.010000,10.140000,19.310000,22.34,0.000000,66.67,34.62,0,23.9,25.190000,49,45.64,16.960000,5.790000,119.53,20.240000,23.51,95,150.110000,28,39.580000,10.250000,0.000000,7.810000,28

36,08:45:09:00,48.260000,0.000000,46.330000,87.653259,6.760000,111.010000,67.33,0.000000,23.98,32.53,70.370000,46,28,84.5,4.830000,28.250000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,23.98,57.920000,8.880000,9.100000,10.140000,19.310000,22.34,0.000000,67.33,34.02,0,27.12,26.260000,55,52.61,16.960000,5.790000,135.61,20.240000,23.99,109,150.110000,28.17,39.580000,10.250000,0.000000,8.880000,28.16

37,09:00:09:15,48.260000,0.000000,46.330000,95.676686,6.760000,111.010000,68,0.000000,25.48,33.52,70.370000,51,30,85,4.830000,27.750000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,25.48,57.920000,9.820000,10.060000,9.980000,19.310000,22.66,0.000000,68,38.01,0,30.1,26.620000,60,59.16,16.500000,5.790000,150.53,20.240000,25.49,119,150.110000,28.33,39.580000,10.250000,0.000000,9.820000,28.34

38,09:15-09:30,48.260000,0.000000,46.330000,102.608225,6.760000,111.010000,68.33,0.000000,25.82,36.21,70.370000,55,33,86,4.830000,28.250000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,25.82,57.920000,10.640000,10.910000,9.980000,19.310000,23,0.000000,68.33,38.01,0,33.02,26.620000,65,65.28,16.500000,5.790000,165.13,20.240000,25.81,130,150.110000,28.67,39.580000,10.250000,0.000000,10.640000,28.66

39,09:30-09:45,48.260000,0.000000,46.330000,109.169302,6.760000,111.010000,70,0.000000,26.32,38.84,70.370000,60,34,86.5,4.830000,28.250000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,26.32,57.920000,11.400000,11.690000,9.980000,19.310000,23.34,0.000000,70,38.01,0,35.81,27.710000,68,70.96,16.500000,5.790000,179.05,20.240000,26.31,140,150.110000,28.83,39.580000,10.250000,0.000000,11.400000,28.84

40,09:45-10:00,48.260000,0.000000,46.330000,115.369666,6.760000,111.010000,70,0.000000,26.32,41.04,70.370000,64,37,87.5,4.830000,28.770000,0,57.630000,3.860000,14.480000,48.260000,19.310000,0.000000,20.240000,26.32,57.920000,12.160000,12.460000,9.980000,19.310000,24.34,0.000000,70,38.01,0,38.37,28.800000,75,76.01,16.500000,5.790000,191.88,20.240000,26.31,151,150.110000,29.17,39.580000,10.250000,0.000000,12.160000,29.16

41,10:00-10:15,0.000000,0.000000,0.000000,120.546385,0.000000,111.010000,70,0.000000,26.48,42.96,66.210000,69,40,100,0.000000,24.220000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,26.48,0.000000,12.930000,13.260000,9.980000,19.310000,28.34,0.000000,70,37.81,0,40.5,29.250000,79,80.39,16.030000,0.000000,202.48,20.240000,26.49,161,150.110000,33.33,39.580000,10.170000,0.000000,12.930000,33.34

42,10:15-10:30,0.000000,0.000000,0.000000,124.728706,0.000000,111.010000,70,0.000000,26.48,43.5,66.210000,73,42,101,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,26.48,0.000000,13.520000,13.870000,9.980000,19.310000,29,0.000000,70,37.81,0,42.59,29.250000,85,84.36,16.030000,0.000000,212.96,20.240000,26.49,172,150.110000,33.67,39.580000,10.170000,0.000000,13.520000,33.66

43,10:30-10:45,0.000000,0.000000,0.000000,126.83449,0.000000,111.010000,70,0.000000,26.82,44,66.210000,76,45,102.5,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,26.82,0.000000,14.010000,14.360000,9.980000,19.310000,29.66,0.000000,70,37.61,0,44.26,29.250000,90,86.58,16.030000,0.000000,221.32,20.240000,26.81,179,150.110000,34.17,39.580000,10.170000,0.000000,14.010000,34.16

44,10:45-11:00,0.000000,0.000000,0.000000,128.326087,0.000000,111.010000,70,0.000000,26.82,44.5,66.210000,79,47,102.5,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,26.82,0.000000,14.480000,14.830000,9.980000,19.310000,29.66,0.000000,70,37.22,0,45.86,29.250000,93,87.37,16.030000,0.000000,229.29,20.240000,26.81,186,150.110000,34.17,39.580000,10.170000,0.000000,14.480000,34.16

45,11:00-11:15,0.000000,0.000000,0.000000,129.222995,0.000000,111.010000,70,0.000000,26.98,44.5,66.210000,81,47,102.5,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,26.98,0.000000,14.830000,15.190000,9.830000,19.310000,30.66,0.000000,70,33.02,0,46,29.250000,93,87.47,15.750000,0.000000,230,20.240000,26.99,189,193.060000,34.17,39.580000,10.170000,0.000000,14.830000,34.16

46,11:15-11:30,0.000000,0.000000,0.000000,129.544712,0.000000,111.010000,70,0.000000,27.32,44.5,66.210000,82,47,102.5,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,27.32,0.000000,15.170000,15.560000,9.830000,19.310000,31.66,0.000000,70,33.02,0,46,29.250000,94,87.43,15.750000,0.000000,230,20.240000,27.31,191,231.670000,34.17,39.580000,10.170000,0.000000,15.170000,34.16

47,11:30-11:45,0.000000,0.000000,0.000000,130.266138,0.000000,111.010000,70,0.000000,27.48,44.5,66.210000,82,47,94.5,0.000000,23.720000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,27.48,0.000000,15.170000,15.560000,9.830000,19.310000,31.66,0.000000,70,33.02,0,46,29.250000,94,87.51,15.750000,0.000000,230,20.240000,27.49,191,231.670000,31.5,39.580000,10.170000,0.000000,15.170000,31.5

48,11:45-12:00,0.000000,0.000000,0.000000,130.646349,0.000000,111.010000,70,0.000000,27.48,44.5,70.370000,82,47,95,0.000000,23.220000,0,57.630000,3.860000,14.480000,0.000000,19.310000,0.000000,20.240000,27.48,0.000000,15.280000,15.660000,9.830000,19.310000,31.66,0.000000,70,33.02,0,46,29.250000,94,87.68,15.750000,0.000000,230,20.240000,27.49,191,231.670000,31.67,39.580000,10.170000,0.000000,15.280000,31.66

49,12:00-12:15,0.000000,0.000000,0.000000,130.480616,0.000000,111.010000,71,0.000000,28.15,43,70.370000,82,47,89.5,0.000000,21.200000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.15,0.000000,15.280000,15.660000,9.980000,0.000000,27.66,0.000000,71,38.01,0,46,29.250000,94,87.78,16.580000,0.000000,230,20.240000,28.15,191,231.670000,29.83,0.000000,10.250000,0.000000,15.280000,29.84

50,12:15-12:30,0.000000,0.000000,0.000000,129.6617,0.000000,111.010000,71.67,0.000000,28.48,43,70.370000,82,47,89.5,0.000000,21.200000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.48,0.000000,15.280000,15.660000,9.980000,0.000000,27.66,0.000000,71.67,38.01,0,46,29.250000,94,87.74,16.580000,0.000000,230,20.240000,28.49,191,231.670000,29.83,0.000000,10.250000,0.000000,15.280000,29.84

51,12:30-12:45,0.000000,0.000000,0.000000,131.582253,0.000000,170.510000,72.67,0.000000,28.48,43,70.370000,82,47,89.5,0.000000,21.200000,0,57.630000,7.660000,0.000000,0.000000,0.000000,0.000000,20.240000,28.48,0.000000,15.280000,15.660000,9.980000,0.000000,28,0.000000,72.67,42.01,0,46,29.250000,94,87.69,16.580000,0.000000,230,20.240000,28.49,191,231.670000,29.83,0.000000,10.250000,0.000000,15.280000,29.84

