Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/22052037/LT-59,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02012046/L_NR_2021_17,NR/30092023/31122025/SH-07,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/22102023/11042047/L_NR_2021_17,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,WR/01102023/24112044/L_NR_2020_07,NR/26072023/31072042/L_NR_2023_07,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_36,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,L_NR_2019_19,NR/26072023/25122043/L_NR_2023_10,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/2-R1,NR/01052024/31052024/DC20240501NR23727,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/14082046/L_NR_2021_16
11,02:30-02:45,8.310000,0,0,262.650000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,8.66,0,0,0.000000,13.850000,8.67,0,0.000000,0.000000,26,20,100.780000,273.530000,19.350000,0,46.440000,76.710000,69.100000,0,0.000000,7.34,20,0,8.140000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.770000,48.370000,0.000000,0.000000,0.000000,0

12,02:45-03:00,8.310000,0,0,262.650000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,8.84,0,0,0.000000,13.850000,8.83,0,0.000000,0.000000,26.5,19.67,85.130000,273.530000,19.350000,0,46.440000,76.710000,64.840000,0,0.000000,7.34,19.67,0,8.140000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.770000,48.370000,0.000000,0.000000,0.000000,0

13,03:00-03:15,8.310000,0,0,262.650000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,9,0,0,0.000000,13.670000,9,0,0.000000,0.000000,27,19.33,75.460000,273.530000,19.350000,0,46.440000,76.710000,58.010000,0,0.000000,7.34,19.33,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.770000,48.370000,0.000000,0.000000,0.000000,0

14,03:15-03:30,8.310000,0,0,262.650000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,9.16,0,0,0.000000,13.670000,9.17,0,0.000000,0.000000,27.5,19,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,19,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,30.280000,48.370000,0.000000,0.000000,0.000000,0

15,03:30-03:45,8.310000,0,0,262.650000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,9,0,0,0.000000,13.670000,9,0,0.000000,0.000000,27,18.67,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,18.67,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,30.280000,48.370000,0.000000,0.000000,0.000000,0

16,03:45-04:00,8.310000,0,0,237.570000,4.840000,6.770000,29.090000,7.780000,0,0,30.960000,14.510000,39.660000,9.34,0,0,0.000000,13.670000,9.33,0,0.000000,0.000000,28,18.33,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,18.33,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,30.280000,48.370000,0.000000,0.000000,0.000000,0

17,04:00-04:15,8.310000,0,0,227.900000,4.840000,6.770000,29.090000,7.620000,0,0,30.960000,14.510000,39.660000,10,0,0,0.000000,13.490000,10,0,0.000000,0.000000,30,18,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,18,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,30.280000,48.370000,0.000000,0.000000,0.000000,0

18,04:15-04:30,8.310000,0,0,171.850000,4.840000,6.770000,29.090000,7.620000,0,0,30.960000,14.510000,39.660000,9.84,0,0,0.000000,13.490000,9.83,0,0.000000,0.000000,29.5,18,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,18,0,7.950000,0,0,48.370000,25.000000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.770000,48.370000,0.000000,0.000000,0.000000,0

19,04:30-04:45,8.310000,0,0,171.850000,4.840000,6.770000,29.090000,7.620000,0,0,30.960000,14.510000,39.660000,9.66,0,0,0.000000,13.490000,9.67,0,0.000000,0.000000,29,21.67,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,21.67,0,7.950000,0,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.770000,48.370000,0.000000,0.000000,0.000000,0

20,04:45-05:00,8.310000,0,0,171.850000,4.840000,6.770000,29.090000,7.620000,0,0,30.960000,14.510000,39.660000,9.5,0,0,0.000000,13.490000,9.5,0,0.000000,0.000000,28.5,21,53.210000,273.530000,19.350000,0,46.440000,57.750000,33.180000,0,0.000000,7.34,21,0,7.950000,0,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,29.260000,48.370000,0.000000,0.000000,0.000000,0

21,05:00-05:15,8.080000,0,0.02,171.850000,4.840000,6.770000,29.090000,7.620000,0,0,25.000000,14.510000,39.660000,9.34,0,0,0.000000,13.300000,9.33,0,0.000000,0.000000,28,20.33,53.210000,273.530000,19.350000,0,46.440000,33.860000,33.180000,0.09,0.000000,7.34,20.33,0,7.770000,0,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,28.760000,48.370000,0.000000,0.000000,0.000000,0

22,05:15-05:30,8.080000,0,0.07,140.270000,4.840000,6.770000,29.090000,7.620000,0,0,25.000000,14.510000,39.660000,9.16,0,0,0.000000,13.300000,9.17,0,0.000000,0.000000,27.5,19.67,53.210000,273.530000,19.350000,0,46.440000,33.860000,33.180000,0.36,0.000000,7.34,19.67,0,7.770000,0,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,28.760000,48.370000,0.000000,0.000000,0.000000,0

23,05:30-05:45,8.080000,0,0.16,111.250000,4.840000,6.770000,29.090000,7.620000,0,0,25.000000,14.510000,39.660000,9,0,0,0.000000,13.300000,9,0,0.000000,0.000000,27,19,53.210000,232.180000,19.350000,0,46.440000,33.860000,33.180000,0.8,0.000000,7.34,19,0,7.770000,0,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,28.760000,48.370000,0.000000,0.000000,0.000000,0

24,05:45-06:00,8.080000,0,0.28,111.250000,4.840000,6.770000,29.090000,7.620000,0,0,25.000000,14.510000,39.660000,8.84,0,0,0.000000,13.300000,8.83,0,0.000000,0.000000,26.5,18.33,53.210000,232.180000,19.350000,0,46.440000,33.860000,33.180000,1.41,0.000000,7.34,18.33,0.2,7.770000,1.793448,0,48.370000,30.960000,19.350000,6.61,0,48.370000,5.800000,7.910000,28.760000,48.370000,0.000000,0.000000,0.000000,0

25,06:00-06:15,8.080000,0,1.38,111.250000,4.840000,6.770000,29.090000,7.470000,8.56,0,25.000000,14.510000,39.660000,7.34,4.81,0,0.000000,13.300000,7.33,1,0.000000,0.000000,22,17.67,53.210000,232.180000,19.350000,0,46.440000,33.860000,33.180000,6.93,0.000000,7.34,17.67,1,7.580000,3.976776,1,48.370000,30.960000,19.350000,6.61,1,48.370000,5.800000,7.910000,28.760000,48.370000,0.000000,0.000000,0.000000,0

26,06:15-06:30,8.080000,0.41,2.37,111.250000,4.840000,6.770000,29.090000,7.470000,15.94,0,25.000000,14.510000,39.660000,7.34,8.62,1,0.040000,13.300000,7.33,4,0.000000,0.000000,22,17,53.210000,232.180000,19.350000,2,46.440000,33.860000,33.180000,11.88,0.040000,7.34,17,2,7.580000,8.167986,1,48.370000,30.960000,19.350000,6.61,2,48.370000,5.800000,7.910000,28.760000,48.370000,0.040000,0.000000,0.000000,0

27,06:30-06:45,8.080000,1.91,3.71,111.250000,4.840000,6.770000,29.090000,7.470000,17.16,0,25.000000,14.510000,39.660000,7.34,22.39,3,0.270000,13.300000,7.33,7,0.000000,0.000000,22,13.33,53.210000,193.480000,19.350000,7,46.440000,33.860000,33.180000,18.58,0.280000,7.34,13.33,5,7.580000,12.973257,3,48.370000,30.960000,19.350000,6.61,5,48.370000,5.800000,7.910000,28.260000,48.370000,0.270000,0.000000,0.000000,0

28,06:45-07:00,8.080000,4.12,5.21,111.250000,4.840000,6.770000,29.090000,7.470000,15.85,0,25.000000,14.510000,39.660000,7.34,15.85,4,0.710000,13.300000,7.33,14,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,15.85,46.440000,33.860000,33.180000,26.03,0.730000,7.34,13.33,6,7.580000,18.694746,6,48.370000,30.960000,19.350000,6.61,8,48.370000,5.800000,3.960000,27.750000,48.370000,0.710000,0.000000,0.000000,0

29,07:00-07:15,7.920000,10,6.56,111.250000,4.840000,6.770000,29.090000,7.470000,15.85,0,25.000000,14.510000,39.660000,7.34,15.85,5,1.240000,13.300000,7.33,21,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,15.85,46.440000,33.860000,33.180000,32.8,1.270000,7.34,13.33,8,7.580000,25.195995,9,48.370000,30.960000,19.350000,6.61,11,48.370000,5.800000,3.960000,27.750000,48.370000,1.240000,0.000000,0.000000,0

30,07:15-07:30,7.920000,16,9.22,111.250000,4.840000,6.770000,29.090000,7.470000,16.02,0,25.000000,14.510000,39.660000,7.34,16.01,8,2.000000,13.300000,7.33,35,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,16.02,46.440000,33.860000,33.180000,46.13,2.040000,7.34,13.33,10.46,7.580000,32.204088,15,48.370000,30.960000,19.350000,6.61,16,48.370000,5.800000,3.960000,27.750000,48.370000,2.000000,0.000000,0.000000,0

31,07:30-07:45,7.920000,21.67,9.33,111.250000,4.840000,6.770000,29.090000,7.470000,16.35,0,25.000000,14.510000,39.660000,7.34,16.35,10,3.080000,13.300000,7.33,49,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,16.35,46.440000,33.860000,33.180000,46.67,3.150000,7.34,13.33,15.61,7.580000,38.724831,21,48.370000,30.960000,19.350000,6.61,20,48.370000,5.800000,3.960000,27.250000,48.370000,3.080000,0.000000,0.000000,0

32,07:45:08:00,7.920000,27.67,12.94,111.250000,4.840000,6.770000,29.090000,7.470000,17.02,0,25.000000,14.510000,39.660000,7.34,17.01,13,3.990000,13.300000,7.33,63,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,17.02,46.440000,33.860000,33.180000,64.73,4.090000,7.34,13.33,19.71,7.580000,46.074069,27,48.370000,30.960000,19.350000,6.61,27,48.370000,5.800000,3.960000,26.240000,48.370000,3.990000,0.000000,0.000000,0

33,08:00-08:15,7.920000,33.67,16.66,111.250000,4.840000,6.770000,29.090000,7.310000,18.52,0,25.000000,14.510000,39.660000,7.34,18.51,17,5.220000,13.300000,7.33,77,0.000000,0.000000,22,13.33,53.210000,150.440000,19.350000,18.52,46.440000,33.860000,35.260000,83.32,5.350000,7.66,13.33,23.87,7.440000,53.637741,33,48.370000,30.960000,19.350000,6.61,35,48.370000,5.800000,3.960000,26.240000,48.370000,5.220000,0.000000,0.000000,0

34,08:15-08:30,7.920000,39.33,20.45,111.250000,4.840000,6.770000,29.090000,7.310000,19.68,0,25.000000,14.510000,39.660000,7.16,19.69,21,6.350000,13.300000,7.17,91,0.000000,0.000000,21.5,13.33,53.210000,150.440000,19.350000,19.68,46.440000,33.860000,35.260000,102.25,6.500000,8,13.33,27.13,7.440000,61.357365,39,48.370000,30.960000,19.350000,6.61,41,48.370000,5.800000,3.960000,26.240000,48.370000,6.350000,0.000000,0.000000,0

35,08:30-08:45,7.920000,48.05,24.08,111.250000,4.840000,6.770000,29.090000,7.310000,20.52,0,25.910000,14.510000,39.660000,7,20.51,24,7.520000,13.300000,7,105,0.000000,0.000000,21,13.33,53.210000,150.440000,19.350000,20.52,46.440000,57.750000,35.260000,120.41,7.700000,6.66,13.33,30.23,7.440000,68.511663,45,48.370000,25.910000,19.350000,6.61,48,48.370000,5.800000,3.960000,26.240000,48.370000,7.520000,0.000000,0.000000,0

36,08:45:09:00,7.920000,55.38,27.95,111.250000,4.840000,6.770000,29.090000,7.310000,20.98,0,25.910000,14.510000,39.660000,7,20.99,28,8.600000,13.300000,7,119,0.000000,0.000000,21,13.33,53.210000,150.440000,19.350000,20.98,46.440000,57.750000,35.260000,139.78,8.810000,6.66,13.33,33.03,7.440000,75.548997,51,48.370000,25.910000,19.350000,6.61,55,48.370000,5.800000,3.960000,26.240000,48.370000,8.600000,0.000000,0.000000,0

37,09:00:09:15,7.770000,62.28,33.49,111.250000,4.840000,6.770000,29.090000,7.310000,21.82,0,25.910000,14.510000,39.660000,7,21.81,30,9.700000,13.300000,7,133,0.000000,0.000000,21,13.33,53.210000,150.440000,19.350000,21.82,46.440000,57.750000,35.260000,167.46,9.940000,6.66,13.33,34.02,7.300000,82.206198,57,48.370000,25.910000,19.350000,6.61,60,48.370000,5.800000,7.910000,26.240000,48.370000,9.700000,0.000000,0.000000,0

38,09:15-09:30,7.770000,68.72,36.36,111.250000,4.840000,6.770000,29.090000,7.310000,22.15,0,25.910000,14.510000,39.660000,7,22.15,34,10.640000,13.300000,7,147,0.000000,0.000000,21,13.33,53.210000,150.440000,19.350000,22.15,46.440000,57.750000,35.260000,181.83,10.910000,6.66,13.33,36.71,7.300000,88.512507,63,48.370000,25.910000,19.350000,6.61,69,48.370000,5.800000,7.910000,26.240000,48.370000,10.640000,0.000000,0.000000,0

39,09:30-09:45,7.770000,74.7,41.58,111.250000,4.840000,6.770000,29.090000,7.310000,22.65,0,25.910000,14.510000,39.660000,7,22.65,38,11.570000,13.300000,7,161,0.000000,0.000000,21,13.33,53.210000,150.440000,19.350000,22.65,46.440000,57.750000,35.260000,207.92,11.850000,6.66,13.33,39.34,7.300000,94.419189,69,48.370000,25.910000,19.350000,6.01,76,48.370000,5.800000,7.910000,25.730000,48.370000,11.570000,0.000000,0.000000,0

40,09:45-10:00,7.770000,80.01,44.3,111.250000,4.840000,6.770000,29.090000,7.310000,22.65,0,25.910000,14.510000,39.660000,7,22.65,39,12.390000,13.300000,7,172,0.000000,0.000000,21,13.33,53.210000,193.480000,19.350000,22.65,46.440000,57.750000,35.260000,221.48,12.700000,6.66,13.33,41.54,7.300000,100.160172,73,48.370000,25.910000,19.350000,6.01,78,48.370000,5.800000,7.910000,25.730000,48.370000,12.390000,0.000000,0.000000,0

41,10:00-10:15,7.770000,84.62,45.83,111.250000,0.000000,0.000000,29.090000,7.310000,22.82,0,25.910000,14.510000,39.660000,7,22.81,42,13.090000,13.300000,7,179,0.000000,0.000000,21,13.33,53.210000,232.180000,19.350000,22.82,0.000000,57.750000,35.260000,229.17,13.420000,6.66,13.33,42.96,7.120000,104.721768,76,48.370000,25.910000,19.350000,6.01,84,0.000000,0.000000,7.910000,25.230000,0.000000,13.090000,0.000000,0.000000,0

42,10:15-10:30,7.770000,88.8,45.83,111.250000,0.000000,0.000000,29.090000,7.310000,22.82,0,25.910000,14.510000,39.660000,7,22.81,45,13.710000,13.300000,7,186,0.000000,0.000000,21,13.33,53.210000,232.180000,19.350000,22.82,0.000000,57.750000,35.260000,229.17,14.050000,6.75,13.33,44.8,7.120000,108.064989,79,48.370000,25.910000,19.350000,6.01,90,0.000000,0.000000,7.910000,24.220000,0.000000,13.710000,0.000000,0.000000,0

43,10:30-10:45,7.770000,91.13,45.83,111.250000,0.000000,0.000000,29.090000,5.060000,22.82,0,25.910000,14.510000,39.660000,7,22.81,47,14.320000,13.300000,7,189,0.000000,0.000000,21,13.33,53.210000,273.530000,19.350000,22.82,0.000000,57.750000,35.260000,229.17,14.680000,6.91,13.33,45,7.120000,110.248317,81,48.370000,25.910000,19.350000,6.01,94,0.000000,0.000000,7.910000,24.220000,0.000000,14.320000,0.000000,0.000000,0

44,10:45-11:00,7.770000,91.96,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,22.82,0,25.910000,14.510000,39.660000,7,22.81,47,14.720000,13.300000,7,191,0.000000,0.000000,21,13.33,53.210000,273.530000,19.350000,22.82,0.000000,57.750000,35.260000,229.17,15.080000,7.08,13.33,45.5,7.120000,113.182164,82,48.370000,25.910000,19.350000,6.01,94,0.000000,0.000000,7.910000,24.220000,0.000000,14.720000,0.000000,0.000000,0

45,11:00-11:15,7.770000,92.08,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,22.98,0,25.910000,14.510000,39.660000,7,22.99,47,15.260000,13.120000,7,191,0.000000,0.000000,21,13.33,53.210000,273.530000,19.350000,22.98,0.000000,57.750000,35.260000,229.17,15.640000,6.66,13.33,46,7.120000,114.936624,82,48.370000,25.910000,19.350000,6.01,94,0.000000,0.000000,7.910000,24.220000,0.000000,15.260000,0.000000,0.000000,0

46,11:15-11:30,7.770000,92.04,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.32,0,25.910000,14.510000,39.660000,7,23.31,47,15.280000,13.120000,7,191,0.000000,0.000000,21,13.33,53.210000,273.530000,19.350000,23.32,0.000000,57.750000,35.260000,229.17,15.660000,6.66,13.33,46.5,7.120000,116.203734,82,48.370000,25.910000,19.350000,6.01,94,0.000000,0.000000,7.910000,24.220000,0.000000,15.280000,0.000000,0.000000,0

47,11:30-11:45,7.770000,92.12,45.83,140.270000,0.000000,0.000000,29.090000,6.690000,23.48,0,25.910000,14.510000,39.660000,7,23.49,47,15.280000,13.120000,7,191,0.000000,0.000000,21,13.33,53.210000,273.530000,19.350000,23.48,0.000000,57.750000,35.260000,229.17,15.660000,6.66,13.33,46.5,7.120000,113.35761,82,48.370000,25.910000,19.350000,7.21,94,0.000000,0.000000,7.910000,24.220000,0.000000,15.280000,0.000000,0.000000,0

48,11:45-12:00,7.770000,92.3,45.83,140.270000,0.000000,0.000000,29.090000,6.690000,23.48,0,25.910000,14.510000,39.660000,7,23.49,47,15.280000,13.120000,7,191,0.000000,0.000000,21,13.67,53.210000,273.530000,19.350000,23.48,0.000000,57.750000,35.260000,229.17,15.660000,6.66,13.67,46.5,7.120000,109.936413,82,48.370000,25.910000,19.350000,7.21,94,0.000000,0.000000,7.910000,24.220000,0.000000,15.280000,0.000000,0.000000,0

49,12:00-12:15,7.920000,92.4,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.48,0,25.910000,0.000000,0.000000,7,23.49,47,15.280000,13.120000,7,191,0.000000,0.000000,21,14,53.210000,273.530000,0.000000,23.48,0.000000,57.750000,35.260000,229.17,15.660000,6.66,14,46.5,7.120000,103.503393,82,48.370000,25.910000,0.000000,7.21,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.280000,0.000000,0.000000,0

50,12:15-12:30,7.920000,92.36,45.83,111.250000,0.000000,0.000000,29.090000,6.690000,23.82,0,25.910000,0.000000,0.000000,7.34,23.81,47,15.280000,13.120000,7.33,191,0.000000,0.000000,22,14.33,53.210000,273.530000,0.000000,23.82,0.000000,57.750000,35.260000,229.17,15.660000,6.66,14.33,46.5,7.120000,99.965232,82,48.370000,25.910000,0.000000,7.21,94,0.000000,0.000000,7.910000,23.220000,0.000000,15.280000,0.000000,0.000000,0

