Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/2-R1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23727,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/IEX-240324-06625_1,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23735,NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14
10,02:15-02:30,0.000000,48.360000,0.000000,4.300000,0.000000,16.530000,48.360000,273.450000,87.230000,68.780000,4.670000,30.950000,30.950000,5.800000,26.240000,19.340000,14.130000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.720000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,63,0,30.66,26.66,92,63,30.67,0,0,0,0,0,0,0

11,02:30-02:45,0.000000,48.360000,0.000000,4.300000,0.000000,17.500000,48.360000,273.450000,87.230000,68.780000,4.670000,30.950000,30.950000,5.800000,25.730000,19.340000,14.130000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.720000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,62.33,0,30.16,27,90.5,62.33,30.17,0,0,0,0,0,0,0

12,02:45-03:00,0.000000,48.360000,0.000000,4.300000,0.000000,18.450000,48.360000,273.450000,87.230000,68.780000,4.670000,30.950000,30.950000,5.800000,25.730000,19.340000,14.130000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.720000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,62,0,29.84,26.66,89.5,62,29.83,0,0,0,0,0,0,0

13,03:00-03:15,0.000000,48.360000,0.000000,4.230000,0.000000,19.430000,48.360000,273.450000,87.230000,68.780000,4.670000,30.950000,30.950000,5.800000,25.730000,19.340000,14.030000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,63.33,0,31.66,22,95,63.33,31.67,0,0,0,0,0,0,0

14,03:15-03:30,0.000000,48.360000,0.000000,4.230000,0.000000,20.420000,48.360000,273.450000,63.420000,68.780000,4.670000,30.950000,30.950000,5.800000,25.730000,19.340000,14.030000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,63.33,0,27.66,21.66,83,63.33,27.67,0,0,0,0,0,0,0

15,03:30-03:45,0.000000,48.360000,0.000000,4.230000,0.000000,21.390000,48.360000,273.450000,63.420000,68.780000,4.670000,30.950000,20.600000,5.800000,25.730000,19.340000,14.030000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,63.33,0,31.34,25,94,63.33,31.33,0,0,0,0,0,0,0

16,03:45-04:00,0.000000,48.360000,0.000000,4.230000,0.000000,22.700000,48.360000,273.450000,63.420000,68.780000,4.670000,30.950000,20.600000,5.800000,25.730000,19.340000,14.030000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,262.570000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,63.33,0,31.16,25,93.5,63.33,31.17,0,0,0,0,0,0,0

17,04:00-04:15,0.000000,48.360000,0.000000,4.230000,0.000000,23.670000,48.360000,273.450000,63.420000,68.780000,4.670000,30.950000,25.440000,5.800000,25.730000,19.340000,13.950000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,70,0,33.34,26.66,100,70,33.33,0,0,0,0,0,0,0

18,04:15-04:30,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,63.420000,68.780000,4.670000,30.950000,25.440000,5.800000,25.730000,19.340000,13.950000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,70,0,33.34,26.66,100,70,33.33,0,0,0,0,0,0,0

19,04:30-04:45,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,30.950000,25.440000,5.800000,25.730000,19.340000,13.950000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,70,0,33.34,30,100,70,33.33,0,0,0,0,0,0,0

20,04:45-05:00,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,30.950000,25.440000,5.800000,25.730000,19.340000,13.950000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0,0,0,0,70,0,33.34,30,100,70,33.33,0,0,0,0,0,0,0

21,05:00-05:15,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,30.950000,25.440000,5.800000,25.730000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0.01,0,0,0,75,0.05,33.34,33.34,100,75,33.33,0,0,0,0,0,0,0

22,05:15-05:30,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,30.950000,25.440000,5.800000,24.220000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0.04,0,0,0,75,0.2,33.34,33.34,100,75,33.33,0,0,0,0,0,0,0

23,05:30-05:45,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,25.440000,25.440000,5.800000,24.220000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0.09,0,0,0,75,0.45,33.34,35,100,75,33.33,0,0,0,0,0,0,0

24,05:45-06:00,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,25.440000,25.440000,5.800000,24.220000,19.340000,13.750000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.630000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,0,0,0.16,0,0,0,75,0.79,33,35,99,75,33,0,0,0,1.939653,0,0,0.18

25,06:00-06:15,0.000000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,24.340000,30.950000,5.800000,24.220000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.530000,0.000000,0.000000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,4.9,0,1.22,0,3.48,1,75,6.09,35,35,105,75,35,0,0.1,1,5.341356,0,0,1.66

26,06:15-06:30,0.040000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,24.340000,30.950000,5.800000,24.220000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.530000,0.040000,0.050000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,10.37,0,2.29,1,7.55,1,75,11.46,35,35,105,75,35,1,1,2,9.386361,2,0,3.79

27,06:30-06:45,0.290000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,24.340000,30.950000,5.800000,24.220000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.530000,0.290000,0.300000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,21.77,0,3.46,3,12.61,4,75,17.31,35,35,105,75,35,1,2,5,15.146838,5,0,6.53

28,06:45-07:00,0.770000,48.360000,0.000000,4.230000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.670000,24.340000,30.950000,5.800000,23.710000,19.340000,13.670000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,115.620000,3.530000,0.770000,0.790000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,31.9,0,4.79,4,20.64,7,74.67,23.97,34.66,35,104,74.67,34.67,3,5,8,22.603293,9,0,9.75

29,07:00-07:15,1.370000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,273.450000,51.900000,68.780000,4.520000,24.340000,30.950000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,85.290000,3.530000,1.370000,1.390000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,29.1,0,7.55,5,29.1,18,56,37.73,29.16,29.34,87.5,56,29.17,7,7.54,11,31.87269,18,0,15

30,07:15-07:30,2.190000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,273.450000,51.900000,50.270000,4.520000,24.340000,30.950000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,2.190000,2.240000,46.420000,201.990000,0.000000,0.000000,48.360000,6.01,25.98,0,10.41,8,25.99,25,51.67,52.07,27.16,28.66,81.5,51.67,27.17,10,11.46,16,42.467679,25.98,0,20

31,07:30-07:45,3.370000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,273.450000,51.900000,34.820000,4.520000,24.340000,30.950000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,3.370000,3.460000,46.420000,168.230000,0.000000,0.000000,48.360000,6.01,28.32,0,13.44,12,28.31,39,47,67.22,25.84,27.66,77.5,47,25.83,16,16.61,23,53.696223,28.32,0,25

32,07:45:08:00,4.370000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,232.100000,32.880000,34.820000,4.520000,24.340000,30.950000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,4.370000,4.480000,46.420000,112.180000,0.000000,0.000000,48.360000,6.01,28.5,0,16.44,16,28.5,56,42.33,82.18,23.84,26.34,71.5,42.33,23.83,24,20.71,32,64.242477,28.5,0,31.67

33,08:00-08:15,5.720000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,193.420000,32.880000,37.980000,4.520000,25.440000,25.440000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,5.720000,5.860000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,28.5,0,20.02,19,28.5,81,34.33,100.13,21.66,25.34,65,34.33,21.67,34,24.37,39,73.833525,28.5,0,36.67

34,08:15-08:30,6.960000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,4.520000,25.440000,25.440000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,6.960000,7.130000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,29.17,0,23.55,23,29.16,98,31.67,117.74,20,24,60,31.67,20,42,27.63,45,83.073681,29.17,0,40.36

35,08:30-08:45,8.240000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,4.520000,25.440000,25.440000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,8.240000,8.440000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.17,0,27.18,26,30.16,116,30.33,135.88,17.5,22.66,52.5,30.33,17.5,49,30.73,53,92.382066,30.17,0,48.05

36,08:45:09:00,9.430000,48.360000,0.000000,4.150000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,4.520000,25.440000,25.440000,5.800000,23.710000,19.340000,13.570000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.530000,9.430000,9.660000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.17,0,30.65,31,30.16,133,29,153.23,14.66,21,44,29,14.67,57,33.53,61,101.349306,30.17,0,55.38

37,09:00:09:15,10.640000,48.360000,12.320000,0.000000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,4.520000,25.440000,25.440000,5.800000,22.710000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.440000,10.640000,10.900000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.17,0,33.83,34,30.16,147,25.33,169.15,14,13.34,42,25.33,14,63,35.12,68,118.123893,30.17,0,62.28

38,09:15-09:30,11.780000,48.360000,12.320000,0.000000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,4.200000,25.440000,25.440000,5.800000,23.210000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.440000,11.780000,12.070000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.17,0,36.96,37,30.16,161,23.33,184.8,13.34,13,40,23.33,13.33,69,37.71,75,125.05401,30.17,0,68.72

39,09:30-09:45,12.670000,48.360000,12.320000,0.000000,0.000000,24.530000,48.360000,150.390000,32.880000,37.980000,3.500000,25.440000,25.440000,5.800000,23.710000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.440000,12.670000,13.000000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.17,0,40.06,40,30.16,175,22.33,200.29,12.66,10,38,22.33,12.67,75,39.34,80,130.785246,30.17,0,74.7

40,09:45-10:00,13.580000,48.360000,12.320000,0.000000,0.000000,24.530000,48.360000,193.420000,32.880000,37.980000,3.110000,25.440000,25.440000,5.800000,23.710000,19.340000,13.480000,19.340000,6.770000,4.840000,14.510000,39.650000,0.000000,66.330000,3.440000,13.580000,13.920000,46.420000,111.220000,0.000000,0.000000,48.360000,6.01,30.07,0,43.09,43,30.06,186,21,215.43,12,9.34,36,21,12,79,41.54,87,135.502794,30.07,0,80.01

41,10:00-10:15,14.350000,0.000000,12.320000,0.000000,0.000000,24.530000,48.360000,232.100000,32.880000,37.980000,2.730000,25.440000,25.440000,0.000000,23.710000,19.340000,13.380000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,14.350000,14.720000,0.000000,111.220000,0.000000,0.000000,0.000000,6.01,30.07,0,45.5,46,30.06,193,19.33,227.48,8.34,8.66,25,19.33,8.33,82,43.46,91,139.294377,30.07,0,84.62

42,10:15-10:30,15.030000,0.000000,12.320000,0.000000,0.000000,24.530000,48.360000,232.100000,32.880000,37.980000,2.330000,25.440000,25.440000,0.000000,23.210000,19.340000,13.380000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,15.030000,15.400000,0.000000,111.220000,0.000000,0.000000,0.000000,6.01,30.07,0,47.56,47,30.06,196,18.33,237.79,8.34,8.34,25,18.33,8.33,84,45.3,93,142.40367,30.07,0,88.8

43,10:30-10:45,15.690000,0.000000,12.320000,0.000000,0.000000,24.530000,48.360000,232.100000,32.880000,37.980000,1.940000,25.440000,25.440000,0.000000,23.210000,19.340000,13.380000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,15.690000,16.080000,0.000000,111.220000,0.000000,0.000000,0.000000,6.01,30.07,0,48.33,47,30.06,196,17.67,241.67,8.34,8.34,25,17.67,8.33,84,47,94,146.341458,30.07,0,91.13

44,10:45-11:00,16.130000,0.000000,12.320000,0.000000,0.000000,24.530000,48.360000,232.100000,32.880000,37.980000,1.560000,25.440000,25.440000,0.000000,23.210000,19.340000,13.380000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,16.130000,16.530000,0.000000,111.220000,0.000000,0.000000,0.000000,6.01,30.07,0,48.33,47,30.06,196,17,241.67,8.34,8.34,25,17,8.33,84,47,94,148.515039,30.07,0,91.96

45,11:00-11:15,16.560000,0.000000,12.320000,0.000000,0.000000,25.470000,48.360000,232.100000,32.880000,37.980000,3.890000,25.440000,25.440000,0.000000,23.210000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,16.560000,16.970000,0.000000,111.220000,0.000000,0.000000,0.000000,7.01,30.07,0,48.33,47,30.06,196,17,241.67,8.34,14.66,25,17,8.33,84,47,94,150.327981,30.07,0,92.08

46,11:15-11:30,16.560000,0.000000,12.320000,0.000000,0.000000,26.450000,48.360000,273.450000,32.880000,37.980000,3.890000,25.440000,25.440000,0.000000,23.210000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,16.560000,16.970000,0.000000,111.220000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,17.67,241.67,8.34,14.66,25,17.67,8.33,84,47,94,151.448886,29.9,0,92.04

47,11:30-11:45,16.560000,0.000000,12.320000,0.000000,0.000000,27.440000,48.360000,232.100000,32.880000,37.980000,3.890000,25.440000,25.440000,0.000000,22.200000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,16.560000,16.970000,0.000000,111.220000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,25,241.67,8.34,14.66,25,25,8.33,84,47,94,152.423586,29.9,0,92.12

48,11:45-12:00,16.560000,0.000000,12.320000,0.000000,0.000000,28.410000,48.360000,193.420000,32.880000,37.980000,3.890000,25.440000,25.440000,0.000000,22.200000,19.340000,13.300000,19.340000,0.000000,0.000000,14.510000,39.650000,0.000000,66.330000,3.440000,16.560000,16.970000,0.000000,111.220000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,26.67,241.67,15.84,14.66,47.5,26.67,15.83,84,47,94,153.534744,29.9,0,92.3

49,12:00-12:15,16.560000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.040000,25.380000,25.380000,0.000000,22.710000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,145.950000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,28.33,241.67,16,14.66,48,28.33,16,84,47,94,141.799356,29.9,0,92.4

50,12:15-12:30,16.560000,0.000000,16.130000,0.000000,0.000000,29.300000,48.360000,150.390000,32.880000,37.980000,4.040000,25.380000,25.380000,0.000000,22.710000,0.000000,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,66.330000,3.530000,16.560000,16.970000,0.000000,145.950000,0.000000,0.000000,0.000000,7.01,29.9,0,48.33,47,29.9,196,29.33,241.67,16.34,14.66,49,29.33,16.33,84,47,94,142.559622,29.9,0,92.36

