Block,Time,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/M20240501NR23406,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/DC20240501NR23726,NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/MC120240501NR23436,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/30092023/26122029/SH-06,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/2-R1,NR/16042024/31052024/IEX_240323_06618,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31102037/L_NR_2019_11,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,L_NR_2019_19,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17
6,01:15-01:30,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.350000,262.570000,0.000000,30.260000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.930000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.260000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,14.5,36.67,14.5,0,9.81,0,0,0,0,12,0,0,0,0,0,43.5,36.67,0,0,0,0

7,01:30-01:45,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.350000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.930000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,14.67,37,14.66,0,7.01,0,0,0,0,12,0,0,0,0,0,44,37,0,0,0,0

8,01:45-02:00,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.350000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.930000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,14.83,37.67,14.84,0,7.01,0,0,0,0,12.34,0,0,0,0,0,44.5,37.67,0,0,0,0

9,02:00-02:15,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.830000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,18.17,44,18.16,0,7.01,0,0,0,0,12.34,0,0,0,0,0,54.5,44,0,0,0,0

10,02:15-02:30,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.830000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,18.5,43.33,18.5,0,7.01,0,0,0,0,12.66,0,0,0,0,0,55.5,43.33,0,0,0,0

11,02:30-02:45,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.830000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,18.67,49.33,18.66,0,7.01,0,0,0,0,15,0,0,0,0,0,56,49.33,0,0,0,0

12,02:45-03:00,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.740000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.830000,3.440000,48.360000,16.130000,0.000000,273.450000,29.080000,30.740000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.080000,18.67,48.67,18.66,0,7.01,0,0,0,0,15.34,0,0,0,0,0,56,48.67,0,0,0,0

13,03:00-03:15,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.650000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.000000,18.83,49.33,18.84,0,7.01,0,0,0,0,16.66,0,0,0,0,0,56.5,49.33,0,0,0,0

14,03:15-03:30,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.650000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,87.230000,48.360000,48.360000,100.750000,4.000000,18.67,49.33,18.66,0,7.01,0,0,0,0,16.66,0,0,0,0,0,56,49.33,0,0,0,0

15,03:30-03:45,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.650000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,19,49.33,19,0,7.01,0,0,0,0,16.66,0,0,0,0,0,57,49.33,0,0,0,0

16,03:45-04:00,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.200000,262.570000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.230000,12.650000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,18.83,49.33,18.84,0,7.01,0,0,0,0,16.66,0,0,0,0,0,56.5,49.33,0,0,0,0

17,04:00-04:15,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,214.210000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.550000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,18,44.33,18,0,7.01,0,0,0,0,16.66,0,0,0,0,0,54,44.33,0,0,0,0

18,04:15-04:30,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.550000,3.350000,48.360000,16.130000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,17.17,43.33,17.16,0,7.01,0,0,0,0,16.66,0,0,0,0,0,51.5,43.33,0,0,0,0

19,04:30-04:45,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.550000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,16.17,33.33,16.16,0,7.01,0,0,0,0,16.66,0,0,0,0,0,48.5,33.33,0,0,0,0

20,04:45-05:00,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.550000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,4.000000,15.17,32.33,15.16,0,7.01,0,0,0,0,16.66,0,0,0,0,0,45.5,32.33,0,0,0,0

21,05:00-05:15,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,174.970000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.470000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,44.400000,48.360000,48.360000,100.750000,3.930000,14.17,31.67,14.16,0,7.01,0,0,0,0,16,0.05,0,0,0,0,42.5,31.67,0,0,0.01,0

22,05:15-05:30,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.470000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,13.33,31,13.34,0,7.01,0,0,0,0,15.34,0.19,0,0,0,0,40,31,0,0,0.04,0

23,05:30-05:45,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,25.730000,12.470000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,12.33,30,12.34,0,7.01,0,0,0,0,14.66,0.43,0,0,0,0,37,30,0,0,0.09,0

24,05:45-06:00,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,4.040000,201.990000,0.000000,30.950000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,24.730000,12.470000,3.350000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,11.33,29,11.34,0,7.01,0.18,0,0,0,14,0.77,0,2.514726,0,0,34,29,0,0,0.15,0

25,06:00-06:15,19.340000,39.650000,0.000000,46.420000,4.840000,0.000000,3.890000,201.990000,0.000000,14.080000,5.800000,0.000000,0.000000,6.770000,19.340000,14.510000,24.220000,12.470000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,11.33,28.33,11.34,5.1,7.01,0.54,0.1,3.48,0,13.34,3.49,0,6.735177,0,1,34,28.33,1,0,0.7,0

26,06:15-06:30,19.340000,39.650000,0.040000,46.420000,4.840000,0.000000,3.890000,201.990000,0.040000,14.080000,5.800000,0.000000,0.040000,6.770000,19.340000,14.510000,23.210000,12.470000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,52.870000,48.360000,48.360000,71.740000,3.930000,11,27,11,10.79,7.01,1.64,1,7.55,2,12.66,4.67,1,11.11158,0,2,33,27,1,0,0.93,1

27,06:30-06:45,19.340000,39.650000,0.280000,46.420000,4.840000,0.000000,3.890000,201.990000,0.280000,25.110000,5.800000,0.000000,0.280000,6.770000,19.340000,14.510000,23.210000,12.470000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,115.620000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,10.5,26,10.5,22.74,7.01,2.96,2,12.61,5,12,10.79,1,17.028009,0,5,31.5,26,4,0,2.16,3

28,06:45-07:00,19.340000,39.650000,0.740000,46.420000,4.840000,0.000000,3.890000,174.970000,0.750000,25.110000,5.800000,0.000000,0.740000,6.770000,19.340000,14.510000,22.200000,12.470000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,44.400000,48.360000,48.360000,100.750000,3.930000,10,24.33,10,31.83,7.01,4.9,5,20.64,9,11.34,18.29,3,24.503958,0,8,30,24.33,7,0,3.66,4

29,07:00-07:15,19.340000,39.650000,1.280000,46.420000,4.840000,0.000000,3.890000,201.990000,1.320000,25.110000,5.800000,0.000000,1.280000,6.770000,19.340000,14.510000,22.200000,12.370000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,9.83,23,9.84,29.42,7.01,7.71,7.54,29.43,18,7.34,29.13,7,33.256764,0,11,29.5,23,18,0,5.83,5

30,07:15-07:30,19.340000,39.650000,2.060000,46.420000,4.840000,0.000000,3.890000,201.990000,2.110000,25.110000,5.800000,0.000000,2.060000,6.770000,19.340000,14.510000,21.700000,12.370000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,9.33,21.67,9.34,25.81,7.01,10.8,10.46,25.82,25.82,7.34,43.17,10,42.974523,0,16,28,21.67,25,0,8.63,8

31,07:30-07:45,19.340000,39.650000,3.170000,46.420000,4.840000,0.000000,3.890000,201.990000,3.260000,25.110000,5.800000,0.000000,3.170000,6.770000,19.340000,14.510000,21.700000,12.370000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,63.420000,48.360000,48.360000,100.750000,3.930000,9,20.67,9,27.49,7.01,17.78,13.5,27.48,27.48,7.34,54.23,19,53.374572,0,23,27,20.67,46,0,10.85,12

32,07:45:08:00,19.340000,39.650000,4.120000,46.420000,4.840000,0.000000,3.890000,201.990000,4.220000,25.110000,5.800000,0.000000,4.120000,6.770000,19.340000,14.510000,21.700000,12.370000,3.260000,48.360000,12.320000,0.000000,273.450000,29.080000,30.950000,85.290000,0.000000,52.480000,48.360000,48.360000,82.200000,3.930000,9,19,9,28.65,7.01,25.54,17.5,28.65,28.65,7.34,70.66,26,63.345753,0,32,27,19,62,0,14.13,16

33,08:00-08:15,19.340000,39.650000,5.390000,46.420000,4.840000,0.000000,3.890000,174.970000,5.520000,25.110000,5.800000,0.000000,5.390000,6.770000,19.340000,14.510000,21.700000,12.280000,3.260000,48.360000,12.320000,0.000000,232.100000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,82.200000,3.930000,9.33,26.33,9.34,29.31,7.01,32.97,21.5,29.32,29.32,7.34,87.45,34,72.371475,0,35,28,26.33,81,0,17.49,18

34,08:15-08:30,19.340000,39.650000,6.550000,46.420000,4.840000,0.000000,3.890000,145.950000,6.710000,25.110000,5.800000,0.000000,6.550000,6.770000,19.340000,14.510000,21.700000,12.280000,3.260000,48.360000,12.320000,0.000000,193.420000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,9.67,26.33,9.66,30.5,7.01,39.92,24,30.5,30.5,7.34,105.08,42,80.666172,0,43,29,26.33,97,0,21.01,22

35,08:30-08:45,19.340000,39.650000,7.750000,46.420000,4.840000,0.000000,3.890000,145.950000,7.950000,25.110000,5.800000,0.000000,7.750000,6.770000,19.340000,14.510000,21.700000,12.280000,3.260000,48.360000,12.320000,0.000000,150.390000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,9.83,40,9.84,30.5,7.01,46.32,29,30.5,30.5,7.34,122.67,48,88.824411,0,51,29.5,40,112,0,24.53,26

36,08:45:09:00,19.340000,39.650000,8.870000,46.420000,4.840000,0.000000,3.890000,145.950000,9.090000,25.110000,5.800000,0.000000,8.870000,6.770000,19.340000,14.510000,21.700000,12.280000,3.260000,48.360000,12.320000,0.000000,150.390000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,9.83,39.33,9.84,30.5,7.01,52.74,31,30.5,30.5,7.34,138.79,54,96.553782,0,58,29.5,39.33,126,0,27.76,29

37,09:00:09:15,19.340000,39.650000,10.010000,46.420000,4.840000,0.000000,3.890000,145.950000,10.260000,25.110000,5.800000,0.000000,10.010000,6.770000,19.340000,14.510000,21.700000,0.000000,3.160000,48.360000,12.320000,0.000000,150.390000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,10,38,10,30.5,7.01,58.89,33.02,30.5,30.5,7.34,128.57,60,102.918573,0,65,30,38,140,0,25.71,32

38,09:15-09:30,19.340000,39.650000,11.090000,46.420000,4.840000,0.000000,3.890000,145.950000,11.360000,25.110000,5.800000,0.000000,11.090000,6.770000,19.340000,14.510000,22.200000,0.000000,3.160000,48.360000,12.320000,0.000000,150.390000,29.080000,30.950000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,10,36.67,10,30.5,7.01,65.12,35.71,30.5,30.5,7.34,143.45,66,109.566027,0,71,30,36.67,154,0,28.69,36

39,09:30-09:45,19.340000,39.650000,11.930000,46.420000,4.840000,0.000000,3.890000,145.950000,12.220000,25.990000,5.800000,0.000000,11.930000,6.770000,19.340000,14.510000,22.200000,0.000000,3.160000,48.360000,12.320000,0.000000,193.420000,29.080000,25.990000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,9.83,29,9.84,30.5,7.01,70.81,38.34,30.5,30.5,7.34,158.33,67,115.199793,0,75,29.5,29,158,0,31.67,37

40,09:45-10:00,19.340000,39.650000,12.780000,46.420000,4.840000,0.000000,3.890000,145.950000,13.100000,25.990000,5.800000,0.000000,12.780000,6.770000,19.340000,14.510000,23.210000,0.000000,3.160000,48.360000,12.320000,0.000000,232.100000,29.080000,25.990000,70.500000,0.000000,33.470000,48.360000,48.360000,56.090000,3.930000,9.67,27.33,9.66,30.4,7.01,76.79,40.54,30.4,30.4,7.34,187.5,71,119.8881,0,79,29,27.33,167,0,37.5,40

41,10:00-10:15,19.340000,39.650000,13.500000,0.000000,0.000000,0.000000,3.890000,145.950000,13.840000,25.990000,0.000000,0.000000,13.500000,0.000000,19.340000,14.510000,23.710000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,70.500000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,9.67,25.67,9.66,30.4,5.61,81.86,40,30.4,30.4,7.34,215.63,70,123.88437,0,78,29,25.67,165,0,43.13,39

42,10:15-10:30,19.340000,39.650000,14.140000,0.000000,0.000000,0.000000,3.890000,145.950000,14.500000,25.990000,0.000000,0.000000,14.140000,0.000000,19.340000,14.510000,23.710000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,70.500000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,9.67,24.33,9.66,30.4,5.61,86.45,40,30.4,30.4,7.34,223.75,72,127.305567,0,81,29,24.33,168,0,44.75,40

43,10:30-10:45,19.340000,39.650000,12.140000,0.000000,0.000000,0.000000,3.110000,145.950000,12.440000,25.990000,0.000000,0.000000,12.140000,0.000000,19.340000,14.510000,23.710000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,9.67,23.33,9.66,30.4,5.61,89.91,41,30.4,30.4,7.34,183.33,76,117.178434,0,89,29,23.33,179,0,36.67,44

44,10:45-11:00,19.340000,39.650000,12.520000,0.000000,0.000000,0.000000,2.330000,145.950000,12.840000,25.990000,0.000000,0.000000,12.520000,0.000000,19.340000,14.510000,23.710000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,9.83,22.33,9.84,30.4,5.61,92.66,45,30.4,30.4,7.34,187.5,76,121.564584,0,89,29.5,22.33,179,0,37.5,44

45,11:00-11:15,19.340000,39.650000,15.280000,0.000000,0.000000,0.000000,1.560000,174.970000,15.660000,25.990000,0.000000,0.000000,15.280000,0.000000,19.340000,14.510000,24.220000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,10,22,10,30.4,5.61,92,38,30.4,30.4,7.34,195.83,75,124.800588,0,87,30,22,175,0,39.17,43

46,11:15-11:30,19.340000,39.650000,15.280000,0.000000,0.000000,0.000000,1.170000,174.970000,15.660000,25.990000,0.000000,0.000000,15.280000,0.000000,19.340000,14.510000,24.220000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,10,22,10,30.24,5.61,91.38,38,30.23,30.23,7.34,204.17,75,127.539495,0,87,30,22,175,0,40.83,43

47,11:30-11:45,19.340000,39.650000,15.280000,0.000000,0.000000,0.000000,1.940000,201.990000,15.660000,25.990000,0.000000,0.000000,15.280000,0.000000,19.340000,14.510000,24.220000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,10.33,28.67,10.34,30.24,5.61,91.29,40,30.23,30.23,7.34,223.75,73,129.752064,0,83,31,28.67,172,0,44.75,42

48,11:45-12:00,19.340000,39.650000,11.520000,0.000000,0.000000,0.000000,3.110000,201.990000,11.810000,25.990000,0.000000,0.000000,11.520000,0.000000,19.340000,14.510000,24.220000,0.000000,3.160000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,33.470000,0.000000,48.360000,56.090000,0.000000,10.5,29.33,10.5,30.24,5.61,91.42,42,30.23,30.23,7.34,223.75,73,131.662476,0,83,31.5,29.33,172,0,44.75,41

49,12:00-12:15,0.000000,0.000000,12.520000,0.000000,0.000000,0.000000,3.730000,201.990000,12.840000,25.990000,0.000000,0.000000,12.520000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,44.400000,0.000000,48.360000,82.200000,0.000000,10.67,30,10.66,30.24,5.61,86.75,42,30.23,30.23,13.34,223.75,69,104.263659,0,78,32,30,161,0,44.75,39

50,12:15-12:30,0.000000,0.000000,12.850000,0.000000,0.000000,0.000000,3.730000,201.990000,13.180000,25.990000,0.000000,0.000000,12.850000,0.000000,0.000000,0.000000,24.220000,0.000000,3.260000,0.000000,12.320000,0.000000,273.450000,29.080000,25.990000,66.330000,0.000000,44.400000,0.000000,48.360000,82.200000,0.000000,10.83,30.33,10.84,30.24,6.61,86.87,43,30.23,30.23,13.66,223.75,69,106.281288,0,77,32.5,30.33,161,0,44.75,38

