Column1,Time,GNARE/SR/2025/01/13/4532,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/06/01/9719,GNA/NR/2025/06/01/7786,GNA/NR/2025/06/01/7762,GNA/NR/2025/06/01/7782,GNA/NR/2025/06/07/5932,GNA/NR/2025/06/01/5280,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/06/16/8791,GNA/NR/2025/06/20/3628,GNA/NR/2025/06/01/2569,GNA/NR/2025/06/01/4973,GNA/NR/2025/06/16/6051,GNA/NR/2025/06/01/2868,NR/01102023/06022042/L_NR_2012_02,GNA/NR/2025/06/01/4444,NR/01102023/19072037/LT-05,GNA/NR/2025/06/01/7663,GNA/NR/2025/06/01/9257,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,WR/01102023/31032046/L_NR_2020_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_16,GNARE/NR/2024/12/20/3668,NR/22102023/11042047/L_NR_2021_17,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/04/01/8456,NR/01102023/31102037/L_NR_2019_11,NR/01102023/31052040/LT-31,GNA/NR/2025/04/01/8964,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/30092023/26122029/SH-06,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/22052037/LT-59,GNA/NR/2025/04/01/8510,NR/01102023/27052033/DIAPL(L_NR_2023_04)
7,01:30-01:45,32.22,6.56,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,0,115.92,41.07,20.54,10.83,0,32.51,0,0,0,0,0,0,0,0,0,8.33,10.83,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,14.89,0,23.64,30,273.25,10.45,13.65,29.26

8,01:45-02:00,32.62,6.56,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,0,115.92,41.07,20.54,10.83,0,32.51,0,0,0,0,0,0,0,0,0,8,10.83,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,14.89,0,23.64,30,273.25,10.45,13.65,29.26

9,02:00-02:15,32.22,6.37,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,10.33,0,31.01,0,0,0,0,0,0,0,0,0,8,10.33,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,14.89,0,23.64,26.5,273.25,10.45,13.65,29.26

10,02:15-02:30,31.82,6.37,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,10.17,0,30.49,0,0,0,0,0,0,0,0,0,7.67,10.17,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,14.89,0,25.88,26.93,273.25,10.45,13.65,29.26

11,02:30-02:45,30.62,6.37,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,10,0,30,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,87.17,0,10.34,10.79,0,7.09,14.89,0,25.88,26.93,273.25,10.45,13.65,29.26

12,02:45-03:00,29.22,6.37,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,64.45,41.07,20.54,9.67,0,28.99,0,0,0,0,0,0,0,0,0,6.67,9.67,0,0,0,0,0,85.87,0,10.34,10.79,0,7.09,14.89,0,25.88,26.93,273.25,10.45,13.65,29.26

13,03:00-03:15,24.01,6.18,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,6.33,7.5,0,0,0,0,0,87.17,0,10.34,10.63,0,7.09,14.89,0,26.93,26.93,273.25,10.28,11.07,29.26

14,03:15-03:30,23.81,6.18,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,6,7.5,0,0,0,0,0,87.17,0,10.34,10.63,0,7.09,14.89,0,26.93,26.93,273.25,10.28,11.07,29.26

15,03:30-03:45,18.21,6.18,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,87.17,0,10.34,10.63,0,1.93,14.89,0,26.93,26.93,273.25,10.28,11.07,30.28

16,03:45-04:00,17.81,6.18,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,76.63,0,10.34,10.63,0,2.35,14.89,0,26.93,26.93,273.25,10.28,11.07,30.78

17,04:00-04:15,15.41,5.99,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,76.63,0,10.34,10.63,0,2.93,16.65,0,26.93,26.93,273.25,10.28,11.07,30.78

18,04:15-04:30,15.41,5.99,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,76.63,0,10.34,10.63,0,3.52,16.65,0,26.93,26.93,273.25,10.28,11.07,30.78

19,04:30-04:45,14.81,5.99,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.6,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,87.17,0,10.34,10.63,0,4.02,16.65,0,26.93,26.93,273.25,10.28,11.07,30.78

20,04:45-05:00,14.81,5.99,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,87.17,0,10.34,10.63,0,5.12,16.65,0,26.93,26.93,273.25,10.28,11.07,30.78

21,05:00-05:15,14.61,5.81,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,87.17,0,7.77,10.63,0,4.84,16.47,0,26.93,26.93,273.25,10.28,11.07,30.78

22,05:15-05:30,14.41,5.81,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,85.24,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0,0,0,2.67,7.5,0,0,0,0,0,87.17,0,7.77,10.63,0,5.31,16.47,0,26.93,26.93,273.25,10.28,11.07,30.28

23,05:30-05:45,13.61,5.81,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,7.5,0,22.5,0,0,0,0,0,0,0.15,0,0,2.67,7.5,0,0,0,0,0,87.17,0,7.77,10.63,0,5.31,16.47,0,26.93,26.93,273.25,10.28,11.07,30.79

24,05:45-06:00,13.01,5.81,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,7.5,0.45,22.5,0,0,0,0,1,0,0.94,0,0.09,2.67,7.5,0,0,0,0.21,0,87.17,0,7.77,10.63,0,5.31,16.47,0,26.93,26.93,273.25,10.28,11.07,30.28

25,06:00-06:15,12.81,5.71,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,5.5,1.69,16.5,0,1,3.2,0,1,1,3.35,0,0.34,2.67,5.5,6.81,0,1,0.88,0,87.17,0,7.77,10.63,0,5.31,16.27,0,26.93,26.93,273.25,10.52,11.07,30.28

26,06:15-06:30,12.21,5.71,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,5.5,2.93,16.5,0,2,8.1,0,3,2,6.6,0,0.59,2.67,5.5,10.46,0,2,1.76,1,87.17,0,7.77,10.63,0,5.31,16.27,0,26.93,26.93,273.25,10.52,11.07,29.77

27,06:30-06:45,11.41,5.71,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,5.5,4.18,16.5,0,3,16.13,0,4,3,10.6,0,0.84,2.67,5.5,15.66,3,3,5.74,2,87.17,1.37,7.77,10.63,1.37,5.31,16.27,1.06,26.93,26.93,273.25,10.52,11.07,29.77

28,06:45-07:00,10.6,5.71,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,129.61,164.29,115.92,41.07,20.54,5.5,22.42,16.5,0,4,22.57,0,6,6,15.49,0,4.48,2.67,5.5,21.91,6,7,8.73,3,76.24,1.77,7.77,10.63,1.77,5.31,16.27,1.37,26.93,26.93,273.25,10.52,11.07,30.78

29,07:00-07:15,10,5.62,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,130.75,164.29,98.87,41.07,20.54,5.5,31.74,16.5,0,5,30.18,0,9,11,20.81,0,6.35,2.67,5.5,29.3,10,13,12.28,7,87.17,2.28,10.34,10.63,2.28,7.09,16.19,1.76,26.93,26.93,273.25,10.52,13.65,30.28

30,07:15-07:30,9.4,5.62,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,102.88,164.29,90.35,41.07,20.54,5.5,40.15,16.5,0,6,33,0,12,14,20.95,0,8.03,2.67,5.5,33,16,17,15.8,8,67.19,3.15,10.34,10.63,3.15,7.09,16.19,2.44,26.93,26.93,234.59,10.52,13.65,30.28

31,07:30-07:45,9,5.62,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,102.88,164.29,81.83,41.07,20.54,5.5,49.08,16.5,0,9,33,0,19,19,27.06,0,9.82,0.33,5.5,33,22,23,19.6,12,67.19,3.85,10.34,10.63,3.85,7.09,16.19,2.97,26.93,26.93,231.94,10.52,13.65,30.28

32,07:45-08:00,9,5.62,20.54,41.07,20.54,11.91,-0,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,102.88,164.29,73.3,41.07,20.54,5.5,58.57,16.5,0,12,33,0,24,25,32.61,0,11.71,0.33,5.5,33,30,30,23.98,15,67.19,4.55,10.34,10.63,4.55,7.09,16.19,3.51,26.93,26.93,212.61,10.52,13.65,30.28

33,08:00-08:15,9,5.62,20.54,41.07,20.54,11.91,-83.92,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,93.86,164.29,70.46,41.07,20.54,5.5,67.72,16.5,0,16,32.66,0,28,27,37.99,0,13.55,0.33,5.5,32.67,32.67,37,29.14,18,56.65,5.42,10.34,10.48,5.42,7.09,16.09,4.19,26.93,26.93,202.94,10.52,13.65,30.28

34,08:15-08:30,9,5.62,20.54,41.07,20.54,11.91,-83.92,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,93.86,164.29,70.46,41.07,20.54,5.5,77.65,16.5,0,19,33,0,33,32,43.37,0,15.53,0.33,5.5,33,33,43,34.83,22,56.65,6.3,10.34,10.48,6.3,7.09,16.09,4.87,26.93,26.93,202.94,10.52,13.65,31.29

35,08:30-08:45,9,5.62,20.54,41.07,20.54,11.91,-83.92,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,93.86,164.29,70.46,41.07,20.54,5.5,99.61,16.5,0,22,33,0,37,40,49.36,0,19.92,0.33,5.5,33,33,50,43.09,25,56.65,7.17,10.34,10.48,7.17,7.09,16.09,5.54,26.93,26.93,202.94,10.52,13.65,30.28

36,08:45-09:00,8.6,5.62,20.54,41.07,20.54,11.91,-83.92,11.92,88.33,15.32,20.85,53.39,41.07,19.33,29.17,93.86,164.29,70.46,41.07,20.54,5.5,113.78,16.5,0,25,33,0,42,47,39.07,0,22.76,0.33,5.5,33,33,57,49.31,28,56.65,8.05,10.34,10.48,8.05,7.09,16.09,6.22,26.93,26.93,202.94,10.52,13.65,30.28

37,09:00-09:15,13.21,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,128.32,16.5,0,26,33,0,48,48,44.01,0,25.67,0.33,5.5,33,33,60,55.34,30,38.66,8.77,5.81,10.48,8.77,2.17,16,6.77,26.95,26.95,202.94,10.52,8.63,30.28

38,09:15-09:30,13.61,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,141.42,16.5,0,29,33,0,54,52,48.83,0,28.29,0.33,5.5,33,33,67,60.49,33,38.66,9.4,5.81,10.48,9.4,2.17,16,7.26,26.95,26.95,202.94,10.52,8.63,30.28

39,09:30-09:45,13.61,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,133.76,16.5,0,31,33,0,63,65,52.54,0,26.75,0.33,5.5,33,33,75,67.61,37,38.66,10,5.81,10.48,10,2.17,16,7.74,26.95,26.95,202.94,10.37,8.63,28.77

40,09:45-10:00,14.01,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,142.01,16.5,0,33,33,0,67,68,55.75,0,28.4,0.33,5.5,33,33,80,72.44,40,38.66,10.61,5.81,10.48,10.61,2.17,16,8.2,26.95,26.95,202.94,10.37,8.63,28.77

41,10:00-10:15,14.01,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,149.46,16.5,0,36,33,0,70,78,58.39,0,29.89,0.33,5.5,33,33,85,71.37,43,38.66,10.98,5.81,10.4,10.98,3.98,15.82,8.48,26.95,26.95,212.61,10.37,8.63,28.77

42,10:15-10:30,14.01,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,29.17,52.19,164.29,70.46,41.07,20.54,5.5,156.22,16.5,0,37,33,0,73,82,50.72,0,31.24,0.33,5.5,33,33,88,74.53,44,38.66,11.35,5.81,10.4,11.35,3.98,15.82,8.77,26.95,26.95,212.61,10.37,8.63,28.77

43,10:30-10:45,11.21,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,52.19,164.29,70.46,41.07,20.54,5.5,162.1,16.5,0,38,33,0,76,85,49.31,0,32.42,0.33,5.5,33,33,89,77.63,45,38.66,11.72,5.81,10.4,11.72,3.98,15.82,9.06,26.95,26.95,212.61,10.37,8.63,28.77

44,10:45-11:00,11.41,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,52.19,164.29,70.46,41.07,20.54,5.5,167.12,16.5,0,39,33,0,79,88,48.6,0,33.42,0.33,5.5,33,33,92,80.68,46,38.66,12.11,5.81,10.4,12.11,3.98,15.82,9.36,26.95,26.95,212.61,10.37,8.63,28.77

45,11:00-11:15,19.41,4.21,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,84.19,164.29,70.46,41.07,20.54,5.5,170.96,16.5,0,34,33,0,81,89,48.5,0,34.19,0.33,5.5,33,33,90,79.19,45,56.65,12.45,5.81,10.55,12.45,4.03,15.72,9.63,26.95,26.95,212.61,9.82,8.63,28.77

46,11:15-11:30,20.01,4.21,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,84.19,164.29,70.46,41.07,20.54,5.5,173.87,16.5,0,36,33,0,81,89,35.11,0,34.78,0.33,5.5,33,33,90,81.51,45,56.65,12.82,5.81,10.55,12.82,4.03,15.72,9.9,26.95,26.95,212.61,9.82,8.63,28.77

47,11:30-11:45,26.81,4.21,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,84.19,164.29,64.45,41.07,20.54,7.5,161.67,22.5,0,34,33,0,81,88,35.11,0,32.33,0.33,7.5,33,33,90,83.24,45,56.65,14.45,5.81,10.55,14.45,4.03,15.72,11.16,26.95,26.95,212.61,9.82,8.63,28.26

48,11:45-12:00,27.41,4.21,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,84.19,164.29,64.45,41.07,20.54,7.5,165.71,22.5,0,35,33,0,81,88,35.11,0,33.14,0.33,7.5,33,33,90,84.56,45,56.65,14.56,5.81,10.55,14.56,4.03,15.72,11.25,26.95,26.95,212.61,9.82,8.63,28.26

49,12:00-12:15,28.01,5.43,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,64.45,41.07,20.54,7.5,169.75,22.5,0,32,33,0,75,83,35.11,0,33.95,0.33,7.5,33,33,83,85.29,42,56.65,14.9,5.81,10.63,14.9,3.96,15.54,11.51,26.97,26.97,251.26,9.97,8.6,28.26

50,12:15-12:30,28.21,5.43,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,64.45,41.07,20.54,7.5,169.7,22.5,0,33,33,0,75,83,35.11,0,33.94,0.33,7.5,33,33,83,85.7,42,56.65,15.25,5.81,10.63,15.25,3.96,15.54,11.79,26.97,26.97,273.25,9.97,8.6,28.26

51,12:30-12:45,23.01,5.43,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,72.97,41.07,20.54,7.5,203.08,22.5,0,34,33,0,69,86,35.11,0,40.62,0.33,7.5,33,33,78,90,39,76.63,15.64,5.81,10.63,15.64,3.96,15.54,12.08,26.97,26.97,273.25,9.97,8.6,28.26

52,12:45-13:00,24.01,5.43,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,115.92,41.07,20.54,7.5,201.56,22.5,0,35,33,0,69,86,35.11,0,40.31,0.33,7.5,33,33,78,90,39,76.63,16.06,5.81,10.63,16.06,3.96,15.54,12.41,26.97,26.97,273.25,9.97,8.6,28.26

53,13:00-13:15,20.41,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,115.92,41.07,20.54,7.5,210.42,22.5,0,35,33,0,69,86,23.41,0,42.09,0.33,7.5,33,33,78,88.33,39,76.63,15.94,5.81,10.79,15.94,4.03,15.54,12.32,26.97,26.97,273.25,10.13,8.63,28.77

54,13:15-13:30,23.81,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,53.15,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,115.92,41.07,20.54,7.5,208.21,22.5,0,35,33,0,69,86,23.41,0,41.64,0.33,7.5,33,33,78,86.67,39,76.63,15.87,5.81,10.79,15.87,4.03,15.54,12.26,26.97,26.97,273.25,10.13,8.63,28.77

55,13:30-13:45,40.02,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,86.01,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,115.92,41.07,20.54,7.5,206.01,22.5,0,35,33,0,69,85,29.26,0,41.2,0.33,7.5,33,33,78,85.23,39,76.63,15.86,5.81,10.79,15.86,3.96,15.54,12.25,26.97,26.97,273.25,10.13,8.6,28.77

56,13:45-14:00,40.02,5.53,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,112.06,164.29,115.92,41.07,20.54,7.5,202.34,22.5,0,35,33,0,69,85,29.26,0,40.47,0.33,7.5,33,33,78,83.87,39,76.63,15.9,5.81,10.79,15.9,3.96,15.54,12.29,26.97,26.97,273.25,10.13,8.6,28.77

57,14:00-14:15,40.02,5.71,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,196.99,22.5,0,35,33,0,69,85,29.26,0,39.4,0.33,7.5,33,33,78,81.58,39,76.63,13.72,5.81,10.79,13.72,3.96,15.72,10.6,26.97,26.97,273.25,10.52,8.6,29.27

58,14:15-14:30,40.02,5.71,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,189.58,22.5,0,35,33,0,69,85,29.26,0,37.92,0.33,7.5,33,33,77,78.64,38,76.63,12.9,5.81,10.79,12.9,3.96,15.72,9.96,26.97,26.97,273.25,10.52,8.6,29.27

59,14:30-14:45,40.02,5.71,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,179.75,22.5,0,35,33,0,69,84,29.26,0,35.95,0.33,7.5,33,33,75,75.49,37,76.63,12.08,5.81,10.79,12.08,3.96,15.72,9.34,26.97,26.97,273.25,10.52,8.6,29.27

60,14:45-15:00,40.02,5.71,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,167.62,22.5,0,34,33,0,67,83,29.26,0,33.53,0.33,7.5,33,33,73,73.01,37,76.63,11.39,5.81,10.79,11.39,3.96,15.72,8.81,26.97,26.97,273.25,10.52,8.6,29.27

61,15:00-15:15,40.02,6.09,20.54,41.07,20.54,11.91,-83.92,11.92,100.68,15.32,20.85,53.39,41.07,19.33,17.4,130.75,164.29,115.92,41.07,20.54,7.5,154.35,22.5,0,33,33,0,63,82,29.26,0,30.87,0.33,7.5,33,33,71,70.92,36,76.63,10.67,5.81,10.79,10.67,4.03,16.09,8.24,26.97,26.97,273.25,10.52,8.63,28.26

