Block,Time,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/22102023/11042047/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/01102023/05012040/L_NR_2020_02,WR/01102023/01102023/L_NR_2022_09,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,NR/01102023/31052040/LT-31,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01102023/19072037/LT-05,NR/03112023/30112023/IEX-231101-05680,NR/01102023/06022042/L_NR_2012_07,SR/01112023/30112023/KSEB_BYPL-NOV23,NR/02112023/15112023/D20231102NR21539,NR/30092023/26122029/SH-06,WR/01102023/01102023/L_NR_2020_06,NR/03112023/30112023/HPX-TAMDLY-011123-05147,NR/01112023/30112023/HP-09,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/30042040/GNA_LT_35,NR/01112023/30112023/HP-10,NR/01102023/30042040/GNA_LT_36
70,17:15-17:30,0.564166,3,17.5,5.83,3,3,6,3.28,14,6,0,0,5.66,11.37,16.42,5,1,261.450000,4.920000,2.600000,11.37,101.200000,271.740000,7.21,1,2.250000,0.610000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,4.920000,5.84,48.310000,0.000000,0.000000,0.610000,231.280000,0.630000

71,17:30-17:45,0.369626,0,17.5,5.83,2,2,3.33,1.45,7,3,0,0,5.66,11.72,7.27,5,0.1,261.450000,4.920000,2.600000,11.72,101.200000,271.740000,7.21,0,2.170000,0.230000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,4.920000,5.84,48.310000,0.000000,0.000000,0.230000,231.280000,0.230000

72,17:45-18:00,0,0,17.5,5.83,1,1,1,0.32,3.5,1.5,0,0,5.66,12.25,1.63,1,0,261.450000,4.920000,2.600000,12.25,101.200000,271.740000,7.21,0,2.170000,0.040000,28.020000,2.150000,117.880000,48.310000,74.090000,144.93,48.310000,4.920000,5.84,48.310000,0.000000,0.000000,0.040000,231.280000,0.040000

73,18:00-18:15,0,0,17.5,5.83,0,0,0.33,0.27,0,0,0,0,6.34,12.71,1.38,0,0,261.450000,0.000000,2.600000,12.71,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

74,18:15-18:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.19,0,0,0,261.450000,0.000000,2.600000,13.19,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

75,18:30-18:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.82,0,0,0,261.450000,0.000000,2.600000,13.82,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

76,18:45-19:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,14.34,0,0,0,261.450000,0.000000,2.600000,14.34,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

77,19:00-19:15,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.91,0,0,0,261.450000,0.000000,2.600000,13.91,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

78,19:15-19:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.36,0,0,0,261.450000,0.000000,2.600000,13.36,101.200000,271.740000,7.21,0,2.170000,0.000000,28.020000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,30.920000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

79,19:30-19:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.94,0,0,0,261.450000,16.810000,2.600000,12.94,101.200000,271.740000,7.21,0,2.170000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,16.810000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

80,19:45-20:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.54,0,0,0,261.450000,16.810000,2.600000,12.54,101.200000,271.740000,7.21,0,2.170000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,16.810000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

81,20:00-20:15,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.49,0,0,0,261.450000,16.810000,2.550000,12.49,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,16.810000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

82,20:15-20:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.45,0,0,0,261.450000,16.810000,2.550000,12.45,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,16.810000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

83,20:30-20:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.37,0,0,0,261.450000,22.900000,2.550000,12.37,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,22.900000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

84,20:45-21:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.26,0,0,0,261.450000,22.900000,2.550000,12.26,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,22.900000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

85,21:00-21:15,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.43,0,0,0,261.450000,24.080000,2.550000,12.43,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

86,21:15-21:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.65,0,0,0,261.450000,24.080000,2.550000,12.65,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

87,21:30-21:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,12.94,0,0,0,261.450000,24.080000,2.550000,12.94,101.200000,271.740000,7.21,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

88,21:45-22:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.2,0,0,0,261.450000,24.080000,2.550000,13.2,101.200000,271.740000,16.33,0,2.100000,0.000000,28.990000,2.000000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,0.000000,0.000000,0.000000,49.290000,0.000000

89,22:00-22:15,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.21,0,0,0,261.450000,24.080000,2.550000,13.21,101.200000,271.740000,15.13,0,2.020000,0.000000,28.990000,1.920000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

90,22:15-22:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.18,0,0,0,261.450000,24.080000,2.550000,13.18,101.200000,271.740000,23.06,0,2.020000,0.000000,28.990000,1.920000,117.880000,48.310000,74.090000,144.93,48.310000,24.080000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

91,22:30-22:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.16,0,0,0,261.450000,25.730000,2.550000,13.16,101.200000,271.740000,21.66,0,2.020000,0.000000,28.020000,1.920000,106.280000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

92,22:45-23:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.14,0,0,0,261.450000,25.730000,2.550000,13.14,101.200000,271.740000,20.65,0,2.020000,0.000000,28.020000,1.920000,67.630000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

93,23:00-23:15,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.21,0,0,0,261.450000,25.730000,2.510000,13.21,101.200000,271.740000,18.65,0,2.020000,0.000000,27.050000,1.920000,96.620000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

94,23:15-23:30,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.26,0,0,0,261.450000,25.730000,2.510000,13.26,101.200000,271.740000,15.25,0,2.020000,0.000000,27.050000,1.920000,96.620000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

95,23:30-23:45,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.32,0,0,0,261.450000,25.730000,2.510000,13.32,101.200000,271.740000,12.06,0,2.020000,0.000000,27.050000,1.920000,87.920000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

96,23:45-24:00,0,0,17.5,5.83,0,0,0,0,0,0,0,0,6.34,13.39,0,0,0,261.450000,25.730000,2.510000,13.39,101.200000,271.740000,9.66,0,2.020000,0.000000,27.050000,1.920000,79.230000,48.310000,74.090000,144.93,48.310000,25.720000,5.84,48.310000,76.800000,0.000000,0.000000,49.290000,0.000000

