Block,Time,URI2,JHAJJAR,CHAMERA1,CHAMERA2,DADRT2,DHAULIGNGA,DULHASTI,KISHANGANGA,CHAMERA3,BSIUL,TANDA2,UNCHAHAR1,UNCHAHAR2,UNCHAHAR3,URI,KOLDAM,NAPP,NJPC,RAPPB,RAPPC,RIHAND2,RIHAND3,SEWA2,SINGRAULI,SINGRAULI_HYDRO,UNCHAHAR4,KOTESHWR,TANAKPUR,PARBATI3,RIHAND1,RAMPUR,TEHRI,SALAL,ANTA_GF,ANTA_RF,ANTA_LF,ANTA_CRF,DADRI_GF,DADRI_RF,DADRI_LF,DADRI_CRF,AURY_GF,AURY_RF,AURY_LF,AURY_CRF,TALST2,VALLURNTECL,NTPL,NLCIIST2,NLCTS2EXP,NNTPP,KGSU1AND2,KGSU3AND4,KKNP,KKNPPU2,SIMHST2,RSTPSU1TO6,RSTPSU7,SIMHST1,KUDGI,MAPS,NLCEXP,NLCIIST1,TALA,FSTPP I & II,BRBCL,KHSTPP-I,KHSTPP-II,TAPS-II,VSTPS V,VSTPS I,KSTPS7,SOLAPUR,GADARWARA-I,KSTPS I&II,SIPAT II,KHARGONE-I,SIPAT I,VSTPS IV,MOUDA_II,VSTPS III,MOUDA,VSTPS II,LARA-I,KAPS,SASAN,KAWAS-APM,KAWAS-NAPM,KAWAS-RLNG,KAWAS-zLIQ,KAWAS-ComGas,GANDHAR-APM,GANDHAR-NAPM,GANDHAR-RLNG,GANDHAR-ComGas
32,07:45:08:00,36.506751,667.076636,28.045,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.074768,2.501308,9.137237,6.0207,3.668474,95.888555,0,0,48.804,0,6.846994,35.479881,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.144326,0.565842,348.975,0,0,0.00254,0.017622,0,0,0,0.023622,0

33,08:00-08:15,36.506751,667.076636,28.045,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,6.0207,3.668474,95.888555,0,0,48.804,0,6.846994,34.857427,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.17252,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023438,0

34,08:15-08:30,36.506751,667.076636,13.983,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,6.0207,7.336948,95.888555,0,0,48.804,0,6.846994,34.857427,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.17252,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023438,0

35,08:30-08:45,36.506751,667.076636,0,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.857427,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.17252,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023438,0

36,08:45:09:00,36.506751,667.076636,0,30.855471,691.086504,10.456189,56.879503,4.276573,22.310403,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.857427,0,0,6.486939,90.817139,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.17252,0.565842,348.975,0,0,0.00254,0.017462,0,0,0,0.023438,0

37,09:00:09:15,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.234972,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023438,0

38,09:15-09:30,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.234972,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023438,0

39,09:30-09:45,36.506751,667.076636,0,15.349423,691.086504,0,56.879503,4.276573,11.155202,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.234972,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.98,3.78,0.41,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.83,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023438,0

40,09:45-10:00,36.506751,667.076636,0,15.349423,691.086504,0,56.879503,4.276573,11.155202,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,0.8967,38.152132,95.888555,0,0,48.804,0,6.846994,34.234972,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.98,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023438,0

41,10:00-10:15,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.155202,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,7.336948,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.86,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023253,0

42,10:15-10:30,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.155202,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,3.668474,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.2,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023253,0

43,10:30-10:45,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.008423,19.6614,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023253,0

44,10:45-11:00,36.506751,667.076636,0,30.855471,691.086504,0,56.879503,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.84,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017303,0,0,0,0.023253,0

45,11:00-11:15,36.506751,667.076636,0,30.855471,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

46,11:15-11:30,36.506751,667.076636,0,15.349423,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,0,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.346837,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

47,11:30-11:45,36.506751,667.076636,0,0,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,12.132755,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

48,11:45-12:00,36.506751,667.076636,0,0,691.086504,0,37.821177,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,108.97414,1.095843,2.501308,9.137237,2.562,0,95.888555,0,24.265511,48.804,0,6.846994,32.990065,0,0,6.486939,89.519751,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

49,12:00-12:15,36.506751,667.076636,0,0,691.086504,9.092338,37.821177,4.276573,11.155202,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,124.824924,1.095843,2.501308,9.137237,2.562,0,95.888555,0,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,90.168445,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

50,12:15-12:30,36.506751,667.076636,0,0,691.086504,9.092338,37.821177,4.276573,0,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,128.78762,1.095843,2.501308,9.137237,2.562,0,95.888555,0,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,90.168445,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.73,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

51,12:30-12:45,36.506751,667.076636,0,0,691.086504,9.092338,37.821177,4.276573,0,6.5538,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,132.750316,1.095843,2.501308,9.137237,2.562,0,95.888555,0,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.44,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.91,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

52,12:45-13:00,36.506751,667.076636,0,0,691.086504,9.092338,37.821177,4.276573,0,6.5538,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,0,0,64.950987,122.432091,128.45129,18.108732,132.750316,1.095843,2.501308,9.137237,2.562,0,95.888555,0,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.357553,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023106,0

53,13:00-13:15,36.506751,667.076636,0,0,691.086504,9.092338,37.821177,4.276573,0,6.5538,4.233846,22.966682,44.326064,27.350811,52.992,0,48.126171,5.37843,0,64.950987,122.432091,128.45129,18.108732,140.675708,1.095843,2.501308,9.137237,2.562,0,95.888555,0.165827,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

54,13:15-13:30,36.506751,667.076636,13.983,0,691.086504,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,50.232,0,48.126171,21.51372,0,64.950987,122.432091,128.45129,18.108732,140.675708,1.095843,2.501308,9.137237,2.562,0,95.888555,0.663309,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.023031,0

55,13:30-13:45,36.506751,667.076636,13.983,0,691.086504,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.326619,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

56,13:45-14:00,36.506751,667.076636,13.983,0,691.086504,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,46.362067,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.421377,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.565842,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

57,14:00-14:15,36.506751,667.076636,26.07,0,708.362917,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,46.469635,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.433222,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

58,14:15-14:30,36.506751,667.076636,26.465,0,708.362918,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.326619,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

59,14:30-14:45,36.506751,667.076636,28.045,15.349423,708.362917,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.326619,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.43,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.85,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

60,14:45-15:00,36.506751,667.076636,28.09872,15.349423,691.086502,9.092338,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,144.638404,1.095843,2.501308,9.137237,2.562,0,95.888555,1.326619,36.398265,48.804,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

61,15:00-15:15,36.506751,667.076636,42.14808,15.349423,691.086502,10.456189,37.821177,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,142.657056,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

62,15:15-15:30,36.506751,667.076636,42.14808,15.349423,691.086502,10.456189,54.367941,4.276573,0,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,142.657056,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

63,15:30-15:45,36.950153,667.076636,42.14808,30.949448,691.086502,10.456189,56.92678,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

64,15:45-16:00,36.950153,667.076636,42.14808,30.949448,691.086502,10.456189,56.92678,4.276573,11.155202,13.1076,4.233846,22.966682,44.326064,27.350811,49.128,0,48.126171,43.02744,0,64.950987,122.432091,128.45129,18.108732,108.577871,1.095843,2.501308,9.137237,4.4835,0,95.888555,1.326619,36.398265,36.022,0,6.846994,32.990065,0,0,6.486939,97.304077,0,0,76.76895,0,0,3.03,1.4,3.78,0.42,0.96,0.19,2,2.18,1.62,0,1.85,7.95,1.94,0,9.33,0.25,1.83,0.81,0,20.73185,20.0018,46.39908,147.515625,1.361689,1.318423,2.336121,1.332638,3.518162,4.26444,2.688761,1.857394,3.518162,5.277245,2.665275,3.487597,1.946241,1.9248,1.929632,4.228905,0.990223,348.975,0,0,0.00254,0.017145,0,0,0,0.022884,0

