Block,Time,NR/09052024/09052024/PXIL_WBSEDCL,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/DC20240501NR23726,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/19072037/LT-05,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/M20240501NR23406,NR/01102023/30042040/GNA_LT_35,NR/01102023/31052040/LT-31,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/2-R1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/23072042/L_NR_2012_04,NR/30092023/31122025/SH-07,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/IEX_240416_00120_1,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01052024/31052024/DC20240501NR23735,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/MC120240501NR23436
22,05:15-05:30,0.000000,48.370000,4.840000,8.620000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.000000,0.000000,15.880000,57.300000,48.370000,170.880000,8.720000,0.000000,48.370000,0.000000,273.530000,6.610000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,0,0,27.5,0,46.440000,62,82.5,0.07,0,6.61,30.280000,27.5,19.66,62,0,0,0,0,0,0.000000,0.36,0,14.510000

23,05:30-05:45,0.000000,48.370000,4.840000,8.620000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.000000,0.000000,15.880000,57.300000,48.370000,170.880000,8.720000,0.000000,48.370000,0.000000,273.530000,6.610000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,0,0.019494,27.33,0,46.440000,61.33,82,0.16,0,6.61,30.280000,27.34,19.66,61.33,0,0,0,0,0,0.000000,0.82,0,14.510000

24,05:45-06:00,0.000000,48.370000,4.840000,8.620000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.000000,0.000000,15.880000,57.300000,48.370000,170.880000,8.720000,0.000000,48.370000,0.000000,273.530000,6.610000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,0,1.627749,27.17,0,46.440000,61,81.5,0.29,0,6.61,29.770000,27.16,19.34,61,0,0,0,0,0,0.000000,1.44,0,14.510000

25,06:00-06:15,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.000000,0.000000,15.700000,33.860000,48.370000,206.590000,10.060000,0.000000,48.370000,0.000000,273.530000,6.510000,5.800000,0.000000,0.000000,13.500000,79.550000,30.960000,19.350000,0,3.811077,26.67,1,46.440000,51.67,80,1.41,0.73,6.61,29.260000,26.66,15,51.67,0,0,0,1,0.1,0.000000,7.06,1,14.510000

26,06:15-06:30,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.040000,0.040000,15.700000,33.860000,48.370000,206.590000,10.060000,0.040000,48.370000,0.000000,273.530000,6.510000,5.800000,0.000000,0.000000,13.500000,87.070000,30.960000,19.350000,2.04,8.28495,25.67,1,46.440000,51.33,77,2.42,0.73,6.61,28.260000,25.66,15,51.33,0.43,2,1,4,1,0.000000,12.12,2,14.510000

27,06:30-06:45,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.270000,0.270000,15.700000,44.410000,48.370000,206.590000,8.100000,0.280000,48.370000,0.000000,273.530000,6.510000,5.800000,0.000000,0.000000,3.820000,100.780000,30.960000,19.350000,5.85,13.528836,21.67,3,46.440000,50.67,65,3.79,33,6.61,27.750000,21.66,15,50.67,2.01,5,3,7,2,0.000000,18.96,5,14.510000

28,06:45-07:00,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,8.650000,6.770000,24.180000,0.720000,0.720000,15.700000,44.410000,48.370000,158.220000,8.100000,0.740000,48.370000,0.000000,273.530000,6.510000,5.800000,0.000000,0.000000,3.820000,100.780000,30.960000,19.350000,13.04,19.805904,20.83,6,46.440000,50,62.5,5.31,33,6.61,27.250000,20.84,15,50,4.34,9,4,14,5,0.000000,26.57,8,14.510000

29,07:00-07:15,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,1.250000,1.250000,15.520000,44.410000,48.370000,146.000000,8.100000,1.280000,48.370000,0.000000,273.530000,6.420000,5.800000,0.000000,0.000000,3.820000,100.780000,30.960000,19.350000,22.31,27.038178,15,9,46.440000,49.67,45,6.69,30.49,6.61,26.740000,15,11,49.67,10,18,5,21,7.54,0.000000,33.47,11,14.510000

30,07:15-07:30,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,2.020000,2.020000,15.520000,33.860000,48.370000,110.280000,8.100000,2.060000,48.370000,0.000000,232.180000,6.420000,5.800000,0.000000,0.000000,13.500000,71.760000,30.960000,19.350000,25.82,34.89426,15,15,46.440000,49.33,45,9.41,25.81,6.61,26.740000,15,10.34,49.33,16,25.82,8,35,10.46,0.000000,47.06,16,14.510000

31,07:30-07:45,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,3.100000,3.100000,15.520000,33.860000,48.370000,110.280000,8.100000,3.190000,48.370000,0.000000,193.480000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,27.48,42.964776,14.67,21,46.440000,47.67,44,12.46,27.49,6.61,27.250000,14.66,10,47.67,21.67,27.48,12,49,15.61,0.000000,62.3,23,14.510000

32,07:45:08:00,0.000000,48.370000,4.840000,8.460000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,4.030000,4.030000,15.520000,33.860000,48.370000,110.280000,8.100000,4.130000,48.370000,0.000000,150.440000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,28.65,50.986557,14.33,27,46.440000,47,43,15.8,28.65,6.61,28.260000,14.34,10,47,27.67,28.65,16,63,19.71,0.000000,79.02,32,14.510000

33,08:00-08:15,0.000000,48.370000,4.840000,8.310000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,5.270000,5.270000,15.330000,33.860000,48.370000,110.280000,7.930000,5.410000,48.370000,0.000000,150.440000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,29.32,59.154543,17.5,34,46.440000,46.33,52.5,19.64,29.31,6.61,28.260000,17.5,10,46.33,33.67,29.32,20,81,23.37,0.000000,98.22,40,14.510000

34,08:15-08:30,0.000000,48.370000,4.840000,8.310000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,6.410000,6.410000,15.330000,33.860000,48.370000,110.280000,7.930000,6.570000,48.370000,0.000000,150.440000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,30.5,67.361517,16.67,40,46.440000,46,50,21.92,30.5,6.61,28.760000,16.66,10,46,39.33,30.5,23,95,26.63,0.000000,109.58,47,14.510000

35,08:30-08:45,0.000000,48.370000,4.840000,8.310000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,7.590000,7.590000,15.330000,33.860000,48.370000,110.280000,7.930000,7.780000,48.370000,0.000000,150.440000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,30.5,75.217599,16.33,46,46.440000,40,49,26.46,30.5,6.61,28.760000,16.34,10,40,48.05,30.5,27,109,29.73,0.000000,132.28,53,14.510000

36,08:45:09:00,0.000000,48.370000,4.840000,8.310000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,8.680000,8.680000,15.330000,33.860000,48.370000,110.280000,7.930000,8.900000,48.370000,0.000000,150.440000,6.420000,5.800000,0.000000,0.000000,13.500000,53.210000,30.960000,19.350000,30.5,82.868994,15.83,52,46.440000,37.33,47.5,28.78,30.5,6.61,28.760000,15.84,9.66,37.33,55.38,30.5,31,123,32.53,0.000000,143.88,61,14.510000

37,09:00:09:15,0.000000,48.370000,4.840000,8.080000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,9.800000,9.800000,15.150000,33.860000,48.370000,110.280000,7.780000,10.050000,48.370000,0.000000,150.440000,6.230000,5.800000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.5,89.652906,11.17,58,46.440000,35,33.5,31.27,30.5,7.01,28.760000,11.16,9.66,35,62.28,30.5,34,137,33.52,0.000000,156.36,68,14.510000

38,09:15-09:30,0.000000,48.370000,4.840000,8.080000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,10.860000,10.860000,15.150000,33.860000,48.370000,110.280000,7.780000,11.130000,48.370000,0.000000,193.480000,6.230000,5.800000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.5,96.349095,10.83,64,46.440000,33.33,32.5,35.11,30.5,7.01,29.260000,10.84,9.34,33.33,68.72,30.5,37,151,36.21,0.000000,175.55,75,14.510000

39,09:30-09:45,0.000000,48.370000,4.840000,8.080000,19.350000,70.520000,29.090000,15.650000,6.770000,39.660000,11.680000,11.680000,15.150000,33.860000,48.370000,110.280000,7.780000,11.980000,48.370000,0.000000,193.480000,6.230000,5.800000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.5,102.557934,10.67,69,46.440000,31.67,32,40.09,30.5,7.01,29.260000,10.66,9,31.67,74.7,30.5,40,161,38.84,0.000000,200.43,80,14.510000

40,09:45-10:00,0.000000,48.370000,4.840000,8.080000,19.350000,66.350000,29.090000,15.650000,6.770000,39.660000,12.520000,12.520000,15.150000,33.860000,48.370000,110.280000,7.780000,12.830000,48.370000,0.000000,232.180000,6.230000,5.800000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,108.464616,10.17,73,46.440000,30,30.5,41.74,30.4,7.01,29.770000,10.16,9,30,80.01,30.4,43,172,41.04,0.000000,208.73,87,14.510000

41,10:00-10:15,0.000000,48.370000,0.000000,6.610000,19.350000,66.350000,29.090000,15.650000,0.000000,39.660000,13.230000,13.230000,14.970000,33.860000,0.000000,110.280000,7.780000,13.550000,0.000000,0.000000,273.530000,6.230000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,113.279634,10,78,0.000000,29,30,43.77,30.4,7.01,30.280000,10,9,29,84.62,30.4,46,182,42.96,0.000000,218.84,91,14.510000

42,10:15-10:30,0.000000,48.370000,0.000000,6.610000,19.350000,66.350000,29.090000,15.650000,0.000000,39.660000,13.850000,13.850000,14.970000,33.860000,0.000000,139.310000,7.780000,14.190000,0.000000,0.000000,273.530000,6.230000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,116.876277,10,79,0.000000,28.67,30,46.01,30.4,7.01,30.280000,10,9,28.67,88.8,30.4,47,186,44.8,0.000000,230.06,93,14.510000

43,10:30-10:45,0.000000,48.370000,0.000000,6.610000,19.350000,66.350000,29.090000,15.650000,0.000000,39.660000,14.460000,14.460000,14.970000,33.860000,0.000000,166.340000,5.600000,14.820000,0.000000,0.000000,273.530000,6.230000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,119.391003,9.67,81,0.000000,28,29,46.17,30.4,7.01,30.280000,9.66,9,28,91.13,30.4,47,189,45,0.000000,230.83,94,14.510000

44,10:45-11:00,0.000000,48.370000,0.000000,6.610000,19.350000,66.350000,29.090000,15.650000,0.000000,39.660000,14.860000,14.860000,14.970000,52.890000,0.000000,166.340000,4.280000,15.230000,0.000000,0.000000,273.530000,6.230000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,122.198139,9.5,82,0.000000,27.33,28.5,46.17,30.4,7.01,29.770000,9.5,9,27.33,91.96,30.4,47,191,45.5,0.000000,230.83,94,14.510000

45,11:00-11:15,0.000000,48.370000,0.000000,0.000000,19.350000,85.320000,29.090000,15.650000,0.000000,39.660000,15.410000,15.410000,14.870000,52.890000,0.000000,166.340000,3.500000,15.800000,0.000000,0.000000,273.530000,6.660000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.4,124.17678,9.33,82,0.000000,26.67,28,46.17,30.4,7.01,29.770000,9.34,9,26.67,92.08,30.4,47,193,46,0.000000,230.83,94,14.510000

46,11:15-11:30,0.000000,48.370000,0.000000,0.000000,19.350000,85.320000,29.090000,15.650000,0.000000,39.660000,15.470000,15.470000,14.870000,52.890000,0.000000,166.340000,3.120000,15.860000,0.000000,0.000000,273.530000,6.660000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.23,125.648577,9.17,82,0.000000,26,27.5,46.17,30.24,7.01,29.260000,9.16,9,26,92.04,30.23,47,193,46.5,0.000000,230.83,94,14.510000

47,11:30-11:45,0.000000,48.370000,0.000000,0.000000,19.350000,85.320000,29.090000,15.650000,0.000000,39.660000,15.470000,15.470000,14.870000,52.890000,0.000000,166.340000,3.120000,15.860000,0.000000,0.000000,273.530000,6.660000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.23,126.243144,11.33,82,0.000000,26.67,34,46.17,30.24,7.01,29.260000,11.34,7.34,26.67,92.12,30.23,47,193,46.5,0.000000,230.83,94,14.510000

48,11:45-12:00,0.000000,48.370000,0.000000,0.000000,19.350000,115.650000,29.090000,15.650000,0.000000,39.660000,15.470000,15.470000,14.870000,52.890000,0.000000,166.340000,3.890000,15.860000,0.000000,0.000000,273.530000,6.660000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,19.350000,30.23,126.555048,11.33,82,0.000000,26.67,34,46.17,30.24,7.01,29.260000,11.34,7.34,26.67,92.3,30.23,47,193,46.5,0.000000,230.83,94,14.510000

49,12:00-12:15,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.770000,52.890000,0.000000,166.340000,5.600000,15.860000,0.000000,0.000000,273.530000,6.690000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,125.989722,11.33,82,0.000000,31.67,34,50,30.24,7.01,27.750000,11.34,7.34,31.67,92.4,30.23,47,193,46.5,0.000000,250,94,0.000000

50,12:15-12:30,0.000000,48.370000,0.000000,0.000000,0.000000,115.650000,29.090000,15.650000,0.000000,0.000000,15.470000,15.470000,14.770000,52.890000,0.000000,166.340000,5.600000,15.860000,0.000000,0.000000,273.530000,6.690000,0.000000,0.000000,0.000000,22.220000,53.210000,22.220000,0.000000,30.23,125.336673,11.33,82,0.000000,31.67,34,50,30.24,7.01,27.750000,11.34,7.34,31.67,92.36,30.23,47,193,46.5,0.000000,250,94,0.000000

