Block,Time,WR/01102023/30052048/L_NR_2022_10,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/IEX_240416_00120_1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX-240324-06625_1,NR/16042024/31052024/IEX_240323_06618,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/MC120240501NR23436,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),SR/01102023/07102043/L_NR_2018_61,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/22052037/LT-59,L_NR_2019_19,NR/01052024/31052024/2-R1,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/14082046/L_NR_2021_16,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25122043/GNA_MEJA_DELHI,WR/01102023/01102023/L_NR_2020_06,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/01102023/23072042/L_NR_2012_04,NR/26072023/31072042/L_NR_2023_07,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01052024/31052024/DC20240501NR23727,NR/01102023/30042040/GNA_LT_36,NR/01102023/31052040/LT-31,NR/01052024/31052024/DC20240501NR23726,NR/01102023/19072037/LT-05,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23728
10,02:15-02:30,62,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,62,0,0,14.480000,10.560000,31.290000,7.01,29.17,87.5,0.000000,100.560000,10.410000,0,48.260000,17.880000,262.080000,18.340000,87.070000,0,0,39.580000,19.310000,23,0,0,0.000000,29.16,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.420000,6.760000

11,02:30-02:45,68.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.67,0,0,14.480000,10.560000,31.290000,7.01,29.17,87.5,0.000000,100.560000,10.410000,0,48.260000,17.880000,262.080000,15.180000,87.070000,0,0,39.580000,19.310000,22.66,0,0,0.000000,29.16,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.420000,6.760000

12,02:45-03:00,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,7.01,29.17,87.5,0.000000,100.560000,10.410000,0,48.260000,17.880000,262.080000,12.040000,87.070000,0,0,39.580000,19.310000,22.66,0,0,0.000000,29.16,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.420000,6.760000

13,03:00-03:15,68.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.67,0,0,14.480000,10.560000,31.290000,7.01,29.17,87.5,0.000000,100.560000,10.410000,0,48.260000,17.600000,262.080000,8.880000,87.070000,0,0,39.580000,19.310000,22,0,0,0.000000,29.16,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.140000,6.760000

14,03:15-03:30,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,7.01,29.17,87.5,0.000000,100.560000,10.410000,0,48.260000,17.600000,262.080000,5.720000,87.070000,0,0,39.580000,19.310000,21.66,0,0,0.000000,29.16,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.140000,6.760000

15,03:30-03:45,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,7.01,29,87,0.000000,100.560000,10.410000,0,48.260000,17.600000,262.080000,2.580000,87.070000,0,0,39.580000,19.310000,20.66,0,0,0.000000,29,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.140000,6.760000

16,03:45-04:00,68,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68,0,0,14.480000,10.560000,31.290000,7.01,28.67,86,0.000000,100.560000,10.410000,0,48.260000,17.600000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,20.34,0,0,0.000000,28.66,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,11.140000,6.760000

17,04:00-04:15,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,7.01,28.5,85.5,0.000000,100.560000,10.330000,0,48.260000,17.330000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,20.34,0,0,0.000000,28.5,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.910000,6.760000

18,04:15-04:30,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,7.01,28.33,85,0.000000,100.560000,10.330000,0,48.260000,17.330000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,20.66,0,0,0.000000,28.34,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.910000,6.760000

19,04:30-04:45,68.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.67,0,0,14.480000,10.560000,31.290000,13,30.5,91.5,0.000000,100.560000,10.330000,0,48.260000,17.330000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,23.34,0,0,0.000000,30.5,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.910000,6.760000

20,04:45-05:00,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,12.41,30.33,91,0.000000,100.560000,10.330000,0,48.260000,17.330000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,23.34,0,0,0.000000,30.34,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.910000,6.760000

21,05:00-05:15,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,11.01,30.33,91,0.000000,100.560000,10.330000,0,48.260000,16.960000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,23.34,0,0.02,0.000000,30.34,0,0,0,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.490000,6.760000

22,05:15-05:30,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,31.290000,10.61,30.17,90.5,0.000000,100.560000,10.330000,0,48.260000,16.960000,262.080000,12.190000,87.070000,0,0,39.580000,19.310000,23.34,0,0.05,0.000000,30.16,0,0,0.01,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,115.400000,30.890000,48.260000,10.490000,6.760000

23,05:30-05:45,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,68.33,0,0,14.480000,10.560000,30.780000,17,30,90,0.000000,100.560000,10.330000,1.130884,48.260000,16.960000,259.230000,12.190000,87.070000,0,0,39.580000,19.310000,23.34,0,0.1,0.000000,30,0,0,0.02,0.000000,0,0,0,5.790000,0.000000,0.000000,4.830000,94.590000,30.890000,48.260000,10.490000,6.760000

24,05:45-06:00,67.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,0,67.67,0,0,14.480000,10.560000,30.780000,16.4,29.83,89.5,0.000000,100.560000,10.170000,2.417752,48.260000,16.960000,259.230000,12.190000,68.080000,0,0,39.580000,19.310000,23,0,0.16,0.000000,29.84,0,0,0.03,0.000000,0,0,0.2,5.790000,0.000000,0.000000,4.830000,66.210000,30.890000,48.260000,10.490000,6.760000

25,06:00-06:15,65.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,8.56,65.67,0,1,14.480000,10.290000,30.780000,26.01,29.5,88.5,0.000000,100.560000,10.170000,5.352201,48.260000,16.680000,259.230000,12.190000,68.080000,0,0,39.580000,19.310000,22.34,5.67,2.6,0.000000,29.5,0,0,0.52,0.000000,1,1,1,5.790000,0.000000,0.000000,4.830000,66.210000,30.890000,48.260000,10.260000,6.760000

26,06:15-06:30,63,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,16.33,63,0.41,1,14.480000,10.290000,30.780000,25.01,29.33,88,0.050000,100.560000,10.170000,10.002474,48.260000,16.680000,225.450000,12.190000,68.080000,2,0,39.580000,19.310000,22,21.44,6.81,0.000000,29.34,0,1,1.36,0.000000,4,2,2,5.790000,0.050000,0.050000,4.830000,66.210000,30.890000,48.260000,10.260000,6.760000

27,06:30-06:45,59,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,17.16,59,1.91,3,14.480000,10.290000,30.780000,23.61,29.17,87.5,0.560000,100.560000,10.170000,15.422918,48.260000,16.680000,206.140000,12.190000,68.080000,5,0,39.580000,19.310000,21.66,29.4,12.03,0.000000,29.16,0,3,2.41,0.000000,7,5,5,5.790000,0.570000,0.560000,4.830000,66.210000,30.890000,48.260000,10.260000,6.760000

28,06:45-07:00,55,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,23.78,55,4.12,6,14.480000,10.290000,30.780000,23.01,28.67,86,1.030000,100.560000,10.170000,21.779266,48.260000,16.680000,206.140000,12.190000,68.080000,9.99,0,39.580000,19.310000,21,23.78,18.7,0.000000,28.66,0,4,3.74,0.000000,14,8,6,5.790000,1.060000,1.030000,4.830000,66.210000,30.890000,48.260000,10.260000,6.760000

29,07:00-07:15,61.67,57.920000,46.330000,7.660000,19.310000,48.260000,231.670000,30.890000,19.28,61.67,10,9,14.480000,9.980000,30.780000,15,28.67,86,1.630000,100.560000,9.940000,28.847291,48.260000,16.310000,206.140000,12.190000,68.080000,17.99,0,39.580000,19.310000,20.66,19.28,28.16,0.000000,28.66,0,5,5.63,0.000000,21,11,8,5.790000,1.670000,1.630000,4.830000,66.210000,30.890000,48.260000,10.030000,6.760000

30,07:15-07:30,60.67,57.920000,46.330000,7.660000,19.310000,48.260000,212.370000,30.890000,19.02,60.67,16,15,14.480000,9.980000,30.780000,14.4,28.5,85.5,2.450000,100.560000,9.940000,36.324774,48.260000,16.310000,206.140000,12.190000,68.080000,19.01,0,39.580000,19.310000,20.66,19.02,42.18,0.000000,28.5,0,8,8.43,0.000000,35,16,11.46,5.790000,2.520000,2.450000,4.830000,66.210000,30.890000,48.260000,10.030000,6.760000

31,07:30-07:45,68.33,57.920000,46.330000,7.660000,19.310000,48.260000,193.060000,30.890000,20.02,68.33,21.67,21,14.480000,9.980000,30.780000,9.01,28.5,85.5,3.500000,100.560000,9.940000,43.022337,48.260000,16.310000,206.140000,12.190000,68.080000,20.01,0,39.580000,19.310000,20.66,20.02,58.88,0.000000,28.5,0,9,11.78,0.000000,49,19,16.11,5.790000,3.580000,3.500000,4.830000,66.210000,18.950000,48.260000,10.030000,6.760000

32,07:45:08:00,67.67,57.920000,46.330000,7.660000,19.310000,48.260000,173.750000,30.890000,20.68,67.67,27.67,27,14.480000,9.980000,30.780000,9.01,28.5,85.5,4.450000,100.560000,9.940000,50.529067,48.260000,16.310000,206.140000,12.190000,57.630000,20.69,0,39.580000,19.310000,20.66,20.68,75.33,0.000000,28.5,0,13,15.07,0.000000,63,25,20.21,5.790000,4.560000,4.450000,4.830000,66.210000,18.950000,48.260000,10.030000,6.760000

33,08:00-08:15,67.33,57.920000,46.330000,7.660000,19.310000,48.260000,150.110000,30.890000,21.02,67.33,33.67,33,14.480000,9.980000,30.780000,9.01,27.83,83.5,5.580000,100.560000,9.620000,58.162534,48.260000,15.850000,206.140000,12.190000,57.630000,21.01,0,39.580000,19.310000,20.66,21.02,88.61,0.000000,27.84,0,18,17.72,0.000000,77,35,23.87,5.790000,5.720000,5.580000,4.830000,70.370000,18.950000,48.260000,9.880000,6.760000

34,08:15-08:30,67,57.920000,46.330000,7.660000,19.310000,48.260000,150.110000,30.890000,22.18,67,39.33,39,14.480000,9.980000,30.780000,9.01,27.83,83.5,6.680000,100.560000,9.620000,65.727758,48.260000,15.850000,145.680000,12.190000,57.630000,22.19,0,39.580000,19.310000,20.66,22.18,107.57,0.000000,27.84,0,21,21.51,0.000000,91,42,27.13,5.790000,6.840000,6.680000,4.830000,70.370000,18.950000,48.260000,9.880000,6.760000

35,08:30-08:45,56.67,57.920000,46.330000,7.660000,19.310000,48.260000,150.110000,30.890000,23.52,56.67,48.05,45,14.480000,9.980000,30.780000,9.01,25.33,76,7.770000,100.560000,9.620000,73.721938,48.260000,15.850000,145.680000,12.190000,57.630000,23.51,0,39.580000,19.310000,18,23.52,119.77,0.000000,25.34,0,24,23.95,0.000000,105,49,30.23,5.790000,7.970000,7.770000,4.830000,66.210000,18.950000,48.260000,9.880000,6.760000

36,08:45:09:00,57.33,57.920000,46.330000,7.660000,19.310000,48.260000,150.110000,30.890000,23.98,57.33,55.38,51,14.480000,9.980000,31.290000,9.01,25.67,77,8.790000,53.090000,9.620000,81.647875,48.260000,15.850000,145.680000,12.190000,57.630000,23.99,0,39.580000,19.310000,18.34,23.98,139.59,0.000000,25.66,0,28,27.92,0.000000,119,55,33.03,5.790000,9.010000,8.790000,4.830000,66.210000,18.950000,48.260000,9.880000,6.760000

37,09:00:09:15,58.33,57.920000,46.330000,7.660000,19.310000,48.260000,193.060000,30.890000,25.48,58.33,62.28,60,14.480000,9.980000,30.280000,9.01,26,78,9.760000,53.090000,9.620000,89.437326,48.260000,15.570000,110.040000,12.190000,57.630000,25.49,0,39.580000,19.310000,18.66,25.48,159.11,0.000000,26,0,33,31.82,0.000000,140,67,34.02,5.790000,10.000000,9.760000,4.830000,66.210000,18.950000,48.260000,9.750000,6.760000

38,09:15-09:30,59.33,57.920000,46.330000,7.660000,19.310000,48.260000,231.670000,30.890000,25.82,59.33,68.72,66,14.480000,9.980000,30.280000,9.01,26.33,79,10.680000,53.090000,9.620000,96.963554,48.260000,15.570000,110.040000,12.190000,57.630000,25.81,0,39.580000,19.310000,19,25.82,175.43,0.000000,26.34,0,36,35.09,0.000000,154,72,36.71,5.790000,10.940000,10.680000,4.830000,66.210000,18.950000,48.260000,9.750000,6.760000

39,09:30-09:45,60.67,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,26.32,60.67,74.7,72,14.480000,9.980000,30.280000,8.01,26.67,80,11.500000,53.090000,9.620000,103.53438,48.260000,15.570000,170.510000,12.190000,57.630000,26.31,0,39.580000,19.310000,19.66,26.32,187.74,0.000000,26.66,0,39,37.55,0.000000,168,78,39.34,5.790000,11.780000,11.500000,4.830000,66.210000,18.950000,48.260000,9.750000,6.760000

40,09:45-10:00,62,57.920000,46.330000,7.660000,19.310000,48.260000,272.940000,30.890000,26.32,62,80.01,76,14.480000,9.980000,30.280000,8.01,27,81,12.240000,53.090000,9.620000,109.880979,48.260000,15.570000,209.120000,12.190000,57.630000,26.31,0,39.580000,19.310000,20.34,26.32,200.56,0.000000,27,0,42,40.11,0.000000,179,83,41.54,5.790000,12.550000,12.240000,4.830000,66.210000,18.950000,48.260000,9.750000,6.760000

41,10:00-10:15,63.33,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,30.890000,26.48,63.33,84.62,79,14.480000,9.830000,29.780000,8.01,27.33,82,12.920000,53.090000,9.320000,114.999204,0.000000,15.200000,223.600000,12.190000,57.630000,26.49,0,39.580000,19.310000,21.66,26.48,215.01,0.000000,27.34,0,43,43,0.000000,186,87,41.96,0.000000,13.250000,12.920000,0.000000,66.210000,30.890000,0.000000,9.750000,0.000000

42,10:15-10:30,64.67,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,30.890000,26.48,64.67,88.8,81,14.480000,9.830000,30.280000,8.01,27.83,83.5,13.500000,53.090000,9.320000,118.830561,0.000000,15.200000,234.220000,12.190000,76.540000,26.49,0,39.580000,19.310000,22.66,26.48,224.91,0.000000,27.84,0,45,44.98,0.000000,189,89,42.5,0.000000,13.850000,13.500000,0.000000,85.130000,30.890000,0.000000,9.750000,0.000000

43,10:30-10:45,66.67,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,18.950000,26.82,66.67,91.13,82,14.480000,9.830000,30.280000,8.01,29.67,89,14.240000,53.090000,9.320000,121.989237,0.000000,15.200000,234.220000,12.190000,76.540000,26.81,0,39.580000,19.310000,23.34,26.82,230,0.000000,29.66,0,46,46,0.000000,193,92,43,0.000000,14.590000,14.240000,0.000000,115.400000,30.890000,0.000000,9.750000,0.000000

44,10:45-11:00,67,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,18.950000,26.82,67,91.96,82,14.480000,9.830000,30.280000,8.01,31,93,14.660000,53.090000,9.320000,124.670212,0.000000,15.200000,259.230000,12.190000,76.540000,26.81,0,39.580000,19.310000,24.66,26.82,230,0.000000,31,0,47,46,0.000000,193,93,43.5,0.000000,15.020000,14.660000,0.000000,115.400000,30.890000,0.000000,9.750000,0.000000

45,11:00-11:15,67.33,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,18.950000,26.98,67.33,92.08,82,14.480000,9.830000,29.780000,7.01,31.67,95,15.090000,48.260000,9.320000,126.766247,0.000000,14.930000,259.230000,12.190000,76.540000,26.99,0,39.580000,19.310000,26,26.98,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.470000,15.090000,0.000000,115.400000,30.890000,0.000000,9.980000,0.000000

46,11:15-11:30,67.67,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,18.950000,27.32,67.67,92.04,82,14.480000,9.830000,29.780000,7.01,31.67,95,15.130000,48.260000,9.320000,128.306589,0.000000,14.930000,259.230000,12.190000,76.540000,27.31,0,39.580000,19.310000,27.34,27.32,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,30.890000,0.000000,9.980000,0.000000

47,11:30-11:45,68,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,23.320000,27.48,68,92.12,82,14.480000,9.830000,29.780000,7.01,31.67,95,15.130000,48.260000,9.320000,128.940274,0.000000,14.930000,259.230000,12.190000,76.540000,27.49,0,39.580000,19.310000,28.66,27.48,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,23.320000,0.000000,9.980000,0.000000

48,11:45-12:00,68.67,0.000000,0.000000,7.660000,19.310000,48.260000,272.940000,23.320000,27.48,68.67,92.3,82,14.480000,9.830000,30.280000,7.01,31.67,95,15.130000,48.260000,9.320000,129.183999,0.000000,14.930000,259.230000,12.190000,76.540000,27.49,0,39.580000,19.310000,30,27.48,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,23.320000,0.000000,9.980000,0.000000

49,12:00-12:15,69,0.000000,0.000000,7.660000,0.000000,48.260000,272.940000,23.320000,28.15,69,92.4,82,0.000000,9.980000,28.260000,14.07,31.67,95,15.130000,48.260000,9.470000,130.080907,0.000000,14.740000,259.230000,12.190000,76.540000,28.15,0,0.000000,0.000000,30,28.15,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,23.320000,0.000000,10.120000,0.000000

50,12:15-12:30,69.33,0.000000,0.000000,7.660000,0.000000,48.260000,272.940000,23.320000,28.48,69.33,92.36,82,0.000000,9.980000,27.250000,14.67,31.67,95,15.130000,86.880000,9.470000,128.550314,0.000000,14.740000,259.230000,12.190000,76.540000,28.49,0,0.000000,0.000000,30,28.48,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,23.320000,0.000000,10.120000,0.000000

51,12:30-12:45,69.67,0.000000,0.000000,7.660000,0.000000,48.260000,272.940000,23.320000,28.48,69.67,92.31,82,0.000000,9.980000,27.250000,15.33,31.67,95,15.130000,91.700000,9.470000,125.547622,0.000000,14.740000,259.230000,12.190000,76.540000,28.49,0,0.000000,0.000000,30,28.48,230,0.000000,31.66,0,47,46,0.000000,193,93,44,0.000000,15.510000,15.130000,0.000000,115.400000,23.320000,0.000000,10.120000,0.000000

