Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23735,NR/11052024/11052024/IEX-240510-00502,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23728,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/06022042/L_NR_2012_07,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/2-R1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/22052037/LT-59,NR/01052024/31052024/M20240501NR23406,NR/01102023/06022042/L_NR_2012_02,NR/30092023/31122025/SH-07,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/DC20240501NR23726,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/11052024/11052024/IEX-240510-00503,NR/01102023/23072042/L_NR_2012_04,NR/30092023/26122029/SH-06,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/26072023/25122043/L_NR_2023_10,NR/01102023/14082046/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,L_NR_2019_19,WR/01102023/29112042/L_NR_2019_05,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06)
8,01:45-02:00,8.180000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,57.750000,10.000000,5.800000,48.370000,29.260000,0.000000,9.490000,39.660000,202.050000,20.770000,48.370000,4.840000,15.880000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,30,10,0,6.61,0,0,0,20,10,7.34,20,0,0,0,0,0,0

9,02:00-02:15,8.000000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,57.750000,9.850000,5.800000,48.370000,29.260000,0.000000,9.340000,39.660000,202.050000,20.770000,48.370000,4.840000,15.700000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,30,10,0,6.61,0,0,0,20,10,7.34,20,0,0,0,0,0,0

10,02:15-02:30,8.000000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,57.750000,9.850000,5.800000,48.370000,29.260000,0.000000,9.340000,39.660000,202.050000,20.770000,48.370000,4.840000,15.700000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,30,10,0,6.61,0,0,0,20,10,7.34,20,0,0,0,0,0,0

11,02:30-02:45,8.000000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,57.750000,9.770000,5.800000,48.370000,29.260000,0.000000,8.950000,39.660000,202.050000,20.770000,48.370000,4.840000,15.700000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,16.33,7.5,7.34,16.33,0,0,0,0,0,0

12,02:45-03:00,8.000000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,57.750000,9.770000,5.800000,48.370000,29.260000,0.000000,8.950000,39.660000,202.050000,20.770000,48.370000,4.840000,15.700000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,16.33,7.5,7.34,16.33,0,0,0,0,0,0

13,03:00-03:15,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,76.710000,9.690000,5.800000,48.370000,29.260000,0.000000,8.950000,39.660000,262.650000,20.770000,48.370000,4.840000,15.600000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,16.33,7.5,7.34,16.33,0,0,0,0,0,0

14,03:15-03:30,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,76.710000,9.690000,5.800000,48.370000,29.260000,0.000000,8.950000,39.660000,262.650000,20.770000,48.370000,4.840000,15.600000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,16,7.5,7.34,16,0,0,0,0,0,0

15,03:30-03:45,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,76.710000,9.690000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.600000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,23.33,7.5,7.34,23.33,0,0,0,0,0,0

16,03:45-04:00,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,76.710000,9.690000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.600000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,23,7.5,7.34,23,0,0,0,0,0,0

17,04:00-04:15,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,53.210000,29.090000,76.710000,9.620000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.420000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,22.67,7.5,7.34,22.67,0,0,0,0,0,0

18,04:15-04:30,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,77.390000,29.090000,76.710000,9.620000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.420000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,22.33,7.5,7.34,22.33,0,0,0,0,0,0

19,04:30-04:45,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,87.070000,29.090000,76.710000,9.620000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.420000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,22,7.5,7.34,22,0,0,0,0,0,0

20,04:45-05:00,7.820000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,76.710000,9.620000,5.800000,48.370000,29.260000,0.000000,8.720000,39.660000,262.650000,20.770000,48.370000,4.840000,15.420000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0,0,21.67,7.5,7.34,21.67,0,0,0,0,0,0

21,05:00-05:15,7.630000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,76.710000,9.230000,5.800000,48.370000,29.260000,0.000000,8.410000,39.660000,262.650000,20.770000,48.370000,4.840000,15.240000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0.09,0,18,7.5,7.34,18,0,0,0,0,0.02,0

22,05:15-05:30,7.630000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,87.260000,9.230000,5.800000,48.370000,29.260000,0.000000,8.410000,39.660000,262.650000,20.770000,48.370000,4.840000,15.240000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0.36,0,17.67,7.5,7.34,17.67,0,0,0,0,0.07,0

23,05:30-05:45,7.630000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,63.440000,9.230000,5.800000,48.370000,29.260000,0.000000,8.410000,39.660000,231.070000,20.770000,48.370000,4.840000,15.240000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,22.5,7.5,0,6.61,0,0.82,0,17.33,7.5,7.34,17.33,0,0,0.009747,0,0.16,0

24,05:45-06:00,7.630000,0.000000,0.000000,0.000000,273.530000,8.650000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,63.440000,9.230000,5.800000,48.370000,28.760000,0.000000,8.410000,39.660000,202.050000,20.770000,48.370000,4.840000,15.240000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,0,0,0,0,23,7.67,0,6.61,0,1.44,0,17,7.66,7.34,17,0,0,1.705725,0,0.29,0

25,06:00-06:15,7.440000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.000000,100.780000,29.090000,63.440000,9.230000,5.800000,48.370000,28.760000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,15.050000,0.000000,0.000000,20.770000,14.510000,0.000000,46.440000,19.350000,0.000000,1,0,1,0,23.5,7.83,0,6.61,0,7.06,0,16.67,7.84,7.34,16.67,1,0.1,3.928041,7.92,1.41,5.08

26,06:15-06:30,7.440000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.040000,100.780000,29.090000,63.440000,9.230000,5.800000,48.370000,28.760000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,15.050000,0.000000,0.000000,20.770000,14.510000,0.040000,46.440000,19.350000,0.040000,1,0,4,0.43,24,8,2,6.61,0,12.12,1,16.33,8,7.34,16.33,2,1,8.216721,13.55,2.42,7.09

27,06:30-06:45,7.440000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.270000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,28.760000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,15.050000,0.000000,0.000000,20.770000,14.510000,0.280000,46.440000,19.350000,0.270000,3,0,7,2.01,24.5,8.17,7,6.61,0,18.96,3,16,8.16,7.34,16,5,2,13.236426,17.95,3.79,32.76

28,06:45-07:00,7.440000,0.000000,0.000000,0.000000,273.530000,4.840000,19.350000,48.370000,6.770000,70.520000,0.720000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,28.260000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,15.050000,0.000000,0.000000,20.770000,14.510000,0.740000,46.440000,19.350000,0.720000,6,0,14,4.34,25,8.33,17,6.61,0,26.57,4,15.67,8.34,7.34,15.67,8,5,19.152855,25.28,5.31,27.67

29,07:00-07:15,7.300000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,48.370000,6.770000,70.520000,1.250000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,27.750000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,14.870000,0.000000,0.000000,20.770000,14.510000,1.280000,46.440000,19.350000,1.250000,9,0,21,9.5,24,8,24.15,6.61,0,33.47,5,15.33,8,7.34,15.33,11,7.54,25.956261,24.15,6.69,24.15

30,07:15-07:30,7.300000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,48.370000,6.770000,70.520000,2.020000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,27.750000,0.000000,7.930000,39.660000,202.050000,20.770000,48.370000,4.840000,14.870000,0.000000,0.000000,20.770000,14.510000,2.060000,46.440000,19.350000,2.020000,15,0,35,15.2,24,8,24.15,6.61,0,47.06,8,15,8,7.34,15,16,10.46,33.324993,24.15,9.41,24.15

31,07:30-07:45,7.300000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,48.370000,6.770000,70.520000,3.100000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,27.750000,0.000000,7.930000,39.660000,175.020000,20.770000,48.370000,4.840000,14.870000,0.000000,0.000000,20.770000,14.510000,3.190000,46.440000,19.350000,3.100000,21,0,49,20.58,24,8,25.31,6.61,0,62.3,9,15,8,7.34,15,19,15.61,40.635243,25.32,12.46,25.32

32,07:45:08:00,7.300000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,48.370000,6.770000,70.520000,4.030000,100.780000,29.090000,57.750000,8.850000,5.800000,48.370000,27.750000,0.000000,7.930000,39.660000,146.000000,20.770000,48.370000,4.840000,14.870000,0.000000,0.000000,20.770000,14.510000,4.130000,46.440000,19.350000,4.030000,27,0,63,26.28,24,8,25.49,6.61,0,79.02,13,15,8,7.34,15,25,19.71,48.218409,25.48,15.8,25.48

33,08:00-08:15,7.720000,0.000000,0.000000,0.000000,232.180000,11.840000,19.350000,48.370000,6.770000,70.520000,5.270000,71.760000,29.090000,57.750000,8.850000,5.800000,48.370000,27.750000,0.000000,8.720000,39.660000,146.000000,20.770000,48.370000,4.840000,14.690000,0.000000,0.000000,20.770000,14.510000,5.410000,46.440000,19.350000,5.270000,31,0,74,31.98,24,8,27.01,6.61,0,75.22,18,15,8,7.34,15,35,23.37,55.938033,27.02,15.04,27.02

34,08:15-08:30,7.720000,0.000000,0.000000,0.000000,193.480000,11.840000,19.350000,48.370000,6.770000,70.520000,6.410000,53.210000,29.090000,57.750000,8.850000,5.800000,48.370000,28.260000,0.000000,8.720000,39.660000,146.000000,20.770000,48.370000,4.840000,14.690000,0.000000,0.000000,20.770000,14.510000,6.570000,46.440000,19.350000,6.410000,37,0,88,37.37,24,8,27.01,6.61,0,94.48,21,15,8,7.34,15,42,26.63,63.764874,27.02,18.9,27.02

35,08:30-08:45,7.720000,0.000000,0.000000,0.000000,150.440000,11.840000,19.350000,48.370000,6.770000,70.520000,7.590000,53.210000,29.090000,57.750000,8.850000,5.800000,48.370000,28.260000,0.000000,8.720000,39.660000,146.000000,20.770000,48.370000,4.840000,14.690000,0.000000,0.000000,20.770000,14.510000,7.780000,46.440000,19.350000,7.590000,48,0,112,45.64,22.5,7.5,27.85,6.61,0,118.03,27,15,7.5,7.34,15,53,29.73,71.240823,27.85,23.61,27.85

36,08:45:09:00,7.720000,0.000000,0.000000,0.000000,150.440000,11.840000,19.350000,48.370000,6.770000,70.520000,8.680000,53.210000,29.090000,57.750000,8.850000,5.800000,48.370000,28.260000,0.000000,8.720000,39.660000,146.000000,20.770000,48.370000,4.840000,14.690000,0.000000,0.000000,20.770000,14.510000,8.900000,46.440000,19.350000,8.680000,54,0,126,52.61,22.5,7.5,28.19,6.61,0,123.56,30,15,7.5,7.34,15,60,32.53,78.570567,28.18,24.71,28.18

37,09:00:09:15,7.720000,0.000000,0.000000,0.000000,150.440000,11.840000,19.350000,48.370000,6.770000,70.520000,9.800000,53.210000,29.090000,57.750000,8.540000,5.800000,48.370000,28.260000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,4.840000,14.500000,0.000000,0.000000,20.770000,14.510000,10.050000,46.440000,19.350000,9.800000,60,0,140,59.16,22.5,7.5,28.19,6.01,0,138.14,33,15,7.5,7.34,15,67,33.52,85.559166,28.18,27.63,28.18

38,09:15-09:30,7.720000,0.000000,0.000000,0.000000,150.440000,11.840000,19.350000,48.370000,6.770000,70.520000,10.740000,53.210000,29.090000,57.750000,8.540000,5.800000,48.370000,28.760000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,4.840000,14.500000,0.000000,0.000000,20.770000,14.510000,11.020000,46.440000,19.350000,10.740000,66,0,154,65.28,22.5,7.5,28.19,6.01,0,151.78,37,15,7.5,7.34,15,75,36.21,92.10915,28.18,30.35,28.18

39,09:30-09:45,7.720000,0.000000,0.000000,0.000000,193.480000,11.840000,19.350000,48.370000,6.770000,70.520000,11.570000,53.210000,29.090000,57.750000,8.540000,5.800000,48.370000,29.260000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,4.840000,14.500000,0.000000,0.000000,20.770000,14.510000,11.850000,46.440000,19.350000,11.570000,72,0,168,70.96,22.5,7.5,29.54,6.01,0,195.83,40,15,7.5,7.34,15,80,38.84,97.967097,29.53,39.17,29.53

40,09:45-10:00,7.720000,0.000000,0.000000,0.000000,193.480000,11.840000,19.350000,48.370000,6.770000,70.520000,12.390000,53.210000,29.090000,57.750000,8.540000,5.800000,48.370000,30.280000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,4.840000,14.500000,0.000000,0.000000,20.770000,14.510000,12.700000,46.440000,19.350000,12.390000,76,0,179,76.01,22.5,7.5,29.54,6.01,0,208.73,43,15.67,7.5,7.34,15.67,87,41.04,103.503393,29.53,41.74,29.53

41,10:00-10:15,7.210000,0.000000,0.000000,0.000000,232.180000,11.840000,19.350000,0.000000,0.000000,70.520000,13.090000,53.210000,29.090000,57.750000,8.540000,0.000000,0.000000,30.280000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,0.000000,14.320000,0.000000,0.000000,20.770000,14.510000,13.420000,0.000000,19.350000,13.090000,79,0,186,80.39,22.5,7.5,29.54,6.01,0,218.84,41,16.33,7.5,7.34,16.33,82,42.96,108.035748,29.53,43.77,29.53

42,10:15-10:30,7.210000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,13.710000,53.210000,29.090000,57.750000,8.540000,0.000000,0.000000,30.280000,0.000000,8.560000,39.660000,111.250000,20.770000,48.370000,0.000000,14.320000,0.000000,0.000000,20.770000,14.510000,14.050000,0.000000,19.350000,13.710000,81,0,189,84.36,22.5,7.5,29.54,6.01,0,224.05,43,17,7.5,7.44,17,85,44.8,111.417957,29.53,44.81,29.53

43,10:30-10:45,7.210000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,14.320000,53.210000,29.090000,57.750000,8.540000,0.000000,0.000000,30.280000,0.000000,7.390000,39.660000,111.250000,20.770000,48.370000,0.000000,14.320000,0.000000,0.000000,20.770000,14.510000,14.680000,0.000000,19.350000,14.320000,81,0,189,86.58,24,8,29.54,6.01,0,225,45,17.67,8,7.84,17.67,90,45,111.164535,29.53,45,29.53

44,10:45-11:00,7.210000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,14.720000,53.210000,29.090000,57.750000,8.540000,0.000000,0.000000,30.280000,0.000000,7.620000,39.660000,111.250000,20.770000,48.370000,0.000000,14.320000,0.000000,0.000000,20.770000,14.510000,15.080000,0.000000,19.350000,14.720000,82,0,193,87.37,26.5,8.83,29.5,6.01,0,225,47,18.33,8.84,8.27,18.33,94,45.5,115.882083,29.5,45,29.5

45,11:00-11:15,7.120000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,15.260000,53.210000,29.090000,57.750000,8.390000,0.000000,0.000000,30.280000,0.000000,7.620000,39.660000,111.250000,20.770000,48.370000,0.000000,14.040000,0.000000,0.000000,20.770000,14.510000,15.640000,0.000000,19.350000,15.260000,82,0,193,87.47,28.5,9.5,29.5,6.01,0,225,47,19,9.5,9.66,19,94,46,120.141522,29.5,45,29.5

46,11:15-11:30,7.120000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,15.280000,53.210000,29.090000,57.750000,8.390000,0.000000,0.000000,30.280000,0.000000,7.620000,39.660000,111.250000,20.770000,48.370000,0.000000,14.040000,0.000000,0.000000,20.770000,14.510000,15.660000,0.000000,19.350000,15.280000,82,0,193,87.43,32,10.67,29.5,6.41,0,225,47,19.67,10.66,10.66,19.67,94,46.5,123.055875,29.5,45,29.5

47,11:30-11:45,7.120000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,15.280000,53.210000,29.090000,57.750000,7.850000,0.000000,0.000000,28.760000,0.000000,7.620000,39.660000,111.250000,23.370000,48.370000,0.000000,14.040000,0.000000,0.000000,23.370000,14.510000,15.660000,0.000000,19.350000,15.280000,82,0,193,87.51,35.5,11.83,29.5,6.61,0,225,47,20.33,11.84,11.34,20.33,94,46.5,124.410708,29.5,45,29.5

48,11:45-12:00,7.120000,0.000000,0.000000,0.000000,273.530000,11.840000,19.350000,0.000000,0.000000,70.520000,15.280000,53.210000,29.090000,57.750000,7.850000,0.000000,0.000000,28.760000,0.000000,7.620000,39.660000,111.250000,23.370000,48.370000,0.000000,14.040000,0.000000,0.000000,23.370000,14.510000,15.660000,0.000000,19.350000,15.280000,82,0,193,87.68,37,12.33,29.5,7.01,0,225,47,22,12.34,12,22,94,46.5,125.473131,29.5,45,29.5

