Column1,Time,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/RUMS(L_NR_2019_06),GNA/NR/2024/10/16/2350,GNA/NR/2024/10/01/3642,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2024/10/01/6101,NR/01082024/19092033/Chanju/TPDDL/01082024,SR/01102023/07102043/L_NR_2018_61,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/L_NR_2019_05,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/10/01/8106,NR/01102023/30042040/GNA_LT_36,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,GNA/NR/2024/10/01/9582,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/10/01/9072,NR/30092023/31122025/SH-07,GNA/NR/2024/10/16/4393,NR/01102023/19072037/LT-05
85,21:00-21:15,0,0,0,0,0,0,0,0,8.17,24.5,0,0,0,26.28,261.67,2.51,100.41,86.06,26.28,4.23,7,7.34,19.33,0,8.16,19.33,0,200,0,3.22,8.76,0,272.51,0,8.78,8.76,2.8,29.77,26.28,8.78,0,70.27

86,21:15-21:30,0,0,0,0,0,0,0,0,8,24,0,0,0,26.28,261.67,2.51,100.41,86.06,26.28,4.23,7,7.34,19.33,0,8,19.33,0,200,0,3.22,8.76,0,272.51,0,8.78,8.76,2.8,29.77,26.28,8.78,0,70.27

87,21:30-21:45,0,0,0,0,0,0,0,0,8,24,0,0,0,26.28,261.67,2.51,100.41,86.06,26.28,4.23,7,7.34,20,0,8,20,0,200,0,3.22,8.76,0,272.51,0,18.78,8.76,2.8,29.77,26.28,18.78,0,70.27

88,21:45-22:00,0,0,0,0,0,0,0,0,8,24,0,0,0,26.28,261.67,2.51,100.41,86.06,26.28,4.23,7,7,20.67,0,8,20.67,0,200,0,3.22,8.76,0,272.51,0,13.78,8.76,2.8,29.77,26.28,13.78,0,70.27

89,22:00-22:15,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,261.67,2.51,100.41,86.06,26.28,4.14,7,7,21,0,8.16,21,0,200,0,3.06,8.76,0,272.51,0,15.96,8.76,2.95,29.77,26.28,15.96,142.69,70.27

90,22:15-22:30,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,261.67,2.51,100.41,86.06,26.28,4.14,7,7.34,21.33,0,8.16,21.33,0,200,0,3.06,8.76,0,272.51,0,15.96,8.76,2.95,29.77,26.28,15.96,142.69,70.27

91,22:30-22:45,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,261.67,2.51,100.41,86.06,26.28,4.14,7,7,21.33,0,8.16,21.33,0,200,0,3.06,8.76,0,272.51,0,11.58,8.76,2.95,29.77,26.28,11.58,142.69,70.27

92,22:45-23:00,0,0,0,0,0,0,0,0,8,24,0,0,47.56,26.28,261.67,2.51,100.41,86.06,26.28,4.14,7,7.34,22,0,8,22,0,200,0,3.06,8.76,0,272.51,0,11.58,8.76,2.95,29.77,26.28,11.58,142.69,70.27

93,23:00-23:15,0,0,0,0,0,0,0,0,8,24,0,0,47.56,26.28,234.73,2.51,100.41,86.06,26.28,4.14,7,7.66,21.67,0,8,21.67,0,200,0,2.91,8.76,0,272.51,0,0,8.76,2.95,29.27,26.28,0,142.69,70.27

94,23:15-23:30,0,0,0,0,0,0,0,0,8,24,0,0,47.56,26.28,234.73,2.51,100.41,86.06,26.28,4.14,7,8.34,21.33,0,8,21.33,0,200,0,2.91,8.76,0,272.51,0,0,8.76,2.95,29.27,26.28,0,142.69,70.27

95,23:30-23:45,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,234.73,2.51,100.41,86.06,26.28,4.14,7,8.34,20.67,0,8.16,20.67,0,200,0,2.91,8.76,0,272.51,0,0,8.76,2.8,29.27,26.28,0,142.69,70.27

96,23:45-24:00,0,0,0,0,0,0,0,0,8.17,24.5,0,0,47.56,26.28,234.73,2.51,100.41,86.06,26.28,4.14,7,8.34,20,0,8.16,20,0,200,0,2.91,8.76,0,272.51,0,0,8.76,2.8,29.27,26.28,0,142.69,70.27

