Block,Time,NR/01102023/30042040/GNA_LT_36,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23735,NR/30092023/31122025/SH-07,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/2-R1,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/MC120240501NR23436,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23726,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/22052037/LT-59,NR/01052024/31052024/M20240501NR23406,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23727,NR/01102023/30042040/GNA_LT_35,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/01102023/08032047/L_NR_2021_14,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2020_06
6,01:15-01:30,0.000000,15.450000,19.350000,0.000000,16.140000,58.040000,0.000000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.510000,14.510000,262.650000,4.840000,14.130000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,23.5,70.5,0,0,0,0,0,0,0,0,0,18,0,24.66,0,60.33,0,60.33,23.5

7,01:30-01:45,0.000000,15.450000,19.350000,0.000000,16.140000,58.040000,0.000000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.510000,14.510000,262.650000,4.840000,14.130000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,28,84,0,0,0,0,0,0,0,0,0,17.8,0,24.34,0,66,0,66,28

8,01:45-02:00,0.000000,15.450000,19.350000,0.000000,16.140000,58.040000,0.000000,87.260000,6.770000,48.370000,48.370000,46.440000,30.280000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.510000,14.510000,262.650000,4.840000,14.130000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,27.67,83,0,0,0,0,0,0,0,0,0,17.6,0,24,0,65.67,0,65.67,27.66

9,02:00-02:15,0.000000,17.380000,19.350000,0.000000,16.140000,58.040000,3.820000,87.260000,6.770000,48.370000,48.370000,46.440000,29.770000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,14.040000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,27.5,82.5,0,0,0,0,0,0,0,0,0,17.2,0,23.66,0,62.67,0,62.67,27.5

10,02:15-02:30,0.000000,22.220000,19.350000,0.000000,16.140000,58.040000,13.500000,87.260000,6.770000,48.370000,48.370000,46.440000,29.260000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,14.040000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,27.5,82.5,0,0,0,0,0,0,0,0,0,16.4,0,23.34,0,62,0,62,27.5

11,02:30-02:45,0.000000,22.220000,19.350000,0.000000,16.140000,58.040000,13.500000,87.260000,6.770000,48.370000,48.370000,46.440000,29.260000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,14.040000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,27.33,82,0,0,0,0,0,0,0,0,0,15.6,0,23,0,61.67,0,61.67,27.34

12,02:45-03:00,0.000000,22.220000,19.350000,0.000000,16.140000,58.040000,13.500000,87.260000,6.770000,48.370000,48.370000,46.440000,29.260000,6.380000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,14.040000,0.000000,19.350000,0.000000,5.990000,24.180000,115.650000,5.800000,0.000000,27,81,0,0,0,0,0,0,0,0,0,15,0,22.66,0,61.33,0,61.33,27

13,03:00-03:15,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,87.260000,6.770000,48.370000,48.370000,46.440000,28.760000,6.230000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,13.950000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,26.83,80.5,0,0,0,0,0,0,0,0,0,14,0,22.34,0,60.67,0,60.67,26.84

14,03:15-03:30,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,87.260000,6.770000,48.370000,48.370000,46.440000,28.260000,6.230000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,13.950000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,26.67,80,0,0,0,0,0,0,0,0,0,13.6,0,22.34,0,60,0,60,26.66

15,03:30-03:45,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,87.260000,6.770000,48.370000,48.370000,46.440000,28.260000,6.230000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,13.950000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,26.33,79,0,0,0,0,0,0,0,0,0,10.01,0,22.34,0,59.33,0,59.33,26.34

16,03:45-04:00,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,87.260000,6.770000,48.370000,48.370000,46.440000,28.260000,6.230000,0.000000,48.370000,29.090000,100.780000,273.530000,6.330000,14.510000,262.650000,4.840000,13.950000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,26.17,78.5,0,0,0,0,0,0,0,0,0,9.41,0,22.34,0,58.33,0,58.33,26.16

17,04:00-04:15,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,87.260000,6.770000,48.370000,48.370000,46.440000,27.250000,6.150000,0.000000,48.370000,29.090000,100.780000,273.530000,6.140000,14.510000,262.650000,4.840000,13.760000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,26,78,0,0,0,0,0,0,0,0,0,7.01,0,22.34,0,54,0,54,26

18,04:15-04:30,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,76.710000,6.770000,48.370000,48.370000,46.440000,27.250000,6.150000,0.000000,48.370000,29.090000,71.760000,273.530000,6.140000,14.510000,262.650000,4.840000,13.760000,0.000000,19.350000,0.000000,5.830000,24.180000,115.650000,5.800000,0.000000,25.83,77.5,0,0,0,0,0,0,0,0,0,7.01,0,22.34,0,53.33,0,53.33,25.84

19,04:30-04:45,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,76.710000,6.770000,48.370000,48.370000,46.440000,27.250000,6.150000,0.000000,48.370000,29.090000,53.210000,273.530000,6.140000,14.510000,232.740000,4.840000,13.760000,0.000000,19.350000,0.000000,5.830000,24.180000,85.320000,5.800000,0.000000,22.5,67.5,0,0,0,0,0,0,0,0,0,7.01,0,18.34,0,52.67,0,52.67,22.5

20,04:45-05:00,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,14.100000,76.710000,6.770000,48.370000,48.370000,46.440000,27.250000,6.150000,0.000000,48.370000,29.090000,53.210000,273.530000,6.140000,14.510000,232.740000,4.840000,13.760000,0.000000,19.350000,0.000000,5.830000,24.180000,66.350000,5.800000,0.000000,22.5,67.5,0,0,0,0,0,0,0,0,0,7.01,0,18,0,52,0,52,22.5

21,05:00-05:15,0.000000,22.840000,19.350000,0.000000,8.650000,58.040000,22.840000,68.230000,6.770000,48.370000,48.370000,46.440000,26.740000,6.150000,0.000000,48.370000,29.090000,82.230000,273.530000,6.140000,14.510000,262.650000,4.840000,13.570000,0.000000,19.350000,0.000000,5.830000,24.180000,66.350000,5.800000,0.000000,20.83,62.5,0.09,0,0,0,0.02,0,0,0,0,6.81,0,18,0,45,0,45,20.84

22,05:15-05:30,0.000000,31.580000,19.350000,0.000000,8.650000,58.040000,14.100000,43.530000,6.770000,48.370000,48.370000,46.440000,26.740000,6.150000,0.000000,48.370000,29.090000,53.210000,273.530000,6.140000,14.510000,247.250000,4.840000,13.570000,0.000000,19.350000,0.000000,5.830000,24.180000,66.350000,5.800000,0.000000,20.67,62,0.36,0,0,0,0.07,0,0,0,0,6.81,0,17.34,0,45.33,0,45.33,20.66

23,05:30-05:45,0.000000,31.580000,19.350000,0.000000,8.650000,58.040000,14.100000,33.860000,6.770000,48.370000,48.370000,46.440000,26.740000,6.150000,0.000000,48.370000,29.090000,53.210000,273.530000,6.140000,14.510000,247.250000,4.840000,13.570000,0.000000,19.350000,0.000000,5.830000,24.180000,66.350000,5.800000,0.000000,20.5,61.5,0.82,0,0,0,0.16,0.009747,0,0,0,6.81,0,19,0,58.33,0,58.33,20.5

24,05:45-06:00,0.000000,31.580000,19.350000,0.000000,8.650000,58.040000,14.100000,33.860000,6.770000,48.370000,48.370000,46.440000,26.740000,6.150000,0.000000,48.370000,29.090000,53.210000,273.530000,6.140000,14.510000,194.370000,4.840000,13.570000,0.000000,19.350000,0.000000,5.830000,24.180000,85.320000,5.800000,0.000000,20.33,61,1.44,0,0,0,0.29,1.588761,0,0,0,6.81,0,19,0,57.33,0,57.33,20.34

25,06:00-06:15,0.000000,31.580000,19.350000,0.000000,8.650000,58.040000,14.100000,52.890000,6.770000,48.370000,48.370000,46.440000,26.240000,6.000000,0.000000,48.370000,29.090000,75.460000,273.530000,5.950000,14.510000,262.650000,4.840000,13.390000,0.000000,19.350000,0.000000,5.680000,24.180000,115.650000,5.800000,0.000000,24.17,72.5,7.06,1,1,0.1,1.41,3.586896,1,0,0,6.81,0,18.66,0.72,56,0,56,24.16

26,06:15-06:30,0.040000,31.580000,19.350000,0.000000,8.650000,58.040000,14.100000,52.890000,6.770000,48.370000,48.370000,46.440000,26.240000,6.000000,0.000000,48.370000,29.090000,75.460000,273.530000,5.950000,14.510000,233.980000,4.840000,13.390000,0.040000,19.350000,0.000000,5.680000,24.180000,115.650000,5.800000,0.040000,23.67,71,12.12,4,1,1,2.42,7.758612,2,1,2,6.81,0.43,18.34,0.72,55,2.04,55,23.66

27,06:30-06:45,0.280000,31.580000,19.350000,0.000000,4.840000,58.040000,14.100000,57.680000,6.770000,48.370000,48.370000,46.440000,25.730000,6.000000,0.000000,48.370000,29.090000,75.460000,273.530000,5.950000,14.510000,225.940000,4.840000,13.390000,0.270000,19.350000,0.000000,5.680000,24.180000,107.120000,5.800000,0.270000,18.33,55,18.96,7,3,2,3.79,12.856293,5,3,5,6.81,2.01,13.34,33,45,5.85,45,18.34

28,06:45-07:00,0.740000,31.580000,19.350000,0.000000,4.840000,58.040000,14.100000,33.860000,6.770000,48.370000,48.370000,46.440000,25.230000,6.000000,0.000000,48.370000,29.090000,53.210000,273.530000,5.950000,14.510000,225.940000,4.840000,13.390000,0.720000,19.350000,0.000000,5.680000,24.180000,98.590000,5.800000,0.720000,18.33,55,26.57,14,6,5,5.31,19.065132,8,4,9,6.81,4.34,12.66,33,43.33,13.04,43.33,18.34

29,07:00-07:15,1.280000,31.580000,19.350000,0.000000,11.840000,58.040000,14.100000,58.040000,6.770000,48.370000,48.370000,46.440000,25.230000,6.000000,0.000000,48.370000,29.090000,82.230000,273.530000,5.950000,14.510000,202.050000,4.840000,13.210000,1.250000,19.350000,0.000000,5.680000,24.180000,90.060000,5.800000,1.250000,20,60,33.47,21,9,7.54,6.69,26.375382,11,5,18,6.81,10,12,29.78,42.67,22.31,42.67,20

30,07:15-07:30,2.060000,31.580000,19.350000,0.000000,11.840000,58.040000,14.100000,63.440000,6.770000,48.370000,48.370000,46.440000,25.230000,6.000000,0.000000,48.370000,29.090000,100.780000,273.530000,5.950000,14.510000,202.050000,4.840000,13.210000,2.020000,19.350000,0.000000,5.680000,24.180000,81.520000,5.800000,2.020000,19.67,59,47.06,35,15,10.46,9.41,34.436151,16,8,25.31,6.81,16,11,25.32,41.67,25.32,41.67,19.66

31,07:30-07:45,3.190000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,63.440000,6.770000,48.370000,48.370000,46.440000,25.230000,6.000000,0.000000,48.370000,29.090000,100.780000,273.530000,5.950000,14.510000,202.050000,4.840000,13.210000,3.100000,19.350000,0.000000,5.680000,24.180000,72.990000,5.800000,3.100000,19.17,57.5,62.3,49,21,15.61,12.46,41.580702,23,12,27.15,6.81,21.67,10.66,27.15,40,27.15,40,19.16

32,07:45:08:00,4.130000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,39.260000,6.770000,48.370000,48.370000,46.440000,26.240000,6.000000,0.000000,48.370000,29.090000,79.330000,232.180000,5.950000,14.510000,153.680000,4.840000,13.210000,4.030000,19.350000,0.000000,5.680000,24.180000,70.520000,5.800000,4.030000,18.33,55,79.02,67,28,19.71,15.8,48.569301,32,16,28.31,6.81,27.67,10.34,28.32,40,28.32,40,18.34

33,08:00-08:15,5.410000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,26.240000,6.230000,0.000000,48.370000,29.090000,53.210000,193.480000,5.810000,14.510000,124.190000,4.840000,13.210000,5.270000,19.350000,0.000000,5.450000,24.180000,70.520000,5.800000,5.270000,18,54,96.43,84,36,23.37,19.29,55.499418,40,20,29.31,6.81,33.67,10.34,29.32,45,29.32,45,18

34,08:15-08:30,6.570000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,26.240000,6.230000,0.000000,48.370000,29.090000,53.210000,150.440000,5.810000,14.510000,119.500000,4.840000,13.210000,6.410000,19.350000,0.000000,5.450000,24.180000,70.520000,5.800000,6.410000,17.5,52.5,113.77,102,43,26.63,22.75,62.254089,47,23,30.5,6.81,39.33,10.34,30.5,45,30.5,45,17.5

35,08:30-08:45,7.780000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,26.240000,6.230000,0.000000,48.370000,29.090000,53.210000,150.440000,5.810000,14.510000,111.250000,4.840000,13.210000,7.590000,19.350000,0.000000,5.450000,24.180000,70.520000,5.800000,7.590000,12.5,37.5,131.49,116,49,29.73,26.3,70.587774,53,27,30.5,6.81,48.05,9.34,30.5,32,30.5,32,12.5

36,08:45:09:00,8.900000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,27.250000,6.230000,0.000000,48.370000,29.090000,53.210000,150.440000,5.810000,14.510000,111.250000,4.840000,13.210000,8.680000,19.350000,0.000000,5.450000,24.180000,70.520000,5.800000,8.680000,12.17,36.5,148.14,130,55,32.53,29.63,78.872724,61,31,30.5,6.81,55.38,8.66,30.5,30.67,30.5,30.67,12.16

37,09:00:09:15,10.050000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,28.260000,6.150000,0.000000,48.370000,29.090000,53.210000,150.440000,5.680000,14.510000,129.010000,4.840000,13.210000,9.800000,19.350000,0.000000,5.450000,24.180000,66.350000,5.800000,9.800000,11.83,35.5,163.78,144,61,33.52,32.76,87.586542,68,34,30.5,9.41,62.28,8,30.5,29.67,30.5,29.67,11.84

38,09:15-09:30,11.130000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,28.260000,6.150000,0.000000,48.370000,29.090000,53.210000,150.440000,5.680000,14.510000,137.730000,4.840000,13.210000,10.860000,19.350000,0.000000,5.450000,24.180000,66.350000,5.800000,10.860000,11.33,34,179.12,158,67,36.21,35.82,94.974768,75,37,30.5,9.01,68.72,7.66,30.5,28.67,30.5,28.67,11.34

39,09:30-09:45,11.980000,22.840000,19.350000,0.000000,11.650000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,28.260000,6.150000,0.000000,48.370000,29.090000,53.210000,193.480000,5.680000,14.510000,148.370000,4.840000,13.210000,11.680000,19.350000,0.000000,5.450000,24.180000,66.350000,5.800000,11.680000,10.83,32.5,199.84,168,72,38.84,39.97,101.125125,80,40,30.5,13,74.7,7.66,30.5,27.33,30.5,27.33,10.84

40,09:45-10:00,12.830000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,33.480000,6.770000,48.370000,48.370000,46.440000,28.260000,6.150000,0.000000,48.370000,29.090000,53.210000,232.180000,5.680000,14.510000,142.570000,4.840000,13.210000,12.520000,19.350000,0.000000,5.450000,24.180000,66.350000,5.800000,12.520000,10.5,31.5,214.73,175,75,41.04,42.94,106.973325,87,43,30.4,13,80.01,7.66,30.4,26,30.4,26,10.5

41,10:00-10:15,13.550000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,33.480000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,14.510000,183.150000,0.000000,13.210000,13.230000,19.350000,0.000000,5.060000,24.180000,66.350000,0.000000,13.230000,10,30,226.14,182,78,42.96,45.23,111.768849,91,46,30.4,22.01,84.62,7.66,30.4,26,30.4,26,10

42,10:15-10:30,14.190000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,14.510000,198.630000,0.000000,13.210000,13.850000,19.350000,0.000000,5.060000,24.180000,66.350000,0.000000,13.850000,10,30,230.83,189,81,44.8,46.17,115.521444,93,47,30.4,21.81,88.8,7.66,30.4,26,30.4,26,10

43,10:30-10:45,14.820000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,60.830000,273.530000,5.680000,14.510000,178.310000,0.000000,13.210000,14.460000,19.350000,0.000000,3.500000,24.180000,94.800000,0.000000,14.460000,10,30,230.83,193,82,45,46.17,115.462962,94,47,30.4,21.41,91.13,7.66,30.4,26,30.4,26,10

44,10:45-11:00,15.230000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.680000,14.510000,175.410000,0.000000,13.210000,14.860000,19.350000,0.000000,2.730000,24.180000,115.650000,0.000000,14.860000,10,30,230.83,193,82,45.5,46.17,119.069352,94,47,30.4,21.01,91.96,7.66,30.4,26,30.4,26,10

45,11:00-11:15,15.800000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,14.510000,182.180000,0.000000,13.120000,15.410000,19.350000,0.000000,2.330000,24.180000,115.650000,0.000000,15.410000,14.5,43.5,230.83,193,82,46,46.17,122.207886,94,47,30.4,20,92.08,10,30.4,35.38,30.4,35.38,14.5

46,11:15-11:30,15.800000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,14.510000,184.120000,0.000000,13.120000,15.410000,19.350000,0.000000,1.940000,24.180000,115.650000,0.000000,15.410000,14.33,43,230.83,193,82,46.5,46.17,124.157286,94,47,30.24,19.2,92.04,10,30.23,35.48,30.23,35.48,14.34

47,11:30-11:45,15.800000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.260000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,14.510000,183.150000,0.000000,13.120000,15.410000,19.350000,0.000000,1.940000,24.180000,115.650000,0.000000,15.410000,14.17,42.5,230.83,193,82,46.5,46.17,123.874623,94,47,30.24,16.8,92.12,10,30.23,35.24,30.23,35.24,14.16

48,11:45-12:00,15.800000,22.840000,19.350000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,29.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,14.510000,189.920000,0.000000,13.120000,15.410000,19.350000,0.000000,3.120000,24.180000,115.650000,0.000000,15.410000,14,42,230.83,193,82,46.5,46.17,123.348285,94,47,30.24,15.2,92.3,10,30.23,34.82,30.23,34.82,14

49,12:00-12:15,15.800000,22.840000,0.000000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,28.270000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,214.100000,0.000000,13.020000,15.410000,0.000000,0.000000,4.900000,0.000000,115.650000,0.000000,15.410000,14.17,42.5,230.83,193,82,46.5,46.17,123.582213,94,47,30.24,12.8,92.4,10,30.23,33.61,30.23,33.61,14.16

50,12:15-12:30,15.800000,22.840000,0.000000,0.000000,13.590000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,28.270000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,222.810000,0.000000,13.020000,15.410000,0.000000,0.000000,4.900000,0.000000,115.650000,0.000000,15.410000,14.17,42.5,230.83,193,82,46.5,46.17,121.369644,94,47,30.24,13.6,92.36,10,30.23,32.82,30.23,32.82,14.16

51,12:30-12:45,15.800000,22.840000,0.000000,0.000000,15.650000,0.000000,22.840000,52.510000,0.000000,48.370000,0.000000,0.000000,28.770000,0.000000,0.000000,0.000000,29.090000,53.210000,273.530000,5.580000,0.000000,226.930000,0.000000,13.020000,15.410000,0.000000,0.000000,5.060000,0.000000,115.650000,0.000000,15.410000,12.5,37.5,230.83,193,82,46.5,46.17,119.605437,94,47,30.24,14,92.31,10,30.23,33.62,30.23,33.62,12.5

