Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
19:45 - 20:00,-44.00,43.26,-0.10,19.23,0.00,12.40,-16.00
20:00 - 20:15,9.61,-38.00,-0.10,18.75,0.00,12.11,-27.00
20:15 - 20:30,24.03,39.42,-0.10,18.26,0.00,2.50,-13.00
20:30 - 20:45,-41.00,49.99,-0.10,18.26,0.00,0.00,0.00
20:45 - 21:00,43.26,56.72,-0.10,18.26,-5.00,0.00,10.57
21:00 - 21:15,110.56,84.59,-0.10,17.30,-5.00,0.00,60.56
21:15 - 21:30,63.45,49.03,-0.10,16.34,-5.00,0.00,88.43
21:30 - 21:45,95.17,48.07,-0.10,15.86,-5.00,0.00,0.00
21:45 - 22:00,175.92,46.14,-0.10,15.77,-5.00,0.00,0.00
22:00 - 22:15,10.57,12.50,-0.10,15.19,-15.00,0.00,9.61
22:15 - 22:30,60.56,5.77,-0.10,13.65,-15.00,0.00,9.61
22:30 - 22:45,34.60,0.00,-0.10,13.27,-15.00,0.00,-21.00
22:45 - 23:00,30.76,0.00,-0.10,12.69,-15.00,0.00,-21.00
23:00 - 23:15,33.65,10.57,-0.10,11.92,-25.00,0.00,-33.00
23:15 - 23:30,64.41,16.34,-0.10,11.34,-25.00,0.00,-37.00
23:30 - 23:45,74.98,18.26,-0.10,10.96,-25.00,0.00,-36.00
23:45 - 24:00,47.10,16.34,-0.10,10.77,-25.00,0.00,-38.00
