Time Period,BSES_Rajdhani_Power_Limited_(BRPL),BSES_Yamuna_Power_Limited_(BYPL),East_Delhi_Waste_Processing_Company_Limited_(EDWPCL),GE_(U)_Elect_Supply_Delhi_Cantt_(MES),New_Delhi_Municipal_Council,Northern_Railway_Delhi,Tata_Power_Delhi_Distribution_Limited
05:30 - 05:45,-138.00,-19.00,-1.40,15.98,-57.00,0.00,-36.00
05:45 - 06:00,-133.00,-16.00,-1.40,17.33,-56.00,0.00,-37.00
06:00 - 06:15,-125.00,8.66,-1.40,20.22,-55.00,0.00,-6.00
06:15 - 06:30,-123.00,8.66,-1.40,21.66,-55.00,0.00,-5.00
06:30 - 06:45,-161.00,3.85,-1.40,22.13,-55.00,0.00,9.63
06:45 - 07:00,-125.00,2.89,-1.40,22.62,-51.00,0.00,4.81
07:00 - 07:15,-111.00,-19.00,-1.40,23.10,-55.00,0.00,-125.00
07:15 - 07:30,-101.00,57.75,-1.40,23.10,-55.00,0.00,-68.00
07:30 - 07:45,-122.00,54.86,-1.40,23.10,-54.00,0.00,-4.00
07:45 - 08:00,-105.00,56.79,-1.40,23.10,-46.00,0.00,0.96
08:00 - 08:15,-115.00,19.25,-1.40,18.96,-50.00,0.00,-83.00
08:15 - 08:30,-82.00,10.59,-1.40,19.06,-38.00,0.00,-50.00
08:30 - 08:45,-61.00,7.70,-1.40,19.25,-25.00,0.00,-15.00
08:45 - 09:00,-60.00,12.51,-1.40,20.22,-11.00,0.00,-15.00
09:00 - 09:15,-61.00,-2.00,-0.40,17.52,0.00,0.00,-19.00
09:15 - 09:30,-36.00,7.70,-0.40,17.52,0.00,0.00,-16.00
09:30 - 09:45,-17.00,12.51,-0.40,17.52,0.00,0.00,-5.00
09:45 - 10:00,14.44,18.28,-0.40,17.52,0.00,0.00,-3.00
10:00 - 10:15,16.36,21.18,-0.40,15.59,9.63,0.00,-3.00
10:15 - 10:30,9.63,25.02,-0.40,15.59,9.63,0.00,-6.00
10:30 - 10:45,25.99,17.33,-0.40,15.59,14.44,0.00,57.74
10:45 - 11:00,46.20,27.91,-0.40,15.59,14.44,0.00,62.57
11:00 - 11:15,41.39,37.54,-0.40,15.59,14.44,0.00,54.86
11:15 - 11:30,38.50,34.65,-0.40,15.59,14.44,0.00,68.34
11:30 - 11:45,156.90,46.20,-0.40,15.59,24.06,0.00,62.56
11:45 - 12:00,156.89,49.09,-0.40,15.59,24.06,0.00,62.56
12:00 - 12:15,101.06,56.79,-0.40,20.21,24.06,0.00,40.43
12:15 - 12:30,95.29,52.94,-0.40,20.21,24.06,0.00,37.54
12:30 - 12:45,81.82,53.90,-0.40,20.21,24.06,0.00,30.80
12:45 - 13:00,81.82,52.94,-0.40,20.21,24.06,0.00,11.55
13:00 - 13:15,-101.00,86.63,-0.40,19.25,24.06,0.00,4.81
13:15 - 13:30,-101.00,91.44,-0.40,19.25,24.06,0.00,4.81
13:30 - 13:45,-127.00,67.38,-0.40,18.29,24.06,0.00,11.55
13:45 - 14:00,-127.00,68.34,-0.40,18.29,24.06,0.00,11.55
14:00 - 14:15,-113.00,61.60,-0.40,18.29,24.06,0.00,4.81
14:15 - 14:30,-81.00,64.49,-0.40,18.29,24.06,0.00,4.81
14:30 - 14:45,-48.00,61.60,-0.40,18.29,24.06,0.00,-28.00
14:45 - 15:00,-17.00,55.83,-0.40,18.29,24.06,0.00,-25.00
15:00 - 15:15,17.33,46.20,-0.40,20.21,43.31,0.00,4.81
15:15 - 15:30,47.16,51.98,-0.40,20.21,42.35,0.00,4.81
15:30 - 15:45,33.69,19.25,-0.40,20.21,41.39,0.00,-25.00
15:45 - 16:00,16.36,52.94,-0.40,20.21,42.35,0.00,-25.00
16:00 - 16:15,-11.00,48.13,-0.40,23.10,49.08,0.00,-39.00
16:15 - 16:30,-54.00,43.31,-0.40,23.10,46.20,0.00,-44.00
16:30 - 16:45,-107.00,0.00,-0.40,22.14,38.50,0.00,-25.00
16:45 - 17:00,-125.00,0.00,-0.40,22.14,31.76,0.00,-30.00
17:00 - 17:15,-95.00,49.08,-0.40,25.03,23.10,0.00,-30.00
17:15 - 17:30,-105.00,51.97,-0.40,25.03,9.63,0.00,-30.00
17:30 - 17:45,92.40,18.29,-0.40,25.99,0.00,0.00,-20.00
17:45 - 18:00,31.76,17.33,-0.40,25.99,0.00,0.00,-70.00
18:00 - 18:15,-35.00,19.25,-0.40,25.99,-14.00,0.00,77.00
18:15 - 18:30,0.00,18.29,-0.40,25.99,-31.00,0.00,67.37
18:30 - 18:45,13.88,45.79,-0.40,18.74,-44.00,0.56,34.70
18:45 - 19:00,11.30,24.29,-0.40,11.30,-46.00,0.80,20.93
19:00 - 19:15,21.65,30.93,-0.40,4.33,-39.00,0.13,17.01
19:15 - 19:30,19.03,30.38,-0.40,3.70,-43.00,0.05,21.15
19:30 - 19:45,43.59,48.32,-0.40,2.82,-42.00,0.30,40.27
19:45 - 20:00,48.83,48.06,-0.40,3.06,-43.00,0.60,49.15
20:00 - 20:15,63.17,30.78,-0.40,3.32,-42.00,0.85,86.20
20:15 - 20:30,49.93,19.57,-0.40,3.43,-41.00,0.74,88.94
20:30 - 20:45,81.44,29.10,-0.40,5.24,-43.00,0.64,77.58
20:45 - 21:00,68.70,21.95,-0.40,5.71,-42.00,0.88,87.80
21:00 - 21:15,55.41,14.74,-0.40,7.36,-43.00,1.21,53.04
21:15 - 21:30,62.40,9.29,-0.40,9.29,-43.00,2.49,55.72
21:30 - 21:45,68.13,21.13,-0.40,12.68,-43.00,2.64,52.82
21:45 - 22:00,91.36,19.30,-0.40,15.44,-42.00,2.57,64.33
22:00 - 22:15,83.94,13.77,-0.40,15.74,-41.00,2.43,39.36
22:15 - 22:30,57.58,4.19,-0.40,12.04,-41.00,0.00,23.55
22:30 - 22:45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
22:45 - 23:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23:00 - 23:15,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23:15 - 23:30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23:30 - 23:45,0.00,0.00,0.00,0.00,0.00,0.00,0.00
23:45 - 24:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
