Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/01052024/31052024/DC20240501NR23726,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/2-R1,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/IEX_240416_00120_1,NR/26072023/31072042/L_NR_2023_07,NR/16042024/31052024/IEX_240323_06618,WR/01102023/29112042/L_NR_2019_05,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/01102023/25072045/L_NR_2021_15,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/M20240501NR23406,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/22052037/LT-59,WR/01102023/01102023/L_NR_2020_06,WR/01102023/16072048/L_NR_2022_08,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/30092023/26122029/SH-06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01052024/31052024/MC120240501NR23436
24,05:45-06:00,10.570000,30.920000,0,0.000000,19.330000,0.000000,4.830000,7.670000,68.160000,0.000000,273.250000,6.760000,48.320000,0.39,0.18,5.800000,46.390000,0,48.320000,0,29.270000,17.800000,43.01,2.494976,0.2,0,0.08,0.000000,85.33,0,19.330000,39.620000,225.700000,24.700000,0.000000,0.000000,11.060000,85.33,0,10.340000,40.84,43.34,0.000000,66.290000,57.980000,12.510000,40.83,122.5,0,0,0,14.500000

25,06:00-06:15,10.570000,30.920000,8,0.000000,19.330000,0.000000,4.830000,7.670000,68.160000,0.000000,273.250000,6.760000,48.320000,3.81,1.66,5.800000,46.390000,1,48.320000,0,29.770000,17.620000,43.01,5.418776,1,1,0.76,0.000000,85.33,0,19.330000,39.620000,206.370000,24.700000,0.000000,0.000000,10.870000,85.33,11.41,10.340000,40.84,43.34,0.000000,66.290000,57.980000,12.510000,40.83,122.5,1,0,0,14.500000

26,06:15-06:30,10.570000,30.920000,12,0.000000,19.330000,0.120000,4.830000,7.670000,68.160000,0.000000,231.940000,6.760000,48.320000,9.35,3.79,5.800000,46.390000,4,48.320000,2.04,29.770000,17.620000,43.01,10.447712,2,2,1.87,0.000000,85.33,1,19.330000,39.620000,206.370000,24.700000,0.000000,0.120000,10.870000,85.33,20.56,10.340000,40.84,43.34,0.120000,66.290000,57.980000,12.510000,40.83,122.5,1,0,0,14.500000

27,06:30-06:45,10.570000,30.920000,15,0.000000,19.330000,0.940000,4.830000,7.670000,68.160000,0.000000,193.280000,6.760000,48.320000,16,6.53,5.800000,46.390000,7,48.320000,5.85,29.770000,17.620000,45.01,16.17836,5,5,3.2,0.000000,85.33,3,19.330000,39.620000,206.370000,24.700000,0.000000,0.960000,10.870000,85.33,29.53,10.340000,40.84,43.34,0.940000,66.290000,57.980000,12.510000,40.83,122.5,3,0,0,14.500000

28,06:45-07:00,10.570000,30.920000,18,0.000000,19.330000,1.560000,4.830000,7.670000,68.160000,0.000000,150.280000,6.760000,48.320000,23.85,9.48,5.800000,46.390000,14,48.320000,13.04,29.770000,17.620000,45.01,22.990814,6,8,4.77,0.000000,85.33,4,19.330000,39.620000,206.370000,24.700000,0.000000,1.590000,10.870000,85.33,30.23,10.340000,40.84,43.34,1.560000,66.290000,57.980000,18.410000,40.83,122.5,6,0,0,14.500000

29,07:00-07:15,10.460000,30.920000,21,0.000000,19.330000,2.290000,4.830000,7.670000,57.690000,0.000000,193.280000,6.760000,48.320000,33.89,13.19,5.800000,46.390000,21,48.320000,22.31,29.270000,17.250000,45.01,30.709646,8,11,6.78,0.000000,85.33,5,19.330000,39.620000,206.370000,24.700000,0.000000,2.350000,10.690000,85.33,29.78,10.260000,40.84,43.34,2.290000,66.290000,57.980000,18.410000,40.83,122.5,9,0,0,14.500000

30,07:15-07:30,10.460000,30.920000,25.49,0.000000,19.330000,3.130000,4.830000,7.670000,57.690000,0.000000,231.940000,6.760000,48.320000,45.86,17.08,5.800000,46.390000,35,48.320000,25.48,29.270000,17.250000,45.01,38.993746,11.46,16,9.17,0.000000,85.33,8,19.330000,39.620000,206.370000,24.700000,0.000000,3.210000,10.690000,85.33,25.48,10.260000,40.84,43.34,3.130000,66.290000,57.980000,18.410000,40.83,122.5,15,0,0,14.500000

31,07:30-07:45,10.460000,30.920000,26.81,0.000000,19.330000,4.130000,4.830000,7.670000,57.690000,0.000000,193.280000,6.760000,48.320000,60.6,21.85,5.800000,46.390000,49,48.320000,26.82,29.270000,17.250000,45.01,47.151148,16.11,25,12.12,0.000000,85.33,13,19.330000,39.620000,206.370000,24.700000,0.000000,4.230000,10.690000,85.33,26.82,10.260000,40.84,43.34,4.130000,66.290000,57.980000,18.410000,40.83,122.5,21,0,0,14.500000

32,07:45:08:00,10.460000,30.920000,26.81,0.000000,19.330000,5.200000,4.830000,7.670000,57.690000,0.000000,193.280000,6.760000,48.320000,76.16,26.28,5.800000,46.390000,63,48.320000,26.82,30.280000,17.250000,45.01,55.542454,20.21,32,15.23,0.000000,85.33,16,19.330000,39.620000,206.370000,24.700000,0.000000,5.340000,10.690000,85.33,26.82,10.260000,40.84,43.34,5.200000,66.290000,57.980000,18.410000,40.83,122.5,27,0,0,14.500000

33,08:00-08:15,10.460000,30.920000,29.15,0.000000,19.330000,6.250000,4.830000,7.670000,57.690000,0.000000,193.280000,6.760000,48.320000,93.13,31.98,5.800000,46.390000,77,0.000000,29.15,31.290000,16.880000,45.01,64.089696,23.37,39,18.62,0.000000,85.33,19,19.330000,39.620000,206.370000,24.700000,0.000000,6.410000,10.500000,85.33,29.15,10.260000,40.84,43.34,6.250000,66.290000,57.980000,18.410000,40.83,122.5,33,0,0,14.500000

34,08:15-08:30,10.460000,30.920000,30.15,0.000000,19.330000,7.260000,4.830000,15.100000,57.690000,0.000000,193.280000,6.760000,48.320000,110.33,37.37,5.800000,46.390000,91,0.000000,30.15,31.290000,16.880000,45.01,72.734398,26.63,45,22.07,0.000000,85.33,23,19.330000,39.620000,145.850000,24.700000,0.000000,7.440000,10.500000,85.33,30.15,10.260000,40.84,43.34,7.260000,66.290000,57.980000,18.410000,40.83,122.5,39,0,0,14.500000

35,08:30-08:45,10.460000,22.990000,30.15,0.000000,19.330000,8.210000,4.830000,15.100000,57.690000,0.000000,150.280000,6.760000,48.320000,127.47,45.64,5.800000,46.390000,109,0.000000,30.15,31.290000,16.880000,45.01,80.98926,29.73,52,25.49,0.000000,85.33,26,19.330000,39.620000,145.850000,24.700000,0.000000,8.410000,10.500000,85.33,30.15,10.880000,40.84,43.34,8.210000,66.290000,57.980000,22.990000,40.83,122.5,46,0,0,14.500000

36,08:45:09:00,10.460000,22.990000,30.15,0.000000,19.330000,9.210000,4.830000,15.100000,57.690000,0.000000,150.280000,6.760000,48.320000,145.84,52.61,5.800000,46.390000,123,0.000000,30.15,31.290000,16.880000,45.01,89.07844,32.53,59,29.17,0.000000,85.33,29,19.330000,39.620000,145.850000,24.700000,0.000000,9.440000,10.500000,85.33,30.15,10.880000,40.84,43.34,9.210000,66.290000,57.980000,22.990000,40.83,122.5,52,0,0,14.500000

37,09:00:09:15,10.150000,22.990000,31,0.000000,19.330000,10.140000,4.830000,15.100000,57.690000,0.000000,193.280000,6.760000,48.320000,162.35,59.16,5.800000,46.390000,137,0.000000,31,31.290000,16.700000,38.01,96.573114,33.52,64,32.47,0.000000,85.33,32,19.330000,39.620000,145.850000,24.700000,0.000000,10.390000,10.310000,85.33,31,10.880000,40.84,43.34,10.140000,66.290000,57.980000,22.990000,40.83,122.5,58,0,0,14.500000

38,09:15-09:30,10.150000,22.990000,31,0.000000,19.330000,11.040000,4.830000,15.100000,57.690000,0.000000,231.940000,6.760000,48.320000,178.01,65.28,5.800000,46.390000,147,0.000000,31,31.290000,16.700000,39.41,103.64871,36.21,68,35.6,0.000000,85.33,34,19.330000,39.620000,145.850000,24.700000,0.000000,11.310000,10.310000,85.33,31,10.880000,40.84,43.34,11.040000,66.290000,57.980000,22.990000,40.83,122.5,63,0,0,14.500000

39,09:30-09:45,10.150000,20.100000,31,0.000000,19.330000,11.750000,4.830000,15.100000,57.690000,0.000000,273.250000,6.760000,48.320000,191.27,70.96,5.800000,46.390000,158,0.000000,31,31.290000,16.700000,41.01,110.314974,38.84,71,38.25,0.000000,85.33,36,19.330000,39.620000,206.370000,24.700000,0.000000,12.040000,10.310000,85.33,31,10.880000,40.84,43.34,11.750000,66.290000,57.980000,20.100000,40.83,122.5,67,0,0,14.500000

40,09:45-10:00,10.150000,20.100000,31,0.000000,19.330000,12.450000,4.830000,15.100000,57.690000,0.000000,273.250000,6.760000,48.320000,204.36,76.01,5.800000,46.390000,168,0.000000,31,31.290000,16.700000,42.01,116.630382,41.04,77,40.87,0.000000,85.33,39,19.330000,39.620000,206.370000,24.700000,0.000000,12.770000,10.310000,85.33,31,10.880000,40.84,43.34,12.450000,66.290000,57.980000,20.100000,40.83,122.5,72,0,0,14.500000

41,10:00-10:15,10.380000,30.920000,31,0.000000,19.330000,13.200000,0.000000,15.100000,57.690000,0.000000,273.250000,0.000000,0.000000,216.39,80.39,0.000000,0.000000,175,0.000000,31,30.280000,16.520000,36.02,121.766524,42.96,83,43.28,0.000000,85.33,42,19.330000,39.620000,206.370000,24.700000,0.000000,13.530000,10.310000,85.33,31,10.880000,40.84,43.34,13.200000,66.290000,0.000000,9.280000,40.83,122.5,75,0,0,14.500000

42,10:15-10:30,10.380000,30.920000,31,0.000000,19.330000,13.770000,0.000000,15.100000,57.690000,0.000000,273.250000,0.000000,0.000000,227.73,84.36,0.000000,0.000000,182,0.000000,31,30.280000,16.520000,37.02,125.684416,43.5,87,45.54,0.000000,85.33,43,19.330000,39.620000,206.370000,24.700000,0.000000,14.110000,10.310000,85.33,31,10.880000,40.84,43.34,13.770000,66.290000,0.000000,9.280000,40.83,122.5,78,0,0,14.500000

43,10:30-10:45,10.380000,30.920000,31,0.000000,19.330000,14.270000,0.000000,15.100000,57.690000,0.000000,273.250000,0.000000,0.000000,233.33,86.58,0.000000,0.000000,186,0.000000,31,30.280000,16.520000,38.01,129.017548,44,91,46.67,0.000000,85.33,46,19.330000,39.620000,206.370000,24.700000,0.000000,14.620000,10.310000,85.33,31,10.260000,40.84,43.34,14.270000,66.290000,0.000000,9.280000,40.83,122.5,79,0,0,14.500000

44,10:45-11:00,10.380000,30.920000,31,0.000000,19.330000,14.660000,0.000000,15.100000,57.690000,0.000000,273.250000,0.000000,0.000000,233.33,87.37,0.000000,0.000000,189,0.000000,31,30.280000,16.520000,39.01,131.785412,44.5,93,46.67,0.000000,85.33,47,19.330000,39.620000,262.380000,24.700000,0.000000,15.030000,10.310000,85.33,31,10.260000,40.84,43.34,14.660000,66.290000,0.000000,9.280000,40.83,122.5,81,0,0,14.500000

45,11:00-11:15,10.380000,30.920000,30.66,0.000000,19.330000,15.040000,0.000000,15.100000,57.690000,0.000000,273.250000,0.000000,0.000000,233.33,87.47,0.000000,0.000000,189,0.000000,30.67,30.280000,16.240000,40.01,133.997754,44.5,93,46.67,0.000000,85.33,47,19.330000,39.620000,262.380000,24.700000,0.000000,15.410000,10.220000,85.33,30.67,10.260000,40.84,43.34,15.040000,66.290000,0.000000,9.280000,40.83,122.5,81,0,0,14.500000

46,11:15-11:30,10.380000,30.920000,30.5,0.000000,19.330000,15.450000,0.000000,15.100000,76.630000,0.000000,273.250000,0.000000,0.000000,233.33,87.43,0.000000,0.000000,189,0.000000,30.5,31.280000,16.240000,42.01,135.674066,44.5,93,46.67,0.000000,85.33,47,19.330000,39.620000,262.380000,24.700000,0.000000,15.830000,10.220000,85.33,30.5,10.260000,40.84,43.34,15.450000,66.290000,0.000000,9.280000,40.83,122.5,81,0,0,14.500000

47,11:30-11:45,10.380000,30.920000,30.5,0.000000,19.330000,15.690000,0.000000,15.100000,76.630000,0.000000,273.250000,0.000000,0.000000,233.33,87.51,0.000000,0.000000,189,0.000000,30.5,31.280000,16.240000,29.01,136.863078,44.5,93,46.67,0.000000,85.33,47,19.330000,39.620000,262.380000,24.700000,0.000000,16.080000,10.040000,85.33,30.5,10.260000,40.84,43.34,15.690000,85.230000,0.000000,9.280000,40.83,122.5,81,0,0,14.500000

48,11:45-12:00,10.380000,30.920000,30.5,0.000000,19.330000,15.860000,0.000000,15.100000,76.630000,0.000000,273.250000,0.000000,0.000000,233.33,87.68,0.000000,0.000000,189,0.000000,30.5,31.280000,16.240000,29.01,137.701234,44.5,93,46.67,0.000000,85.33,47,19.330000,39.620000,262.380000,24.700000,0.000000,16.250000,10.040000,85.33,30.5,10.260000,40.84,43.34,15.860000,115.530000,0.000000,9.280000,40.83,122.5,81,0,0,14.500000

49,12:00-12:15,10.380000,30.920000,30.5,0.000000,0.000000,16.020000,0.000000,15.100000,87.170000,0.000000,273.250000,0.000000,0.000000,233.33,87.78,0.000000,0.000000,189,0.000000,30.5,29.260000,16.050000,25.01,137.642758,44.5,93,46.67,0.000000,85.33,47,0.000000,0.000000,262.380000,24.700000,0.000000,16.420000,10.040000,85.33,30.5,10.260000,40.84,43.34,16.020000,115.530000,0.000000,9.280000,40.83,122.5,81,0,0,0.000000

50,12:15-12:30,10.380000,30.920000,30.5,0.000000,0.000000,16.060000,0.000000,15.100000,87.170000,0.000000,273.250000,0.000000,0.000000,233.33,87.74,0.000000,0.000000,189,0.000000,30.5,28.760000,16.050000,25.01,137.769456,44.5,93,46.67,0.000000,85.33,47,0.000000,0.000000,262.380000,24.700000,0.000000,16.460000,10.040000,85.33,30.5,10.260000,40.84,43.34,16.060000,115.530000,0.000000,9.280000,40.83,122.5,81,0,0,0.000000

51,12:30-12:45,10.380000,30.920000,30.5,0.000000,0.000000,16.140000,0.000000,15.100000,87.170000,0.000000,273.250000,0.000000,0.000000,233.33,87.69,0.000000,0.000000,189,0.000000,30.5,28.260000,16.050000,20,136.502476,44.5,93,46.67,0.000000,85.33,47,0.000000,0.000000,262.380000,24.700000,0.000000,16.550000,10.040000,85.33,30.5,10.260000,40.84,43.34,16.140000,115.530000,0.000000,9.280000,40.83,122.5,81,0,0,0.000000

