Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/30092023/26122029/SH-06,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX_240416_00120_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01052024/31052024/2-R1,NR/01052024/31052024/DC20240501NR23727,NR/01102023/06022042/L_NR_2012_02,NR/01102023/22052037/LT-59,NR/01052024/31052024/MC120240501NR23436,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/IEX-240323-06617_1,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/02122045/L_NR_2021_13,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16
14,03:15-03:30,17.230000,10.750000,0.000000,19.310000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,11.140000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,30.83,68,68,92.5,0,0,25,0,30.84,0,0,0,0,0,0,0,0,0,0

15,03:30-03:45,17.230000,10.750000,0.000000,19.310000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.140000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,27.17,61,61,81.5,0,0,20,0,27.16,0,0,0,0,0,0,0,0,0,0

16,03:45-04:00,17.230000,10.750000,0.000000,19.310000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,11.140000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,27.5,61,61,82.5,0,0,20.34,0,27.5,0,0,0,0,0,0,0,0,0,0

17,04:00-04:15,16.960000,10.750000,0.000000,19.310000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.910000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,27.5,61,61,82.5,0,0,20.34,0,27.5,0,0,0,0,0,0,0,0,0,0

18,04:15-04:30,16.960000,10.750000,0.000000,19.310000,30.890000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.910000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,27.67,60.67,60.67,83,0,0,20.66,0,27.66,0,0,0,0,0,0,0,0,0,0

19,04:30-04:45,16.960000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.910000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28,60.67,60.67,84,0,0,20.66,0,28,0,0,0,0,0,0,0,0,0,0

20,04:45-05:00,16.960000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.910000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.33,60.67,60.67,85,0,0,21,0,28.34,0,0,0,0,0,0,0,0,0,0

21,05:00-05:15,16.580000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.490000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.5,60.33,60.33,85.5,0,0,21,0,28.5,0,0,0,0,0,0,0,0,0.02,0

22,05:15-05:30,16.580000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,31.290000,10.490000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.67,60,60,86,0,0,21.34,0,28.66,0,0,0,0,0.01,0,0,0,0.05,0

23,05:30-05:45,16.580000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.780000,10.490000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,28.83,59.67,59.67,86.5,0,1.111386,21,0,28.84,0,0,0,0,0.02,0,0,0,0.1,0

24,05:45-06:00,16.580000,10.750000,0.000000,19.310000,18.390000,115.780000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,30.280000,10.490000,0.000000,48.260000,5.790000,262.080000,10.330000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,0,29,59.33,59.33,87,0,2.310513,20.34,0,29,0,0,0,0,0.03,0,0,0.2,0.16,0

25,06:00-06:15,16.310000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.000000,46.330000,272.940000,29.270000,10.260000,0.000000,48.260000,5.790000,262.080000,10.100000,14.480000,16.100000,48.260000,0.000000,0.000000,6.760000,48.260000,19.310000,7.21,2.48,27,58.33,58.33,81,0,5.098727,17.34,6.03,27,0,0,1,0,0.42,1,1,1,2.1,0

26,06:15-06:30,16.310000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,87.070000,4.830000,57.920000,0.000000,29.030000,100.560000,0.050000,46.330000,272.940000,28.250000,10.260000,0.050000,48.260000,5.790000,262.080000,10.100000,14.480000,16.100000,48.260000,0.050000,0.000000,6.760000,48.260000,19.310000,7.21,5.99,26.33,55.67,55.67,79,2,10.031721,16.66,22.78,26.34,1,0.41,4,0,1.1,1,2,2,5.51,0

27,06:30-06:45,16.310000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,68.080000,4.830000,57.920000,0.000000,29.030000,100.560000,0.580000,46.330000,272.940000,28.250000,10.260000,0.560000,48.260000,5.790000,262.080000,10.100000,14.480000,16.100000,48.260000,0.560000,0.000000,6.760000,48.260000,19.310000,7.21,10.48,25.83,54.67,54.67,77.5,5,15.5984,16,33,25.84,3,1.91,7,0,2,3,5,5,9.99,0

28,06:45-07:00,16.310000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,68.080000,4.830000,57.920000,0.000000,29.030000,100.560000,1.070000,46.330000,272.940000,28.250000,10.260000,1.040000,48.260000,5.790000,235.100000,10.100000,14.480000,16.100000,48.260000,1.040000,0.000000,6.760000,48.260000,19.310000,7.21,19.48,25.17,54.67,54.67,75.5,10,22.217971,15.34,32.68,25.16,4,4.12,14,0,3.23,6,8,6,16.14,0

29,07:00-07:15,15.950000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,68.080000,4.830000,57.920000,0.000000,29.030000,100.560000,1.690000,46.330000,272.940000,28.250000,10.030000,1.650000,48.260000,5.790000,206.140000,9.940000,14.480000,16.100000,48.260000,1.650000,0.000000,6.760000,48.260000,19.310000,7.21,31.67,24.33,54.33,54.33,73,18,29.695454,15,31.68,24.34,5,10,21,0,4.96,9,11,8,24.82,0

30,07:15-07:30,15.950000,10.750000,0.000000,19.310000,18.390000,66.210000,30.890000,68.080000,4.830000,57.920000,0.000000,29.030000,100.560000,2.550000,46.330000,272.940000,28.250000,10.030000,2.480000,48.260000,5.790000,206.140000,9.940000,14.480000,16.100000,48.260000,2.480000,0.000000,6.760000,48.260000,19.310000,7.21,27.31,23.5,54,54,70.5,27.32,37.670136,15,27.32,23.5,8,16,35,0,7.68,15,16,11.46,38.39,0

31,07:30-07:45,15.950000,10.520000,0.000000,19.310000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,77.220000,3.620000,46.330000,231.670000,29.770000,10.210000,3.530000,48.260000,5.790000,174.640000,9.940000,14.480000,16.100000,48.260000,3.530000,0.000000,6.760000,48.260000,19.310000,7.21,28.99,23,54,54,69,28.98,44.582177,15.34,28.98,23,11,21.67,49,0,10.91,21,21,16.11,54.58,0

32,07:45:08:00,15.950000,10.520000,0.000000,19.310000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,4.600000,46.330000,231.670000,29.770000,10.210000,4.490000,48.260000,5.790000,145.680000,9.940000,14.480000,16.100000,48.260000,4.490000,0.000000,6.760000,48.260000,19.310000,7.21,30.15,22.67,53.67,53.67,68,30.15,52.907823,16,30.15,22.66,14,27.67,63,0,14.52,27,28,20.21,72.59,0

33,08:00-08:15,15.570000,10.520000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,67.570000,5.780000,46.330000,231.670000,29.770000,10.210000,5.630000,48.260000,5.790000,145.680000,9.550000,14.480000,3.860000,48.260000,5.630000,0.000000,6.760000,48.260000,19.310000,7.21,30.81,23.67,54.67,54.67,71,30.82,61.457696,23.34,30.82,23.66,18,33.67,77,0,18.21,33,35,23.87,91.06,0

34,08:15-08:30,15.570000,10.520000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,6.900000,46.330000,193.060000,30.780000,10.210000,6.740000,48.260000,5.790000,127.420000,9.550000,14.480000,3.860000,48.260000,6.740000,0.000000,6.760000,48.260000,19.310000,7.21,32,24,56,56,72,32,70.173302,24,32,24,21,39.33,91,0,21.91,39,42,27.13,109.55,0

35,08:30-08:45,15.570000,10.520000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,8.050000,46.330000,193.060000,31.290000,10.210000,7.850000,48.260000,5.790000,111.970000,9.550000,14.480000,3.860000,48.260000,7.850000,0.000000,6.760000,48.260000,19.310000,7.21,32,24.33,57.33,57.33,73,32,77.923757,24.66,32,24.34,24,48.05,105,0,25.5,45,49,30.23,127.48,0

36,08:45:09:00,15.570000,10.520000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,9.090000,46.330000,193.060000,31.290000,10.210000,8.870000,48.260000,5.790000,111.970000,9.550000,14.480000,12.010000,48.260000,8.870000,0.000000,6.760000,48.260000,19.310000,7.21,32,24.67,58.33,58.33,74,32,85.371993,25.34,32,24.66,28,55.38,119,0,28.97,51,55,33.03,144.85,0

37,09:00:09:15,15.300000,10.370000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,10.100000,46.330000,231.670000,31.290000,10.070000,9.860000,48.260000,5.790000,111.970000,9.550000,14.480000,12.010000,48.260000,9.860000,0.000000,6.760000,48.260000,19.310000,7.21,32,25,53.33,53.33,75,32,92.42052,18.34,32,25,30,62.28,133,0,32.24,57,60,34.02,161.18,0

38,09:15-09:30,15.300000,10.370000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,11.060000,46.330000,272.940000,31.290000,10.070000,10.790000,48.260000,5.790000,140.930000,9.550000,14.480000,12.010000,48.260000,10.790000,0.000000,6.760000,48.260000,19.310000,7.21,32,25.33,54,54,76,32,98.747621,18.66,32,25.34,33,68.72,147,0,35.37,63,65,36.71,176.88,0

39,09:30-09:45,15.300000,10.370000,39.580000,0.000000,18.390000,66.210000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,11.900000,46.330000,272.940000,31.290000,10.070000,11.610000,48.260000,5.790000,167.910000,9.550000,14.480000,12.010000,48.260000,11.610000,0.000000,6.760000,48.260000,19.310000,7.21,32,23.33,55,55,70,32,104.636017,19,32,23.34,34,74.7,161,0,38.29,69,68,39.34,191.43,0

40,09:45-10:00,15.300000,10.370000,39.580000,0.000000,18.390000,115.780000,30.890000,57.630000,4.830000,57.920000,0.000000,29.030000,53.090000,12.670000,46.330000,272.940000,31.290000,10.070000,12.370000,48.260000,5.790000,167.910000,9.550000,14.480000,12.010000,48.260000,12.370000,0.000000,6.760000,48.260000,19.310000,7.21,31.9,23.67,56,56,71,31.9,110.231943,20.66,31.9,23.66,37,80.01,172,0,40.98,73,75,41.54,204.93,0

41,10:00-10:15,15.020000,10.210000,39.580000,0.000000,30.890000,115.780000,30.890000,57.630000,0.000000,0.000000,0.000000,29.030000,53.090000,13.380000,0.000000,272.940000,30.280000,10.070000,13.050000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,13.050000,0.000000,0.000000,48.260000,19.310000,7.21,31.9,24,58,58,72,31.9,114.199786,21,31.9,24,40,84.62,179,0,43.23,76,79,42.96,216.15,0

42,10:15-10:30,15.020000,10.210000,39.580000,0.000000,30.890000,115.780000,30.890000,57.630000,0.000000,0.000000,0.000000,29.030000,53.090000,13.980000,0.000000,272.940000,30.280000,10.070000,13.650000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,13.650000,0.000000,0.000000,48.260000,19.310000,7.21,31.9,24.5,59.33,59.33,73.5,31.9,116.422558,20.66,31.9,24.5,42,88.8,186,0,45.43,79,85,43.5,227.18,0

43,10:30-10:45,15.020000,9.600000,39.580000,0.000000,30.890000,115.780000,18.920000,57.630000,0.000000,0.000000,0.000000,29.030000,53.090000,14.750000,0.000000,272.940000,30.280000,10.070000,14.380000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,14.380000,0.000000,0.000000,48.260000,19.310000,7.21,31.9,25,60,60,75,31.9,117.943402,21,31.9,25,45,91.13,189,0,46.67,81,90,43.5,233.33,0

44,10:45-11:00,15.020000,9.600000,39.580000,0.000000,30.890000,115.780000,18.920000,57.630000,0.000000,0.000000,0.000000,29.030000,53.090000,15.170000,0.000000,272.940000,30.280000,10.070000,14.800000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,14.800000,0.000000,0.000000,48.260000,19.310000,7.21,31.9,25.83,60.33,60.33,77.5,31.9,118.918302,21.66,31.9,25.84,47,91.96,191,0,46.67,82,93,43.5,233.33,0

45,11:00-11:15,14.650000,9.600000,39.580000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.620000,0.000000,272.940000,30.280000,9.930000,15.240000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,15.240000,0.000000,0.000000,48.260000,19.310000,7.01,31.9,25.67,61,61,77,31.9,119.444748,21.34,31.9,25.66,47,92.08,191,0,46.67,82,93,44,233.33,0

46,11:15-11:30,14.650000,9.600000,39.580000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,30.280000,9.930000,15.280000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,19.310000,7.01,31.74,26,61.67,61.67,78,31.73,119.454497,22,31.73,26,47,92.04,191,0,46.67,82,94,44,233.33,0

47,11:30-11:45,14.650000,9.830000,39.580000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,30.280000,9.930000,15.280000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,19.310000,7.01,31.74,27.5,66,66,82.5,31.73,118.723322,26.66,31.73,27.5,47,92.12,191,0,46.67,82,94,44,233.33,0

48,11:45-12:00,14.650000,9.830000,39.580000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,30.280000,9.930000,15.280000,0.000000,0.000000,228.370000,9.320000,14.480000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,19.310000,7.01,31.74,28,66.67,66.67,84,31.73,117.904406,27.34,31.73,28,47,92.3,191,0,46.67,82,94,44,233.33,0

49,12:00-12:15,14.370000,9.830000,0.000000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,30.780000,9.930000,15.280000,0.000000,0.000000,228.370000,9.470000,0.000000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,7.01,31.74,28.67,67.33,67.33,86,31.73,116.929506,28,31.73,28.66,47,92.4,191,0,46.67,82,94,44,233.33,0

50,12:15-12:30,14.370000,9.830000,0.000000,0.000000,31.420000,115.780000,18.920000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,9.930000,15.280000,0.000000,0.000000,228.370000,9.470000,0.000000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,7.01,31.74,29.33,68,68,88,31.73,114.921212,28.66,31.73,29.34,47,92.36,191,0,46.67,82,94,44,233.33,0

51,12:30-12:45,14.370000,9.830000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,9.930000,15.280000,0.000000,0.000000,228.370000,9.470000,0.000000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,7.01,31.74,33.33,68.67,68.67,100,31.73,109.851732,29.34,31.73,33.34,47,92.31,191,0,46.67,82,94,44,233.33,0

52,12:45-13:00,14.370000,9.830000,0.000000,0.000000,32.090000,115.780000,19.590000,76.540000,0.000000,0.000000,0.000000,29.030000,53.090000,15.660000,0.000000,272.940000,31.290000,9.930000,15.280000,0.000000,0.000000,238.990000,9.470000,0.000000,15.810000,0.000000,15.280000,0.000000,0.000000,48.260000,0.000000,7.01,31.74,33.67,69.33,69.33,101,31.73,104.226559,30,31.73,33.66,47,92.25,191,0,46.67,82,94,44,233.33,0

