Column1,Time,GNA/NR/2024/12/01/1475,GNA/NR/2024/12/01/7739,GNA/NR/2024/12/01/2197,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,GNA/WR/2024/11/01/4200,NR/30092023/31122025/SH-07,GNA/NR/2024/12/01/3428,GNA/WR/2024/10/15/7089,NR/01102023/31052040/LT-31,GNA/SR/2024/12/01/6968,GNA/NR/2024/12/01/1766,GNA/NR/2024/12/01/1899,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/12/01/1599,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01102023/06022042/L_NR_2012_02,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,L_NR_2019_19,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_06)
83,20:30-20:45,31.66,0,31.66,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,31.66,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,10.4,0,0,0,0,0,0,0,0,55.99,18.67,0,0,47,47,18.67,0,14.67,0

84,20:45-21:00,31.66,0,31.66,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,31.66,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,10,0,0,0,0,0,0,0,0,57.49,19.17,0,0,48,48,19.17,0,14,0

85,21:00-21:15,28.78,0,28.78,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,28.78,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,9.8,0,0,0,0,0,0,0,0,59.51,19.83,0,0,61,61,19.83,0,16.67,0

86,21:15-21:30,28.78,0,28.78,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,28.78,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,9.4,0,0,0,0,0,0,0,0,60,20,0,0,60.67,60.66,20,0,16.33,0

87,21:30-21:45,28.78,0,28.78,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,28.78,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,8.6,0,0,0,0,0,0,0,0,69,23,0,0,65.67,65.66,23,0,16,0

88,21:45-22:00,28.78,0,28.78,2.01,0,0.84,76.29,34.98,50,0,8.63,250,0,75,28.78,8.63,0,1.22,25.23,74.6,0,0,0,1.66,114.9,7.6,0,0,0,0,0,0,0,0,68.51,22.83,0,0,65,65,22.83,0,15.67,0

89,22:00-22:15,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.22,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,66,22,0,0,61.67,61.66,22,0,18.67,0

90,22:15-22:30,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.22,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,63.49,21.17,0,0,57.67,57.66,21.17,0,17.67,0

91,22:30-22:45,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.22,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,61.99,20.67,0,0,69,69,20.67,0,17.33,0

92,22:45-23:00,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.22,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,60.49,20.17,0,0,64.67,64.66,20.17,0,16.67,0

93,23:00-23:15,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,70.99,23.67,0,0,63.33,63.34,23.67,0,16,0

94,23:15-23:30,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,70.01,23.33,0,0,61.67,61.66,23.33,0,15.67,0

95,23:30-23:45,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,67.99,22.67,0,0,60,60,22.67,0,15,0

96,23:45-24:00,25.9,31.71,25.9,1.92,0,0.77,76.29,34.98,50,0,8.63,250,0,75,25.9,8.63,0,1.14,25.23,74.6,95.13,0,0,1.66,114.9,7.2,0,0,0,0,0,0,0,0,65.51,21.83,0,0,58.33,58.34,21.83,0,14,0

