Block,Time,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/R2,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/23072042/L_NR_2012_04,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/06022042/L_NR_2012_02,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/30092023/26122029/SH-06,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/15082037/GNA_NR_2012_01,NR/30092023/31122025/SH-07,NR/01102023/19072037/LT-05,NR/01072024/15072024/NR/01072024/15072024/717759,NR/01102023/31102037/L_NR_2019_11,NR/01102023/30042040/GNA_LT_35,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/25072045/L_NR_2021_15,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,L_NR_2019_19,NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10
58,14:15-14:30,57.540000,0.000000,0.000000,0.000000,3.860000,10.190000,0.000000,10.550000,166.710000,132.300000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.350000,9.940000,10.080000,29.260000,9.940000,8.760000,3.130000,33.5,0,76.67,33,33,67,81,36,168,0,35.84,35.83,76.67,23.33,33,107.5,78.922936,116.67,40.01,39,72

59,14:30-14:45,57.540000,0.000000,0.000000,0.000000,3.860000,9.900000,0.000000,10.550000,166.710000,132.300000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.350000,9.660000,10.240000,29.260000,9.660000,8.760000,3.130000,36,0,76.67,33,33,63,68,36,140,0,35.84,35.83,76.67,33.91,33,107.5,74.437016,169.58,40.01,32,60

60,14:45-15:00,57.540000,0.000000,0.000000,0.000000,3.860000,9.750000,0.000000,10.550000,166.710000,132.300000,0.000000,0.000000,25.940000,5.790000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.350000,9.510000,10.240000,29.260000,9.510000,8.760000,3.130000,36,0,76.67,33,33,70.91,64,36,133,0,35.84,35.83,76.67,32.83,33,107.5,69.736552,164.17,40.01,31,57

61,15:00-15:15,57.540000,0.000000,0.000000,0.000000,3.860000,9.470000,0.000000,10.550000,111.810000,132.300000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,9.240000,10.390000,29.260000,9.240000,8.760000,0.000000,34.5,0,76.67,33,33,63,61,36,133,0,35.84,35.83,76.67,35.04,33,107.5,53.29468,175.18,40.01,29,57

62,15:15-15:30,57.540000,0.000000,0.000000,0.000000,3.860000,8.700000,0.000000,10.550000,111.810000,132.300000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,8.480000,10.390000,29.260000,8.480000,8.760000,0.000000,32.5,0,76.67,33,33,58,58,36,126,0,35.84,35.83,76.67,33.38,33,107.5,45.39556,166.93,40.01,27,54

63,15:30-15:45,57.540000,0.000000,0.000000,0.000000,3.860000,7.870000,0.000000,10.550000,111.810000,115.670000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,7.680000,10.390000,30.280000,7.680000,8.760000,0.000000,31.5,0,76.67,33,33,56,56,36,119,0,35.84,35.83,76.67,33.95,33,107.5,42.743016,169.76,40.01,27,51

64,15:45-16:00,57.540000,0.000000,0.000000,0.000000,3.860000,7.390000,0.000000,10.550000,111.810000,122.420000,0.000000,0.000000,25.940000,5.930000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,7.210000,10.390000,30.280000,7.210000,8.760000,0.000000,30.5,0,76.67,33,33,53,52,36,112,0,35.84,35.83,76.67,32.08,33,107.5,40.256256,160.39,40.01,25,48

65,16:00-16:15,57.540000,0.000000,0.000000,0.000000,3.860000,6.990000,0.000000,10.550000,145.470000,130.130000,0.000000,0.000000,25.940000,6.120000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,6.820000,10.390000,31.290000,6.820000,8.760000,0.000000,27.5,0,76.67,33,33,48,47,36,98,0,35,35,76.67,25.04,33,105,37.964536,125.2,42.81,23,42

66,16:15-16:30,57.540000,0.000000,0.000000,0.000000,3.860000,6.270000,0.000000,10.550000,145.470000,137.840000,0.000000,0.000000,25.940000,6.120000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,6.120000,10.390000,28.260000,6.120000,8.760000,0.000000,25.5,0,76.67,33,33,42,44,36,91,0,35,35,76.67,23.3,33,105,35.799592,116.52,42.81,21,39

67,16:30-16:45,57.540000,0.000000,0.000000,0.000000,3.860000,5.690000,0.000000,10.550000,145.470000,147.480000,0.000000,0.000000,25.940000,6.120000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,5.560000,10.390000,28.260000,5.560000,8.760000,0.000000,23.5,0,76.67,33,33,36,37,36,74,0,35,35,76.67,21.46,33,105,33.517624,107.28,42.81,18,31

68,16:45-17:00,57.540000,0.000000,0.000000,0.000000,3.860000,4.780000,0.000000,10.550000,145.470000,156.150000,0.000000,0.000000,25.940000,6.120000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,4.660000,10.390000,31.290000,4.660000,8.760000,0.000000,18.5,0,76.67,30.99,33,30,30,36,63,0,35,35,76.67,19.59,26,105,28.856168,97.96,42.81,15,27

69,17:00-17:15,57.540000,0.000000,0.000000,0.000000,7.650000,3.860000,0.000000,10.550000,145.470000,156.150000,0.000000,0.000000,25.940000,6.300000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,3.760000,10.390000,31.290000,3.760000,8.760000,0.000000,14.5,0,76.67,24.4,33,23,30,36,53,0,31.34,31.33,76.67,16.61,18,94,24.419008,83.03,42.81,15,22

70,17:15-17:30,57.540000,0.000000,0.000000,0.000000,7.650000,3.240000,0.000000,10.550000,145.470000,156.150000,0.000000,0.000000,25.940000,6.300000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,3.160000,10.390000,31.290000,3.160000,8.760000,0.000000,11.5,0,76.67,17.91,31.23,17,24,36,46,0,31.16,31.17,76.67,13.46,9,93.5,20.196392,67.31,42.81,11,19

71,17:30-17:45,57.540000,0.000000,0.000000,0.000000,7.650000,2.560000,0.000000,10.550000,145.470000,156.150000,0.000000,0.000000,25.940000,6.300000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,2.500000,10.390000,31.290000,2.500000,8.760000,0.000000,9,0,76.67,11.81,21.88,16,17,36,35,0,31.16,31.17,76.67,10.41,3,93.5,15.564192,52.05,42.41,8,15

72,17:45-18:00,57.540000,0.000000,0.000000,0.000000,7.650000,2.040000,0.000000,10.550000,145.470000,156.150000,0.000000,0.000000,25.940000,6.300000,0.000000,0.000000,53.010000,25.940000,70.270000,0.000000,10.580000,2.000000,10.390000,28.260000,2.000000,8.760000,0.000000,5,0,76.67,7.55,14.28,15,12,36,18,0,30.84,30.83,76.67,7.35,0,92.5,11.370832,36.77,42.01,6,7

73,18:00-18:15,57.540000,20.480000,81.930000,0.000000,7.650000,1.560000,0.000000,10.550000,145.470000,156.150000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,1.520000,10.390000,28.260000,1.520000,8.760000,3.130000,4,0,76.67,0,0,13,7,36,11,0,33.16,33.17,76.67,5.98,0,99.5,7.908872,29.92,41.61,3,4

74,18:15-18:30,57.540000,20.480000,81.930000,0.000000,7.650000,1.190000,0.000000,10.550000,145.470000,156.150000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,1.170000,10.390000,28.260000,1.170000,8.760000,3.130000,3,0,76.67,0,0,10,3,36,7,0,33.16,33.17,76.67,4.63,0,99.5,5.139304,23.18,41.21,2,3

75,18:30-18:45,57.540000,20.480000,81.930000,0.000000,7.650000,0.870000,0.000000,10.550000,145.470000,156.150000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.850000,10.390000,29.260000,0.850000,8.760000,3.130000,3,0,76.67,0,0,7,1,35.66,4,0,33.16,33.17,76.67,2.85,0,99.5,2.613536,14.25,41.61,1,1

76,18:45-19:00,57.540000,20.480000,81.930000,0.000000,7.650000,0.540000,0.000000,10.550000,145.470000,156.150000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.530000,10.390000,28.260000,0.530000,8.760000,3.130000,3,0,74,0,0,5,0,35.34,1,0,32.5,32.5,74,1.82,0,97.5,0.643632,9.12,41.61,0,0

77,19:00-19:15,75.460000,20.480000,81.930000,0.000000,7.650000,0.180000,0.000000,10.550000,261.700000,185.070000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.180000,10.390000,29.270000,0.180000,8.760000,3.130000,1,0,73.33,0,0,3,0,35,1,0,31.66,31.67,73.33,1.02,0,95,0,5.13,41.61,0,0

78,19:15-19:30,75.460000,20.480000,81.930000,0.000000,7.650000,0.080000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,53.010000,25.940000,70.270000,163.860000,10.580000,0.080000,10.390000,29.270000,0.080000,8.760000,3.130000,0.5,0,72.67,0,0,1,0,34.66,0,0,31.34,31.33,72.67,0.46,0,94,0,2.28,41.61,0,0

79,19:30-19:45,75.460000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,81.930000,25.940000,70.270000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,65,0,0,0,0,29,0,0,31,31,65,0.11,0,93,0,0.57,41.61,0,0

80,19:45-20:00,75.460000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,6.670000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,64.33,0,0,0,0,28.66,0,0,30.66,30.67,64.33,0,0,92,0,0,41.61,0,0

81,20:00-20:15,75.460000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.670000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,64,0,0,0,0,28,0,0,30.34,30.33,64,0,0,91,0,0,41.61,0,0

82,20:15-20:30,75.460000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.670000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,62.67,0,0,0,0,27.66,0,0,30,30,62.67,0,0,90,0,0,41.21,0,0

83,20:30-20:45,75.460000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.670000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,62.33,0,0,0,0,27,0,0,29.66,29.67,62.33,0,0,89,0,0,41.01,0,0

84,20:45-21:00,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.670000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.270000,0.000000,8.760000,3.130000,0,0,62,0,0,0,0,25.66,0,0,29.16,29.17,62,0,0,87.5,0,0,40.61,0,0

85,21:00-21:15,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.490000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.260000,0.000000,8.760000,3.130000,0,0,60.67,0,0,0,0,25,0,0,27.66,27.67,60.67,0,0,83,0,0,40.41,0,0

86,21:15-21:30,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.380000,6.490000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.260000,0.000000,8.760000,3.130000,0,0,58.33,0,0,0,0,23.66,0,0,27.34,27.33,58.33,0,0,82,0,0,40.01,0,0

87,21:30-21:45,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.260000,0.000000,8.760000,3.130000,0,0,49,0,0,0,0,17.66,0,0,21.66,21.67,49,0,0,65,0,0,37.81,0,0

88,21:45-22:00,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,6.490000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.260000,0.000000,8.760000,3.130000,0,0,48.33,0,0,0,0,17.34,0,0,21.34,21.33,48.33,0,0,64,0,0,36.82,0,0

89,22:00-22:15,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,7.790000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.260000,0.000000,8.760000,3.130000,0,0,47.33,0,0,0,0,16.66,0,0,21,21,47.33,0,0,63,0,0,26.81,0,0

90,22:15-22:30,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,7.790000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.280000,0.000000,8.760000,3.130000,0,0,46.67,0,0,0,0,16.34,0,0,20.66,20.67,46.67,0,0,62,0,0,25.81,0,0

91,22:30-22:45,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,7.790000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.280000,0.000000,8.760000,3.130000,0,0,46.33,0,0,0,0,16,0,0,20.34,20.33,46.33,0,0,61,0,0,24.81,0,0

92,22:45-23:00,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,213.020000,0.000000,61.450000,25.940000,7.790000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.280000,0.000000,8.760000,3.130000,0,0,45.67,0,0,0,0,15,0,0,20,20,45.67,0,0,60,0,0,23.81,0,0

93,23:00-23:15,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,228.440000,0.000000,61.450000,25.940000,7.640000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,29.770000,0.000000,8.760000,3.130000,0,0,45,0,0,0,0,15,0,0,20,20,45,0,0,60,0,0,30.02,0,0

94,23:15-23:30,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,243.870000,0.000000,61.450000,25.940000,7.640000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.790000,0.000000,8.760000,3.130000,0,0,45,0,0,0,0,15,0,0,20,20,45,0,0,60,0,0,29.62,0,0

95,23:30-23:45,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,243.870000,0.000000,61.450000,25.940000,7.640000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.790000,0.000000,8.760000,3.130000,0,0,45,0,0,0,0,15,0,0,20,20,45,0,0,60,0,0,29.22,0,0

96,23:45-24:00,85.980000,20.480000,81.930000,0.000000,7.650000,0.000000,0.000000,10.550000,261.700000,243.870000,0.000000,61.450000,25.940000,7.640000,0.000000,81.930000,100.420000,25.940000,115.220000,163.860000,10.580000,0.000000,10.390000,30.790000,0.000000,8.760000,3.130000,0,0,45,0,0,0,0,15,0,0,20,20,45,0,0,60,0,0,29.01,0,0

