Block,Time,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/19072037/LT-05,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2022_09,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31052040/LT-31,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/13082046/L_NR_2021_12,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23727,WR/01102023/01102023/L_NR_2020_06,NR/01052024/31052024/DC20240501NR23735,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_35,NR/01102023/27052033/DIAPL(L_NR_2023_04),WR/01102023/24112044/L_NR_2020_07,NR/01102023/02122045/L_NR_2021_13,NR/01102023/08032047/L_NR_2021_14,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/23072042/L_NR_2012_04,WR/01102023/29112042/RUMS(L_NR_2019_06),SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/IEX-240323-06617_1,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,NR/01102023/06022042/L_NR_2012_02,NR/01102023/06022042/L_NR_2012_07,WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/RUMS(L_NR_2019_07),L_NR_2019_19,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/01102023/31102037/L_NR_2019_11,NR/01102023/22052037/LT-59,NR/22102023/11042047/L_NR_2021_17,NR/01052024/31052024/2-R1,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01042024/31072024/LT_MEJA_DELHI
38,09:15-09:30,30.5,158,66.930000,70.520000,24.180000,58.67,0,36.21,5.530000,4.840000,48.370000,11.300000,53.210000,182.21,11.580000,23.810000,12.930000,5.800000,19.84,0.000000,67,6.770000,14.510000,11.300000,25.230000,19.83,36.44,68.72,46.440000,0.000000,19.350000,0.000000,30.5,7.21,19.350000,58.67,0,75,202.050000,51.920000,15,30.5,97.362783,273.530000,59.5,25.910000,6.310000,5.450000,37,48.370000,48.370000,25.910000,12.290000

39,09:30-09:45,30.5,168,66.930000,70.520000,24.180000,46.67,0,38.84,5.530000,4.840000,48.370000,12.160000,53.210000,196.8,12.460000,24.050000,12.930000,5.800000,15.84,0.000000,72,6.770000,14.510000,12.160000,25.230000,15.83,39.36,74.7,46.440000,0.000000,19.350000,0.000000,30.5,7.21,19.350000,46.67,0,80,111.250000,32.890000,16,30.5,103.630104,273.530000,47.5,25.910000,6.310000,5.450000,40,48.370000,48.370000,25.910000,12.290000

40,09:45-10:00,30.4,179,66.930000,70.520000,24.180000,48.33,0,41.04,5.530000,4.840000,48.370000,13.030000,53.210000,210.71,13.360000,24.400000,12.930000,5.800000,15.84,0.000000,76,6.770000,14.510000,13.030000,25.230000,15.83,42.14,80.01,46.440000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,48.33,0,87,111.250000,32.890000,17.34,30.4,109.595268,273.530000,47.5,25.910000,6.310000,5.450000,43,48.370000,48.370000,25.910000,12.290000

41,10:00-10:15,30.4,186,66.930000,70.520000,24.180000,60,0,42.96,5.530000,0.000000,0.000000,13.770000,53.210000,222.28,14.110000,24.410000,12.740000,0.000000,23.34,0.000000,79,0.000000,14.510000,13.770000,25.230000,23.33,44.46,84.62,0.000000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,60,0,91,140.270000,32.890000,18.34,30.4,114.52725,273.530000,70,25.910000,0.000000,5.450000,46,0.000000,48.370000,25.910000,12.290000

42,10:15-10:30,30.4,193,66.930000,70.520000,24.180000,65,0,44.8,5.530000,0.000000,0.000000,14.420000,53.210000,230,14.770000,24.350000,12.740000,0.000000,25,0.000000,82,0.000000,14.510000,14.420000,25.230000,25,46,88.8,0.000000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,65,0,93,167.310000,32.890000,19.34,30.4,118.318833,273.530000,75,25.910000,0.000000,5.290000,47,0.000000,48.370000,25.910000,12.290000

43,10:30-10:45,30.4,189,66.930000,94.800000,24.180000,68.33,0,45,5.530000,0.000000,0.000000,15.060000,53.210000,230,15.430000,24.280000,12.740000,0.000000,26.66,0.000000,81,0.000000,14.510000,15.060000,25.230000,26.67,46,91.13,0.000000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,68.33,0,94,167.310000,32.890000,25,30.4,118.81593,273.530000,80,25.910000,0.000000,4.670000,47,0.000000,48.370000,25.910000,12.290000

44,10:45-11:00,30.4,189,66.930000,115.650000,24.180000,71.33,0,45.5,5.530000,0.000000,0.000000,15.470000,53.210000,230,15.860000,24.180000,12.740000,0.000000,28.34,0.000000,81,0.000000,14.510000,15.470000,25.230000,28.33,46,91.96,0.000000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,71.33,0,94,167.310000,32.890000,26.66,30.4,122.03244,273.530000,85,25.910000,0.000000,3.890000,47,0.000000,48.370000,25.910000,12.290000

45,11:00-11:15,30.4,189,0.000000,115.650000,24.180000,73,0,46,5.400000,0.000000,0.000000,16.040000,53.210000,230,16.450000,24.080000,12.560000,0.000000,30,0.000000,81,0.000000,14.510000,16.040000,26.240000,30,46,92.08,0.000000,0.000000,19.350000,0.000000,30.4,7.21,19.350000,73,0,94,202.050000,51.920000,28.34,30.4,124.712865,273.530000,90,25.910000,0.000000,1.940000,47,0.000000,48.370000,25.910000,12.290000

46,11:15-11:30,30.23,189,0.000000,115.650000,24.180000,74.33,0,46.5,5.400000,0.000000,0.000000,16.040000,53.210000,230,16.450000,23.970000,12.560000,0.000000,30,0.000000,81,0.000000,14.510000,16.040000,26.240000,30,46,92.04,0.000000,0.000000,19.350000,0.000000,30.24,7.21,19.350000,74.33,0,94,202.050000,51.920000,30,30.23,126.340614,273.530000,90,25.910000,0.000000,1.940000,47,0.000000,48.370000,25.910000,12.290000

47,11:30-11:45,30.23,189,0.000000,115.650000,24.180000,68.33,0,46.5,5.400000,0.000000,0.000000,16.040000,53.210000,230,16.450000,23.860000,12.560000,0.000000,25.34,0.000000,81,0.000000,14.510000,16.040000,26.240000,25.33,46,92.12,0.000000,0.000000,19.350000,0.000000,30.24,7.21,19.350000,68.33,0,94,202.050000,51.920000,25,30.23,125.950734,273.530000,76,25.910000,0.000000,2.330000,47,0.000000,48.370000,25.910000,12.290000

48,11:45-12:00,30.23,189,0.000000,115.650000,24.180000,69,0,46.5,5.400000,0.000000,0.000000,16.040000,53.210000,230,16.450000,23.810000,12.560000,0.000000,25.34,0.000000,81,0.000000,14.510000,16.040000,26.240000,25.33,46,92.3,0.000000,0.000000,19.350000,0.000000,30.24,7.21,19.350000,69,0,94,202.050000,51.920000,26,30.23,125.102745,273.530000,76,25.910000,0.000000,4.670000,47,0.000000,48.370000,25.910000,12.290000

49,12:00-12:15,30.23,189,0.000000,115.650000,0.000000,62.33,0,46.5,5.400000,0.000000,0.000000,16.040000,82.230000,230,16.450000,23.810000,12.470000,0.000000,23.34,0.000000,81,0.000000,0.000000,16.040000,27.750000,23.33,46,92.4,0.000000,0.000000,0.000000,0.000000,30.24,7.21,0.000000,62.33,0,94,202.050000,51.920000,21.66,30.23,122.578272,273.530000,70,25.910000,0.000000,5.060000,47,0.000000,48.370000,25.910000,12.290000

50,12:15-12:30,30.23,189,0.000000,115.650000,0.000000,62,0,46.5,5.400000,0.000000,0.000000,16.040000,100.780000,230,16.450000,23.810000,12.470000,0.000000,23.34,0.000000,81,0.000000,0.000000,16.040000,27.750000,23.33,46,92.36,0.000000,0.000000,0.000000,0.000000,30.24,7.61,0.000000,62,0,94,202.050000,51.920000,21.66,30.23,120.745836,273.530000,70,25.910000,0.000000,5.210000,47,0.000000,48.370000,25.910000,12.290000

