Block,Time,NR/01102023/31102037/L_NR_2019_11,NR/01102023/14082046/L_NR_2021_16,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_16,NR/01102023/23072042/L_NR_2012_04,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23726,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/DC20240501NR23727,NR/01102023/31052040/LT-31,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23735,NR/30092023/31122025/SH-07,NR/16042024/31052024/IEX_240323_06618,NR/01102023/06022042/L_NR_2012_02,WR/01102023/16072048/L_NR_2022_08,NR/01102023/19072037/LT-05,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/31032046/L_NR_2020_05,NR/01102023/25122043/GNA_MEJA_DELHI,L_NR_2019_19,WR/01102023/30052048/L_NR_2022_10,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/MC120240501NR23436,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01052024/31052024/IEX_240415_00115_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01052024/31052024/2-R1,WR/01102023/24112044/L_NR_2020_07,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12
12,02:45-03:00,10.560000,0,0.000000,11.600000,0,66.67,0,28.5,0,0.000000,18.520000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,30.890000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,85.5,0.000000,0,66.67,11.4,19.310000,14.480000,31.290000,10.410000,48.260000,272.940000,87.070000,0,48.260000,28.5,8.630000,0,0,0,0,0,0,0,0

13,03:00-03:15,10.560000,0,0.000000,11.600000,0,66.67,0,28.5,0,0.000000,18.240000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,30.890000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,85.5,0.000000,0,66.67,10.01,19.310000,14.480000,31.290000,10.410000,48.260000,272.940000,87.070000,0,48.260000,28.5,8.630000,0,0,0,0,0,0,0,0

14,03:15-03:30,10.560000,0,0.000000,11.600000,0,66.67,0,28.34,0,0.000000,18.240000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,30.890000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,85,0.000000,0,66.67,10.01,19.310000,14.480000,31.290000,10.410000,48.260000,272.940000,87.070000,0,48.260000,28.33,8.630000,0,0,0,0,0,0,0,0

15,03:30-03:45,10.560000,0,0.000000,11.600000,0,66.67,0,28,0,0.000000,18.240000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,15.600000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,84,0.000000,0,66.67,9.01,19.310000,14.480000,31.290000,10.410000,48.260000,272.940000,87.070000,0,48.260000,28,8.630000,0,0,0,0,0,0,0,0

16,03:45-04:00,10.560000,0,0.000000,11.600000,0,66.67,0,27.84,0,0.000000,18.240000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,15.600000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83.5,0.000000,0,66.67,9.01,19.310000,14.480000,31.290000,10.410000,48.260000,272.940000,87.070000,0,48.260000,27.83,8.630000,0,0,0,0,0,0,0,0

17,04:00-04:15,10.560000,0,0.000000,11.600000,0,66.67,0,27.66,0,0.000000,17.880000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,15.600000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.67,8.630000,0,0,0,0,0,0,0,0

18,04:15-04:30,10.560000,0,0.000000,11.600000,0,66.67,0,27.66,0,0.000000,17.880000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,15.600000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.67,8.630000,0,0,0,0,0,0,0,0

19,04:30-04:45,10.560000,0,0.000000,11.600000,0,66.67,0,27.66,0,0.000000,17.880000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.67,8.630000,0,0,0,0,0,0,0,0

20,04:45-05:00,10.560000,0,0.000000,11.600000,0,66.67,0,27.66,0,0.000000,17.880000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.67,8.630000,0,0,0,0,0,0,0,0

21,05:00-05:15,10.560000,0,0.000000,11.600000,0,66.67,0,27.66,0,0.000000,17.510000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,115.400000,0.000000,14.440000,19.310000,100.560000,83,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.67,8.630000,0,0,0,0,0,0,0,0

22,05:15-05:30,10.560000,0,0.000000,11.600000,0,66.67,0,27.5,0,0.000000,17.510000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,94.590000,0.000000,14.440000,19.310000,100.560000,82.5,0.000000,0,66.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27.5,8.630000,0,0,0,0,0,0,0,0

23,05:30-05:45,10.560000,0,0.000000,11.600000,0,66.67,0,27,0,0.000000,17.510000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,66.210000,0.000000,14.440000,19.310000,100.560000,81,0.000000,1.140633,66.67,12.01,19.310000,14.480000,30.780000,10.330000,48.260000,272.940000,87.070000,0,48.260000,27,8.630000,0,0,0,0,0,0,0,0

24,05:45-06:00,10.560000,0,0.000000,11.600000,0,66.67,0,27,0,0.000000,17.510000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,66.210000,0.000000,14.440000,19.310000,100.560000,81,0.000000,2.456748,66.67,11.61,19.310000,14.480000,30.780000,10.170000,48.260000,272.940000,68.080000,0,48.260000,27,8.630000,0,0,0.2,0.18,0.03,0,0,0.13

25,06:00-06:15,10.290000,0,0.000000,11.600000,8.56,66.67,0,26.5,1,0.000000,17.140000,6.760000,4.830000,30.890000,46.330000,5.790000,0.000000,39.580000,57.920000,21.180000,48.260000,262.080000,21.66,66.210000,0.000000,14.440000,19.310000,100.560000,79.5,0.000000,5.235213,66.67,11.01,19.310000,14.480000,30.780000,10.170000,48.260000,272.940000,68.080000,0,48.260000,26.5,8.630000,5.73,0,1,1.66,0.6,1,1,2.98

26,06:15-06:30,10.290000,0,0.320000,11.600000,16.33,66.67,1,26.5,2,0.000000,17.140000,6.760000,4.830000,30.890000,46.330000,5.790000,0.320000,39.580000,57.920000,21.180000,48.260000,225.450000,21.66,66.210000,0.320000,14.440000,19.310000,100.560000,79.5,0.000000,10.099964,66.67,10.01,19.310000,14.480000,30.780000,10.170000,48.260000,272.940000,68.080000,2,48.260000,26.5,8.630000,21.65,0,2,3.79,1.56,4,1,7.78

27,06:30-06:45,10.290000,0,0.800000,11.600000,17.16,66.67,3,27.5,5,0.000000,17.140000,6.760000,4.830000,30.890000,46.330000,5.790000,0.800000,39.580000,57.920000,21.180000,48.260000,206.140000,21.66,66.210000,0.820000,14.440000,19.310000,53.090000,82.5,0.000000,15.69589,66.67,9.01,19.310000,14.480000,30.780000,10.170000,48.260000,250.980000,57.630000,5,48.260000,27.5,8.630000,32.74,0,5,6.53,2.71,7,3,13.57

28,06:45-07:00,10.290000,0,1.510000,11.600000,25.47,66.67,4,27.16,8,0.000000,17.140000,6.760000,4.830000,30.890000,46.330000,5.790000,1.510000,39.580000,57.920000,21.180000,48.260000,206.140000,21.66,66.210000,1.550000,14.440000,19.310000,53.090000,81.5,0.000000,22.247218,66.67,8.01,19.310000,14.480000,30.780000,10.170000,48.260000,212.370000,57.630000,10,48.260000,27.17,8.630000,30.81,0,6,9.75,4.16,14,6,20.78

29,07:00-07:15,9.980000,0,2.230000,11.600000,27.73,64.67,5,27,11,0.000000,16.770000,6.760000,4.830000,30.890000,46.330000,5.790000,2.230000,39.580000,57.920000,21.180000,48.260000,206.140000,21.66,66.210000,2.280000,14.440000,19.310000,100.560000,81,0.000000,29.714952,64.67,7.21,19.310000,14.480000,30.780000,9.940000,48.260000,183.410000,57.630000,18,48.260000,27,15.620000,27.72,0,8,13.28,6.24,21,9,31.23

30,07:15-07:30,9.980000,0,3.080000,11.600000,24.48,61.67,8,26.84,16,0.000000,16.770000,6.760000,4.830000,30.890000,46.330000,5.790000,3.080000,39.580000,57.920000,21.180000,48.260000,174.640000,21.66,66.210000,3.150000,14.440000,19.310000,100.560000,80.5,0.000000,37.709132,61.67,7.21,19.310000,14.480000,30.780000,9.940000,48.260000,164.100000,57.630000,24.48,48.260000,26.83,15.620000,24.49,0,11.46,18.07,8.91,35,15,44.58

31,07:30-07:45,9.980000,0,4.020000,11.600000,25.65,60.67,11,26.66,21,0.000000,16.770000,6.760000,4.830000,30.890000,46.330000,5.790000,4.020000,39.580000,57.920000,21.180000,48.260000,145.680000,24.34,66.210000,4.130000,14.440000,19.310000,82.050000,80,0.000000,46.346746,60.67,7.21,19.310000,14.480000,30.780000,9.940000,48.260000,150.110000,57.630000,25.65,48.260000,26.67,15.620000,25.65,0,16.11,19.22,11.96,49,21,59.8

32,07:45:08:00,9.980000,0,5.000000,11.600000,25.82,62,14,26.66,28,0.000000,16.770000,6.760000,4.830000,30.890000,46.330000,5.790000,5.000000,39.580000,57.920000,21.180000,48.260000,145.680000,24,66.210000,5.130000,14.440000,19.310000,82.050000,80,0.000000,54.643145,62,7.21,19.310000,14.480000,30.780000,9.940000,48.260000,150.110000,57.630000,25.82,48.260000,26.67,11.670000,25.81,0,20.21,25.57,15.27,63,27,76.34

33,08:00-08:15,9.980000,0,6.000000,11.600000,27.35,57.67,18,26.66,35,0.000000,16.310000,6.760000,4.830000,30.890000,46.330000,5.790000,6.000000,39.580000,57.920000,21.180000,48.260000,145.680000,23.66,70.370000,6.150000,14.440000,19.310000,77.220000,80,0.000000,63.095528,57.67,7.21,19.310000,14.480000,30.780000,9.620000,48.260000,150.110000,57.630000,27.35,48.260000,26.67,11.670000,27.35,0,23.87,28.33,18.74,77,33,93.72

34,08:15-08:30,9.980000,0,6.960000,11.600000,27.35,58.33,21,26.66,42,0.000000,16.310000,6.760000,4.830000,30.890000,46.330000,5.790000,6.960000,39.580000,57.920000,21.180000,48.260000,145.680000,23.34,70.370000,7.130000,14.440000,19.310000,77.220000,80,0.000000,71.664899,58.33,7.21,19.310000,14.480000,30.780000,9.620000,48.260000,150.110000,57.630000,27.35,48.260000,26.67,11.670000,27.35,0,27.13,35.05,22.22,91,39,111.13

35,08:30-08:45,9.980000,0,7.900000,11.600000,28.18,59,25,29.16,50,0.000000,16.310000,6.760000,4.830000,30.890000,46.330000,5.790000,7.900000,39.580000,57.920000,21.180000,48.260000,145.680000,23.34,64.370000,8.090000,14.440000,19.310000,77.220000,87.5,0.000000,79.834561,59,7.21,19.310000,14.480000,30.780000,9.620000,48.260000,150.110000,57.630000,28.18,48.260000,29.17,11.670000,28.19,0,30.23,40.82,25.62,105,45,128.12

36,08:45:09:00,9.980000,0,8.780000,11.600000,28.52,60.67,28,29.5,57,0.000000,16.310000,6.760000,4.830000,30.890000,46.330000,5.790000,8.780000,39.580000,57.920000,21.180000,48.260000,145.680000,23.34,64.370000,9.000000,14.440000,19.310000,82.050000,88.5,0.000000,87.867737,60.67,7.21,19.310000,14.480000,31.290000,9.620000,48.260000,150.110000,57.630000,28.52,48.260000,29.5,11.670000,28.51,0,33.03,43.15,28.79,119,51,143.95

37,09:00:09:15,9.980000,0,9.600000,11.600000,28.52,76.67,32,33.34,63,0.000000,15.950000,6.760000,4.830000,30.890000,46.330000,5.790000,9.600000,39.580000,57.920000,21.180000,48.260000,145.680000,30.66,64.370000,9.840000,14.440000,19.310000,53.090000,100,0.000000,95.530451,76.67,7.21,19.310000,14.480000,31.290000,9.620000,48.260000,193.060000,57.630000,28.52,48.260000,33.33,11.670000,28.51,0,34.02,50.27,31.91,126,54,159.58

38,09:15-09:30,9.980000,0,10.410000,11.600000,28.52,76.67,34,33.66,69,0.000000,15.950000,6.760000,4.830000,30.890000,46.330000,5.790000,10.410000,39.580000,57.920000,21.180000,48.260000,145.680000,31.34,64.370000,10.680000,14.440000,19.310000,53.090000,101,0.000000,102.578978,76.67,7.21,19.310000,14.480000,31.290000,9.620000,48.260000,231.670000,57.630000,28.52,48.260000,33.67,11.670000,28.51,0,36.71,56.14,34.8,140,60,174.03

39,09:30-09:45,9.980000,0,11.350000,10.210000,29.87,76.67,36,34,71,0.000000,15.950000,6.760000,4.830000,30.890000,46.330000,5.790000,11.350000,39.580000,57.920000,21.180000,48.260000,174.640000,32,64.370000,11.630000,14.440000,19.310000,53.090000,102,0.000000,109.120557,76.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,57.630000,29.87,48.260000,34,11.670000,29.86,0,39.34,60.15,37.58,151,64,187.89

40,09:45-10:00,9.980000,0,12.240000,10.210000,29.87,76.67,38,34.16,77,0.000000,15.950000,6.760000,4.830000,30.890000,46.330000,5.790000,12.240000,39.580000,57.920000,21.180000,48.260000,222.910000,32.66,64.370000,12.550000,14.440000,19.310000,53.090000,102.5,0.000000,115.408662,76.67,7.21,19.310000,14.480000,31.290000,10.330000,48.260000,272.940000,57.630000,29.87,48.260000,34.17,15.620000,29.86,0,41.54,64.51,40.17,161,69,200.84

41,10:00-10:15,9.830000,0,13.060000,10.210000,29.87,76.67,41,34.34,81,0.000000,15.670000,0.000000,0.000000,24.500000,0.000000,0.000000,13.060000,39.580000,0.000000,21.180000,48.260000,230.570000,33.34,64.370000,13.390000,14.440000,19.310000,53.090000,103,0.000000,120.546385,76.67,7.21,19.310000,14.480000,28.260000,10.330000,0.000000,272.940000,57.630000,29.87,0.000000,34.33,15.620000,29.86,0,42.96,67.38,42.51,172,73,212.55

42,10:15-10:30,9.830000,0,13.670000,10.210000,29.87,76.67,42,34.66,85,0.000000,15.670000,0.000000,0.000000,24.500000,0.000000,0.000000,13.670000,39.580000,0.000000,21.180000,48.260000,262.080000,33.34,64.370000,14.010000,14.440000,19.310000,79.200000,104,0.000000,124.475232,76.67,7.21,19.310000,14.480000,29.270000,10.330000,0.000000,272.940000,57.630000,29.87,0.000000,34.67,15.620000,29.86,0,43.5,70.53,44.61,179,76,223.07

43,10:30-10:45,9.830000,0,14.150000,10.210000,29.87,55.67,45,28.34,90,0.000000,15.670000,0.000000,0.000000,24.500000,0.000000,0.000000,14.150000,39.580000,0.000000,24.500000,48.260000,262.080000,20,64.370000,14.510000,14.440000,19.310000,86.880000,85,0.000000,127.702151,55.67,10.41,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,57.630000,29.87,0.000000,28.33,15.620000,29.86,0,43,79.15,46.51,186,79,232.53

44,10:45-11:00,9.830000,0,14.620000,10.210000,29.83,56,47,28.34,93,0.000000,15.670000,0.000000,0.000000,24.500000,0.000000,0.000000,14.620000,39.580000,0.000000,24.500000,48.260000,262.080000,20.34,64.370000,14.980000,14.440000,19.310000,86.880000,85,0.000000,130.841329,56,11.01,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,57.630000,29.83,0.000000,28.33,15.620000,29.84,0,43.5,81.95,46.67,189,81,233.33

45,11:00-11:15,9.830000,0,14.980000,10.210000,29.83,58.33,47,24.5,93,0.000000,15.480000,0.000000,0.000000,24.500000,0.000000,0.000000,14.980000,39.580000,0.000000,24.500000,48.260000,262.080000,22.34,64.370000,15.360000,14.440000,19.310000,53.090000,73.5,0.000000,133.220085,58.33,11.61,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,57.630000,29.83,0.000000,24.5,15.620000,29.84,0,44,83.63,46.67,190,81,233.33

46,11:15-11:30,9.830000,0,15.340000,10.210000,29.83,58.67,47,24.84,93,0.000000,15.480000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,39.580000,0.000000,22.820000,48.260000,262.080000,22.34,64.370000,15.720000,14.440000,19.310000,62.740000,74.5,0.000000,135.062646,58.67,12.21,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,76.540000,29.83,0.000000,24.83,15.620000,29.84,0,44,84.96,46.67,190,81,233.33

47,11:30-11:45,9.980000,0,15.340000,10.210000,29.83,60.33,47,25.34,93,0.000000,15.480000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,39.580000,0.000000,22.820000,48.260000,262.080000,22.34,64.370000,15.720000,14.440000,19.310000,77.220000,76,0.000000,136.466502,60.33,10.01,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,76.540000,29.83,0.000000,25.33,15.620000,29.84,0,44,85.27,46.67,190,81,233.33

48,11:45-12:00,9.980000,0,15.340000,10.210000,29.83,61,47,25.66,93,0.000000,15.480000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,39.580000,0.000000,22.820000,48.260000,262.080000,21.66,64.370000,15.720000,14.440000,19.310000,100.560000,77,0.000000,137.519394,61,10.21,19.310000,14.480000,30.280000,10.330000,0.000000,272.940000,86.190000,29.83,0.000000,25.67,15.620000,29.84,0,44,85.6,46.67,190,81,233.33

49,12:00-12:15,10.210000,0,15.340000,10.400000,29.83,61.33,47,26.34,93,0.000000,15.300000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,0.000000,0.000000,22.820000,48.260000,262.080000,23,64.370000,15.720000,14.440000,0.000000,100.560000,79,0.000000,137.958099,61.33,10.61,0.000000,0.000000,29.780000,10.330000,0.000000,272.940000,76.540000,29.83,0.000000,26.33,15.620000,29.84,0,44,85.49,46.67,190,81,233.33

50,12:15-12:30,10.210000,0,15.340000,10.400000,29.67,61.67,47,27,93,0.000000,15.300000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,0.000000,0.000000,22.820000,48.260000,262.080000,24,64.370000,15.720000,14.440000,0.000000,100.560000,81,0.000000,137.958099,61.67,11.41,0.000000,0.000000,29.780000,10.330000,0.000000,272.940000,79.430000,29.67,0.000000,27,15.620000,29.66,0,44,85.81,46.67,190,81,233.33

51,12:30-12:45,10.210000,0,15.340000,10.400000,29.67,58.67,47,24.34,93,0.000000,15.300000,0.000000,0.000000,22.820000,0.000000,0.000000,15.340000,0.000000,0.000000,22.820000,48.260000,262.080000,18,64.370000,15.720000,14.440000,0.000000,100.560000,73,0.000000,136.369012,58.67,12.01,0.000000,0.000000,29.780000,10.330000,0.000000,272.940000,87.070000,29.67,0.000000,24.33,15.620000,29.66,0,44,85.44,46.67,190,81,233.33

