Block,Time,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/30052048/L_NR_2022_10,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/31032046/L_NR_2020_05,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/01102023/L_NR_2022_09,NR/30092023/31122025/SH-07,NR/01102023/23072042/L_NR_2012_04,NR/16052024/16052024/IEX_240515_00567,NR/01102023/06022042/L_NR_2012_07,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23728,NR/01102023/05012040/L_NR_2020_02,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/2-R1,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/DC20240501NR23727,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/M20240501NR23406,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/16052024/16052024/IEX_240515_00566,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23735,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240416_00120_1
9,02:00-02:15,0,10,34.67,14.17,0,0,0,0,0,14.16,0,42.5,0,0,17,0,0,0,34.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.270000,26.240000,30.930000,9.480000,0.000000,17.350000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.690000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

10,02:15-02:30,0,10,35,14.33,0,0,0,0,0,14.34,0,43,0,0,16.6,0,0,0,35,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.270000,27.250000,30.930000,9.480000,0.000000,17.350000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.690000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

11,02:30-02:45,0,10,35.33,14.5,0,0,0,0,0,14.5,0,43.5,0,0,16,0,0,0,35.33,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.270000,27.250000,24.120000,9.480000,0.000000,17.350000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.690000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

12,02:45-03:00,0,10,35,14.67,0,0,0,0,0,14.66,0,44,0,0,15,0,0,0,35,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.270000,27.250000,24.120000,9.480000,0.000000,17.350000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.690000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

13,03:00-03:15,0,10,28.67,12.5,0,0,0,0,0,12.5,0,37.5,0,0,14,0,0,0,28.67,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,27.250000,25.000000,9.170000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.450000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

14,03:15-03:30,0,10.34,28,12.17,0,0,0,0,0,12.16,0,36.5,0,0,13,0,0,0,28,30.930000,0.000000,0.000000,87.200000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,26.750000,25.000000,9.170000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.450000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

15,03:30-03:45,0,8.66,25,11,0,0,0,0,0,11,0,33,0,0,7.01,0,0,0,25,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,26.750000,25.000000,9.170000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.450000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

16,03:45-04:00,0,8.66,24.67,11,0,0,0,0,0,11,0,33,0,0,7.01,0,0,0,24.67,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,26.750000,25.000000,9.170000,0.000000,17.170000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.450000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

17,04:00-04:15,0,9,24.33,13.33,0,0,0,0,0,13.34,0,40,0,0,7.01,0,0,0,24.33,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,26.750000,25.000000,8.860000,0.000000,16.980000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

18,04:15-04:30,0,9.34,24,13.17,0,0,0,0,0,13.16,0,39.5,0,0,7.01,0,0,0,24,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,26.750000,25.000000,8.860000,0.000000,16.980000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

19,04:30-04:45,0,9.66,23.67,13,0,0,0,0,0,13,0,39,0,0,7.01,0,0,0,23.67,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,25.730000,25.000000,8.860000,0.000000,16.980000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

20,04:45-05:00,0,10,23.33,13,0,0,0,0,0,13,0,39,0,0,7.01,0,0,0,23.33,30.930000,0.000000,0.000000,76.650000,16.120000,14.500000,29.070000,100.710000,19.330000,57.970000,6.770000,8.090000,25.730000,25.000000,8.860000,0.000000,16.980000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

21,05:00-05:15,0,10,23,13,0.08,0,0,0,0,13,0,39,0,0,7.01,0,0,0.02,23,30.930000,0.000000,0.000000,57.710000,16.120000,14.500000,29.070000,100.710000,19.330000,47.370000,6.770000,7.900000,25.730000,25.000000,8.710000,0.000000,16.790000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

22,05:15-05:30,0,10,22.67,13,0.35,0,0,0,0,13,0,39,0,0,7.01,0,0,0.07,22.67,30.930000,0.000000,0.000000,57.710000,16.120000,14.500000,29.070000,100.710000,19.330000,47.370000,6.770000,7.900000,25.730000,25.000000,8.710000,0.000000,16.790000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

23,05:30-05:45,0,10,22.33,13,0.77,0,0,0,0,13,0.545552,39,0,0,7.01,0,0,0.15,22.33,30.930000,0.000000,0.000000,57.710000,16.120000,14.500000,29.070000,100.710000,19.330000,47.370000,6.770000,7.900000,25.230000,25.000000,8.710000,0.000000,16.790000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

24,05:45-06:00,0,10,21.67,13,1.35,0,0,0,0,13,1.977626,39,0.18,0.2,7.01,0,0,0.27,21.67,30.930000,0.000000,0.000000,57.710000,16.120000,14.500000,29.070000,100.710000,19.330000,47.370000,6.770000,7.900000,25.230000,25.000000,8.710000,0.000000,16.790000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,9.080000,262.460000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

25,06:00-06:15,0,6.66,21,10,4.24,1,1,5.17,8.56,10,4.315706,30,1.66,1,7.01,0,1,0.85,21,30.930000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,100.710000,19.330000,33.160000,6.770000,7.900000,25.230000,25.000000,8.560000,0.000000,16.520000,48.340000,0.000000,19.330000,273.330000,4.830000,5.800000,0.000000,39.630000,8.770000,214.120000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

26,06:15-06:30,2,6.66,19.67,9.83,8.56,1,2,11.14,16.33,9.84,8.7678,29.5,3.79,2,7.01,1,4,1.71,19.67,30.930000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,100.710000,19.330000,33.160000,6.770000,7.900000,25.230000,25.000000,8.560000,0.040000,16.520000,48.340000,0.040000,19.330000,273.330000,4.830000,5.800000,0.040000,39.630000,8.770000,165.790000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

27,06:30-06:45,5,6.66,18.33,9.67,14.21,3,5,29.55,17.16,9.66,13.901834,29,6.53,5,7.01,3,7,2.84,18.33,25.000000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,100.710000,19.330000,33.160000,6.770000,7.900000,25.730000,30.930000,8.560000,0.280000,16.520000,48.340000,0.270000,19.330000,273.330000,4.830000,5.800000,0.270000,39.630000,8.770000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

28,06:45-07:00,10,6.66,16.67,9.5,21.22,6,8,29.8,25.47,9.5,19.980842,28.5,9.75,6,7.01,4,14,4.24,16.67,25.000000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,100.710000,19.330000,33.160000,6.770000,7.900000,25.730000,30.930000,8.560000,0.730000,16.520000,48.340000,0.710000,19.330000,273.330000,4.830000,5.800000,0.710000,39.630000,8.770000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

29,07:00-07:15,18,6.66,15,7.33,29.5,9,11,29.43,29.42,7.34,26.965856,22,10,8,7.01,5,21,5.9,15,25.000000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,100.710000,19.330000,33.160000,6.770000,7.710000,25.230000,30.930000,9.330000,1.270000,16.340000,48.340000,1.240000,19.330000,251.340000,4.830000,5.800000,1.240000,39.630000,9.220000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

30,07:15-07:30,25.82,6.66,15,7.33,42.69,15,16,25.82,25.81,7.34,34.525648,22,16,10.96,7.01,8,35,8.54,15,25.000000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,71.710000,19.330000,33.160000,6.770000,7.710000,25.230000,30.930000,9.330000,2.040000,16.340000,48.340000,1.990000,19.330000,232.010000,4.830000,5.800000,1.990000,39.630000,9.220000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

31,07:30-07:45,27.48,6.66,15,7.33,57.55,21,20,27.48,27.49,7.34,39.572004,22,21.67,16.11,7.01,10,49,11.51,15,25.890000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.710000,25.730000,25.890000,9.330000,3.150000,16.340000,48.340000,3.080000,19.330000,212.670000,4.830000,5.800000,3.080000,39.630000,9.220000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

32,07:45:08:00,28.65,6.66,15.33,7.33,74.59,27,28,28.65,28.65,7.34,47.794252,22,27.67,20.21,7.01,14,63,14.92,15.33,25.890000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.710000,26.240000,25.890000,9.330000,4.080000,16.340000,48.340000,3.980000,19.330000,193.340000,4.830000,5.800000,3.980000,39.630000,9.220000,145.890000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

33,08:00-08:15,29.32,6.66,16.33,7.33,91.78,33,35,29.32,29.31,7.34,56.425664,22,33.67,23.87,7.01,17,77,18.36,16.33,25.890000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,26.240000,25.890000,9.100000,5.340000,16.060000,48.340000,5.210000,19.330000,174.010000,4.830000,5.800000,5.210000,39.630000,9.080000,120.840000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

34,08:15-08:30,30.5,6.66,18,7.33,108.98,39,41,30.5,30.5,7.34,65.339594,22,39.33,27.13,7.01,21,91,21.8,18,25.890000,0.000000,0.000000,57.710000,12.170000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,26.240000,25.890000,9.100000,6.490000,16.060000,48.340000,6.330000,19.330000,174.010000,4.830000,5.800000,6.330000,39.630000,9.080000,116.000000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

35,08:30-08:45,30.5,6.66,17.67,7.33,126.16,45,48,30.5,30.5,7.34,72.840934,22,48.05,30.23,7.01,24,105,25.23,17.67,25.890000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,26.750000,25.890000,6.230000,7.690000,16.060000,48.340000,7.500000,19.330000,154.670000,4.830000,5.800000,7.500000,39.630000,9.080000,111.170000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

36,08:45:09:00,30.5,6.66,16.33,7.17,143.8,51,55,30.5,30.5,7.16,80.196144,21.5,55.38,33.03,7.01,28,119,28.76,16.33,25.890000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,26.750000,25.890000,7.390000,8.800000,16.060000,48.340000,8.590000,19.330000,174.010000,4.830000,5.800000,8.590000,39.630000,9.080000,111.170000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

37,09:00:09:15,30.5,5,15.33,5.83,159.38,57,62,30.5,30.5,5.84,87.181158,17.5,62.28,34.02,7.01,31,133,31.87,15.33,25.000000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,27.250000,30.930000,7.390000,9.930000,15.780000,48.340000,9.680000,19.330000,212.670000,4.830000,5.800000,9.680000,39.630000,8.920000,116.000000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

38,09:15-09:30,30.5,5,15,5.83,174.73,63,70,30.5,30.5,5.84,93.532942,17.5,68.72,36.71,7.01,35,147,34.94,15,25.000000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,27.750000,30.930000,7.390000,10.890000,15.780000,48.340000,10.620000,19.330000,251.340000,4.830000,5.800000,10.620000,39.630000,8.920000,116.000000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

39,09:30-09:45,30.5,5,14.67,5.83,188.83,69,77,30.5,30.5,5.84,99.358658,17.5,74.7,39.34,6.81,38,161,37.77,14.67,25.000000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,28.260000,30.930000,7.390000,11.830000,15.780000,48.340000,11.540000,19.330000,273.330000,4.830000,5.800000,11.540000,39.630000,8.920000,145.000000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

40,09:45-10:00,30.4,5,14,5.83,202,73,81,30.4,30.4,5.84,104.833662,17.5,80.01,41.54,6.81,41,172,40.4,14,25.000000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,6.770000,7.580000,28.760000,30.930000,7.390000,12.670000,15.780000,48.340000,12.370000,19.330000,273.330000,4.830000,5.800000,12.370000,39.630000,8.920000,145.000000,0.000000,48.340000,48.340000,58.000000,0.000000,46.400000

41,10:00-10:15,30.4,5,14,5.83,220.57,76,87,30.4,30.4,5.84,109.334466,17.5,84.62,42.96,6.81,43,179,44.11,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.430000,28.760000,30.930000,7.000000,13.390000,15.510000,0.000000,13.060000,19.330000,273.330000,0.000000,0.000000,13.060000,39.630000,5.380000,145.000000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

42,10:15-10:30,30.4,5,14,5.83,229.43,79,92,30.4,30.4,5.84,112.81236,17.5,88.8,44.8,6.81,46,186,45.88,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.430000,28.760000,30.930000,7.000000,14.030000,15.510000,0.000000,13.690000,19.330000,273.330000,0.000000,0.000000,13.690000,39.630000,5.380000,145.000000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

43,10:30-10:45,30.4,5,14,5.83,231.42,81,94,30.4,30.4,5.84,115.871348,17.5,91.13,45,6.81,47,189,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.430000,28.760000,30.930000,8.170000,14.990000,15.510000,0.000000,14.620000,19.330000,273.330000,0.000000,0.000000,14.620000,39.630000,9.080000,145.000000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

44,10:45-11:00,30.4,5,14,5.83,231.42,82,94,30.4,30.4,5.84,118.452978,17.5,91.96,45.5,6.81,47,191,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.430000,28.260000,30.930000,8.170000,15.330000,15.510000,0.000000,14.960000,19.330000,273.330000,0.000000,0.000000,14.960000,39.630000,9.080000,145.000000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

45,11:00-11:15,30.4,5,14,5.83,231.42,82,94,30.4,30.4,5.84,120.489056,17.5,92.08,46,6.81,47,191,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.300000,28.260000,30.930000,8.170000,15.370000,15.230000,0.000000,14.990000,19.330000,273.330000,0.000000,0.000000,14.990000,39.630000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

46,11:15-11:30,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,121.999066,17.5,92.04,46.5,6.81,47,191,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.300000,28.260000,30.930000,8.170000,15.370000,15.230000,0.000000,14.990000,19.330000,273.330000,0.000000,0.000000,14.990000,39.630000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

47,11:30-11:45,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,122.486166,17.5,92.12,46.5,6.81,47,191,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.300000,28.260000,30.930000,8.170000,15.370000,15.230000,0.000000,14.990000,19.330000,273.330000,0.000000,0.000000,14.990000,39.630000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

48,11:45-12:00,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,122.622554,17.5,92.3,46.5,6.81,47,191,46.28,14,30.930000,0.000000,0.000000,57.710000,12.320000,14.500000,29.070000,53.170000,19.330000,33.160000,0.000000,7.300000,28.260000,30.930000,8.170000,15.370000,15.230000,0.000000,14.990000,19.330000,273.330000,0.000000,0.000000,14.990000,39.630000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

49,12:00-12:15,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,123.18759,17.5,92.4,46.5,6.81,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,7.300000,26.240000,30.930000,8.400000,15.370000,14.950000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

50,12:15-12:30,30.23,5,14,5.83,231.42,82,94,30.23,30.24,5.84,121.862678,17.5,92.36,46.5,6.81,47,191,46.28,14,25.000000,0.000000,0.000000,57.710000,12.320000,0.000000,29.070000,53.170000,0.000000,33.160000,0.000000,7.300000,26.240000,30.930000,8.400000,15.370000,14.950000,0.000000,14.990000,0.000000,273.330000,0.000000,0.000000,14.990000,0.000000,8.850000,174.900000,0.000000,48.340000,0.000000,0.000000,0.000000,0.000000

