Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_35,NR/01102023/05012040/L_NR_2020_02,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/2-R1,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23726,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23728,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/M20240501NR23406,NR/16042024/31052024/IEX_240323_06618,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX-240324-06625_1,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/30042040/GNA_LT_36,NR/01042024/31072024/LT_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23727,NR/01102023/02122045/L_NR_2021_13,NR/01102023/02012046/L_NR_2021_17,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/26072023/31072042/L_NR_2023_07,L_NR_2019_19,WR/01102023/24112044/L_NR_2020_07,NR/01102023/13082046/L_NR_2021_12,NR/01102023/14082046/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,NR/01102023/25072045/L_NR_2021_15,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,SR/01102023/07102043/L_NR_2018_61
6,01:15-01:30,13.380000,14.510000,0.000000,4.090000,0.000000,48.360000,0.000000,48.360000,30.780000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,25.230000,0.000000,87.230000,4.670000,30.780000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0,0,43.33,0,16.34,0,0,16.33,0,0,0,0,15.34,0,0,0,0,43.33,0,49,7.01

7,01:30-01:45,13.380000,14.510000,0.000000,4.090000,0.000000,48.360000,0.000000,48.360000,30.780000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,25.230000,0.000000,87.230000,4.670000,30.780000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0,0,32.67,0,16.84,0,0,16.83,0,0,0,0,13,0,0,0,0,32.67,0,50.5,7.01

8,01:45-02:00,13.380000,14.510000,0.000000,4.090000,0.000000,48.360000,0.000000,48.360000,30.780000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,30.780000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0,0,33.33,0,17.16,0,0,17.17,0,0,0,0,13.34,0,0,0,0,33.33,0,51.5,7.01

9,02:00-02:15,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.520000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0,0,34.33,0,17.5,0,0,17.5,0,0,0,0,14,0,0,0,0,34.33,0,52.5,7.01

10,02:15-02:30,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.520000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0,0,35.67,0,17.66,0,0,17.67,0,0,0,0,14.34,0,0,0,0,35.67,0,53,7.01

11,02:30-02:45,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.520000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,18,0,0,18,0,0,0,0,14.34,0,0,0,0,35.33,0,54,7.01

12,02:45-03:00,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,25.730000,0.000000,87.230000,4.520000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,18.16,0,0,18.17,0,0,0,0,14.66,0,0,0,0,35.33,0,54.5,7.01

13,03:00-03:15,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,0.000000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,18.5,0,0,18.5,0,0,0,0,14.66,0,0,0,0,35.33,0,55.5,7.01

14,03:15-03:30,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,0.000000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,30.950000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,18.34,0,0,18.33,0,0,0,0,14.66,0,0,0,0,35.33,0,55,7.01

15,03:30-03:45,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,10.300000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,10.300000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,15,0,0,15,0,0,0,0,14.66,0,0,0,0,35.33,0,45,7.01

16,03:45-04:00,13.300000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,19.790000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,19.790000,19.340000,19.340000,0.000000,16.130000,273.450000,4.690000,5.800000,0,0,35.33,0,15,0,0,15,0,0,0,0,14.66,0,0,0,0,35.33,0,45,7.01

17,04:00-04:15,13.200000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,10.300000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,10.300000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0,0,35.33,0,14.84,0,0,14.83,0,0,0,0,14.66,0,0,0,0,35.33,0,44.5,7.01

18,04:15-04:30,13.200000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,10.300000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,10.300000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0,0,35.33,0,14.84,0,0,14.83,0,0,0,0,14.66,0,0,0,0,35.33,0,44.5,7.01

19,04:30-04:45,13.200000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,10.300000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,10.300000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0,0,35.33,0,14.66,0,0,14.67,0,0,0,0,14.66,0,0,0,0,35.33,0,44,7.01

20,04:45-05:00,13.200000,14.510000,0.000000,3.960000,0.000000,48.360000,0.000000,48.360000,10.300000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.670000,10.300000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0,0,35.33,0,14.66,0,0,14.67,0,0,0,0,14.66,0,0,0,0,35.33,0,44,7.01

21,05:00-05:15,13.110000,14.510000,0.000000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,225.870000,29.080000,94.770000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,68.210000,4.520000,8.620000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0.01,0,40.33,0,14.34,0,0,14.33,0.05,0,0,0,14.66,0,0,0,0,40.33,0,43,5.61

22,05:15-05:30,13.110000,14.510000,0.000000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.520000,8.620000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0.04,0,41,0,14.16,0,0,14.17,0.19,0,0,0,14.34,0,0,0,0,41,0,42.5,5.61

23,05:30-05:45,13.110000,14.510000,0.000000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,26.240000,0.000000,87.230000,4.520000,4.760000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0.09,0,41.67,0,13.84,0,0.428868,13.83,0.43,0,0,0,14.34,0,0,0,0,41.67,0,41.5,5.61

24,05:45-06:00,13.110000,14.510000,0.000000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,25.230000,0.000000,87.230000,4.520000,9.250000,19.340000,19.340000,0.000000,16.130000,273.450000,4.610000,5.800000,0.15,0,42,0,13.84,0,2.261304,13.83,0.77,0,0,0,14.66,0,0,0,0,42,0.18,41.5,5.61

25,06:00-06:15,13.110000,14.510000,0.000000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,25.230000,0.000000,87.230000,5.060000,14.080000,19.340000,19.340000,0.000000,16.130000,273.450000,4.540000,5.800000,0.61,0,36,1,13.66,1,5.731236,13.67,3.08,0,5,0,14.34,7.92,0.1,1,0,36,1.66,41,5.61

26,06:15-06:30,13.110000,14.510000,0.040000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,24.730000,0.040000,87.230000,5.060000,14.080000,19.340000,19.340000,0.050000,16.130000,273.450000,4.540000,5.800000,0.82,0,36.67,2,13.66,4,9.483831,13.67,4.11,0,10.57,2,14.34,13.55,1,1,1,36.67,3.79,41,5.61

27,06:30-06:45,13.110000,14.510000,0.280000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,262.570000,29.080000,115.620000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,24.220000,0.280000,63.420000,5.060000,22.700000,19.340000,19.340000,0.280000,16.130000,273.450000,4.920000,5.800000,1.9,0,36.67,5,13.66,7,13.333896,13.67,9.5,0,22.4,5,14.34,17.95,2,3,3,36.67,6.53,41,5.61

28,06:45-07:00,13.110000,14.510000,0.740000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,225.870000,29.080000,85.290000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,23.210000,0.740000,44.400000,5.060000,22.700000,19.340000,19.340000,0.750000,16.130000,232.100000,4.920000,5.800000,3.66,0,36.33,8,13.66,11,17.681058,13.67,18.29,0,30.86,9,14.34,25.28,5,4,4,36.33,9.75,41,5.61

29,07:00-07:15,13.020000,14.510000,1.280000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,177.510000,29.080000,66.330000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,22.200000,1.280000,44.400000,5.060000,25.110000,19.340000,19.340000,1.320000,12.320000,273.450000,4.920000,5.800000,5.13,0,49,11,13.66,21,23.344065,13.67,25.63,0,25.98,18,14,25.97,7.54,9,5,49,7.32,41,5.61

30,07:15-07:30,13.020000,14.510000,2.060000,3.810000,0.000000,48.360000,0.000000,48.360000,30.950000,4.840000,46.420000,144.020000,29.080000,66.330000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,22.200000,2.060000,44.400000,5.060000,25.110000,19.340000,19.340000,2.110000,12.320000,273.450000,4.920000,5.800000,7.6,0,50.33,16,13.66,28,30.176712,13.67,37.98,0,23.32,23.32,14,23.31,10.46,12,8,50.33,11.17,41,5.61

31,07:30-07:45,13.020000,14.510000,3.040000,3.810000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,66.330000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,22.200000,3.040000,44.400000,4.900000,25.990000,19.340000,19.340000,3.110000,12.320000,273.450000,4.920000,5.800000,7.93,0,38,23,13.66,42,40.830183,13.67,39.65,0,24.48,24.48,13.66,24.49,14.61,18,12,38,15.93,41,5.61

32,07:45:08:00,13.020000,14.510000,3.750000,3.810000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,66.330000,6.770000,100.750000,0.000000,24.180000,48.360000,0.000000,23.210000,3.750000,44.400000,4.900000,25.990000,19.340000,19.340000,3.850000,12.320000,273.450000,4.920000,5.800000,9.48,0,38,32,13.66,60,48.871458,13.67,47.42,0,24.65,24.65,13.34,24.65,18.71,25,16,38,21.68,41,5.61

33,08:00-08:15,13.020000,14.510000,4.470000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,85.100000,0.000000,24.180000,48.360000,0.000000,23.210000,4.470000,33.850000,4.830000,25.990000,19.340000,19.340000,4.570000,12.320000,232.100000,4.850000,5.800000,13.15,0,51,39,13.66,77,56.659311,13.67,65.78,0,26.18,26.18,13,26.19,22.37,33,20,51,27.93,41,7.01

34,08:15-08:30,13.020000,14.510000,5.270000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,56.090000,0.000000,24.180000,48.360000,0.000000,23.210000,5.270000,33.850000,4.830000,25.990000,19.340000,19.340000,5.410000,12.320000,193.420000,4.850000,5.800000,16.83,0,51.67,46,13.66,95,64.203489,13.67,84.13,0,26.18,26.18,12.34,26.19,25.63,40,23,51.67,34.44,41,7.01

35,08:30-08:45,13.020000,14.510000,6.080000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,65.760000,0.000000,24.180000,48.360000,0.000000,23.210000,6.080000,33.850000,4.830000,25.990000,19.340000,19.340000,6.240000,12.320000,150.390000,4.850000,5.800000,20.39,0,50,53,18.34,112,72.312993,18.33,101.94,0,27.02,27.02,12.34,27.01,28.73,48,27,50,40.81,55,7.01

36,08:45:09:00,13.020000,14.510000,6.920000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,65.760000,0.000000,24.180000,48.360000,0.000000,23.210000,6.920000,33.850000,4.830000,25.990000,19.340000,19.340000,7.100000,12.320000,150.390000,4.850000,5.800000,23.07,0,49.67,61,18.16,126,80.578449,18.17,115.35,0,27.35,27.35,11.66,27.35,31.53,54,31,49.67,47.06,54.5,7.01

37,09:00:09:15,12.930000,14.510000,7.750000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,65.760000,0.000000,24.180000,48.360000,0.000000,23.210000,7.750000,33.850000,4.670000,25.990000,19.340000,19.340000,7.950000,12.320000,150.390000,4.850000,5.800000,25.57,0,49.33,68,18,140,86.913999,18,127.88,0,27.35,27.35,13.34,27.35,32.52,60,34,49.33,53.13,54,7.01

38,09:15-09:30,12.930000,14.510000,8.690000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,65.760000,0.000000,24.180000,48.360000,0.000000,23.210000,8.690000,33.850000,4.670000,25.990000,19.340000,19.340000,8.900000,12.320000,150.390000,4.850000,5.800000,27.92,0,49,75,17.84,154,92.460042,17.83,139.59,0,27.35,27.35,13.34,27.35,35.21,66,37,49,59.03,53.5,7.01

39,09:30-09:45,12.930000,14.510000,9.620000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,53.190000,0.000000,24.180000,48.360000,0.000000,23.710000,9.620000,33.850000,4.670000,25.990000,19.340000,19.340000,9.860000,12.320000,150.390000,4.850000,5.800000,30.15,0,48.67,80,17.5,168,97.421265,17.5,150.74,0,28.7,28.7,13.34,28.7,37.84,72,40,48.67,64.26,52.5,6.61

40,09:45-10:00,12.930000,14.510000,12.340000,3.720000,0.000000,48.360000,0.000000,48.360000,25.990000,4.840000,46.420000,144.020000,29.080000,70.500000,6.770000,53.190000,0.000000,24.180000,48.360000,0.000000,24.220000,12.340000,33.850000,4.670000,25.990000,19.340000,19.340000,12.640000,12.320000,150.390000,4.850000,5.800000,37.76,0,49,87,17.16,179,102.14856,17.17,188.8,0,28.7,28.7,13.34,28.7,40.54,76,43,49,69,51.5,6.61

41,10:00-10:15,12.830000,14.510000,13.190000,3.630000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,24.220000,13.190000,33.850000,4.670000,25.990000,19.340000,19.340000,13.510000,12.320000,150.390000,0.000000,0.000000,39.97,0,49.67,91,15.34,186,106.641927,15.33,199.84,0,28.7,28.7,13.34,28.7,42.46,79,46,49.67,73.76,46,6.61

42,10:15-10:30,12.830000,14.510000,13.730000,3.630000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,144.020000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,25.230000,13.730000,33.850000,4.670000,25.990000,19.340000,19.340000,14.080000,12.320000,150.390000,0.000000,0.000000,41.67,0,50.67,93,15.66,193,110.355534,15.67,208.33,0,28.7,28.7,13.34,28.7,44.3,82,47,50.67,78.13,47,6.61

43,10:30-10:45,12.830000,14.510000,14.370000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,55.120000,0.000000,24.180000,48.360000,0.000000,25.230000,14.370000,33.850000,3.500000,25.990000,19.340000,19.340000,14.730000,12.320000,150.390000,0.000000,0.000000,41.67,0,60,94,20,193,113.581791,20,208.33,0,28.7,28.7,18.34,28.7,45,82,47,60,82.19,60,6.61

44,10:45-11:00,12.830000,14.510000,14.940000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,55.120000,0.000000,24.180000,48.360000,0.000000,25.230000,14.940000,33.850000,2.730000,25.990000,19.340000,19.340000,15.310000,12.320000,150.390000,0.000000,0.000000,41.59,0,60,94,20.16,193,101.115378,20.17,207.93,0,28.67,28.67,18.66,28.66,45.5,82,47,60,85.95,60.5,6.61

45,11:00-11:15,12.650000,14.510000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,25.230000,15.260000,33.850000,1.940000,25.990000,19.340000,19.340000,15.640000,12.320000,150.390000,0.000000,0.000000,41.67,0,68.33,94,26.66,189,105.043419,26.67,208.33,0,28.67,28.67,22.34,28.66,46,81,47,68.33,93,80,6.61

46,11:15-11:30,12.650000,14.510000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,25.230000,15.260000,33.850000,1.170000,25.990000,19.340000,19.340000,15.640000,12.320000,150.390000,0.000000,0.000000,41.67,0,68.33,94,26.66,189,110.033883,26.67,208.33,0,28.67,28.67,22.66,28.66,46,81,47,68.33,92.96,80,6.61

47,11:30-11:45,12.650000,14.510000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,25.230000,15.260000,33.850000,1.940000,25.990000,19.340000,19.340000,15.640000,12.320000,150.390000,0.000000,0.000000,44.17,0,68.33,94,30,193,112.597344,30,220.83,0,28.67,28.67,23,28.66,47,82,47,68.33,93.04,90,6.61

48,11:45-12:00,12.650000,14.510000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,24.180000,48.360000,0.000000,25.230000,15.260000,33.850000,4.200000,25.990000,19.340000,19.340000,15.640000,12.320000,150.390000,0.000000,0.000000,44.17,0,68.33,94,30,193,113.084694,30,220.83,0,28.67,28.67,23.34,28.66,47,82,47,68.33,93.22,90,6.61

49,12:00-12:15,12.550000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.240000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,44.17,0,68.33,94,30,189,86.524119,30,220.83,0,28.67,28.67,29.66,28.66,47,81,47,68.33,93.32,90,6.61

50,12:15-12:30,12.550000,0.000000,15.260000,4.000000,0.000000,0.000000,0.000000,0.000000,25.990000,0.000000,0.000000,112.180000,29.080000,70.500000,0.000000,53.190000,0.000000,0.000000,48.360000,0.000000,26.240000,15.260000,33.850000,4.200000,25.990000,0.000000,0.000000,15.640000,12.320000,150.390000,0.000000,0.000000,44.17,0,68.33,94,30,189,88.366302,30,220.83,0,28.67,28.67,30,28.66,47,81,47,68.33,93.28,90,7.01

