Block,Time,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/02122045/L_NR_2021_13,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/22052037/LT-59,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01052024/31052024/DC20240501NR23728,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/MC120240501NR23436,NR/20052024/20052024/IEX_240519_00615,NR/01052024/31052024/M20240501NR23406,NR/01102023/23072042/L_NR_2012_04,NR/01102023/19072037/LT-05,NR/16042024/31052024/IEX_240323_06618,NR/20052024/20052024/IEX_240519_00610,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23727,SR/01102023/07102043/L_NR_2018_61,NR/01052024/31052024/DC20240501NR23726,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/15082037/GNA_NR_2012_01,WR/01102023/29112042/L_NR_2019_05,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/30042040/GNA_LT_35,NR/01052024/31052024/DC20240501NR23735,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/30042040/GNA_LT_36,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240324-06625_1,NR/30092023/26122029/SH-06,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/20052024/20052024/IEX_240519_00616,WR/01102023/01102023/L_NR_2022_09,NR/01052024/31052024/2-R1,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10
12,02:45-03:00,0,0,0,0,0,22.34,23.34,0,0,0,0,0,0,0,28.770000,10.410000,16.030000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,11.320000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.67,48.260000,70,23.33,55.67

13,03:00-03:15,0,0,0,0,0,22,23.5,0,0,0,0,0,0,0,28.250000,10.330000,15.750000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,11.320000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.67,48.260000,70.5,23.5,55.67

14,03:15-03:30,0,0,0,0,0,22.34,23.66,0,0,0,0,0,0,0,28.250000,10.330000,15.750000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,11.320000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.33,48.260000,71,23.67,55.33

15,03:30-03:45,0,0,0,0,0,22,23.66,0,0,0,0,0,0,0,28.250000,10.330000,15.750000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,11.320000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.33,48.260000,71,23.67,55.33

16,03:45-04:00,0,0,0,0,0,22,23.84,0,0,0,0,0,0,0,28.250000,10.330000,15.750000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,11.320000,48.260000,10.750000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.33,48.260000,71.5,23.83,55.33

17,04:00-04:15,0,0,0,0,0,22,23.84,0,0,0,0,0,0,0,28.250000,10.330000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.960000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,55.33,48.260000,71.5,23.83,55.33

18,04:15-04:30,0,0,0,0,0,22,24.5,0,0,0,0,0,0,0,28.250000,10.330000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.960000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,56,48.260000,73.5,24.5,56

19,04:30-04:45,0,0,0,0,0,22,24.66,0,0,0,0,0,0,0,28.250000,10.330000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.960000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,56.67,48.260000,74,24.67,56.67

20,04:45-05:00,0,0,0,0,0,22,24.34,0,0,0,0,0,0,0,28.250000,10.330000,15.480000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.960000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,73,24.33,57.33

21,05:00-05:15,0,0,0,0,0,22,24,0,0,0,0,0.02,0,0,28.250000,10.330000,15.200000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.580000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,72,24,57.33

22,05:15-05:30,0,0,0,0,0,22,24,0,0.01,0,0,0.05,0,0,28.250000,10.330000,15.200000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.580000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,72,24,57.33

23,05:30-05:45,0,0,0,0,0,22,24,1.062641,0.02,0,0,0.1,0,0,27.750000,10.330000,15.200000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.580000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,72,24,57.33

24,05:45-06:00,0,0,0.2,0,0,22,24,2.105784,0.03,0,0,0.17,0,0,27.250000,10.330000,15.200000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.580000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,72,24,57.33

25,06:00-06:15,0,1,1,0,0,22,26,4.435795,0.23,1,0,1.14,1,5.63,26.750000,10.100000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,0,0,10.400000,48.260000,10.370000,46.330000,0.000000,57.920000,19.310000,0.000000,0.000000,272.940000,0.000000,19.310000,0.000000,29.030000,48.260000,61.33,48.260000,78,26,61.33

26,06:15-06:30,0,1,2,0.41,1,21.34,25.66,8.335395,0.71,4,0,3.54,2,21.27,26.750000,10.100000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,2.04,2,10.400000,48.260000,10.370000,46.330000,0.050000,57.920000,19.310000,0.050000,0.000000,272.940000,0.050000,19.310000,0.000000,29.030000,48.260000,61.33,48.260000,77,25.67,61.33

27,06:30-06:45,0,3,5,1.91,3,20.66,25.34,12.800437,1.47,7,0,7.35,5,33,26.240000,10.100000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,5.85,5,10.400000,48.260000,10.370000,46.330000,0.530000,57.920000,19.310000,0.530000,0.000000,272.940000,0.530000,19.310000,0.000000,29.030000,48.260000,61.33,48.260000,76,25.33,61.33

28,06:45-07:00,0,6,6,4.12,4,19.34,25,18.142889,2.51,14,0,12.57,8,33,26.240000,10.100000,14.930000,6.760000,0.000000,87.070000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,13.04,10,10.400000,48.260000,10.370000,46.330000,0.960000,57.920000,19.310000,0.990000,0.000000,272.940000,0.960000,19.310000,0.000000,29.030000,48.260000,60,48.260000,75,25,60

29,07:00-07:15,0,9,8,9.6,5,20.34,24.5,24.226265,3.84,21,0,19.19,11,32.18,25.730000,9.940000,14.650000,6.760000,0.000000,68.080000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,262.080000,5.790000,7.01,4.830000,7.660000,100.560000,22.31,18,10.400000,48.260000,10.370000,46.330000,1.530000,57.920000,19.310000,1.570000,0.000000,272.940000,1.530000,19.310000,0.000000,29.030000,48.260000,57.33,48.260000,73.5,24.5,57.33

30,07:15-07:30,0,15,11.46,15.36,8,19.66,23.84,30.738597,6.48,35,0,32.38,16,27.32,25.730000,9.940000,14.650000,6.760000,0.000000,68.080000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,27.32,27.31,10.400000,48.260000,10.370000,46.330000,2.290000,57.920000,19.310000,2.350000,0.000000,272.940000,2.290000,19.310000,0.000000,29.030000,48.260000,54,48.260000,71.5,23.83,54

31,07:30-07:45,0,21,16.11,20.8,11,19.34,22.84,38.50855,9.63,49,0,48.14,21,28.98,25.730000,9.940000,14.650000,6.760000,0.000000,68.080000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,28.98,28.99,10.400000,48.260000,10.370000,46.330000,3.270000,57.920000,19.310000,3.340000,6.760000,231.670000,3.270000,19.310000,6.760000,29.030000,48.260000,50.67,48.260000,68.5,22.83,50.67

32,07:45:08:00,0,27,20.21,26.56,14,19,22.5,44.679667,13.25,63,0,66.23,28,30.15,26.240000,9.940000,14.650000,6.760000,0.000000,68.080000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,30.15,30.15,10.400000,48.260000,10.370000,46.330000,4.150000,57.920000,19.310000,4.260000,6.760000,231.670000,4.150000,19.310000,6.760000,29.030000,48.260000,50.67,48.260000,67.5,22.5,50.67

33,08:00-08:15,0,33,23.87,32.32,18,18.34,22.5,50.763043,16.94,77,0,84.68,35,30.82,26.240000,10.250000,14.470000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,30.82,30.81,10.210000,48.260000,10.370000,46.330000,5.210000,57.920000,19.310000,5.340000,6.760000,193.060000,5.210000,19.310000,6.760000,29.030000,48.260000,50.67,48.260000,67.5,22.5,50.67

34,08:15-08:30,0,39,27.13,37.76,21,17.66,22.5,56.83667,20.63,91,0,103.14,42,32,27.250000,10.250000,14.470000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,32,32,10.210000,48.260000,10.370000,46.330000,6.240000,57.920000,19.310000,6.390000,6.760000,193.060000,6.240000,19.310000,6.760000,29.030000,48.260000,50.67,48.260000,67.5,22.5,50.67

35,08:30-08:45,0,43,30.23,46.12,24,21.66,22.5,62.851803,24.25,102,0,121.27,49,32,27.250000,10.250000,14.470000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,7.01,4.830000,7.660000,100.560000,32,32,10.210000,48.260000,10.370000,46.330000,7.260000,57.920000,19.310000,7.440000,6.760000,193.060000,7.260000,19.310000,6.760000,29.030000,48.260000,52.33,48.260000,67.5,22.5,52.33

36,08:45:09:00,0,49,33.03,53.16,28,22.34,23,68.691454,27.76,116,0,138.82,55,32,27.250000,10.250000,14.470000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,176.300000,5.790000,7.01,4.830000,7.660000,100.560000,32,32,10.210000,48.260000,10.370000,46.330000,8.200000,57.920000,19.310000,8.400000,6.760000,193.060000,8.200000,19.310000,6.760000,29.030000,48.260000,55.67,48.260000,69,23,55.67

37,09:00:09:15,0,54,34.02,59.79,30,23,25.5,74.277631,31.07,126,0,155.35,60,32,27.750000,10.100000,14.290000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,185.960000,5.790000,6.61,4.830000,7.660000,100.560000,32,32,10.030000,48.260000,10.210000,46.330000,9.110000,57.920000,19.310000,9.340000,6.760000,193.060000,9.110000,19.310000,6.760000,29.030000,48.260000,56.67,48.260000,76.5,25.5,56.67

38,09:15-09:30,0,58,36.71,65.97,33,24,25.66,79.269119,34.31,137,0,171.56,65,32,28.250000,10.100000,14.290000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,6.61,4.830000,7.660000,100.560000,32,32,10.030000,48.260000,10.210000,46.330000,9.970000,57.920000,19.310000,10.230000,6.760000,193.060000,9.970000,19.310000,6.760000,29.030000,48.260000,57,48.260000,77,25.67,57

39,09:30-09:45,0,61,39.34,71.71,34,25,25.84,85.752204,37.2,144,0,185.99,68,32,28.770000,10.100000,14.290000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,6.61,4.830000,7.660000,100.560000,32,32,10.030000,48.260000,10.210000,46.330000,10.730000,57.920000,19.310000,11.000000,6.760000,193.060000,10.730000,19.310000,6.760000,29.030000,48.260000,58.67,48.260000,77.5,25.83,58.67

40,09:45-10:00,0,66,41.54,76.81,37,26.66,26,92.03056,39.89,154,0,199.48,75,31.9,29.270000,10.100000,14.290000,6.760000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,206.140000,5.790000,6.61,4.830000,7.660000,100.560000,31.9,31.9,10.030000,48.260000,10.210000,46.330000,11.430000,57.920000,19.310000,11.720000,6.760000,231.670000,11.430000,19.310000,6.760000,29.030000,48.260000,58.67,48.260000,78,26,58.67

41,10:00-10:15,0,70,42.96,81.24,40,27.34,26.16,97.119538,42.57,165,0,212.83,79,31.9,25.730000,9.940000,14.100000,0.000000,0.000000,57.630000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,205.260000,0.000000,6.61,0.000000,7.660000,51.250000,31.9,31.9,9.840000,0.000000,10.210000,0.000000,12.070000,0.000000,19.310000,12.370000,6.760000,272.940000,12.070000,19.310000,6.760000,29.030000,48.260000,60.67,0.000000,78.5,26.17,60.67

42,10:15-10:30,0,75,43.5,85.25,42,28,26.34,100.921648,44.73,175,0,223.66,85,31.9,26.750000,9.940000,14.100000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,226.440000,0.000000,6.61,0.000000,7.660000,51.250000,31.9,31.9,9.840000,0.000000,10.210000,0.000000,12.620000,0.000000,19.310000,12.930000,6.760000,272.940000,12.620000,19.310000,6.760000,29.030000,48.260000,59.67,0.000000,79,26.33,59.67

43,10:30-10:45,0,78,44,87.49,45,28.34,26.5,102.647221,46,182,0,230,90,31.9,26.750000,9.940000,14.100000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,33.110000,48.260000,0.000000,262.080000,0.000000,6.61,0.000000,7.660000,51.250000,31.9,31.9,9.470000,0.000000,10.210000,0.000000,13.290000,0.000000,19.310000,13.630000,16.930000,272.940000,13.290000,19.310000,16.930000,29.030000,48.260000,59.67,0.000000,79.5,26.5,59.67

44,10:45-11:00,0,81,44.5,88.28,47,28.34,26.66,104.938236,46,189,0,230,93,31.9,26.750000,9.940000,14.100000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,6.61,0.000000,7.660000,51.250000,31.9,31.9,9.470000,0.000000,10.210000,0.000000,13.690000,0.000000,19.310000,14.030000,16.930000,272.940000,13.690000,19.310000,16.930000,29.030000,48.260000,61,0.000000,80,26.67,61

45,11:00-11:15,0,81,44.5,88.39,47,28.34,27,106.732052,46,189,0,230,93,31.9,26.750000,9.700000,13.920000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,6.61,0.000000,7.660000,100.560000,31.9,31.9,9.470000,0.000000,9.980000,0.000000,13.900000,0.000000,19.310000,14.260000,17.940000,272.940000,13.900000,19.310000,3.380000,29.030000,48.260000,61.33,0.000000,81,27,61.33

46,11:15-11:30,0,81,44.5,88.36,47,28.34,27.5,107.862936,46,189,0,230,94,31.73,26.750000,9.700000,13.920000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,6.61,0.000000,7.660000,100.560000,31.73,31.74,9.470000,0.000000,9.980000,0.000000,14.330000,0.000000,19.310000,14.690000,17.940000,272.940000,14.330000,19.310000,3.380000,29.030000,48.260000,62.67,0.000000,82.5,27.5,62.67

47,11:30-11:45,0,81,44.5,88.43,47,28.34,28.16,106.65406,46,189,0,230,94,31.73,27.750000,9.700000,13.920000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,8.01,0.000000,7.660000,100.560000,31.73,31.74,9.470000,0.000000,9.980000,0.000000,14.330000,0.000000,19.310000,14.690000,17.940000,272.940000,14.330000,19.310000,3.380000,29.030000,48.260000,64,0.000000,84.5,28.17,64

48,11:45-12:00,0,81,44.5,88.6,47,29,28.66,104.947985,46,189,0,230,94,31.73,27.750000,9.700000,13.920000,0.000000,0.000000,76.540000,14.480000,96.530000,39.580000,0.000000,57.890000,48.260000,0.000000,262.080000,0.000000,8.41,0.000000,7.660000,100.560000,31.73,31.74,9.470000,0.000000,9.980000,0.000000,14.330000,0.000000,19.310000,14.690000,17.940000,272.940000,14.330000,19.310000,3.380000,29.030000,48.260000,66,0.000000,86,28.67,66

