Block,Time,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/DC20240501NR23728,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/2-R1,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/MC120240501NR23436,NR/01102023/30042040/GNA_LT_36,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/DC20240501NR23726,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23735,NR/16042024/31052024/IEX_240323_06618,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/22052037/LT-59,NR/01102023/13082046/L_NR_2021_12,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/22102023/11042047/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,NR/26072023/31072042/L_NR_2023_07,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/01102023/L_NR_2020_06
16,03:45-04:00,0.000000,273.450000,4.850000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.300000,41.100000,87.230000,46.420000,14.510000,0.000000,12.550000,15.650000,48.360000,4.840000,27.250000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.520000,0,0,0,48,0,16,0,12.01,0,0,0,0,0,0,0,35.33,16.27,0,35.33,0,16

17,04:00-04:15,0.000000,273.450000,4.770000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.300000,41.100000,87.230000,46.420000,14.510000,0.000000,12.550000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.520000,0,0,0,48.5,0,16.17,0,12.01,0,0,0,0,0,0,0,35.33,16.34,0,35.33,0,16.16

18,04:15-04:30,0.000000,273.450000,4.770000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.300000,41.100000,87.230000,46.420000,14.510000,0.000000,12.550000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.520000,0,0,0,49,0,16.33,0,12.01,0,0,0,0,0,0,0,36,16.4,0,36,0,16.34

19,04:30-04:45,0.000000,273.450000,4.770000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.300000,41.100000,87.230000,46.420000,14.510000,0.000000,12.550000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.520000,0,0,0,55,0,18.33,0,11.81,0,0,0,0,0,0,0,41.77,16.53,0,41.77,0,18.34

20,04:45-05:00,0.000000,273.450000,4.770000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.300000,41.100000,87.230000,46.420000,14.510000,0.000000,12.550000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.520000,0,0,0,55,0,18.33,0,11.61,0,0,0,0,0,0,0,41.87,16.64,0,41.87,0,18.34

21,05:00-05:15,0.000000,232.100000,4.690000,225.870000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,68.210000,46.420000,14.510000,0.000000,12.470000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,85.290000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.350000,0.07,0,0,55.5,0,18.5,0,11.41,0,0,0,0,0,0,0,41.93,14.27,0.01,41.93,0,18.5

22,05:15-05:30,0.000000,273.450000,4.690000,225.870000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,68.210000,46.420000,14.510000,0.000000,12.470000,15.650000,48.360000,4.840000,26.240000,0.000000,0.000000,100.750000,85.290000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.350000,0.25,0,0,56,0,18.67,0,11.01,0,0,0,0,0,0,0,42,14.27,0.05,42,0,18.66

23,05:30-05:45,0.000000,273.450000,4.690000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,87.230000,46.420000,14.510000,0.000000,12.470000,15.650000,48.360000,4.840000,25.730000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,0.57,0,0,56.5,0,18.83,0,10.61,0,0,0,0,0,0,0,42.07,14.34,0.11,42.07,0.575073,18.84

24,05:45-06:00,0.000000,273.450000,4.690000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,87.230000,46.420000,14.510000,0.000000,12.470000,15.650000,48.360000,4.840000,25.730000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,1,0,0,57,0,19,0,10.21,0,0,0,0,0,0,0,42.77,14.4,0.2,42.77,2.885112,19

25,06:00-06:15,0.000000,273.450000,4.690000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,87.230000,46.420000,14.510000,0.000000,12.470000,15.650000,48.360000,4.840000,25.230000,0.000000,0.000000,100.750000,115.620000,0.000000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,4.82,0,5.22,57.5,7.92,19.17,0,9.81,1,0,0,1,1,0.1,0,44.5,14.44,0.96,44.5,3.421197,19.16

26,06:15-06:30,0.040000,273.450000,4.690000,262.570000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,87.230000,46.420000,14.510000,0.040000,12.470000,15.650000,48.360000,4.840000,25.230000,0.000000,0.000000,100.750000,115.620000,0.040000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,7.52,0.43,11.1,58,13.55,19.33,2,9.41,2,1,0,1,4,1,0,45.77,14.47,1.5,45.77,7.768359,19.34

27,06:30-06:45,0.270000,232.100000,4.690000,225.870000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,68.210000,46.420000,14.510000,0.280000,12.470000,15.650000,48.360000,4.840000,24.730000,0.000000,0.000000,100.750000,85.290000,0.270000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,13.78,2.01,22.86,58.5,17.95,19.5,5,9.01,5,3,0,3,7,2,0,45.47,14.47,2.76,45.47,13.119462,19.5

28,06:45-07:00,0.720000,273.450000,4.690000,206.520000,0.000000,29.080000,30.950000,19.340000,6.770000,5.160000,41.100000,68.210000,46.420000,14.510000,0.740000,12.470000,15.650000,48.360000,4.840000,24.730000,0.000000,0.000000,100.750000,66.330000,0.720000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.830000,21.59,4.34,23.78,59.5,23.78,19.83,8.99,8.41,8,4,0,6,14,5,0,45.8,14.5,4.32,45.8,19.68894,19.84

29,07:00-07:15,1.260000,273.450000,4.610000,206.520000,0.000000,29.080000,23.080000,19.340000,6.770000,5.020000,41.100000,68.210000,46.420000,14.510000,1.290000,12.370000,8.650000,48.360000,4.840000,24.730000,0.000000,0.000000,100.750000,66.330000,1.260000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.670000,32.48,15,18.78,60,18.78,20,17.99,7.81,11,5,0,9,21,7.54,0,46.77,14.5,6.5,46.77,27.09666,20

30,07:15-07:30,2.020000,273.450000,4.610000,206.520000,0.000000,29.080000,23.080000,19.340000,6.770000,5.020000,41.100000,68.210000,46.420000,14.510000,2.060000,12.370000,8.650000,48.360000,4.840000,24.220000,0.000000,0.000000,100.750000,66.330000,2.020000,5.800000,24.180000,0.000000,48.360000,30.950000,19.340000,4.670000,46.23,20,18.68,60.5,18.68,20.17,18.69,7.41,16,8,0,15,35,10.46,0,48.23,14.53,9.24,48.23,35.147682,20.16

31,07:30-07:45,3.110000,273.450000,4.610000,206.520000,0.000000,29.080000,24.680000,19.340000,6.770000,5.020000,41.100000,68.210000,46.420000,14.510000,3.190000,12.370000,8.650000,48.360000,4.840000,23.210000,0.000000,0.000000,100.750000,66.330000,3.110000,5.800000,24.180000,0.000000,48.360000,24.680000,19.340000,4.670000,62.18,25,19.68,61,19.68,20.33,19.69,7.01,25,12,0,22,50,16.11,0,49.4,14.6,12.43,49.4,43.247439,20.34

32,07:45:08:00,4.030000,273.450000,4.610000,206.520000,0.000000,29.080000,24.680000,19.340000,6.770000,5.020000,41.100000,68.210000,46.420000,14.510000,4.140000,12.370000,8.650000,48.360000,4.840000,23.210000,0.000000,0.000000,100.750000,66.330000,4.030000,5.800000,24.180000,0.000000,48.360000,24.680000,19.340000,4.670000,78.95,31.67,20.35,61.5,20.35,20.5,20.35,7.01,33,17,0,29,69,20.21,0,49.9,14.66,15.79,49.9,51.425172,20.5

33,08:00-08:15,5.280000,232.100000,4.610000,160.460000,0.000000,29.080000,25.990000,19.340000,6.770000,5.020000,41.100000,44.400000,46.420000,14.510000,5.410000,12.280000,8.650000,48.360000,4.840000,22.710000,0.000000,0.000000,100.750000,70.500000,5.280000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.670000,96.49,36.67,20.52,62.5,20.52,20.83,20.51,7.01,41,20,0,37,88,23.87,0,53.33,14.84,19.3,53.33,59.729616,20.84

34,08:15-08:30,6.420000,193.420000,4.610000,160.460000,0.000000,29.080000,25.990000,19.340000,6.770000,5.020000,41.100000,44.400000,46.420000,14.510000,6.580000,12.280000,8.650000,48.360000,4.840000,22.200000,0.000000,0.000000,100.750000,70.500000,6.420000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.670000,114.69,40.36,21.68,63.5,21.68,21.17,21.69,7.01,48,24,0,44,104,27.13,0,55,15.23,22.94,55,68.053554,21.16

35,08:30-08:45,7.590000,150.390000,4.610000,155.630000,0.000000,29.080000,25.990000,19.340000,6.770000,5.020000,41.100000,44.400000,46.420000,14.510000,7.780000,12.280000,4.690000,48.360000,4.840000,22.200000,0.000000,0.000000,100.750000,70.500000,7.590000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.670000,121.09,48.05,22.52,64.5,22.52,21.5,22.51,7.01,55,27,0,50,118,30.23,0,56.33,15.66,24.22,56.33,76.016853,21.5

36,08:45:09:00,8.690000,150.390000,4.610000,145.950000,0.000000,29.080000,25.990000,19.340000,6.770000,5.020000,41.100000,44.400000,46.420000,14.510000,8.910000,12.280000,4.690000,48.360000,4.840000,21.700000,0.000000,0.000000,100.750000,70.500000,8.690000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.670000,136.59,55.38,22.98,65.5,22.98,21.83,22.99,7.01,63,31,0,56,132,33.03,0,57.67,16.34,27.32,57.67,83.775465,21.84

37,09:00:09:15,9.810000,150.390000,4.770000,145.950000,0.000000,29.080000,25.990000,19.340000,6.770000,4.840000,41.100000,44.400000,46.420000,14.510000,10.050000,12.280000,4.690000,48.360000,4.840000,21.700000,0.000000,0.000000,100.750000,70.500000,9.810000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,150.98,62.28,24.48,80,24.48,26.67,24.49,7.01,69,35,0,63,147,34.02,0,59.67,20,30.19,59.67,91.251414,26.66

38,09:15-09:30,10.860000,150.390000,4.770000,145.950000,0.000000,29.080000,25.990000,19.340000,6.770000,4.840000,41.100000,44.400000,46.420000,14.510000,11.140000,12.280000,4.690000,48.360000,4.840000,21.190000,0.000000,0.000000,100.750000,70.500000,10.860000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,164.66,68.72,24.82,81,24.82,27,24.81,7.01,76,38,0,69,161,36.21,0,63,20.66,32.93,63,97.95735,27

39,09:30-09:45,11.690000,150.390000,4.770000,145.950000,0.000000,29.080000,25.990000,19.340000,6.770000,4.840000,41.100000,33.850000,46.420000,14.510000,11.980000,12.280000,4.690000,48.360000,4.840000,21.190000,0.000000,0.000000,100.750000,70.500000,11.690000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,186.61,74.7,25.32,82,25.32,27.33,25.31,7.01,81,41,0,72,168,38.84,0,68,21.34,37.32,68,104.19543,27.34

40,09:45-10:00,12.520000,150.390000,4.770000,145.950000,0.000000,29.080000,25.990000,19.340000,6.770000,4.840000,41.100000,33.850000,46.420000,14.510000,12.840000,12.280000,4.690000,48.360000,4.840000,20.690000,0.000000,0.000000,100.750000,70.500000,12.520000,5.800000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,198.91,80.01,25.32,83,25.32,27.67,25.31,7.01,87,43,0,76,179,41.04,0,68,22,39.78,68,110.111859,27.66

41,10:00-10:15,13.240000,150.390000,0.000000,145.950000,0.000000,29.080000,25.990000,19.340000,0.000000,4.840000,0.000000,44.400000,0.000000,14.510000,13.560000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,13.240000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,209.17,84.62,25.48,95,25.48,31.67,25.49,7.01,91,46,0,79,186,42.96,0,68,22.66,41.83,68,114.809913,31.66

42,10:15-10:30,13.860000,150.390000,0.000000,145.950000,0.000000,29.080000,25.990000,19.340000,0.000000,4.840000,0.000000,44.400000,0.000000,14.510000,14.200000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,13.860000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,4.520000,216.98,88.8,25.48,95,25.48,31.67,25.49,7.01,93,47,0,82,193,44.8,0,68,23,43.39,68,118.172628,31.66

43,10:30-10:45,14.470000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.840000,0.000000,44.400000,0.000000,14.510000,14.830000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,14.470000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,3.890000,222.2,91.13,25.82,80,25.82,26.67,25.81,7.01,94,47,0,82,193,45,0,60,23.34,44.44,60,121.038246,26.66

44,10:45-11:00,14.870000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.840000,0.000000,44.400000,0.000000,14.510000,15.240000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,14.870000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,2.730000,225.25,91.96,25.82,81,25.82,27,25.81,7.01,94,47,0,82,193,45.5,0,60,23.34,45.05,60,123.377526,27

45,11:00-11:15,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.740000,0.000000,44.400000,0.000000,14.510000,15.660000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,1.940000,226.6,92.08,25.98,82.5,25.98,27.5,25.99,7.01,94,47,0,82,193,46,0,60,21,45.32,60,125.170974,27.5

46,11:15-11:30,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.740000,0.000000,44.400000,0.000000,14.510000,15.660000,12.190000,4.690000,0.000000,0.000000,20.690000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,1.560000,229.17,92.04,26.32,84,26.32,28,26.31,7.01,94,47,0,82,193,46.5,0,60,21.66,45.83,60,126.457578,28

47,11:30-11:45,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.420000,0.000000,44.400000,0.000000,14.510000,15.660000,12.190000,4.690000,0.000000,0.000000,21.190000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,1.940000,229.17,92.12,26.48,70,26.48,23.33,26.49,7.01,94,47,0,82,193,47,0,56.67,21.34,45.83,56.67,127.422531,23.34

48,11:45-12:00,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,19.340000,0.000000,4.420000,0.000000,44.400000,0.000000,14.510000,15.660000,12.190000,4.690000,0.000000,0.000000,21.190000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,24.180000,0.000000,48.360000,25.990000,19.340000,3.890000,229.17,92.3,26.48,70,26.48,23.33,26.49,7.01,94,47,0,82,193,47,0,56.67,21.34,45.83,56.67,128.085327,23.34

49,12:00-12:15,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,0.000000,0.000000,4.420000,0.000000,33.470000,0.000000,0.000000,15.660000,12.100000,4.690000,0.000000,0.000000,21.190000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,0.000000,0.000000,48.360000,25.990000,0.000000,4.120000,229.17,92.4,27.15,70,27.15,23.33,27.15,7.01,94,47,0,82,193,46.12,0,63.33,21,45.83,63.33,129.53763,23.34

50,12:15-12:30,15.280000,150.390000,0.000000,144.040000,0.000000,29.080000,25.990000,0.000000,0.000000,4.420000,0.000000,33.470000,0.000000,0.000000,15.660000,12.100000,4.690000,0.000000,0.000000,21.190000,0.000000,0.000000,100.750000,70.500000,15.280000,0.000000,0.000000,0.000000,48.360000,25.990000,0.000000,4.120000,229.17,92.36,27.48,70,27.48,23.33,27.49,7.01,94,47,0,82,193,46.3,0,63.33,21,45.83,63.33,128.816352,23.34

