Column1,Time,WR/01102023/31032046/L_NR_2020_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02122045/L_NR_2021_13,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,SR/01102023/07102043/L_NR_2018_61,L_NR_2019_19,NR/30092023/26122029/SH-06,GNA/WR/2024/11/01/4200,GNA/WR/2024/10/15/7089,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,GNA/NR/2024/11/01/5474,NR/01102023/22052037/LT-59,NR/01082024/19092033/Chanju/TPDDL/01082024,GNA/NR/2024/11/01/5428,GNA/NR/2024/11/01/9042,NR/01102023/27052033/DIAPL(L_NR_2023_04),GNA/NR/2024/11/01/3646,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2024/11/01/1868,GNA/NR/2024/11/01/9061,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,GNA/NR/2024/11/01/4503,NR/01102023/30042040/GNA_LT_35,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_02,NR/01102023/05012040/L_NR_2020_02,GNA/NR/2024/11/29/7095,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2024/11/01/5444,WR/01102023/24112044/L_NR_2020_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09
79,19:30-19:45,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,76.15,0,0,1.39,2.3,36.5,17.29,27.25,0,32.94,0,8.64,36.5,0,0,8.64,0,85.38,238.74,1.66,0,1.83,36.5,6.64,13.34,0,6.64,0,0,13.33

80,19:45-20:00,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,150,76.15,0,0,1.39,2.3,36.5,17.29,26.75,0,32.94,0,8.64,36.5,0,0,8.64,0,85.38,242.58,1.66,0,1.83,36.5,6.64,13.34,0,6.64,0,0,13.33

81,20:00-20:15,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.75,0,32.94,0,8.64,34.57,0,0,8.64,0,94.98,260.75,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

82,20:15-20:30,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.75,0,32.94,0,8.64,34.57,0,0,8.64,0,94.98,260.75,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

83,20:30-20:45,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.75,0,35.02,0,8.64,34.57,0,0,8.64,0,94.98,260.75,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

84,20:45-21:00,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.75,0,35.02,0,8.64,34.57,0,0,8.64,0,94.98,260.75,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

85,21:00-21:15,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.24,0,35.02,0,8.64,34.57,0,0,8.64,0,82,226.25,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

86,21:15-21:30,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.24,0,35.02,0,8.64,34.57,0,0,8.64,0,82,226.25,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

87,21:30-21:45,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.24,0,35.02,0,8.64,34.57,0,0,8.64,0,82,226.25,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

88,21:45-22:00,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,0,1.32,2.3,36.5,17.29,26.24,0,35.02,0,8.64,34.57,0,0,8.64,0,82,226.25,1.66,0,1.6,36.5,6.64,13.34,0,6.64,0,0,13.33

89,22:00-22:15,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,82,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

90,22:15-22:30,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,82,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

91,22:30-22:45,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,82,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

92,22:45-23:00,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,53.19,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

93,23:00-23:15,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,48.02,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

94,23:15-23:30,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,48.02,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

95,23:30-23:45,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,48.02,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

96,23:45-24:00,19.89,6.67,0,0,0,0,0,0,0,0,6.8,0,0,50,200,76.15,0,142.69,1.24,2.2,31.69,17.29,26.24,47.56,35.02,0,8.64,31.69,0,0,8.64,0,48.02,226.25,1.66,0,1.53,31.69,6.64,13.34,0,6.64,0,0,13.33

