Block,Time,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,NR/01102023/02122045/L_NR_2021_13,NR/01102023/30042040/GNA_LT_36,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01042024/31072024/LT_MEJA_DELHI,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/31102037/L_NR_2019_11,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/17072024/17072024/IEX_240717_01580,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_07,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_35,NR/30092023/26122029/SH-06,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01072024/31072024/R2
57,14:00-14:15,96.496322,0,0,6.1,33,172,16,33,216.67,40,7,18.3,6.09,33,16,42,43.01,73,78,83,43.33,13.690000,28.760000,271.550000,0.000000,7.630000,0.000000,8.020000,0.000000,12.200000,0.000000,70.010000,7.410000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.040000,14.950000,13.350000,13.350000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

58,14:15-14:30,97.949668,0,0,5.83,33,168,16.33,33,213.79,39,7.34,17.49,5.82,33,16.33,41.5,43.01,72,77,81,42.76,13.290000,28.760000,271.550000,0.000000,7.630000,0.000000,8.020000,0.000000,12.200000,0.000000,70.010000,7.410000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.040000,14.950000,12.970000,12.970000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

59,14:30-14:45,95.68674,0,0,5.47,33,161,16.67,33,207.18,37,8,16.42,5.48,33,16.67,41.5,43.01,69,73,78,41.43,12.810000,28.760000,271.550000,0.000000,7.630000,0.000000,8.020000,0.000000,12.200000,0.000000,70.010000,7.410000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.040000,14.950000,12.490000,12.490000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

60,14:45-15:00,93.072668,0,0,5.19,33,153,17,33,200.56,35,9,15.57,5.19,33,17,40.5,43.01,65,70,73,40.11,12.350000,28.760000,271.550000,0.000000,7.630000,0.000000,8.020000,0.000000,12.200000,0.000000,70.010000,7.410000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.040000,14.950000,12.050000,12.050000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

61,15:00-15:15,89.912372,0,0,7.23,33,147,17.67,33,189.25,33,9.66,21.7,7.24,33,17.67,39.5,43.01,63,67,70,37.85,11.660000,27.760000,271.550000,0.000000,7.630000,0.000000,8.480000,0.000000,12.200000,0.000000,70.010000,7.720000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.320000,14.950000,11.370000,11.370000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

62,15:15-15:30,86.196098,0,0,7.94,33,137,18,33,177.95,31,10.66,23.83,7.95,33,18,36.5,43.01,58,62,66,35.59,10.880000,27.760000,271.550000,0.000000,7.630000,0.000000,8.480000,0.000000,12.200000,0.000000,70.010000,7.720000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.320000,14.950000,10.610000,10.610000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

63,15:30-15:45,80.03157,0,0,7.96,33,128,18.33,33,166.65,29,11.66,23.89,7.97,33,18.33,34,43.01,55,57,61,33.33,10.010000,27.760000,271.550000,0.000000,7.630000,0.000000,8.480000,0.000000,12.200000,0.000000,70.010000,8.190000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.320000,14.950000,9.760000,9.760000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

64,15:45-16:00,73.49639,0,0,7.69,33,117,18.33,33,155.35,27,12.34,23.08,7.71,33,18.33,31,43.01,50,53,56,31.07,9.230000,28.260000,271.550000,0.000000,7.630000,0.000000,8.480000,0.000000,12.200000,0.000000,70.010000,8.190000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.320000,14.950000,9.000000,9.000000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

65,16:00-16:15,65.605404,0,0,7.96,33,106,22.67,33,143.06,24,13.34,23.88,7.95,33,22.67,28.5,43.01,46,49,51,28.61,8.590000,28.260000,271.550000,0.000000,7.630000,0.000000,8.790000,0.000000,12.650000,0.000000,70.010000,8.500000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.700000,14.950000,8.380000,8.380000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

66,16:15-16:30,56.943852,0,0,8.4,33,95,22.33,33,130.77,22,13.66,25.19,8.39,33,22.33,26.5,43.01,40,43,45,26.15,7.580000,28.260000,271.550000,0.000000,7.630000,0.000000,8.790000,0.000000,12.650000,0.000000,70.010000,8.500000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.700000,14.950000,7.400000,7.400000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

67,16:30-16:45,43.180958,0,0,8.95,33,84,22.67,22,58.33,18,14.34,26.84,8.95,33,22.67,25,43.01,36,38,39,11.67,6.830000,28.260000,271.550000,0.000000,7.630000,0.000000,8.790000,0.000000,12.650000,0.000000,65.870000,8.880000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.700000,14.950000,6.670000,6.670000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

68,16:45-17:00,35.475298,0,0,9.54,33,74,24.33,12,54.17,16,14,28.62,9.54,30.99,24.33,22,43.01,31,31,34,10.83,5.800000,28.260000,271.550000,0.000000,7.630000,0.000000,8.790000,0.000000,12.650000,0.000000,65.870000,8.880000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.700000,14.950000,5.650000,5.650000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

69,17:00-17:15,28.452418,0,0,12.67,33,60,44.33,7,50,15,14.66,38,12.66,24.4,44.33,16.5,43.01,25,24,30,10,4.750000,29.270000,271.550000,0.000000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,9.270000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.930000,14.950000,4.630000,4.630000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

70,17:15-17:30,21.9465,0,0,13.33,33,49,48.33,1,45.83,11,15,40,13.34,17.91,48.33,13.5,43.01,21,19,24,9.17,3.940000,29.270000,271.550000,0.000000,15.540000,0.000000,9.160000,0.000000,13.110000,0.000000,65.870000,9.270000,0.000000,5.710000,8.160000,0.000000,0.000000,100.050000,3.930000,14.950000,3.850000,3.850000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

71,17:30-17:45,17.918098,0,0,14.17,26.61,39,25,0,41.67,8,12,42.5,14.16,11.81,25,11.5,43.01,16,15,17,8.33,3.000000,29.270000,271.550000,0.000000,15.540000,0.000000,8.560000,0.000000,13.110000,0.000000,70.010000,8.120000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.930000,14.950000,2.930000,2.930000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

72,17:45-18:00,13.879942,0,0,14.67,20.71,28,25,0,37.5,6,12.66,44,14.66,7.55,25,8,43.01,12,13,12,7.5,2.350000,29.270000,271.550000,0.000000,15.540000,0.000000,8.560000,0.000000,13.110000,0.000000,70.010000,8.120000,0.000000,17.820000,8.160000,0.000000,0.000000,100.050000,3.930000,14.950000,2.290000,2.290000,30.730000,0.000000,260.750000,0.000000,0.000000,0.000000

73,18:00-18:15,10.19293,0,0,9.17,0,18,24,0,33.33,3,13.34,27.5,9.16,0,24,7,43.01,7,10,7,6.67,1.730000,29.270000,271.550000,96.040000,15.540000,0.000000,8.790000,0.000000,13.110000,0.000000,65.870000,8.500000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,4.240000,14.950000,1.690000,1.690000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

74,18:15-18:30,6.954602,0,0,9.33,0,11,23.33,0,32.21,2,13,28,9.34,0,23.33,5,43.01,4,8,3,6.44,1.230000,29.270000,271.550000,96.040000,15.540000,0.000000,8.790000,0.000000,13.110000,0.000000,65.870000,8.500000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,4.240000,14.950000,1.190000,1.190000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

75,18:30-18:45,3.374884,0,0,9.33,0,7,18.67,0,24.03,1,8.66,28,9.34,0,18.67,3,43.01,3,6,1,4.8,0.810000,29.270000,271.550000,96.040000,15.540000,0.000000,8.790000,0.000000,13.110000,0.000000,65.870000,8.880000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,4.240000,14.950000,0.790000,0.790000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

76,18:45-19:00,0.770566,0,0,9.17,0,4,18.67,0,14.93,0,8.66,27.5,9.16,0,18.67,3,43.01,1,4,0,2.99,0.480000,30.280000,271.550000,96.040000,15.540000,0.000000,8.790000,0.000000,13.110000,0.000000,65.870000,8.880000,53.450000,17.820000,8.160000,0.000000,0.000000,100.050000,4.240000,14.950000,0.470000,0.470000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

77,19:00-19:15,0,0,0,9,0,1,19,0,7.34,0,8.66,27,9,0,19,1,43.01,0,2,0,1.47,0.090000,31.290000,271.550000,96.040000,15.540000,0.000000,9.020000,0.000000,13.110000,0.000000,82.790000,9.270000,53.450000,30.730000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.080000,0.080000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

78,19:15-19:30,0,0,0,9.5,0,1,19.33,0,3.72,0,9,28.5,9.5,0,19.33,0.5,43.01,0,1,0,0.74,0.010000,31.290000,271.550000,96.040000,15.540000,0.000000,9.020000,0.000000,13.110000,0.000000,114.810000,9.270000,53.450000,30.730000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.010000,0.010000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

79,19:30-19:45,0,0,0,7.5,0,0,19.67,0,0.1,0,7.34,22.5,7.5,0,19.67,0,43.01,0,0,0,0.02,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.650000,53.450000,31.690000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.000000,0.000000,31.690000,48.020000,260.750000,96.040000,0.000000,24.010000

80,19:45-20:00,0,0,0,7.5,0,0,20.67,0,0.05,0,7.34,22.5,7.5,0,20.67,0,43.01,0,0,0,0.01,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.650000,53.450000,31.690000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.000000,0.000000,31.690000,48.020000,260.750000,96.040000,0.000000,24.010000

81,20:00-20:15,0,0,0,7.5,0,0,16.67,0,0,0,7.34,22.5,7.5,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,28.810000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.000000,0.000000,28.810000,48.020000,260.750000,96.040000,0.000000,24.010000

82,20:15-20:30,0,0,0,7.5,0,0,16.67,0,0,0,7.34,22.5,7.5,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,28.810000,8.160000,0.000000,0.000000,100.050000,4.440000,14.950000,0.000000,0.000000,28.810000,48.020000,260.750000,96.040000,0.000000,24.010000

83,20:30-20:45,0,0,0,7.5,0,0,16.67,0,0,0,7.34,22.5,7.5,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,28.810000,8.160000,0.000000,0.000000,91.790000,4.440000,14.950000,0.000000,0.000000,28.810000,48.020000,260.750000,96.040000,0.000000,24.010000

84,20:45-21:00,0,0,0,7.5,0,0,16.67,0,0,0,7.34,22.5,7.5,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.930000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,28.810000,8.160000,0.000000,0.000000,91.790000,4.440000,14.950000,0.000000,0.000000,28.810000,48.020000,260.750000,96.040000,0.000000,24.010000

85,21:00-21:15,0,0,0,7.33,0,0,16.67,0,0,0,7.34,22,7.34,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.240000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

86,21:15-21:30,0,0,0,7.33,0,0,16.67,0,0,0,7.34,22,7.34,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.240000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

87,21:30-21:45,0,0,0,7.33,0,0,16.67,0,0,0,7.34,22,7.34,0,16.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.240000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

88,21:45-22:00,0,0,0,7.33,0,0,17,0,0,0,7.66,22,7.34,0,17,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.890000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.240000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

89,22:00-22:15,0,0,0,7.33,0,0,17.33,0,0,0,8,22,7.34,0,17.33,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

90,22:15-22:30,0,0,0,7.33,0,0,17.67,0,0,0,8.34,22,7.34,0,17.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,0.000000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

91,22:30-22:45,0,0,0,7.5,0,0,18.33,0,0,0,8.66,22.5,7.5,0,18.33,0,43.01,0,0,0,0,0.000000,30.780000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

92,22:45-23:00,0,0,0,8,0,0,18.33,0,0,0,9,24,8,0,18.33,0,43.01,0,0,0,0,0.000000,30.780000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

93,23:00-23:15,0,0,0,7.67,0,0,18.67,0,0,0,8.34,23,7.66,0,18.67,0,43.01,0,0,0,0,0.000000,31.290000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

94,23:15-23:30,0,0,0,7.83,0,0,19,0,0,0,8.34,23.5,7.84,0,19,0,43.01,0,0,0,0,0.000000,30.780000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

95,23:30-23:45,0,0,0,7.83,0,0,19.33,0,0,0,8.34,23.5,7.84,0,19.33,0,43.01,0,0,0,0,0.000000,30.280000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

96,23:45-24:00,0,0,0,7.83,0,0,20,0,0,0,8.34,23.5,7.84,0,20,0,43.01,0,0,0,0,0.000000,30.280000,271.550000,96.040000,15.540000,0.000000,9.550000,0.000000,13.110000,69.740000,114.810000,9.650000,53.450000,30.730000,8.160000,0.000000,0.000000,91.790000,4.060000,14.950000,0.000000,0.000000,30.730000,48.020000,260.750000,96.040000,0.000000,24.010000

