Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/31122025/SH-07,NR/01102023/30042040/GNA_LT_36,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_07,NR/01102023/19072037/LT-05,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01102023/05012040/L_NR_2020_02,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01042024/30042024/PTC/OA/32001,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/23072042/L_NR_2012_04,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/24112044/L_NR_2020_07,WR/01102023/16072048/L_NR_2022_08,NR/01102023/02012046/L_NR_2021_17,WR/01102023/29112042/L_NR_2019_05,NR/22102023/11042047/L_NR_2021_16,WR/01102023/01102023/L_NR_2020_06,NR/01102023/14082046/L_NR_2021_16,WR/01102023/01102023/L_NR_2022_09,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/26072023/31072042/L_NR_2023_07,NR/04042024/30042024/SJVN040424NR1694,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,WR/01102023/30052048/L_NR_2022_10
72,17:45-18:00,25.980000,25.980000,1.620000,0.000000,226.720000,16.050000,25.980000,7.350000,71.850000,103.740000,1.590000,2.520000,2.500000,3.020000,1.590000,40.900000,52.930000,0.000000,272.120000,14.17,13.34,0,3.84,11,14.16,0,30,46.33,6,9.26,6,3.42,18,0,8.239194,15.78,42.5,1,19.07,7,30

73,18:00-18:15,26.950000,25.980000,1.180000,0.000000,226.720000,16.050000,25.980000,7.540000,71.850000,103.740000,1.160000,2.600000,1.990000,3.180000,1.160000,40.900000,52.930000,0.000000,272.120000,15.83,15.34,0,0,3,15.84,0,43.33,29.11,4,5.82,1,0,8,0,4.158553,9.97,47.5,0,22.02,4,43.33

74,18:15-18:30,27.910000,25.450000,0.770000,0.000000,261.290000,16.050000,25.450000,7.540000,71.420000,103.740000,0.750000,2.600000,1.990000,3.180000,0.750000,40.900000,81.800000,0.000000,272.120000,18.33,17,0,0,0,18.34,0,45,19.2,2,3.84,0,0,4,0,2.162058,5.39,55,0,21.39,2,45

75,18:30-18:45,28.870000,25.450000,0.320000,0.000000,261.290000,16.050000,25.450000,7.540000,80.840000,94.310000,0.310000,2.600000,1.990000,3.180000,0.310000,40.900000,100.260000,0.000000,272.120000,15,12.66,0,0,0,15,0,35.33,7.26,1,1.45,0,0,1,0,0.379821,2.34,45,0,20.78,0,35.33

76,18:45-19:00,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.540000,80.840000,66.010000,0.000000,2.600000,1.990000,3.180000,0.000000,40.900000,100.260000,0.000000,272.120000,15.83,13,0,0,0,15.84,0,38.67,1.93,0.5,0.39,0,0,0,0,0,0,47.5,0,20.19,0,38.67

77,19:00-19:15,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.720000,80.840000,74.500000,0.000000,2.520000,1.990000,3.180000,0.000000,40.900000,100.260000,0.000000,272.120000,16.67,13.34,0,0,0,16.66,0,33.33,0,0,0,0,0,0,0,0,0,50,0,19.44,0,33.33

78,19:15-19:30,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.720000,80.840000,82.990000,0.000000,2.520000,1.990000,3.180000,0.000000,40.900000,100.260000,0.000000,272.120000,17,14,0,0,0,17,0,33.67,0,0,0,0,0,0,0,0,0,51,0,18.6,0,33.67

79,19:30-19:45,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.720000,80.840000,115.050000,0.000000,2.520000,1.990000,1.930000,0.000000,40.900000,100.260000,0.000000,272.120000,17.5,18,0,0,0,17.5,0,46.67,0,0,0,0,0,0,0,0,0,52.5,0,23.08,0,46.67

80,19:45-20:00,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.720000,80.840000,115.050000,0.000000,2.520000,1.990000,1.930000,0.000000,40.900000,100.260000,0.000000,272.120000,17.5,17.34,0,0,0,17.5,0,46,0,0,0,0,0,0,0,0,0,52.5,0,21.91,0,46

81,20:00-20:15,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,80.840000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,22.5,16.66,0,0,0,22.5,0,45,0,0,0,0,0,0,0,0,0,67.5,0,16.13,0,45

82,20:15-20:30,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,80.840000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,22,16,0,0,0,22,0,44.33,0,0,0,0,0,0,0,0,0,66,0,15.03,0,44.33

83,20:30-20:45,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,80.840000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,17.33,15.66,0,0,0,17.34,0,35,0,0,0,0,0,0,0,0,0,52,0,13.93,0,35

84,20:45-21:00,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,80.840000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,17.17,15.34,0,0,0,17.16,0,35.67,0,0,0,0,0,0,0,0,0,51.5,0,13.34,0,35.67

85,21:00-21:15,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,70.920000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,17.5,15,0,0,0,17.5,0,36.33,0,0,0,0,0,0,0,0,0,52.5,0,10.16,0,36.33

86,21:15-21:30,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,70.920000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,17.83,14.34,0,0,0,17.84,0,37.33,0,0,0,0,0,0,0,0,0,53.5,0,9.46,0,37.33

87,21:30-21:45,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,71.850000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,18.33,14,0,0,0,18.34,0,38.33,0,0,0,0,0,0,0,0,0,55,0,8.71,0,38.33

88,21:45-22:00,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.260000,71.850000,115.050000,0.000000,2.600000,1.900000,2.790000,0.000000,40.900000,100.260000,0.000000,272.120000,18.83,13.34,0,0,0,18.84,0,39,0,0,0,0,0,0,0,0,0,56.5,0,8.12,0,39

89,22:00-22:15,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.350000,76.310000,115.050000,0.000000,2.520000,1.850000,2.940000,0.000000,40.900000,100.260000,0.000000,272.120000,19.17,13.31,0,0,0,19.16,0,38.33,0,0,0,0,0,0,0,0,0,57.5,0,7.01,0,38.33

90,22:15-22:30,29.830000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.350000,76.310000,115.050000,0.000000,2.520000,1.850000,2.940000,0.000000,40.900000,100.260000,0.000000,272.120000,19.33,13.1,0,0,0,19.34,0,38.67,0,0,0,0,0,0,0,0,0,58,0,7.01,0,38.67

91,22:30-22:45,28.870000,25.450000,0.000000,0.000000,261.290000,16.050000,25.450000,7.350000,86.810000,115.050000,0.000000,2.520000,1.850000,2.940000,0.000000,40.900000,100.260000,0.000000,272.120000,19.5,18.51,0,0,0,19.5,0,41.67,0,0,0,0,0,0,0,0,0,58.5,0,7.01,0,41.67

92,22:45-23:00,28.870000,22.450000,0.000000,0.000000,261.290000,16.050000,22.450000,7.350000,86.810000,115.050000,0.000000,2.520000,1.850000,2.940000,0.000000,40.900000,100.260000,0.000000,272.120000,19.67,18.8,0,0,0,19.66,0,41.67,0,0,0,0,0,0,0,0,0,59,0,7.01,0,41.67

93,23:00-23:15,28.870000,8.560000,0.000000,0.000000,261.290000,16.050000,8.560000,7.350000,86.810000,115.050000,0.000000,2.520000,1.850000,2.870000,0.000000,40.900000,100.260000,0.000000,272.120000,19.67,18.91,0,0,0,19.66,0,41,0,0,0,0,0,0,0,0,0,59,0,7.01,0,41

94,23:15-23:30,28.870000,8.560000,0.000000,0.000000,261.290000,16.050000,8.560000,7.350000,86.810000,115.050000,0.000000,2.520000,1.850000,2.870000,0.000000,40.900000,100.260000,0.000000,272.120000,19.67,19.03,0,0,0,19.66,0,40.67,0,0,0,0,0,0,0,0,0,59,0,7.01,0,40.67

95,23:30-23:45,28.870000,8.560000,0.000000,0.000000,261.290000,16.050000,8.560000,7.350000,86.810000,115.050000,0.000000,2.520000,1.850000,2.870000,0.000000,40.900000,100.260000,0.000000,272.120000,19.33,19.14,0,0,0,19.34,0,40.67,0,0,0,0,0,0,0,0,0,58,0,7.01,0,40.67

96,23:45-24:00,28.870000,8.560000,0.000000,0.000000,261.290000,16.050000,8.560000,7.350000,86.810000,115.050000,0.000000,2.680000,1.850000,2.870000,0.000000,40.900000,100.260000,0.000000,272.120000,18.83,19.25,0,0,0,18.84,0,40.67,0,0,0,0,0,0,0,0,0,56.5,0,7.01,0,40.67

