Block,Time,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/06022042/L_NR_2012_07,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/R2,NR/01042024/31072024/LT_MEJA_DELHI,NR/30092023/26122029/SH-06,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/01102023/05012040/L_NR_2020_02,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/01102023/31052040/LT-31,WR/01102023/01102023/L_NR_2022_09,WR/01102023/24112044/L_NR_2020_07,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/29112042/L_NR_2019_05,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,WR/01102023/31032046/L_NR_2020_05,WR/01102023/30052048/L_NR_2022_10,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/30042040/GNA_LT_35,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/23072042/L_NR_2012_04,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,NR/01102023/14082046/L_NR_2021_16
59,14:30-14:45,29.280000,62.700000,76.480000,43.01,227.240000,0.000000,14.700000,22.640000,0.000000,66.160000,4.920000,30,30,15.140000,12.630000,75,30,0.000000,12.420000,77.247422,33,33,0.000000,12.940000,8.830000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,12.630000,0.000000,8.150000,0.000000,0.000000,73,40.5,208.76,70,41.75,35,80,0,165,0

60,14:45-15:00,29.280000,53.050000,76.480000,43.01,261.890000,0.000000,14.700000,22.640000,0.000000,66.160000,4.920000,30,30,15.140000,12.140000,75,30,0.000000,12.420000,71.777111,33,33,0.000000,12.440000,8.830000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,12.140000,0.000000,8.150000,0.000000,0.000000,68,39.5,197.64,66,39.53,32,73,0,154,0

61,15:00-15:15,29.280000,53.050000,76.480000,43.01,261.890000,0.000000,14.700000,22.640000,0.000000,66.160000,5.100000,30,30,15.140000,9.670000,75,30,0.000000,12.420000,89.601939,33,33,0.000000,9.920000,9.200000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,9.670000,0.000000,8.540000,0.000000,0.000000,37,38.5,188.68,36,37.74,18,67,0,84,0

62,15:15-15:30,29.280000,57.880000,76.480000,43.01,261.890000,0.000000,14.700000,22.640000,0.000000,66.160000,5.100000,30,30,15.140000,9.190000,75,30,0.000000,12.420000,79.880192,33,33,0.000000,9.420000,9.200000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,9.190000,0.000000,8.540000,0.000000,0.000000,37,35.5,181.2,33,36.24,18,63,0,77,0

63,15:30-15:45,29.280000,57.880000,76.480000,43.01,261.890000,0.000000,14.700000,22.640000,0.000000,66.160000,5.100000,30,30,15.140000,8.500000,75,30,0.000000,12.420000,78.037253,33,33,0.000000,8.710000,9.200000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,8.500000,0.000000,9.690000,0.000000,0.000000,37,33.5,172.45,33,34.49,18,60,0,77,0

64,15:45-16:00,29.280000,57.880000,76.480000,43.01,261.890000,0.000000,14.700000,22.640000,0.000000,66.160000,5.100000,30,30,15.140000,7.860000,75,30,0.000000,12.420000,75.609254,33,33,0.000000,8.060000,9.200000,0.000000,0.000000,90,75,33,12.250000,22.640000,272.740000,7.860000,0.000000,9.690000,0.000000,0.000000,37,30.5,162.38,30,32.47,18,56,0,70,0

65,16:00-16:15,29.280000,57.880000,57.590000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.570000,30,30,15.140000,7.290000,75,30,0.000000,12.420000,70.49973,33,33,0.000000,7.470000,9.590000,0.000000,0.000000,90,75,33,12.430000,22.640000,272.740000,7.290000,0.000000,10.090000,0.000000,0.000000,34,27.5,151.23,30,30.25,16,51,0,70,0

66,16:15-16:30,29.280000,57.880000,57.590000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.570000,30,30,15.140000,6.490000,75,30,0.000000,12.420000,63.18648,33,33,0.000000,6.660000,9.590000,0.000000,0.000000,90,75,33,12.430000,22.640000,272.740000,6.490000,0.000000,10.090000,0.000000,0.000000,32,25.5,139.31,28,27.86,15,45,0,67,0

67,16:30-16:45,29.280000,57.880000,57.590000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.570000,30,30,15.140000,5.850000,74.33,30,0.000000,12.420000,57.599157,33,33,0.000000,6.000000,9.590000,0.000000,0.000000,90,74.33,33,12.430000,22.640000,272.740000,5.850000,0.000000,10.090000,0.000000,0.000000,20,23.5,126.56,18,25.31,10,40,0,42,0

68,16:45-17:00,29.280000,72.340000,57.590000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,5.570000,30,30,15.140000,5.040000,74,30,0.000000,12.420000,47.896912,28.6,30.99,0.000000,5.170000,9.590000,0.000000,0.000000,90,74,33,12.430000,22.640000,272.740000,5.040000,0.000000,10.090000,0.000000,0.000000,20,18.5,113.52,15,22.7,10,34,0,35,0

69,17:00-17:15,29.280000,100.490000,68.030000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,6.030000,30,30,15.140000,4.140000,73.67,30,0.000000,12.420000,38.477446,19.8,24.4,0.000000,4.240000,9.970000,0.000000,0.000000,90,73.67,33,12.430000,22.640000,272.740000,4.140000,0.000000,10.090000,0.000000,0.000000,18,15.5,101.33,16,20.26,9,27,0,39,0

70,17:15-17:30,29.280000,100.490000,68.030000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,6.030000,30,30,15.140000,3.390000,73,30,0.000000,12.420000,30.042831,9.9,17.91,0.000000,3.480000,9.970000,0.000000,0.000000,90,73,28.06,12.430000,22.640000,272.740000,3.390000,0.000000,10.090000,0.000000,0.000000,16,12.5,90.4,15,18.08,8,22,0,35,0

71,17:30-17:45,29.280000,100.490000,68.030000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,6.030000,33,30,15.140000,2.550000,72.67,30,0.000000,12.420000,22.953854,3.3,11.81,0.000000,2.620000,9.970000,0.000000,0.000000,90,72.67,22.36,12.430000,22.640000,272.740000,2.550000,0.000000,10.320000,0.000000,0.000000,15,9.5,79.74,12,15.95,7,18,0,28,0

72,17:45-18:00,29.280000,100.490000,68.030000,43.01,234.930000,0.000000,14.700000,22.640000,0.000000,66.160000,6.030000,33,30,15.140000,1.890000,72,30,0.000000,12.420000,16.547447,0,7.55,0.000000,1.940000,9.970000,0.000000,0.000000,90,72,17.39,12.430000,22.640000,272.740000,1.890000,0.000000,10.320000,0.000000,0.000000,12,7.5,68.44,9,13.69,6,14,0,21,0

73,18:00-18:15,30.280000,100.490000,76.480000,43.01,261.890000,24.120000,14.700000,22.640000,96.460000,66.160000,6.950000,36.66,30,15.140000,1.440000,72.67,30,0.000000,12.420000,8.346856,0,0,0.000000,1.480000,10.360000,0.000000,72.340000,90,72.67,0,12.700000,22.640000,272.740000,1.440000,0.000000,10.320000,96.460000,0.000000,7,7,56.55,6,11.31,3,12,0,14,0

74,18:15-18:30,30.280000,100.490000,76.480000,43.01,261.890000,24.120000,14.700000,22.640000,96.460000,66.160000,6.950000,36.66,30,15.140000,1.060000,71,30,0.000000,12.420000,5.441058,0,0,0.000000,1.090000,10.360000,0.000000,72.340000,90,71,0,12.700000,22.640000,272.740000,1.060000,0.000000,10.320000,96.460000,0.000000,3,5,44.36,4,8.87,2,8,0,11,0

75,18:30-18:45,30.280000,94.330000,76.480000,43.01,261.890000,24.120000,14.700000,22.640000,96.460000,66.160000,6.950000,36.66,30,15.140000,0.510000,70.33,30,0.000000,12.420000,2.398746,0,0,0.000000,0.520000,10.360000,0.000000,72.340000,90,70.33,0,12.700000,22.640000,272.740000,0.510000,0.000000,10.320000,96.460000,0.000000,1,3,32.23,3,6.44,1,6,0,7,0

76,18:45-19:00,30.280000,94.330000,76.480000,43.01,261.890000,24.120000,14.700000,16.560000,96.460000,66.160000,6.950000,36.66,30,15.140000,0.300000,70,30,0.000000,12.420000,0.351036,0,0,0.000000,0.310000,10.360000,0.000000,72.340000,90,70,0,12.700000,16.560000,272.740000,0.300000,0.000000,10.320000,96.460000,0.000000,0,3,20.16,1,4.03,0,4,0,4,0

77,19:00-19:15,30.280000,94.330000,87.010000,43.01,261.890000,24.120000,14.700000,0.000000,96.460000,115.310000,7.330000,10,30,15.140000,0.060000,70,30,0.000000,12.420000,0,0,0,0.000000,0.060000,10.590000,0.000000,72.340000,90,70,0,12.700000,30.870000,272.740000,0.060000,0.000000,10.320000,96.460000,0.000000,0,1,11.28,0,2.25,0,2,0,1,0

78,19:15-19:30,30.780000,94.330000,87.010000,43.01,261.890000,24.120000,14.700000,0.000000,96.460000,115.310000,7.330000,13.34,30,15.140000,0.010000,69.33,30,0.000000,12.420000,0,0,0,0.000000,0.010000,10.590000,0.000000,72.340000,90,69.33,0,12.700000,30.870000,272.740000,0.010000,0.000000,10.320000,96.460000,0.000000,0,0.5,1.08,0,0.21,0,1,0,1,0

79,19:30-19:45,30.780000,94.330000,87.010000,43.01,261.890000,24.120000,14.700000,30.870000,96.460000,115.310000,7.330000,16.66,30,15.140000,0.000000,69,30,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,90,69,0,12.700000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0.27,0,0.05,0,0,0,0,0

80,19:45-20:00,31.280000,94.330000,87.010000,43.01,261.890000,24.120000,14.700000,30.870000,96.460000,115.310000,7.330000,20,30,15.140000,0.000000,68,30,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,90,68,0,12.700000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

81,20:00-20:15,31.280000,94.330000,87.010000,34.81,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,6.66,26.66,15.140000,0.000000,68,26.67,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,80,68,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

82,20:15-20:30,31.280000,94.330000,87.010000,34.81,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,6.66,27,15.140000,0.000000,68,27,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,81,68,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

83,20:30-20:45,31.290000,94.330000,87.010000,35.41,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,11.66,27,15.140000,0.000000,68,27,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,81,68,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

84,20:45-21:00,31.290000,94.330000,87.010000,36.01,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,13.34,27.34,15.140000,0.000000,68,27.33,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,82,68,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

85,21:00-21:15,31.290000,94.330000,87.010000,37.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.880000,15,25.84,15.140000,0.000000,63.33,25.83,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,77.5,63.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

86,21:15-21:30,31.290000,94.330000,87.010000,37.62,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.880000,16.66,26.5,15.140000,0.000000,63.33,26.5,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,79.5,63.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

87,21:30-21:45,31.290000,94.330000,87.010000,39.62,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.880000,23.34,26.5,15.140000,0.000000,60,26.5,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,79.5,60,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

88,21:45-22:00,31.290000,94.330000,87.010000,39.82,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.880000,23.34,26.84,15.140000,0.000000,61,26.83,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,80.5,61,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

89,22:00-22:15,30.280000,94.330000,87.010000,40.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,23.34,23.84,15.140000,0.000000,62,23.83,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,71.5,62,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

90,22:15-22:30,30.280000,94.330000,87.010000,40.62,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,23.34,24.34,15.140000,0.000000,63.33,24.33,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,73,63.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

91,22:30-22:45,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,24,24.66,15.140000,0.000000,64.33,24.67,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,74,64.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

92,22:45-23:00,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,7.610000,24.66,25.16,15.140000,0.000000,66,25.17,0.000000,12.420000,0,0,0,0.000000,0.000000,10.590000,0.000000,72.340000,75.5,66,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

93,23:00-23:15,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,6.490000,26.34,26.16,15.140000,0.000000,67.33,26.17,0.000000,12.420000,0,0,0,0.000000,0.000000,10.130000,0.000000,72.340000,78.5,67.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

94,23:15-23:30,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,6.490000,27,26.66,15.140000,0.000000,68.33,26.67,0.000000,12.420000,0,0,0,0.000000,0.000000,10.130000,0.000000,72.340000,80,68.33,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

95,23:30-23:45,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,6.490000,27.66,26.66,15.140000,0.000000,70,26.67,0.000000,12.420000,0,0,0,0.000000,0.000000,10.130000,0.000000,72.340000,80,70,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

96,23:45-24:00,30.280000,94.330000,87.010000,43.02,231.500000,24.120000,14.700000,30.870000,96.460000,115.310000,6.490000,28.34,26.66,15.140000,0.000000,70,26.67,0.000000,12.420000,0,0,0,0.000000,0.000000,10.130000,0.000000,72.340000,80,70,0,13.170000,30.870000,272.740000,0.000000,0.000000,10.320000,96.460000,0.000000,0,0,0,0,0,0,0,0,0,0

