Block,Time,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/25122043/GNA_MEJA_DELHI,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/05012040/L_NR_2020_02,NR/01102023/31052040/LT-31,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/01102023/22052037/LT-59,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/29072024/29072024/DD20240729NR25886,NR/01102023/23072042/L_NR_2012_04,NR/01102023/06022042/L_NR_2012_07,NR/30092023/31122025/SH-07,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01072024/31072024/R2,NR/16072024/31072024/NR/16072024/31072024/717758,WR/01102023/30052048/L_NR_2022_10,WR/01102023/01102023/L_NR_2022_09,NR/26072023/25122043/L_NR_2023_10,NR/01102023/25072045/L_NR_2021_15,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/L_NR_2019_05,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,NR/01102023/08032047/L_NR_2021_14,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,NR/01102023/14082046/L_NR_2021_16,NR/22102023/11042047/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05
57,14:00-14:15,0.000000,261.510000,0.000000,0.000000,0.000000,0.000000,9.630000,14.180000,4.820000,13.840000,7.280000,12.410000,81.870000,30.780000,3.500000,8.140000,0.000000,13.840000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,76,42.5,225,33,8.34,43,9.5,44.02,33,179,0,9.5,109.682991,83,33,45,0,87,28.5

58,14:15-14:30,0.000000,261.510000,0.000000,0.000000,0.000000,0.000000,9.630000,13.720000,4.820000,13.390000,7.280000,12.410000,100.350000,30.780000,3.500000,8.140000,0.000000,13.390000,66.070000,272.340000,0.000000,0.000000,57.500000,22.120000,14.720000,22.120000,0.000000,0.000000,17.33,17.33,75,41.5,225,33,8.34,42,9.83,44.02,33,175,0,9.84,99.90675,83,33,45,0,83,29.5

59,14:30-14:45,0.000000,261.510000,0.000000,0.000000,0.000000,0.000000,9.630000,13.210000,4.820000,12.880000,7.280000,12.410000,100.350000,30.780000,0.000000,10.080000,0.000000,12.880000,66.070000,272.340000,0.000000,0.000000,67.930000,22.120000,14.720000,22.120000,0.000000,0.000000,18,18,73,41.5,212.23,33,8.34,39,10.17,44.02,33,172,0,10.16,100.374606,82,33,42.44,0,81,30.5

60,14:45-15:00,0.000000,261.510000,0.000000,0.000000,0.000000,0.000000,9.630000,12.690000,4.820000,12.390000,7.280000,12.410000,100.350000,30.780000,0.000000,10.080000,0.000000,12.390000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,18.67,18.67,70,40.5,196.48,33,8.66,37,10.5,44.02,33,165,0,10.5,100.130931,75,33,39.29,0,78,31.5

61,15:00-15:15,0.000000,205.690000,0.000000,0.000000,0.000000,0.000000,9.630000,11.990000,5.100000,11.690000,7.280000,12.410000,100.350000,30.780000,0.000000,10.080000,0.000000,11.690000,66.070000,272.340000,0.000000,0.000000,67.930000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,67,40.5,183.9,33,8.66,36,7.5,44.02,33,158,0,7.5,99.935991,72,33,36.78,0,76,22.5

62,15:15-15:30,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,9.630000,11.200000,5.100000,10.930000,7.280000,12.410000,100.350000,30.780000,0.000000,10.080000,0.000000,10.930000,66.070000,272.340000,0.000000,0.000000,67.930000,22.120000,14.720000,22.120000,0.000000,0.000000,16.67,16.67,63,37.5,165.31,33,8.66,34,7.5,44.02,33,147,0,7.5,97.928109,67,33,33.06,0,71,22.5

63,15:30-15:45,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,9.630000,10.360000,5.100000,10.110000,7.280000,12.410000,100.350000,30.780000,9.930000,10.080000,0.000000,10.110000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,21.75,21.75,58,36,152.28,33,8.66,32,7.5,44.02,33,137,0,7.5,89.96481,63,33,30.46,0,66,22.5

64,15:45-16:00,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,9.630000,9.590000,5.100000,9.360000,7.280000,12.410000,100.350000,30.780000,9.930000,10.080000,0.000000,9.360000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,22.33,22.33,54,33,138.38,33,9,29,7.5,44.02,33,126,0,7.5,81.845559,58,33,27.67,0,61,22.5

65,16:00-16:15,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,9.630000,8.890000,5.460000,8.670000,7.500000,12.410000,89.910000,30.780000,9.930000,10.080000,0.000000,8.670000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,23.72,23.72,51,29,134.83,33,9.34,27,7.5,44.02,33,119,0,7.5,73.404657,55,33,26.96,0,58,22.5

66,16:15-16:30,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,9.630000,7.920000,5.460000,7.730000,7.500000,12.410000,89.910000,30.280000,9.930000,10.080000,0.000000,7.730000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,24.47,24.47,46,27,120.94,33,9.66,25,7.5,44.02,33,109,0,7.5,64.895526,48,33,24.19,0,53,22.5

67,16:30-16:45,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,7.140000,5.460000,6.960000,8.040000,12.410000,89.910000,30.280000,9.930000,10.080000,0.000000,6.960000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,25.13,25.13,40,24.5,115.17,33,10,22,7.5,44.02,33,95,0,7.5,57.721734,42,33,23.03,0,45,22.5

68,16:45-17:00,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,6.150000,5.460000,6.000000,8.040000,12.410000,89.910000,30.280000,9.930000,10.080000,0.000000,6.000000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,25.63,25.63,34,19.5,100.43,24.9,10.34,18,7.5,44.02,30.99,81,0,7.5,50.177556,37,33,20.09,0,39,22.5

69,17:00-17:15,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,5.050000,5.840000,4.930000,8.040000,12.410000,89.910000,30.780000,9.930000,10.080000,0.000000,4.930000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,27.08,27.08,30,17.5,81.84,17.3,10.66,15,7.5,44.02,24.4,70,0,7.5,42.623631,30,32.99,16.37,0,32,22.5

70,17:15-17:30,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,4.140000,5.840000,4.030000,8.040000,12.410000,89.910000,30.780000,9.930000,10.080000,0.000000,4.030000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,28.69,28.69,25,14.5,71.55,8.6,11,13,7.5,44.02,17.91,60,0,7.5,35.108694,26,26.79,14.31,0,27,22.5

71,17:30-17:45,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,3.110000,5.840000,3.040000,6.510000,12.410000,89.910000,30.280000,14.530000,10.080000,0.000000,3.040000,66.070000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,0.000000,0.000000,30.53,30.53,19,11.5,59.39,2.8,11.66,10,7.5,44.02,11.81,46,0,7.5,27.457299,23,21.34,11.88,0,20,22.5

72,17:45-18:00,0.000000,208.050000,0.000000,0.000000,0.000000,0.000000,14.680000,2.300000,5.840000,2.250000,6.510000,12.410000,89.910000,29.770000,14.530000,10.080000,0.000000,2.250000,66.070000,272.340000,0.000000,0.000000,67.930000,22.120000,14.720000,22.120000,0.000000,0.000000,32.6,32.6,15,7.5,47.66,0,12.34,7,7.5,44.02,7.55,35,0,7.5,20.137302,16,16.6,9.53,0,15,22.5

73,18:00-18:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,1.760000,6.300000,1.720000,6.510000,12.410000,89.910000,30.280000,14.530000,10.310000,96.320000,1.720000,115.140000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,24.080000,48.160000,32.42,32.42,10,7,41.04,0,12.66,5,10,44.02,0,25,0,10,13.577571,12,0,8.21,0,10,30

74,18:15-18:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,1.300000,6.300000,1.260000,6.510000,12.410000,89.910000,30.280000,14.530000,10.310000,96.320000,1.260000,115.140000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,24.080000,48.160000,31.17,31.17,6,5,30.78,0,12.66,2,9.5,44.02,0,14,0,9.5,7.99254,8,0,6.16,0,3,28.5

75,18:30-18:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.610000,6.300000,0.600000,6.900000,12.410000,89.910000,30.280000,14.530000,10.310000,96.320000,0.600000,115.140000,272.340000,0.000000,0.000000,86.880000,22.120000,14.720000,22.120000,24.080000,48.160000,21.67,21.67,3,3,21.13,0,6.66,1,9.17,44.02,0,7,0,9.16,2.553714,6,0,4.22,0,1,27.5

76,18:45-19:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.360000,6.300000,0.350000,6.900000,12.410000,89.910000,30.280000,14.530000,10.310000,96.320000,0.350000,115.140000,272.340000,0.000000,0.000000,86.880000,16.060000,14.720000,16.060000,24.080000,48.160000,21.67,21.67,1,2,12.61,0,6.66,0,9,44.02,0,4,0,9,0.555579,4,0,2.52,0,0,27

77,19:00-19:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.070000,6.480000,0.070000,6.900000,12.410000,89.910000,30.780000,14.530000,10.310000,96.320000,0.070000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,1,6.61,0,6.66,0,8.5,44.02,0,1,0,8.5,0,2,0,1.32,0,0,25.5

78,19:15-19:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.010000,6.480000,0.010000,6.900000,12.410000,89.910000,31.290000,14.530000,10.310000,96.320000,0.010000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,2.16,0,6.66,0,8.33,44.02,0,1,0,8.34,0,1,0,0.43,0,0,25

79,19:30-19:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,6.510000,12.410000,89.910000,31.290000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,0.54,0,6.66,0,7.83,44.02,0,0,0,7.84,0,0,0,0.11,0,0,23.5

80,19:45-20:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,6.510000,12.410000,89.910000,31.290000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

81,20:00-20:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.510000,12.410000,89.910000,31.290000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,0,0,6.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

82,20:15-20:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.510000,12.410000,89.910000,30.780000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,0,0,7.66,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

83,20:30-20:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.510000,12.410000,89.910000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,22.27,22.27,0,0,0,0,8.34,0,7.5,44.02,0,0,0,7.5,0,0,0,0,0,0,22.5

84,20:45-21:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.510000,12.410000,89.910000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,23.3,23.3,0,0,0,0,9,0,7.5,43.02,0,0,0,7.5,0,0,0,0,0,0,22.5

85,21:00-21:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,23.86,23.86,0,0,0,0,9.34,0,7.5,42.62,0,0,0,7.5,0,0,0,0,0,0,22.5

86,21:15-21:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,6.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,24.75,24.75,0,0,0,0,10.05,0,7.5,42.02,0,0,0,7.5,0,0,0,0,0,0,22.5

87,21:30-21:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,7.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,16.67,16.67,0,0,0,0,6.66,0,7.5,41.62,0,0,0,7.5,0,0,0,0,0,0,22.5

88,21:45-22:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.760000,0.000000,7.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,17.67,17.67,0,0,0,0,6.66,0,7.5,41.02,0,0,0,7.5,0,0,0,0,0,0,22.5

89,22:00-22:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,7.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,18.33,18.33,0,0,0,0,6.66,0,7.5,41.41,0,0,0,7.5,0,0,0,0,0,0,22.5

90,22:15-22:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,7.280000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,19,19,0,0,0,0,7.66,0,7.5,40.61,0,0,0,7.5,0,0,0,0,0,0,22.5

91,22:30-22:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,19.33,19.33,0,0,0,0,6.66,0,7.5,39.81,0,0,0,7.5,0,0,0,0,0,0,22.5

92,22:45-23:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.480000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,20.33,20.33,0,0,0,0,6.66,0,7.5,39.01,0,0,0,7.5,0,0,0,0,0,0,22.5

93,23:00-23:15,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.300000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21,21,0,0,0,0,6.66,0,7.5,40.02,0,0,0,7.5,0,0,0,0,0,0,22.5

94,23:15-23:30,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.300000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,21.67,21.67,0,0,0,0,6.66,0,7.5,40.02,0,0,0,7.5,0,0,0,0,0,0,22.5

95,23:30-23:45,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.300000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,22.33,22.33,0,0,0,0,6.66,0,7.5,40.02,0,0,0,7.5,0,0,0,0,0,0,22.5

96,23:45-24:00,0.000000,208.050000,0.000000,96.320000,0.000000,72.240000,14.680000,0.000000,6.300000,0.000000,6.900000,12.410000,98.480000,31.280000,14.530000,10.310000,96.320000,0.000000,115.140000,272.340000,96.320000,0.000000,86.880000,30.820000,14.720000,30.820000,24.080000,48.160000,23.33,23.33,0,0,0,0,6.66,0,7.5,40.02,0,0,0,7.5,0,0,0,0,0,0,22.5

