Block,Time,NR/01102023/31052040/LT-31,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23727,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/MC120240501NR23436,NR/01102023/31102037/L_NR_2019_11,NR/01052024/31052024/DC20240501NR23726,NR/30092023/31122025/SH-07,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/2-R1,NR/01102023/05012040/L_NR_2020_02,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/IEX-240323-06617_1,NR/01102023/22052037/LT-59,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,NR/01052024/31052024/M20240501NR23406,NR/01102023/30042040/GNA_LT_35,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23728,NR/01052024/31052024/DC20240501NR23735,NR/01102023/19072037/LT-05,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/16042024/31052024/IEX_240323_06618,NR/01102023/30042040/GNA_LT_36,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/L_NR_2019_05,NR/01102023/14082046/L_NR_2021_16,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,NR/22102023/11042047/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/02012046/L_NR_2021_17,NR/26072023/31072042/L_NR_2023_07,WR/01102023/30052048/L_NR_2022_10,NR/01102023/25072045/L_NR_2021_15,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/26072023/25122043/L_NR_2023_10,NR/01102023/13082046/L_NR_2021_12,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,WR/01102023/31032046/L_NR_2020_05
11,02:30-02:45,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.250000,100.710000,8.640000,19.330000,6.610000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.760000,48.340000,0.000000,0,0,0,7.34,8.66,0,0,8.67,20,0,0,0,20,0,0,0,0,0,0,6.01,26

12,02:45-03:00,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.250000,100.710000,8.640000,19.330000,6.610000,79.550000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.760000,48.340000,0.000000,0,0,0,7.34,8.34,0,0,8.33,19.67,0,0,0,19.67,0,0,0,0,0,0,6.01,25

13,03:00-03:15,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.070000,100.710000,8.640000,19.330000,4.670000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.670000,48.340000,0.000000,0,0,0,7.34,8,0,0,8,19.33,0,0,0,19.33,0,0,0,0,0,0,6.01,24

14,03:15-03:30,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.070000,100.710000,8.640000,19.330000,5.750000,87.200000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.670000,48.340000,0.000000,0,0,0,7.34,7.66,0,0,7.67,19,0,0,0,19,0,0,0,0,0,0,6.01,23

15,03:30-03:45,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.070000,100.710000,8.640000,19.330000,5.750000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.670000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,18.67,0,0,0,18.67,0,0,0,0,0,0,6.01,22

16,03:45-04:00,0.000000,25.330000,5.800000,28.260000,14.500000,6.920000,4.830000,25.330000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,7.070000,91.840000,8.640000,19.330000,5.750000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,57.970000,14.670000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,18,0,0,0,18,0,0,0,0,0,0,6.01,22

17,04:00-04:15,0.000000,24.200000,5.800000,28.260000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,6.970000,77.340000,8.640000,19.330000,5.750000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,47.370000,14.490000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,17.33,0,0,0,17.33,0,0,0,0,0,0,6.01,22

18,04:15-04:30,0.000000,24.200000,5.800000,28.260000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,6.970000,62.840000,8.640000,19.330000,5.750000,76.650000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.490000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,16.67,0,0,0,16.67,0,0,0,0,0,0,6.01,22

19,04:30-04:45,0.000000,24.200000,5.800000,27.750000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,6.970000,100.710000,8.640000,19.330000,5.750000,57.630000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.490000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,16,0,0,0,16,0,0,0,0,0,0,6.01,22

20,04:45-05:00,0.000000,24.200000,5.800000,27.750000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,262.460000,0.000000,48.340000,6.970000,100.710000,8.640000,19.330000,5.750000,68.180000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.490000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,15.33,0,0,0,15.33,0,0,0,0,0,0,6.01,22

21,05:00-05:15,0.000000,24.200000,5.800000,27.250000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,251.900000,0.000000,48.340000,6.880000,53.170000,8.640000,19.330000,5.750000,57.630000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.310000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,14.67,0,0,0,14.67,0,0,0,0.09,0,0.02,6.01,22

22,05:15-05:30,0.000000,24.200000,5.800000,27.250000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,235.440000,0.000000,48.340000,6.880000,100.710000,8.640000,19.330000,5.750000,57.630000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.310000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,14,0,0,0,14,0,0,0,0.36,0,0.07,6.01,22

23,05:30-05:45,0.000000,24.200000,5.800000,27.250000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,235.440000,0.000000,48.340000,6.880000,100.710000,8.640000,19.330000,5.750000,57.630000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.310000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,13.67,0,0,0,13.67,0,0,0,0.8,0,0.16,6.01,22

24,05:45-06:00,0.000000,24.200000,5.800000,27.250000,14.500000,6.770000,4.830000,30.930000,19.330000,0.000000,46.400000,235.440000,0.000000,48.340000,6.880000,77.340000,8.640000,19.330000,5.750000,57.630000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.310000,48.340000,0.000000,0,0,0,7.34,7.34,0,0,7.33,13.33,2.162724,0,0,13.33,0.2,0,0,1.41,0,0.28,6.01,22

25,06:00-06:15,0.000000,24.200000,5.800000,26.240000,14.500000,6.690000,4.830000,30.930000,19.330000,0.000000,46.400000,235.440000,0.000000,48.340000,6.690000,100.710000,8.640000,19.330000,5.750000,38.670000,29.070000,48.340000,0.000000,39.630000,0.000000,273.330000,6.770000,0.000000,33.160000,14.210000,48.340000,0.000000,1,8.56,0,7.34,7.34,0,0,7.33,13.33,4.150092,0,1,13.33,1,0,1,4.42,4.81,0.88,6.01,22

26,06:15-06:30,0.040000,24.200000,5.800000,26.240000,14.500000,6.690000,4.830000,30.930000,19.330000,0.000000,46.400000,174.900000,0.000000,48.340000,6.690000,100.710000,8.640000,19.330000,5.750000,38.670000,29.070000,48.340000,0.000000,39.630000,0.040000,273.330000,6.770000,0.000000,33.160000,14.210000,48.340000,0.040000,2,16.33,0,7.34,7.34,1,0.43,7.33,13.33,8.446314,0,4,13.33,2,2,1,8.93,8.62,1.78,6.01,22

27,06:30-06:45,0.280000,25.330000,5.800000,26.240000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,174.900000,0.000000,48.340000,6.690000,100.710000,5.800000,19.330000,5.750000,38.670000,29.070000,48.340000,0.000000,39.630000,0.280000,273.330000,6.770000,0.000000,33.160000,14.210000,48.340000,0.280000,5,17.16,0,7.34,7.34,3,2.01,7.33,13.33,13.39525,0,7,13.33,5,7,3,14.81,29.67,2.96,6.01,22

28,06:45-07:00,0.730000,25.330000,5.800000,25.730000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,174.900000,0.000000,48.340000,6.690000,100.710000,5.800000,19.330000,5.750000,38.670000,29.070000,48.340000,0.000000,39.630000,0.730000,273.330000,6.770000,0.000000,33.160000,14.210000,48.340000,0.740000,8,25.47,0,7.34,7.34,4,4.34,7.33,13.33,19.211224,0,14,13.33,6,17,6,22.13,29.98,4.42,6.01,22

29,07:00-07:15,1.260000,25.330000,5.800000,25.730000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,174.900000,0.000000,48.340000,6.510000,100.710000,5.800000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,1.260000,273.330000,6.770000,0.000000,33.160000,14.120000,48.340000,1.300000,11,25.61,0,7.34,7.34,5,10,7.33,13.33,25.835784,0,21,13.33,8,25.62,9,30.75,25.62,6.15,6.01,22

30,07:15-07:30,2.030000,25.330000,5.800000,25.230000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,145.890000,0.000000,48.340000,6.510000,51.400000,5.800000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,2.030000,232.010000,6.770000,0.000000,33.160000,14.120000,48.340000,2.080000,16,25.81,0,7.34,7.34,8,16,7.33,13.33,32.937702,0,35,13.33,10.46,25.82,15,44.51,25.82,8.9,6.01,22

31,07:30-07:45,3.140000,25.330000,5.800000,25.730000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,145.890000,0.000000,48.340000,6.510000,51.400000,5.800000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,3.140000,193.340000,6.770000,0.000000,33.160000,13.290000,48.340000,3.220000,19,27.49,0,7.34,7.34,9,21.67,7.33,13.33,40.468268,0,49,13.33,15.61,27.48,21,59.99,27.48,12,6.01,22

32,07:45:08:00,4.070000,25.330000,5.800000,25.730000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.510000,51.400000,5.800000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,4.070000,150.330000,6.770000,0.000000,33.160000,13.290000,48.340000,4.170000,25,28.65,0,7.34,7.34,13,27.67,7.33,13.33,47.83322,0,63,13.33,19.71,28.65,27,77.75,28.65,15.55,6.01,22

33,08:00-08:15,5.330000,25.330000,5.800000,26.240000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.420000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,5.330000,150.330000,6.770000,0.000000,35.240000,13.290000,48.340000,5.460000,35,29.31,0,7.34,7.34,18,33.67,7.33,13.33,55.441722,0,77,13.33,23.87,29.32,33,95.68,29.32,19.13,6.01,22

34,08:15-08:30,6.470000,25.330000,5.800000,26.240000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.420000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,6.470000,150.330000,6.770000,0.000000,35.240000,13.290000,48.340000,6.640000,42,30.5,0,7.34,7.34,21,39.33,7.33,13.33,63.050224,0,91,13.33,27.13,30.5,39,113.61,30.5,22.72,6.01,22

35,08:30-08:45,7.670000,25.330000,5.800000,26.240000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.420000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,7.670000,150.330000,6.770000,0.000000,35.240000,13.290000,48.340000,7.860000,50,30.5,0,7.34,7.34,25,48.05,7.33,13.33,70.561306,0,105,13.33,30.23,30.5,45,131.51,30.5,26.3,6.01,22

36,08:45:09:00,8.770000,25.330000,5.800000,26.750000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.420000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,8.770000,150.330000,6.770000,0.000000,35.240000,13.290000,48.340000,8.990000,57,30.5,0,7.34,7.34,28,55.38,7.33,13.33,77.936,0,119,13.33,33.03,30.5,51,149.89,30.5,29.98,6.01,22

37,09:00:09:15,9.890000,25.330000,5.800000,27.250000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,111.170000,0.000000,48.340000,6.320000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,9.890000,150.330000,6.770000,0.000000,35.240000,13.200000,48.340000,10.140000,63,30.5,0,7.34,7.34,32,62.28,7.33,13.33,85.515276,0,126,13.33,34.02,30.5,54,166.13,30.5,33.23,6.01,22

38,09:15-09:30,10.850000,25.330000,5.800000,27.250000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,120.840000,0.000000,48.340000,6.320000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,10.850000,174.010000,6.770000,0.000000,33.160000,13.200000,48.340000,11.130000,68,30.5,0,7.34,7.34,34,68.72,7.33,13.33,91.847576,0,140,13.33,36.71,30.5,60,182.14,30.5,36.43,6.01,22

39,09:30-09:45,11.790000,25.330000,5.800000,27.250000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,167.190000,0.000000,48.340000,6.320000,51.400000,15.840000,19.330000,5.670000,38.670000,29.070000,48.340000,0.000000,39.630000,11.790000,193.340000,6.770000,0.000000,33.160000,13.200000,48.340000,12.090000,71,30.5,0,7.34,7.34,36,74.7,7.33,13.33,97.644066,0,154,13.33,39.34,30.5,66,196.84,30.5,39.37,6.01,22

40,09:45-10:00,12.630000,25.330000,5.800000,27.250000,14.500000,6.690000,4.830000,25.330000,19.330000,0.000000,46.400000,167.190000,0.000000,48.340000,6.320000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,48.340000,0.000000,39.630000,12.630000,232.010000,6.770000,0.000000,33.160000,13.200000,48.340000,12.950000,75,30.4,0,7.34,7.34,38,80.01,7.33,13.33,103.343136,0,165,13.33,41.54,30.4,70,210.57,30.4,42.11,6.01,22

41,10:00-10:15,13.350000,24.200000,0.000000,27.250000,14.500000,6.530000,0.000000,30.930000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.320000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,13.350000,273.330000,0.000000,0.000000,33.160000,13.110000,48.340000,13.690000,80,30.4,0,7.34,7.34,40,84.62,7.33,13.33,107.970586,0,175,13.33,42.96,30.4,75,224.03,30.4,44.8,6.01,22

42,10:15-10:30,13.980000,24.200000,0.000000,27.750000,14.500000,6.530000,0.000000,30.930000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.320000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,13.980000,273.330000,0.000000,0.000000,47.370000,13.110000,48.340000,14.330000,85,30.4,0,7.34,7.34,42,88.8,7.33,13.33,111.409512,0,186,13.33,44.8,30.4,79,233.03,30.4,46.6,6.01,22

43,10:30-10:45,14.950000,24.200000,0.000000,28.760000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.320000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,14.950000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,15.320000,89,30.4,0,7.34,7.34,44,91.13,7.33,13.33,109.899502,0,182,13.33,45,30.4,78,233.33,30.4,46.67,6.01,22

44,10:45-11:00,15.280000,24.200000,0.000000,28.760000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.320000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,15.280000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,15.660000,91,30.4,0,7.34,7.34,45,91.96,7.33,13.33,113.29946,0,186,13.33,45.5,30.4,79,233.33,30.4,46.67,6.01,22

45,11:00-11:15,15.660000,25.330000,0.000000,28.760000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.230000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,15.660000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,16.050000,92,30.4,0,7.34,7.34,46,92.08,7.33,13.33,116.231802,0,186,13.33,46,30.4,79,233.33,30.4,46.67,6.01,22

46,11:15-11:30,15.660000,25.330000,0.000000,29.270000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.230000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,15.660000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,16.050000,92,30.24,0,7.34,7.34,46,92.04,7.33,13.33,117.761296,0,186,13.33,46.5,30.23,79,233.33,30.23,46.67,6.01,22

47,11:30-11:45,15.660000,25.330000,0.000000,29.270000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.230000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,15.660000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,16.050000,92,30.24,0,6.66,7.34,46,92.12,7.33,13.33,117.58594,0,186,13.33,46.5,30.23,79,233.33,30.23,46.67,6.01,22

48,11:45-12:00,15.660000,25.330000,0.000000,29.270000,14.500000,6.530000,0.000000,25.330000,19.330000,0.000000,0.000000,167.190000,0.000000,0.000000,6.230000,51.400000,15.840000,19.330000,5.670000,57.680000,29.070000,0.000000,0.000000,39.630000,15.660000,273.330000,0.000000,0.000000,57.970000,13.110000,48.340000,16.050000,92,30.24,0,6.66,7.34,46,92.3,7.33,13.33,117.069614,0,189,13.33,46.5,30.23,81,233.33,30.23,46.67,6.01,22

49,12:00-12:15,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.670000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.24,0,6.66,7.34,46,92.4,7.33,13.33,113.601462,0,189,13.33,46.5,30.23,81,233.33,30.23,46.67,6.01,22

50,12:15-12:30,15.660000,25.330000,0.000000,28.760000,0.000000,6.300000,0.000000,25.330000,0.000000,0.000000,0.000000,227.740000,0.000000,0.000000,6.230000,51.400000,15.840000,0.000000,5.670000,57.680000,29.070000,0.000000,0.000000,0.000000,15.660000,273.330000,0.000000,0.000000,57.970000,13.010000,48.340000,16.050000,92,30.24,0,6.66,7.34,46,92.36,7.33,13.33,112.637004,0,189,13.33,46.5,30.23,81,233.33,30.23,46.67,6.41,22

