Block,Time,NR/01102023/31052040/LT-31,NR/30092023/31122025/SH-07,NR/01102023/22052037/LT-59,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/2-R1,NR/01102023/06022042/L_NR_2012_02,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/M20240501NR23406,NR/01052024/31052024/DC20240501NR23728,NR/01102023/06022042/L_NR_2012_07,NR/30092023/26122029/SH-06,NR/01052024/31052024/DC20240501NR23726,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/21052024/21052024/DD20240521NR24543,NR/01052024/31052024/IEX_240415_00115_1,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/19072037/LT-05,NR/01052024/31052024/IEX-240323-06617_1,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/DC20240501NR23735,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/16042024/31052024/IEX_240323_06618,NR/01102023/30042040/GNA_LT_35,NR/01102023/23072042/L_NR_2012_04,SR/01102023/07102043/L_NR_2018_61,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/02012046/L_NR_2021_17,NR/22102023/11042047/L_NR_2021_16,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2020_06,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/16072048/L_NR_2022_08,WR/01102023/29112042/L_NR_2019_05,WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,NR/26072023/31072042/L_NR_2023_07,NR/01102023/08032047/L_NR_2021_14
12,02:45-03:00,0.000000,30.890000,10.410000,29.770000,15.670000,11.320000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.520000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,25.83,25.84,58.67,0,0,22.34,0,77.5,58.67,0,0,0,0

13,03:00-03:15,0.000000,30.890000,10.330000,29.770000,15.480000,11.320000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.520000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,31.67,31.66,65,0,0,25,0,95,65,0,0,0,0

14,03:15-03:30,0.000000,30.890000,10.330000,29.770000,15.480000,11.320000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.520000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,31.33,31.34,65,0,0,25,0,94,65,0,0,0,0

15,03:30-03:45,0.000000,30.890000,10.330000,29.770000,15.480000,11.320000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.520000,48.260000,0.000000,0.000000,8.01,0,0,0,0,0,0,0,25,25,56.67,0,0,20.66,0,75,56.67,0,0,0,0

16,03:45-04:00,0.000000,30.890000,10.330000,29.770000,15.480000,11.320000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.520000,48.260000,0.000000,0.000000,8.01,0,0,0,0,0,0,0,25.33,25.34,56.67,0,0,20.66,0,76,56.67,0,0,0,0

17,04:00-04:15,0.000000,30.890000,10.330000,29.270000,15.200000,10.960000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.370000,48.260000,0.000000,0.000000,8.01,0,0,0,0,0,0,0,25.67,25.66,56.67,0,0,15,0,77,56.67,0,0,0,0

18,04:15-04:30,0.000000,30.890000,10.330000,29.270000,15.200000,10.960000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.370000,48.260000,0.000000,0.000000,8.01,0,0,0,0,0,0,0,26.33,26.34,56.67,0,0,15.66,0,79,56.67,0,0,0,0

19,04:30-04:45,0.000000,30.890000,10.330000,28.770000,15.200000,10.960000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.370000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,26.67,26.66,56.67,0,0,16.66,0,80,56.67,0,0,0,0

20,04:45-05:00,0.000000,30.890000,10.330000,28.250000,15.200000,10.960000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.370000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,27,27,56.67,0,0,17.34,0,81,56.67,0,0,0,0

21,05:00-05:15,0.000000,30.890000,10.330000,28.250000,14.930000,10.580000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,87.070000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,57.890000,19.310000,5.790000,57.920000,7.660000,0.000000,10.210000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0,23.33,23.34,57.33,0,0,18,0,70,57.33,0,0.02,0,0

22,05:15-05:30,0.000000,30.890000,10.330000,28.250000,14.930000,10.580000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,68.080000,13.360000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.000000,10.210000,48.260000,0.000000,0.000000,9.01,0,0,0,0,0,0,0.01,23.5,23.5,57,0,0,18.34,0,70.5,57,0,0.05,0,0

23,05:30-05:45,0.000000,30.890000,10.330000,28.250000,14.930000,10.580000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.000000,10.210000,48.260000,0.000000,0.000000,17,0,0,0,0,0,0,0.02,23.83,23.84,55.67,1.111386,0,18.34,0,71.5,55.67,0,0.1,0,0

24,05:45-06:00,0.000000,30.890000,10.330000,28.250000,14.930000,10.580000,46.330000,48.260000,262.080000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.000000,10.210000,48.260000,0.000000,0.000000,16.8,0,0,0,0,0,0.2,0.03,24.33,24.34,55.67,2.232521,0,18.34,0,73,55.67,0,0.18,0,0

25,06:00-06:15,0.000000,30.890000,10.100000,27.750000,14.560000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,252.910000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.000000,9.980000,48.260000,0.000000,0.000000,16.4,1,0,0,0,1,1,0.23,26.5,26.5,57.67,5.001237,0,18.66,2.48,79.5,57.67,5.91,1.18,1,0

26,06:15-06:30,0.050000,30.890000,10.100000,27.750000,14.560000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,231.670000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.050000,9.980000,48.260000,0.050000,0.000000,16,1,1,0,0,2,2,0.73,26.5,26.5,57.67,10.051219,2,19,5.99,79.5,57.67,22.33,3.65,4,0.39

27,06:30-06:45,0.540000,30.890000,10.100000,27.750000,14.560000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,193.060000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,0.550000,9.980000,48.260000,0.540000,0.000000,15.2,3,3,0,0,5,5,1.51,26.17,26.16,56,15.510659,5,16,10.48,78.5,56,33,7.57,7,1.84

28,06:45-07:00,0.990000,30.890000,10.100000,26.750000,14.560000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,193.060000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,1.020000,9.980000,48.260000,0.990000,0.000000,14.4,6,4,0,0,8,6,2.59,26.17,26.16,55,21.64278,10,15.34,19.48,78.5,55,32.68,12.94,14,3.96

29,07:00-07:15,1.570000,13.360000,9.940000,26.750000,14.100000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,1.610000,9.980000,48.260000,1.570000,0.000000,7.01,9,5,0,0,11,8,3.95,25.83,25.84,52.33,28.408586,18,14.34,31.68,77.5,52.33,31.67,19.77,21,10

30,07:15-07:30,2.370000,13.360000,9.940000,27.250000,14.100000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,2.430000,9.980000,48.260000,2.370000,0.000000,7.01,15,8,0,0,16,11.46,6.67,25.33,25.34,49.67,35.447364,27.32,13.34,27.32,76,49.67,27.31,33.36,35,16

31,07:30-07:45,3.360000,13.360000,9.940000,27.250000,14.100000,10.400000,46.330000,48.260000,206.140000,0.000000,14.480000,39.580000,6.760000,68.080000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,3.450000,9.750000,48.260000,3.360000,0.000000,7.01,21,9,0,0,19,16.11,9.92,23.67,23.66,46.67,46.902439,28.98,13,28.98,71,46.67,28.99,49.58,49,21.67

32,07:45:08:00,4.280000,13.360000,9.940000,27.750000,14.100000,10.400000,46.330000,48.260000,185.960000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,4.380000,9.750000,48.260000,4.280000,0.000000,7.01,27,13,0,0,25,20.21,13.64,22.5,22.5,44,55.013607,30.15,12,30.15,67.5,44,30.15,68.22,63,27.67

33,08:00-08:15,5.370000,13.360000,9.550000,27.750000,13.730000,10.210000,46.330000,48.260000,184.300000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,100.560000,33.110000,19.310000,5.790000,57.920000,7.660000,5.500000,9.750000,48.260000,5.370000,0.000000,7.01,33,18,0,0,35,23.87,17.44,17.5,17.5,39.67,63.222265,30.82,10.66,30.82,52.5,39.67,30.81,87.23,77,33.67

34,08:15-08:30,6.420000,13.360000,9.550000,28.770000,13.730000,10.210000,46.330000,48.260000,145.680000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,72.400000,33.110000,19.310000,5.790000,57.920000,7.660000,6.580000,9.750000,48.260000,6.420000,0.000000,7.01,39,21,0,0,42,27.13,21.25,16.67,16.66,38.33,71.421174,32,9.34,32,50,38.33,32,106.23,91,39.33

35,08:30-08:45,7.480000,13.360000,6.990000,29.270000,13.730000,10.210000,46.330000,48.260000,125.490000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,7.670000,9.670000,48.260000,7.480000,0.000000,7.01,45,24,0,0,49,30.23,24.98,16.67,16.66,38.33,80.146529,32,12.66,32,50,38.33,32,124.91,105,48.05

36,08:45:09:00,8.450000,13.360000,7.370000,29.770000,13.730000,10.210000,46.330000,48.260000,125.490000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,8.660000,9.670000,48.260000,8.450000,0.000000,7.01,51,28,0,0,55,33.03,28.6,20,20,38.33,88.735398,32,12.66,32,60,38.33,32,142.98,119,55.38

37,09:00:09:15,9.390000,13.360000,9.080000,30.280000,13.460000,9.470000,46.330000,48.260000,125.490000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,9.630000,9.670000,48.260000,9.390000,0.000000,7.01,57,31,0,0,63,34.02,32,21.67,21.66,47.33,96.41761,32,12.66,32,65,47.33,32,160.01,133,62.28

38,09:15-09:30,10.280000,13.360000,9.080000,30.280000,13.460000,9.470000,46.330000,48.260000,125.490000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,150.110000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,10.530000,9.670000,48.260000,10.280000,0.000000,7.01,63,35,0,0,71,36.71,35.34,22,22,48,104.226559,32,12.66,32,66,48,32,176.71,147,68.72

39,09:30-09:45,11.060000,13.360000,9.080000,30.780000,13.460000,9.470000,46.330000,48.260000,145.680000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,193.060000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,11.340000,9.210000,48.260000,11.060000,0.000000,7.01,69,39,0,0,78,39.34,38.31,22.33,22.34,48.67,111.167847,32,20,32,67,48.67,32,191.58,161,74.7

40,09:45-10:00,11.780000,13.360000,9.080000,31.290000,13.460000,9.470000,46.330000,48.260000,145.680000,0.000000,14.480000,39.580000,6.760000,57.630000,30.890000,4.830000,231.670000,0.000000,48.260000,29.030000,19.310000,53.090000,33.110000,19.310000,5.790000,57.920000,7.660000,12.070000,9.210000,48.260000,11.780000,0.000000,7.01,73,42,0,0,83,41.54,41.09,22.67,22.66,49.67,117.611936,31.9,20.66,31.9,68,49.67,31.9,205.46,172,80.01

41,10:00-10:15,12.430000,19.790000,9.080000,27.750000,13.180000,9.470000,0.000000,0.000000,262.080000,0.000000,14.480000,39.580000,0.000000,57.630000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,33.110000,19.310000,0.000000,0.000000,7.660000,12.740000,9.210000,48.260000,12.430000,0.000000,7.01,76,43,0,0,87,42.96,43.84,25.83,25.84,60.67,122.64242,31.9,21.34,31.9,77.5,60.67,31.9,219.22,179,84.62

42,10:15-10:30,13.000000,19.790000,9.080000,28.260000,13.180000,9.470000,0.000000,0.000000,262.080000,0.000000,14.480000,39.580000,0.000000,57.630000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,33.110000,19.310000,0.000000,0.000000,7.660000,13.320000,9.210000,48.260000,13.000000,0.000000,7.01,79,45,0,0,89,43.5,46.07,26.17,26.16,61.67,126.405534,31.9,22,31.9,78.5,61.67,31.9,230.37,186,88.8

43,10:30-10:45,13.690000,19.790000,9.080000,28.260000,13.180000,9.470000,0.000000,0.000000,262.080000,0.000000,14.480000,39.580000,0.000000,57.630000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,14.040000,9.210000,48.260000,13.690000,0.000000,7.01,82,46,0,0,92,44,46.67,26.67,26.66,59.33,129.525214,31.9,22.66,31.9,80,59.33,31.9,233.33,193,91.13

44,10:45-11:00,14.110000,19.790000,9.080000,28.770000,13.180000,9.470000,0.000000,0.000000,262.080000,0.000000,14.480000,39.580000,0.000000,57.630000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,14.460000,9.210000,48.260000,14.110000,0.000000,7.01,82,47,0,0,93,44.5,46.67,27.33,27.34,60,132.167193,31.9,23.34,31.9,82,60,31.9,233.33,193,91.96

45,11:00-11:15,14.520000,19.790000,8.930000,28.770000,13.090000,9.290000,0.000000,0.000000,241.880000,0.000000,14.480000,39.580000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,14.880000,9.210000,48.260000,14.520000,0.000000,7.01,82,47,0,0,93,45,46.67,25.83,25.84,60.67,134.263228,31.9,24.66,31.9,77.5,60.67,31.9,233.33,193,92.08

46,11:15-11:30,14.900000,19.790000,8.930000,28.770000,13.090000,9.290000,0.000000,0.000000,232.230000,0.000000,14.480000,39.580000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,15.270000,9.210000,48.260000,14.900000,0.000000,7.01,82,47,0,0,93,45,46.67,26.17,26.16,61.67,135.813319,31.73,26,31.73,78.5,61.67,31.74,233.33,193,92.04

47,11:30-11:45,14.900000,19.790000,8.930000,28.770000,13.090000,9.290000,0.000000,0.000000,237.060000,0.000000,14.480000,39.580000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,15.270000,9.210000,48.260000,14.900000,0.000000,14.07,82,47,0,0,93,44.5,46.67,26.67,26.66,63.33,135.355116,31.73,25,31.73,80,63.33,31.74,233.33,193,92.12

48,11:45-12:00,14.900000,19.790000,8.930000,28.770000,13.090000,9.290000,0.000000,0.000000,237.060000,0.000000,14.480000,39.580000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,19.310000,53.090000,57.890000,19.310000,0.000000,0.000000,7.660000,15.270000,9.210000,48.260000,14.900000,0.000000,14.16,82,47,0,0,93,44.5,46.67,27.33,27.34,65,134.380216,31.73,25.66,31.73,82,65,31.74,233.33,193,92.3

49,12:00-12:15,14.900000,19.790000,9.160000,29.270000,12.990000,9.290000,0.000000,0.000000,227.410000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.360000,48.260000,14.900000,0.000000,14.33,82,47,0,0,93,44.5,46.67,28,28,68.33,132.908117,31.73,26.34,31.73,84,68.33,31.74,233.33,193,92.4

50,12:15-12:30,14.900000,19.790000,9.160000,29.270000,12.990000,9.290000,0.000000,0.000000,232.230000,0.000000,0.000000,0.000000,0.000000,76.540000,19.790000,0.000000,272.940000,0.000000,0.000000,29.030000,0.000000,53.090000,57.890000,0.000000,0.000000,0.000000,7.660000,15.270000,9.360000,48.260000,14.900000,0.000000,14.47,82,47,0,0,93,44.5,46.67,28.67,28.66,70,130.6366,31.73,27,31.73,86,70,31.74,233.33,193,92.36

