Block,Time,NR/01102023/05012040/L_NR_2020_02,SR/01102023/07102043/L_NR_2018_61,NR/01102023/06022042/L_NR_2012_02,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/IEX_240416_00120_1,NR/01052024/31052024/2-R1,NR/01102023/30042040/GNA_LT_36,NR/01102023/15082037/GNA_NR_2012_01,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/M20240501NR23406,WR/01102023/01102023/L_NR_2020_06,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/01102023/23072042/L_NR_2012_04,WR/01102023/31032046/L_NR_2020_05,WR/01102023/24112044/L_NR_2020_07,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/30092023/26122029/SH-06,NR/01052024/31052024/IEX-240324-06625_1,WR/01102023/30052048/L_NR_2022_10,L_NR_2019_19,NR/22102023/11042047/L_NR_2021_16,NR/01052024/31052024/8581/OAN/GMRETL/RUVNLBYPL,WR/01102023/16072048/L_NR_2022_08,NR/01102023/06022042/L_NR_2012_07,NR/01052024/31052024/IEX-240323-06617_1,NR/26072023/25122043/L_NR_2023_10,NR/01052024/31052024/DC20240501NR23728,NR/22102023/11042047/L_NR_2021_17,NR/01102023/14082046/L_NR_2021_16,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23735,NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/DC20240501NR23726,NR/26072023/31072042/L_NR_2023_07,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01102023/02012046/L_NR_2021_17,NR/01102023/08032047/L_NR_2021_14,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/31102037/L_NR_2019_11,NR/30092023/31122025/SH-07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,NR/16042024/31052024/IEX_240323_06618,NR/01102023/31052040/LT-31,NR/01042024/31072024/LT_MEJA_DELHI
6,01:15-01:30,3.070000,7.06,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.16,0,0.000000,39.5,13.17,12.740000,12.860000,19.340000,22.33,0,0,0.000000,11.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.690000,12.860000,0,0,48.360000,3.970000,0.000000,0,22.33,48.360000,0.000000,16.130000

7,01:30-01:45,3.070000,6.41,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.16,0,0.000000,39.5,13.17,12.740000,22.280000,19.340000,28.4,0,0,0.000000,11.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.690000,22.280000,0,0,48.360000,4.040000,0.000000,0,28.4,48.360000,0.000000,16.130000

8,01:45-02:00,3.070000,6.41,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.16,0,0.000000,39.5,13.17,12.740000,22.280000,19.340000,29.01,0,0,0.000000,11.34,87.230000,19.340000,0,6.770000,0,0,115.620000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.690000,22.280000,0,0,48.360000,4.040000,0.000000,0,29.01,48.360000,0.000000,16.130000

9,02:00-02:15,3.160000,6.41,225.870000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.16,0,0.000000,39.5,13.17,12.550000,22.280000,19.340000,28.82,0,0,0.000000,11.34,68.210000,19.340000,0,6.770000,0,0,98.580000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,22.280000,0,0,48.360000,4.040000,0.000000,0,28.82,48.360000,0.000000,16.130000

10,02:15-02:30,3.160000,6.41,235.540000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.34,0,0.000000,40,13.33,12.550000,22.280000,19.340000,28.43,0,0,0.000000,11.66,68.210000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,22.280000,0,0,48.360000,4.040000,0.000000,0,28.43,48.360000,0.000000,16.130000

11,02:30-02:45,3.160000,6.41,262.570000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13,0,0.000000,39,13,12.550000,25.630000,19.340000,28.02,0,0,0.000000,11.66,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.110000,0.000000,0,28.02,48.360000,0.000000,15.650000

12,02:45-03:00,3.160000,6.41,240.670000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,12.84,0,0.000000,38.5,12.83,12.550000,25.630000,19.340000,27.37,0,0,0.000000,12,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.110000,0.000000,0,27.37,48.360000,0.000000,15.650000

13,03:00-03:15,3.160000,6.41,194.310000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13,0,0.000000,39,13,12.370000,25.630000,19.340000,24.98,0,0,0.000000,11.66,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.730000,0.000000,0,24.98,48.360000,0.000000,15.650000

14,03:15-03:30,3.160000,6.41,184.640000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13,0,0.000000,39,13,12.370000,25.630000,19.340000,23.41,0,0,0.000000,12.34,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.730000,0.000000,0,23.41,48.360000,0.000000,15.650000

15,03:30-03:45,3.160000,6.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,16.5,0,0.000000,49.5,16.5,12.370000,25.630000,19.340000,23,0,0,0.000000,12.34,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.730000,0.000000,0,23,48.360000,0.000000,15.650000

16,03:45-04:00,3.160000,6.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,16.16,0,0.000000,48.5,16.17,12.370000,25.630000,19.340000,22.67,0,0,0.000000,12.34,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.620000,25.630000,0,0,48.360000,3.730000,0.000000,0,22.67,48.360000,0.000000,15.650000

17,04:00-04:15,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,15.5,0,0.000000,46.5,15.5,12.280000,25.630000,19.340000,27,0,0,0.000000,12.34,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,26.240000,29.300000,0,0,0.000000,3.540000,25.630000,0,0,48.360000,3.730000,0.000000,0,27,48.360000,0.000000,12.320000

18,04:15-04:30,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14.66,0,0.000000,44,14.67,12.280000,25.630000,19.340000,26,0,0,0.000000,12,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,25.730000,29.300000,0,0,0.000000,3.540000,25.630000,0,0,48.360000,3.730000,0.000000,0,26,48.360000,0.000000,12.320000

19,04:30-04:45,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,14,0,0.000000,42,14,12.280000,30.950000,19.340000,25,0,0,0.000000,14,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,24.730000,29.300000,0,0,0.000000,3.540000,24.970000,0,0,48.360000,3.730000,0.000000,0,25,48.360000,0.000000,12.320000

20,04:45-05:00,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.5,0,0.000000,40.5,13.5,12.280000,30.950000,19.340000,24,0,0,0.000000,13.66,33.850000,19.340000,0,6.770000,0,0,70.500000,0.000000,0,0,14.510000,4.840000,0,24.730000,29.300000,0,0,0.000000,3.540000,24.970000,0,0,48.360000,3.730000,0.000000,0,24,48.360000,0.000000,12.320000

21,05:00-05:15,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13.16,0,0.000000,39.5,13.17,12.190000,30.950000,19.340000,22.67,0,0,66.910000,13.34,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0.05,0,14.510000,4.840000,0,24.730000,29.300000,0,0,0.000000,3.540000,24.970000,0.01,0,48.360000,3.730000,0.000000,0,22.67,48.360000,0.000000,12.320000

22,05:15-05:30,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,13,0,0.000000,39,13,12.190000,30.950000,19.340000,21.33,0,0,66.910000,12.66,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0.2,0,14.510000,4.840000,0,24.730000,29.300000,0,0,0.000000,3.540000,24.970000,0.04,0,48.360000,3.730000,0.000000,0,21.33,48.360000,0.000000,12.320000

23,05:30-05:45,3.160000,7.41,174.970000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,12.84,0,0.000000,38.5,12.83,12.190000,30.950000,19.340000,20,0,0,66.910000,12.34,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0.45,0,14.510000,4.840000,0,24.730000,29.300000,0,0,0.000000,3.540000,24.970000,0.09,0,48.360000,3.730000,0.000000,0,20,48.360000,0.000000,12.320000

24,05:45-06:00,3.160000,7.41,165.300000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,12.5,0,0.000000,37.5,12.5,12.190000,30.950000,19.340000,18.33,2.076111,0,66.910000,12,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,0.79,0,14.510000,4.840000,0,24.730000,29.300000,0,0.18,0.000000,3.540000,24.970000,0.16,0,48.360000,3.730000,0.000000,0,18.33,48.360000,0.000000,12.320000

25,06:00-06:15,3.160000,7.41,145.950000,5.800000,46.420000,48.360000,0.000000,100.750000,273.450000,39.650000,11.34,0,0.000000,34,11.33,12.100000,30.950000,19.340000,16.67,6.121116,0,66.910000,11.34,44.400000,19.340000,0,6.770000,0,0,70.500000,0.000000,3.6,0.1,14.510000,4.840000,1,23.710000,29.300000,0,1.66,0.000000,3.540000,24.970000,0.72,5,48.360000,3.730000,0.000000,0,16.67,48.360000,0.000000,12.320000

26,06:15-06:30,3.160000,7.41,194.310000,5.800000,46.420000,48.360000,0.050000,100.750000,273.450000,39.650000,10.16,2,0.000000,30.5,10.17,12.100000,30.950000,19.340000,15,10.448784,0,66.910000,10.66,62.540000,19.340000,1,6.770000,0,0,115.620000,0.000000,4.81,1,14.510000,4.840000,1,23.710000,29.300000,0,3.79,0.000000,3.540000,18.580000,0.96,10.58,48.360000,3.730000,0.040000,2.04,15,48.360000,0.040000,12.320000

27,06:30-06:45,3.160000,7.41,165.300000,5.800000,46.420000,48.360000,0.300000,100.750000,273.450000,39.650000,11.66,5,0.000000,35,11.67,12.100000,30.950000,19.340000,25.67,16.560153,1,66.910000,10,44.400000,19.340000,1,6.770000,0,0,70.500000,0.000000,11.13,2,14.510000,4.840000,4,22.710000,29.300000,0,6.53,0.000000,3.540000,24.970000,2.22,22.41,48.360000,3.730000,0.290000,5.85,25.67,48.360000,0.290000,12.320000

28,06:45-07:00,3.160000,7.41,165.300000,5.800000,46.420000,48.360000,0.780000,100.750000,273.450000,39.650000,11.34,9,0.000000,34,11.33,12.100000,30.950000,19.340000,25.33,24.279777,3,66.910000,9.34,44.400000,19.340000,3,6.770000,1,0,70.500000,0.000000,18.86,5,14.510000,4.840000,7,22.710000,29.300000,0,9.75,0.000000,3.540000,24.970000,3.77,33,48.360000,3.730000,0.760000,13.04,25.33,48.360000,0.760000,12.320000

29,07:00-07:15,3.070000,7.41,165.300000,5.800000,46.420000,48.360000,1.370000,100.750000,273.450000,39.650000,10.84,18,0.000000,32.5,10.83,12.000000,30.950000,19.340000,16.67,33.568668,7,66.910000,8.66,44.400000,19.340000,7,6.770000,3,0,70.500000,0.000000,30.03,7.54,14.510000,4.840000,18,21.700000,29.300000,0,7.71,0.000000,3.540000,24.970000,6.01,30.49,48.360000,3.730000,1.340000,22.31,16.67,48.360000,1.340000,12.320000

30,07:15-07:30,3.070000,7.41,165.300000,5.800000,46.420000,48.360000,2.200000,100.750000,273.450000,39.650000,10.34,25.81,0.000000,31,10.33,12.000000,30.950000,19.340000,16.33,43.929729,15,66.910000,8,44.400000,19.340000,10,6.770000,8,0,70.500000,0.000000,44.5,11.46,14.510000,4.840000,25,21.700000,29.300000,0,10.8,0.000000,3.540000,24.970000,8.9,25.82,48.360000,3.730000,2.150000,25.82,16.33,48.360000,2.150000,12.320000

31,07:30-07:45,3.070000,7.41,165.300000,5.800000,46.420000,48.360000,3.390000,100.750000,273.450000,39.650000,9.66,27.49,0.000000,29,9.67,12.000000,30.950000,19.340000,16,54.719658,23,66.910000,7.34,44.400000,19.340000,16,6.770000,12,0,70.500000,0.000000,62.13,16.61,14.510000,4.840000,39,21.700000,29.300000,0,17.78,0.000000,3.540000,0.000000,12.42,27.48,48.360000,3.730000,3.300000,27.48,16,48.360000,3.300000,12.320000

32,07:45:08:00,3.070000,7.41,165.300000,5.800000,46.420000,48.360000,4.390000,100.750000,273.450000,39.650000,9.16,28.65,0.000000,27.5,9.17,12.000000,30.950000,19.340000,15.67,64.963755,32,66.910000,7.34,44.400000,19.340000,24,6.770000,16,0,70.500000,0.000000,80.93,20.21,14.510000,4.840000,56,22.200000,29.300000,0,25.54,0.000000,3.540000,0.000000,16.19,28.65,48.360000,3.730000,4.290000,28.65,15.67,48.360000,4.290000,12.320000

33,08:00-08:15,3.070000,7.41,165.300000,5.800000,46.420000,48.360000,5.750000,71.740000,273.450000,39.650000,6.66,29.31,0.000000,20,6.67,11.910000,30.950000,19.340000,15.33,74.291634,39,66.910000,7.34,33.470000,19.340000,34,6.770000,19,0,70.500000,0.000000,100.18,23.87,14.510000,4.840000,81,22.710000,29.300000,0,32.97,0.000000,3.690000,0.000000,20.03,29.32,48.360000,3.730000,5.610000,29.32,15.33,48.360000,5.610000,12.320000

34,08:15-08:30,3.070000,7.41,145.950000,5.800000,46.420000,48.360000,6.990000,53.190000,232.100000,39.650000,6.66,30.5,0.000000,20,6.67,11.910000,30.950000,19.340000,15,83.112669,45,66.910000,7.34,33.470000,19.340000,42,6.770000,23,0,70.500000,0.000000,120.36,27.13,14.510000,4.840000,98,22.710000,29.300000,0,39.92,0.000000,3.690000,0.000000,24.07,30.5,48.360000,3.730000,6.820000,30.5,15,48.360000,6.820000,12.320000

35,08:30-08:45,3.070000,7.41,145.950000,5.800000,46.420000,48.360000,8.280000,53.190000,193.420000,39.650000,6.66,30.5,0.000000,20,6.67,11.910000,25.630000,19.340000,13.33,91.729017,53,66.910000,6.66,33.470000,19.340000,49,6.770000,26,0,70.500000,0.000000,140.51,30.23,14.510000,4.840000,116,22.710000,29.300000,0,46.32,0.000000,3.690000,25.630000,28.1,30.5,48.360000,3.730000,8.070000,30.5,13.33,48.360000,8.070000,12.320000

36,08:45:09:00,3.070000,7.41,145.950000,5.800000,46.420000,48.360000,9.460000,53.190000,150.390000,39.650000,6.66,30.5,0.000000,20,6.67,11.910000,25.630000,19.340000,13.33,99.80928,61,66.910000,6.66,33.470000,19.340000,57,6.770000,31,0,70.500000,0.000000,158.98,33.03,14.510000,4.840000,133,22.710000,29.300000,0,52.74,0.000000,3.690000,25.630000,31.8,30.5,48.360000,3.730000,9.230000,30.5,13.33,48.360000,9.230000,12.320000

37,09:00:09:15,3.070000,7.41,135.390000,5.800000,46.420000,48.360000,10.690000,53.190000,150.390000,39.650000,6.66,30.5,0.000000,20,6.67,11.820000,25.630000,19.340000,13.33,118.504026,68,66.910000,6.66,33.470000,19.340000,63,6.770000,34,0,70.500000,0.000000,176.24,34.12,14.510000,4.840000,147,23.210000,29.300000,0,58.89,0.000000,0.000000,25.630000,35.25,30.5,48.360000,3.580000,10.420000,30.5,13.33,48.360000,10.420000,12.320000

38,09:15-09:30,3.070000,7.41,125.720000,5.800000,46.420000,48.360000,11.830000,53.190000,150.390000,39.650000,6.66,30.5,0.000000,20,6.67,11.820000,25.630000,19.340000,13.33,124.420455,75,66.910000,6.66,33.470000,19.340000,69,6.770000,37,0,70.500000,0.000000,192.39,36.71,14.510000,4.840000,161,23.210000,29.300000,0,65.12,0.000000,0.000000,25.630000,38.48,30.5,48.360000,3.420000,11.550000,30.5,13.33,48.360000,11.550000,12.320000

39,09:30-09:45,3.070000,7.41,125.720000,5.800000,46.420000,48.360000,12.730000,53.190000,150.390000,39.650000,6.66,30.5,0.000000,20,6.67,11.820000,25.630000,19.340000,13.33,129.323196,80,66.910000,6.66,33.470000,19.340000,75,6.770000,40,0,70.500000,0.000000,197.25,38.34,14.510000,4.840000,175,23.210000,29.300000,0,70.81,0.000000,0.000000,25.630000,39.45,30.5,48.360000,2.330000,12.420000,30.5,13.33,48.360000,12.420000,12.320000

40,09:45-10:00,3.070000,7.41,125.720000,5.800000,46.420000,48.360000,13.650000,53.190000,193.420000,39.650000,6.66,30.4,0.000000,20,6.67,11.820000,25.630000,19.340000,13.33,133.465671,87,66.910000,6.66,33.470000,19.340000,79,6.770000,43,0,70.500000,0.000000,210.93,40.54,14.510000,4.840000,186,24.220000,29.300000,0,76.79,0.000000,0.000000,25.630000,42.18,30.4,48.360000,2.330000,13.310000,30.4,13.33,48.360000,13.310000,12.320000

41,10:00-10:15,3.070000,6.61,111.220000,0.000000,0.000000,0.000000,14.420000,53.190000,232.100000,39.650000,6.66,30.4,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,137.14029,91,66.910000,6.66,33.470000,19.340000,82,0.000000,46,0,70.500000,0.000000,222.6,42.46,14.510000,0.000000,193,23.210000,29.300000,0,81.86,0.000000,0.000000,25.630000,44.52,30.4,0.000000,1.560000,14.070000,30.4,13.33,48.360000,14.070000,12.320000

42,10:15-10:30,3.070000,6.61,111.220000,0.000000,0.000000,0.000000,15.100000,53.190000,273.450000,39.650000,6.66,30.4,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,141.175548,93,66.910000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,44.3,14.510000,0.000000,196,23.210000,29.300000,0,86.45,0.000000,0.000000,25.630000,46.33,30.4,0.000000,1.560000,14.730000,30.4,13.33,48.360000,14.730000,12.320000

43,10:30-10:45,3.070000,6.61,111.220000,0.000000,0.000000,0.000000,15.770000,53.190000,273.450000,39.650000,6.66,30.4,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,144.479781,94,66.910000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,46,14.510000,0.000000,196,23.210000,29.300000,0,89.91,0.000000,0.000000,25.630000,46.33,30.4,0.000000,1.170000,15.390000,30.4,13.33,48.360000,15.390000,12.320000

44,10:45-11:00,3.070000,6.61,111.220000,0.000000,0.000000,0.000000,16.210000,53.190000,273.450000,39.650000,6.66,30.4,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,147.930219,94,66.910000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,46,14.510000,0.000000,196,22.710000,29.300000,0,92.66,0.000000,0.000000,25.630000,46.33,30.4,0.000000,1.560000,15.810000,30.4,13.33,48.360000,15.810000,12.320000

45,11:00-11:15,3.070000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,53.190000,273.450000,39.650000,6.66,30.4,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,150.288993,94,0.000000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,45,14.510000,0.000000,196,22.200000,29.300000,0,92,0.000000,0.000000,25.630000,46.33,30.4,0.000000,3.500000,16.240000,30.4,13.33,48.360000,16.240000,12.320000

46,11:15-11:30,3.070000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,53.190000,273.450000,39.650000,6.66,30.24,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,151.85826,94,0.000000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,45,14.510000,0.000000,196,22.200000,29.300000,0,91.38,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

47,11:30-11:45,3.070000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,53.190000,273.450000,39.650000,6.66,30.24,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,152.511309,94,0.000000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,45,14.510000,0.000000,196,22.200000,29.300000,0,91.29,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

48,11:45-12:00,3.070000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,53.190000,273.450000,39.650000,6.66,30.24,0.000000,20,6.67,11.720000,25.630000,19.340000,13.33,152.530803,94,0.000000,6.66,33.470000,19.340000,84,0.000000,47,0,70.500000,0.000000,231.67,45.5,14.510000,0.000000,196,22.200000,29.300000,0,91.42,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

49,12:00-12:15,3.160000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,84.140000,273.450000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,140.103378,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,45.5,0.000000,0.000000,196,22.200000,29.300000,0,91.31,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

50,12:15-12:30,3.160000,6.61,145.950000,0.000000,0.000000,0.000000,16.650000,84.140000,273.450000,0.000000,6.66,30.24,0.000000,20,6.67,11.630000,25.630000,0.000000,13.33,139.528305,94,0.000000,6.66,33.850000,0.000000,84,0.000000,47,0,70.500000,0.000000,231.67,45.5,0.000000,0.000000,196,22.200000,29.300000,0,91.44,0.000000,0.000000,25.630000,46.33,30.23,0.000000,3.500000,16.240000,30.23,13.33,48.360000,16.240000,12.320000

