Block,Time,NR/01102023/05012040/L_NR_2020_02,NR/01062024/30062024/1000011034-ACBL-BRPL,NR/01102023/30042040/GNA_LT_35,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01062024/30062024/APPCPL/180/F25/GNA/12300,NR/01102023/31102037/L_NR_2019_11,NR/01102023/06022042/L_NR_2012_07,NR/01102023/30042040/GNA_LT_36,NR/01062024/30062024/R2,NR/01062024/30062024/NDMC/D-46/EE(Power)/2024,NR/01102023/15082037/GNA_NR_2012_01,NR/01102023/31052040/LT-31,NR/01062024/30062024/1000011195-SIEL-BRPL(DISCOM),NR/01102023/19072037/LT-05,NR/22062024/22062024/DD20240622NR25264,NR/20062024/30062024/1000011400-GOHP-BRPL(DISCOM),NR/01102023/22052037/LT-59,NR/01062024/30062024/1000011017-PPGCL-BRPL,NR/01102023/23072042/L_NR_2012_04,NR/16062024/30062024/1000011196-KWHPS-BRPL(DISCOM),NR/30092023/26122029/SH-06,NR/01062024/30062024/JPL-BRPL(PTC)GNA,NR/30092023/31122025/SH-07,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01062024/30062024/IIPL/(JPL(TM)-BRPL)/BRPLT-169/24-25/1,NR/01062024/30062024/IEPL01,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/06022042/L_NR_2012_02,NR/01062024/30062024/8588/OAN/GMRETL/GPHHPPL-BRPL,NR/01042024/31072024/LT_MEJA_DELHI,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_17,WR/01102023/24112044/L_NR_2020_07,WR/01102023/29112042/L_NR_2019_05,L_NR_2019_19,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02012046/L_NR_2021_17,WR/01102023/16072048/L_NR_2022_08,NR/01102023/25072045/L_NR_2021_15,NR/01102023/02122045/L_NR_2021_13,SR/01102023/07102043/L_NR_2018_61,NR/01102023/14082046/L_NR_2021_16,NR/26072023/25122043/L_NR_2023_10,WR/01102023/01102023/L_NR_2020_06,NR/01102023/08032047/L_NR_2021_14,WR/01102023/30052048/L_NR_2022_10,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,WR/01102023/01102023/L_NR_2022_09
52,12:45-13:00,5.110000,0.000000,13.790000,0.000000,31.290000,0.000000,5.990000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.130000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,150.220000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,7,32.16,119.575442,179,0,8,45,46,19,0,76,7,93.68,14,90,32.17,32.17,21,14

53,13:00-13:15,5.210000,0.000000,13.790000,0.000000,31.290000,0.000000,6.140000,57.670000,14.130000,0.000000,21.780000,53.130000,13.790000,0.000000,66.270000,0.000000,0.000000,5.280000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,193.200000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,7.33,32.16,120.870729,179,0,8.66,45,46,21.01,0,76,7.34,93.57,14,90,32.17,32.17,22,14

54,13:15-13:30,5.210000,0.000000,14.370000,0.000000,31.290000,0.000000,6.140000,57.670000,14.730000,0.000000,21.780000,53.130000,14.370000,0.000000,66.270000,0.000000,0.000000,5.280000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,231.840000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,43,7.83,32,120.588298,179,0,9.34,45,46,23.01,0,76,7.84,93.57,14.67,90,32,32,23.5,14.67

55,13:30-13:45,5.210000,0.000000,14.250000,0.000000,31.290000,0.000000,6.140000,57.670000,14.610000,0.000000,21.780000,53.130000,14.250000,0.000000,66.270000,0.000000,0.000000,5.280000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,45,8.67,32,114.881244,179,0,10,44,46,27.01,0,76,8.66,93.46,18,95,32,32,26,18

56,13:45-14:00,5.210000,0.000000,14.040000,0.000000,31.290000,0.000000,6.140000,57.670000,14.390000,0.000000,21.780000,53.130000,14.040000,0.000000,66.270000,0.000000,0.000000,5.280000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,65.690000,24.150000,3.860000,230,45,9.67,32,109.417665,179,0,11,44,46,32.02,0,76,9.66,93.52,22,95,32,32,29,22

57,14:00-14:15,5.390000,0.000000,13.760000,0.000000,31.290000,0.000000,6.380000,57.670000,14.110000,0.000000,21.780000,53.130000,13.760000,0.000000,66.270000,0.000000,0.000000,5.440000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,95.940000,24.150000,7.670000,195.83,45,11.3,32,103.934608,179,0,12,43,39.17,34.02,0,76,11.3,93.36,26,95,32,32,33.9,26

58,14:15-14:30,5.390000,0.000000,13.290000,0.000000,31.290000,0.000000,6.380000,57.670000,13.630000,0.000000,21.780000,53.130000,13.290000,0.000000,66.270000,0.000000,0.000000,5.440000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,95.940000,24.150000,7.670000,195.83,44,11.95,32,98.636592,175,0,13,42,39.17,36.02,0,75,11.95,93,30.67,91,32,32,35.85,30.67

59,14:30-14:45,5.390000,0.000000,12.840000,0.000000,31.290000,0.000000,6.380000,68.130000,13.160000,0.000000,21.780000,82.110000,12.840000,0.000000,66.270000,0.000000,0.000000,5.440000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,112.810000,24.150000,7.670000,180.38,41,12.7,32.16,94.487778,172,0,14,41,36.08,38.01,0,73,12.7,92.3,41.67,87,32.17,32.17,38.1,41.67

60,14:45-15:00,5.390000,0.000000,12.270000,0.000000,31.290000,0.000000,6.380000,68.130000,12.580000,0.000000,21.780000,100.640000,12.270000,0.000000,66.270000,0.000000,0.000000,5.590000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,11.990000,112.810000,24.150000,7.670000,173.25,39,13.48,32.5,90.095489,161,0,15,41,34.65,40.01,0,69,13.49,90.38,43.33,83,32.5,32.5,40.45,43.33

61,15:00-15:15,5.570000,0.000000,11.780000,0.000000,31.290000,0.000000,6.380000,68.130000,12.080000,0.000000,21.780000,100.640000,11.780000,0.000000,66.270000,0.000000,0.000000,5.590000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,12.170000,112.810000,24.150000,7.670000,100,37,16.03,32.5,97.166003,147,0,10.66,38,20,40.01,0,63,16.04,86.52,46,78,32.5,32.5,48.1,46

62,15:15-15:30,5.570000,0.000000,11.110000,0.000000,31.290000,0.000000,6.380000,68.130000,11.380000,0.000000,21.780000,100.640000,11.110000,0.000000,66.270000,0.000000,0.000000,5.590000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,12.170000,112.810000,24.150000,7.670000,108.33,35,17.77,32.5,90.592178,137,0,11,36,21.67,40.01,0,58,17.76,81.45,48.33,73,32.5,32.5,53.3,48.33

63,15:30-15:45,5.570000,0.000000,10.250000,0.000000,31.290000,0.000000,6.380000,68.130000,10.510000,0.000000,21.780000,100.640000,10.250000,0.000000,66.270000,0.000000,0.000000,5.590000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,12.170000,112.810000,24.150000,7.670000,83.33,32,19.13,32.5,81.632298,130,0,11.66,34,16.67,40.01,0,55,19.14,68.38,50.67,68,32.5,32.5,57.4,50.67

64,15:45-16:00,5.570000,0.000000,7.780000,0.000000,31.290000,0.000000,6.380000,68.130000,7.970000,0.000000,21.780000,100.640000,7.780000,0.000000,66.270000,0.000000,0.000000,5.670000,0.000000,0.000000,0.000000,20.260000,0.000000,20.260000,273.140000,0.000000,0.000000,12.170000,112.810000,24.150000,7.670000,83.33,30,20.37,32.66,73.383365,123,0,12.34,33,16.67,40.01,0,52,20.36,63.19,54,62,32.67,32.67,61.1,54

65,16:00-16:15,5.760000,0.000000,7.410000,0.000000,31.290000,0.000000,6.530000,68.130000,7.600000,0.000000,21.780000,100.640000,7.410000,48.300000,66.270000,0.000000,0.000000,5.670000,0.000000,0.000000,0.000000,20.260000,48.300000,20.260000,273.140000,24.150000,38.640000,12.450000,131.130000,24.150000,7.670000,83.33,27,21.13,32.66,65.066259,119,0,13.34,30,16.67,40.01,0,51,21.14,57.79,58,55,32.67,32.67,63.4,58

66,16:15-16:30,5.760000,0.000000,6.690000,0.000000,31.290000,0.000000,6.530000,68.130000,6.860000,0.000000,21.780000,100.640000,6.690000,48.300000,66.270000,0.000000,0.000000,5.670000,0.000000,0.000000,0.000000,20.260000,48.300000,20.260000,273.140000,24.150000,38.640000,12.450000,131.130000,24.150000,7.670000,83.33,23,21.77,32.66,56.379071,105,0,15,28,16.67,40.01,0,45,21.76,52.1,61.33,49,32.67,32.67,65.3,61.33

67,16:30-16:45,5.760000,0.000000,5.940000,0.000000,31.290000,0.000000,6.530000,68.130000,6.080000,0.000000,21.780000,100.640000,5.940000,48.300000,66.270000,0.000000,0.000000,5.670000,0.000000,0.000000,0.000000,30.910000,48.300000,14.170000,273.140000,24.150000,38.640000,12.450000,131.130000,24.150000,7.670000,83.33,20,21.33,33,49.318296,91,0,16.34,26,16.67,43.01,0,39,21.34,46.14,64,42,33,22,64,64

68,16:45-17:00,5.760000,0.000000,5.120000,0.000000,31.290000,0.000000,6.530000,68.130000,5.240000,0.000000,21.780000,100.640000,5.120000,48.300000,66.270000,0.000000,0.000000,5.670000,0.000000,0.000000,0.000000,30.910000,48.300000,14.170000,273.140000,24.150000,38.640000,12.450000,131.130000,24.150000,7.670000,83.33,17,21.67,33,43.24116,79,0,18,21,16.67,43.01,0,34,21.66,39.49,66.33,35,33,12,65,66.33

69,17:00-17:15,5.760000,0.000000,4.250000,0.000000,31.290000,0.000000,6.530000,87.130000,4.350000,24.150000,21.780000,100.640000,4.250000,48.300000,115.490000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,273.140000,24.150000,38.640000,12.820000,131.130000,24.150000,7.670000,77.94,14,22,27.11,37.086112,49,0,19.34,18,15.59,43.01,0,21,22,16.67,67.67,29,33,7,66,67.67

70,17:15-17:30,5.760000,0.000000,3.440000,0.000000,31.290000,0.000000,6.530000,87.130000,3.520000,24.150000,21.780000,100.640000,3.440000,48.300000,115.490000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,273.140000,24.150000,38.640000,12.820000,131.130000,24.150000,7.670000,67.33,11,22.5,19.9,30.901847,42,0,20.66,15,13.46,43.01,0,18,22.5,16.67,68.33,24,28.3,1,67.5,68.33

71,17:30-17:45,5.760000,0.000000,2.620000,0.000000,31.290000,0.000000,6.530000,87.130000,2.680000,24.150000,21.780000,100.640000,2.620000,48.300000,115.490000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,273.140000,24.150000,38.640000,12.820000,131.130000,24.150000,7.670000,56.72,8,21.67,13.12,24.035852,32,0,16.66,12,11.34,43.01,0,13,21.66,16.67,55,17,20.34,0,65,55

72,17:45-18:00,5.760000,0.000000,2.040000,0.000000,31.290000,0.000000,6.530000,87.130000,2.100000,24.150000,21.780000,100.640000,2.040000,48.300000,115.490000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,9.610000,273.140000,24.150000,38.640000,12.820000,131.130000,24.150000,7.670000,46.1,5,21.83,8.39,17.500983,25,0,17,8,9.22,43.01,0,10,21.84,14.42,56,10,13.26,0,65.5,56

73,18:00-18:15,5.760000,0.000000,1.510000,0.000000,31.290000,0.000000,6.530000,87.130000,1.550000,24.150000,21.780000,100.640000,1.510000,48.300000,66.270000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,7.670000,37.87,3,22,0,12.17375,14,0,17.34,5,7.57,43.01,0,6,22,9.11,56.67,5,0,0,66,56.67

74,18:15-18:30,5.760000,0.000000,1.070000,0.000000,31.290000,0.000000,6.530000,87.130000,1.100000,24.150000,21.780000,100.640000,1.070000,48.300000,66.270000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,7.670000,29.63,1,22.17,0,7.537986,7,0,17.34,4,5.92,43.01,0,3,22.16,4.93,57.33,3,0,0,66.5,57.33

75,18:30-18:45,5.760000,0.000000,0.710000,0.000000,31.290000,0.000000,6.530000,87.130000,0.730000,24.150000,21.780000,100.640000,0.710000,48.300000,66.270000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,7.670000,21.39,1,22.33,0,3.291782,4,0,17.34,3,4.28,43.01,0,1,22.34,2.14,58,1,0,0,67,58

76,18:45-19:00,5.760000,0.000000,0.420000,0.000000,31.290000,0.000000,6.530000,87.130000,0.430000,24.150000,21.780000,100.640000,0.420000,48.300000,66.270000,0.000000,0.000000,5.670000,24.150000,0.000000,0.000000,20.260000,48.300000,20.260000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,7.670000,13.16,0,22.5,0,0.925205,1,0,17.66,2,2.63,43.01,0,0,22.5,0,57.33,0,0,0,67.5,57.33

77,19:00-19:15,5.760000,0.000000,0.070000,0.000000,31.290000,0.000000,6.680000,87.130000,0.070000,24.150000,21.780000,100.640000,0.070000,48.300000,66.270000,0.000000,0.000000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,9.88,0,24.33,0,0,1,0,21.66,1,1.98,41.61,0,0,24.34,0,60,0,0,0,73,60

78,19:15-19:30,5.760000,0.000000,0.010000,0.000000,31.290000,0.000000,6.680000,87.130000,0.010000,24.150000,21.780000,100.640000,0.010000,48.300000,66.270000,0.000000,0.000000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,6.62,0,24.33,0,0,0,0,21.34,0.5,1.32,39.01,0,0,24.34,0,59.33,0,0,0,73,59.33

79,19:30-19:45,5.760000,0.000000,0.000000,0.000000,30.790000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,0.000000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,3.35,0,24.17,0,0,0,0,21,0,0.67,39.01,0,0,24.16,0,58.33,0,0,0,72.5,58.33

80,19:45-20:00,5.760000,0.000000,0.000000,0.000000,30.790000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,66.270000,0.000000,0.000000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0.08,0,24.17,0,0,0,0,20.66,0,0.02,38.61,0,0,24.16,0,57.33,0,0,0,72.5,57.33

81,20:00-20:15,5.760000,24.150000,0.000000,0.000000,30.790000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0.05,0,24,0,0,0,0,21.66,0,0.01,43.01,0,0,24,0,56,0,0,0,72,56

82,20:15-20:30,5.760000,24.150000,0.000000,0.000000,30.790000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,6.220000,18.990000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0.03,0,23.67,0,0,0,0,21.66,0,0,42.41,0,0,23.66,0,55,0,0,0,71,55

83,20:30-20:45,5.760000,24.150000,0.000000,0.000000,29.770000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,6.680000,18.990000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0.01,0,20.83,0,0,0,0,21.34,0,0,41.81,0,0,20.84,0,53.33,0,0,0,62.5,53.33

84,20:45-21:00,5.760000,24.150000,0.000000,0.000000,29.270000,0.000000,6.680000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,6.680000,18.990000,0.000000,0.000000,30.910000,48.300000,0.000000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0,0,20,0,0,0,0,20.66,0,0,41.01,0,0,20,0,51.67,0,0,0,60,51.67

85,21:00-21:15,5.760000,24.150000,0.000000,0.000000,29.270000,0.000000,7.300000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.160000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0,0,19.17,0,0,0,0,20,0,0,40.41,0,0,19.16,0,50,0,0,0,57.5,50

86,21:15-21:30,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.300000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.160000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,13.190000,131.130000,24.150000,15.630000,0,0,18.67,0,0,0,0,19.34,0,0,39.81,0,0,18.66,0,49.33,0,0,0,56,49.33

87,21:30-21:45,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.300000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.160000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,18.33,0,0,0,0,18.34,0,0,36.82,0,0,18.34,0,48.33,0,0,0,55,48.33

88,21:45-22:00,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.300000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.160000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,18,0,0,0,0,17.66,0,0,35.22,0,0,18,0,45.67,0,0,0,54,45.67

89,22:00-22:15,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.150000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.940000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,17.5,0,0,0,0,16.66,0,0,42.81,0,0,17.5,0,44.33,0,0,0,52.5,44.33

90,22:15-22:30,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.150000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.940000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,17,0,0,0,0,15,0,0,41.61,0,0,17,0,43.33,0,0,0,51,43.33

91,22:30-22:45,5.760000,24.150000,0.000000,0.000000,28.270000,0.000000,7.150000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.940000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,15.83,0,0,0,0,13.34,0,0,40.61,0,0,15.84,0,42.33,0,0,0,47.5,42.33

92,22:45-23:00,5.760000,24.150000,0.000000,0.000000,27.760000,0.000000,7.150000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.940000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,15,0,0,0,0,12.66,0,0,39.61,0,0,15,0,42,0,0,0,45,42

93,23:00-23:15,5.760000,24.150000,0.000000,0.000000,28.770000,0.000000,6.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.550000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,14.67,0,0,0,0,12.66,0,0,38.61,0,0,14.66,0,36.67,0,0,0,44,36.67

94,23:15-23:30,5.760000,24.150000,0.000000,0.000000,28.770000,0.000000,6.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.550000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,14.17,0,0,0,0,12.34,0,0,38.21,0,0,14.16,0,36.33,0,0,0,42.5,36.33

95,23:30-23:45,5.760000,24.150000,0.000000,0.000000,28.770000,0.000000,6.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.550000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,13.33,0,0,0,0,12,0,0,38.21,0,0,13.34,0,35,0,0,0,40,35

96,23:45-24:00,5.760000,24.150000,0.000000,0.000000,28.770000,0.000000,6.990000,87.130000,0.000000,24.150000,21.780000,100.640000,0.000000,48.300000,115.490000,67.620000,67.620000,8.550000,19.030000,0.000000,0.000000,30.910000,48.300000,30.910000,273.140000,24.150000,38.640000,14.110000,131.130000,24.150000,15.630000,0,0,13,0,0,0,0,12,0,0,40.21,0,0,13,0,33.67,0,0,0,39,33.67

