Block,Time,NR/01042024/30062024/NOC/HPSLDC/NR/2024/41758,NR/01102023/23072042/L_NR_2012_04,NR/01052024/31052024/DC20240501NR23726,NR/01102023/06022042/L_NR_2012_07,NR/01102023/22052037/LT-59,NR/01102023/30042040/GNA_LT_35,NR/01102023/19072037/LT-05,NR/01052024/31052024/DC20240501NR23727,NR/01052024/31052024/NDMC/D-37/EE(Power)/2024,NR/01052024/31052024/DC20240501NR23735,NR/01102023/30042040/GNA_LT_36,NR/01052024/31052024/IEX-240324-06625_1,NR/01102023/31052040/LT-31,NR/01052024/31052024/IEX-240323-06617_1,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,NR/01102023/05012040/L_NR_2020_02,NR/01052024/31052024/IEX_240415_00115_1,NR/01102023/15082037/GNA_NR_2012_01,NR/01052024/31052024/M20240501NR23406,NR/01102023/31102037/L_NR_2019_11,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/30092023/26122029/SH-06,NR/30092023/31122025/SH-07,NR/01052024/31052024/2-R1,NR/01042024/31072024/LT_MEJA_DELHI,NR/01052024/31052024/DC20240501NR23728,NR/16042024/31052024/IEX_240323_06618,NR/01052024/31052024/MC120240501NR23436,NR/01052024/31052024/IEX_240416_00120_1,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01102023/06022042/L_NR_2012_02,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_16,WR/01102023/29112042/RUMS(L_NR_2019_06),NR/01102023/13082046/L_NR_2021_12,SR/01102023/07102043/L_NR_2018_61,WR/01102023/29112042/RUMS(L_NR_2019_07),NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/02012046/L_NR_2021_17,NR/01102023/25072045/L_NR_2021_15,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,WR/01102023/30052048/L_NR_2022_10,NR/01102023/14082046/L_NR_2021_16,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/L_NR_2019_05,WR/01102023/01102023/L_NR_2022_09,WR/01102023/16072048/L_NR_2022_08,L_NR_2019_19
6,01:15-01:30,16.240000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.780000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,38.34,38.33,0,0,0,0,32.02,0,0,0,0,0,0,0,81.67,0,115,0,81.67,41.66,0

7,01:30-01:45,16.240000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.780000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,38.34,38.33,0,0,0,0,40.01,0,0,0,0,0,0,0,81.67,0,115,0,81.67,38.34,0

8,01:45-02:00,16.240000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.780000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,38.34,38.33,0,0,0,0,40.01,0,0,0,0,0,0,0,81.67,0,115,0,81.67,38.34,0

9,02:00-02:15,15.960000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.280000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,38.34,38.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,115,0,76.67,38.34,0

10,02:15-02:30,15.960000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.280000,30.920000,30.920000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,38.34,38.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,115,0,76.67,38.34,0

11,02:30-02:45,15.960000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,30.280000,20.270000,20.270000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,109,0,76.67,35,0

12,02:45-03:00,15.960000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.340000,0.000000,0.000000,39.620000,10.570000,31.280000,20.270000,20.270000,48.320000,16.120000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,109,0,76.67,35,0

13,03:00-03:15,15.680000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.150000,0.000000,0.000000,39.620000,10.570000,31.280000,20.270000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,109,0,76.67,35,0

14,03:15-03:30,15.680000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.150000,0.000000,0.000000,39.620000,10.570000,30.780000,20.270000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,43.01,0,0,0,0,0,0,0,76.67,0,109,0,76.67,35,0

15,03:30-03:45,15.680000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.150000,0.000000,0.000000,39.620000,10.570000,30.280000,20.270000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,32.62,0,0,0,0,0,0,0,80,0,109,0,80,35,0

16,03:45-04:00,15.680000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,11.150000,0.000000,0.000000,39.620000,10.570000,30.280000,20.270000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,36.34,36.33,0,0,0,0,32.62,0,0,0,0,0,0,0,80,0,109,0,80,35,0

17,04:00-04:15,15.500000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.310000,0.000000,0.000000,39.620000,10.570000,30.280000,30.920000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,33.02,0,0,0,0,0,0,0,80,0,105,0,80,35,0

18,04:15-04:30,15.500000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.310000,0.000000,0.000000,39.620000,10.570000,30.280000,30.920000,20.270000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,32.82,0,0,0,0,0,0,0,80,0,105,0,80,35,0

19,04:30-04:45,15.500000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.310000,0.000000,0.000000,39.620000,10.570000,31.290000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,19.6,0,0,0,0,0,0,0,76.67,0,105,0,76.67,30,0

20,04:45-05:00,15.500000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.310000,0.000000,0.000000,39.620000,10.570000,31.290000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,19.2,0,0,0,0,0,0,0,76,0,105,0,76,30,0

21,05:00-05:15,15.220000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,30.780000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,18.8,0,0,0,0,0,0,0,71.67,0,105,0,71.67,26.66,0

22,05:15-05:30,15.220000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,30.280000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,35,35,0,0,0,0,19,0,0,0,0,0,0,0,71.67,0,105,0,71.67,26.66,0

23,05:30-05:45,15.220000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30,30,0,0,0,0,10.81,0,0,0,0,0,0,0,71.67,0,90,0,71.67,26.66,1.159774

24,05:45-06:00,15.220000,0.000000,4.830000,87.170000,10.340000,0.000000,115.530000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,10.040000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30,30,0.18,0,0,0.45,11.01,0,0,0,0,0.2,0,0.09,71.67,0,90,0,71.67,26.66,2.504722

25,06:00-06:15,15.040000,0.000000,4.830000,87.170000,10.340000,0.000000,66.290000,5.800000,24.700000,57.980000,0.000000,19.330000,0.000000,19.330000,273.250000,9.850000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30,30,1.66,1,10.84,3.82,11.21,8,0,1,0,1,1,0.76,71.67,0,90,6.94,71.67,26.66,5.321316

26,06:15-06:30,15.040000,0.000000,4.830000,87.170000,10.340000,0.110000,66.290000,5.800000,24.700000,57.980000,0.120000,19.330000,0.110000,19.330000,273.250000,9.850000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,260.790000,30,30,3.79,2,19.53,9.1,11.01,12,1,1,0,2,4,1.82,71.67,0,90,10.1,71.67,26.66,10.077364

27,06:30-06:45,15.040000,0.000000,4.830000,68.160000,10.340000,0.920000,66.290000,5.800000,24.700000,57.980000,0.950000,19.330000,0.920000,19.330000,273.250000,9.850000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,0.000000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,6.53,5,28.63,15.32,11.21,15,3,3,0,5,7,3.06,76.67,0,102.5,14.55,76.67,26.66,15.418172

28,06:45-07:00,15.040000,0.000000,4.830000,68.160000,10.340000,1.530000,66.290000,5.800000,24.700000,57.980000,1.570000,19.330000,1.530000,19.330000,273.250000,9.850000,0.000000,0.000000,39.620000,10.570000,29.770000,30.920000,9.620000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,9.48,8,31.69,22.98,11.61,18,4,6,0,6,14,4.6,76.67,0,102.5,20.72,76.67,26.66,21.675104

29,07:00-07:15,14.850000,0.000000,4.830000,68.160000,10.260000,2.240000,66.290000,5.800000,24.700000,57.980000,2.300000,19.330000,2.240000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.460000,30.280000,30.920000,9.620000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,13.19,11,28.67,33.38,12.01,21,5,9,0,8,21,6.68,76.67,0,102.5,28.68,76.67,26.66,28.7507

30,07:15-07:30,14.850000,0.000000,4.830000,68.160000,10.260000,3.070000,66.290000,5.800000,24.700000,57.980000,3.140000,19.330000,3.070000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.460000,31.290000,30.920000,9.620000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,17.08,16,26.31,46.07,13.4,26.32,8,15,0,11.46,35,9.21,76.67,0,102.5,26.32,76.67,26.66,36.35258

31,07:30-07:45,14.850000,0.000000,4.830000,68.160000,10.260000,4.050000,66.290000,5.800000,24.700000,57.980000,4.140000,19.330000,4.050000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.460000,31.290000,30.920000,9.620000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,21.85,21,27.65,61.2,15.4,27.65,11,21,0,16.11,49,12.24,76.67,0,102.5,27.65,76.67,26.66,43.779032

32,07:45:08:00,14.850000,0.000000,4.830000,68.160000,10.260000,5.100000,66.290000,5.800000,24.700000,57.980000,5.230000,19.330000,5.100000,19.330000,273.250000,9.660000,0.000000,0.000000,39.620000,10.460000,31.290000,30.920000,9.620000,48.320000,14.850000,6.760000,48.320000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,26.28,28,28.81,77.6,17.2,28.82,14,27,0,20.21,63,15.52,76.67,0,102.5,28.82,76.67,26.66,51.55634

33,08:00-08:15,14.570000,0.000000,4.830000,68.160000,10.880000,6.120000,57.690000,5.800000,24.700000,57.980000,6.270000,19.330000,6.120000,19.330000,231.940000,9.480000,0.000000,0.000000,39.620000,10.460000,31.290000,20.270000,20.270000,48.320000,14.850000,6.760000,0.000000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,31.98,35,29.49,90.34,18,29.48,18,34,0,23.37,81,18.07,76.67,0,102.5,29.48,76.67,26.66,59.489584

34,08:15-08:30,14.570000,0.000000,4.830000,68.160000,10.880000,7.110000,57.690000,5.800000,24.700000,57.980000,7.290000,19.330000,7.110000,19.330000,193.280000,9.480000,0.000000,0.000000,39.620000,10.460000,31.290000,20.270000,20.270000,48.320000,14.850000,6.760000,0.000000,14.500000,46.390000,0.000000,204.800000,34.16,34.17,37.37,42,31,108.35,20,31,21,40,0,26.63,95,21.67,76.67,0,102.5,31,76.67,26.66,67.53978

35,08:30-08:45,14.570000,0.000000,4.830000,57.690000,10.880000,8.050000,66.290000,5.800000,24.700000,57.980000,8.250000,19.330000,8.050000,19.330000,150.280000,9.480000,0.000000,0.000000,39.620000,10.460000,31.290000,20.270000,20.270000,48.320000,14.850000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,45.64,49,31,125.95,13,31,24,46,0,29.73,109,25.19,64.67,0,102.5,31,64.67,26.66,75.414548

36,08:45:09:00,14.570000,0.000000,4.830000,57.690000,10.880000,9.020000,66.290000,5.800000,24.700000,57.980000,9.240000,19.330000,9.020000,19.330000,150.280000,9.480000,0.000000,0.000000,39.620000,10.460000,31.290000,20.270000,20.270000,48.320000,14.850000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,52.61,55,31,143.87,13,31,28,52,0,32.53,123,28.77,65.67,0,102.5,31,65.67,26.66,83.074904

37,09:00:09:15,14.390000,0.000000,4.830000,57.690000,10.880000,9.940000,66.290000,5.800000,24.700000,57.980000,10.190000,19.330000,9.940000,19.330000,150.280000,9.300000,0.000000,0.000000,39.620000,10.150000,31.290000,20.270000,20.270000,48.320000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,59.16,60,31,160.68,13,31,30,58,0,33.52,137,32.13,66,0,102.5,31,66,26.66,90.423388

38,09:15-09:30,14.390000,0.000000,4.830000,57.690000,10.880000,10.810000,66.290000,5.800000,24.700000,57.980000,11.090000,19.330000,10.810000,19.330000,150.280000,9.300000,0.000000,0.000000,39.620000,10.150000,31.290000,20.270000,20.270000,48.320000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,65.28,65,31,176.66,13,31,33,63,0,36.21,147,35.33,66.67,0,102.5,31,66.67,26.66,97.382032

39,09:30-09:45,14.390000,0.000000,4.830000,57.690000,10.880000,11.520000,66.290000,5.800000,24.700000,57.980000,11.800000,19.330000,11.520000,19.330000,150.280000,9.300000,0.000000,0.000000,39.620000,10.150000,31.290000,20.270000,20.270000,48.320000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,70.96,68,31,190.78,13,31,34,67,0,38.84,158,38.16,68,0,102.5,31,68,26.66,103.921598

40,09:45-10:00,14.390000,0.000000,4.830000,57.690000,10.880000,12.200000,66.290000,5.800000,24.700000,57.980000,12.510000,19.330000,12.200000,19.330000,193.280000,9.300000,0.000000,0.000000,39.620000,10.150000,31.290000,20.270000,20.270000,48.320000,16.120000,6.760000,0.000000,14.500000,46.390000,0.000000,170.090000,34.16,34.17,76.01,75,31,204.35,13,31,37,72,0,41.04,168,40.87,69,0,102.5,31,69,26.66,110.246752

41,10:00-10:15,14.300000,0.000000,0.000000,68.160000,10.880000,12.930000,66.290000,0.000000,24.700000,0.000000,13.260000,19.330000,12.930000,19.330000,231.940000,9.300000,0.000000,0.000000,39.620000,9.840000,31.280000,20.270000,20.270000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,204.800000,34.16,34.17,80.39,81,31,216.54,25.01,31,41,75,0,42.96,175,43.31,70,0,102.5,31,70,26.66,115.509592

42,10:15-10:30,14.300000,0.000000,0.000000,87.170000,10.880000,13.490000,66.290000,0.000000,24.700000,0.000000,13.840000,19.330000,13.490000,19.330000,273.250000,9.300000,0.000000,0.000000,39.620000,9.840000,31.280000,20.270000,20.270000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,84.36,85,31,227.83,26.01,31,43,78,0,43.5,182,45.57,70.67,0,102.5,31,70.67,26.66,119.554182

43,10:30-10:45,14.300000,0.000000,0.000000,87.170000,10.190000,13.980000,66.290000,0.000000,24.700000,0.000000,14.330000,19.330000,13.980000,19.330000,273.250000,9.020000,0.000000,0.000000,39.620000,9.840000,31.280000,20.270000,20.270000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,86.58,90,31,230,18.6,31,45,81,0,44,189,46,70.67,0,102.5,31,70.67,26.66,122.058904

44,10:45-11:00,14.300000,0.000000,0.000000,87.170000,10.190000,14.370000,66.290000,0.000000,24.700000,0.000000,14.730000,19.330000,14.370000,19.330000,273.250000,9.020000,0.000000,0.000000,39.620000,9.840000,31.280000,20.270000,20.270000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,87.37,93,31,230,18.2,31,47,81,0,44.5,189,46,70.67,0,102.5,31,70.67,26.66,125.586956

45,11:00-11:15,14.210000,0.000000,0.000000,87.170000,10.190000,14.740000,115.530000,0.000000,24.700000,0.000000,15.110000,19.330000,14.740000,19.330000,273.250000,8.870000,0.000000,0.000000,39.620000,9.840000,31.280000,20.270000,20.270000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,87.47,93,30.66,230,17.8,30.67,47,81,0,44.5,189,46,70.67,0,102.5,30.67,70.67,26.66,128.617962

46,11:15-11:30,14.210000,0.000000,0.000000,87.170000,10.190000,15.140000,115.530000,0.000000,24.700000,0.000000,15.520000,19.330000,15.140000,19.330000,273.250000,8.870000,0.000000,0.000000,39.620000,9.840000,31.280000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,87.43,94,30.5,230,17.4,30.5,47,81,0,44.5,189,46,70.67,0,102.5,30.5,70.67,26.66,130.84005

47,11:30-11:45,14.210000,0.000000,0.000000,87.170000,9.330000,15.380000,115.530000,0.000000,24.700000,0.000000,15.760000,19.330000,15.380000,19.330000,273.250000,8.360000,0.000000,0.000000,39.620000,9.840000,31.280000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,87.51,94,30.5,230,24.01,30.5,47,81,0,44.5,189,46,70.67,0,102.5,30.5,70.67,26.66,132.438394

48,11:45-12:00,14.210000,0.000000,0.000000,87.170000,9.880000,15.550000,115.530000,0.000000,24.700000,0.000000,15.930000,19.330000,15.550000,19.330000,273.250000,8.360000,0.000000,0.000000,39.620000,9.840000,31.280000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,14.500000,0.000000,0.000000,260.790000,34.16,34.17,87.68,94,30.5,230,24.61,30.5,47,81,0,44.5,189,46,70.67,0,102.5,30.5,70.67,26.66,133.646898

49,12:00-12:15,14.120000,0.000000,0.000000,87.170000,9.880000,15.690000,115.530000,0.000000,24.700000,0.000000,16.080000,0.000000,15.690000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.380000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,34.16,34.17,87.78,94,30.5,230,25.01,30.5,47,81,0,44.5,189,46,70.67,0,102.5,30.5,70.67,26.66,131.054462

50,12:15-12:30,14.120000,0.000000,0.000000,87.170000,9.880000,15.750000,115.530000,0.000000,24.700000,0.000000,16.140000,0.000000,15.750000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.380000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,34.16,34.17,87.74,94,30.5,230,25.81,30.5,47,81,0,44.5,189,46,70.67,0,102.5,30.5,70.67,26.66,131.892618

51,12:30-12:45,14.120000,0.000000,0.000000,87.170000,9.880000,15.820000,115.530000,0.000000,24.700000,0.000000,16.220000,0.000000,15.820000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.380000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.69,94,30.5,230,28.01,30.5,47,81,0,44.5,189,46,70.67,0,92.5,30.5,70.67,26.66,131.454048

52,12:45-13:00,14.120000,0.000000,0.000000,87.170000,9.880000,15.690000,115.530000,0.000000,24.700000,0.000000,16.080000,0.000000,15.690000,0.000000,273.250000,8.180000,0.000000,0.000000,0.000000,10.380000,29.770000,15.430000,15.430000,0.000000,16.120000,0.000000,0.000000,0.000000,0.000000,0.000000,260.790000,30.84,30.83,87.64,94,30.5,230,29.62,30.5,47,81,0,44.5,189,46,70.67,0,92.5,30.5,70.67,26.66,130.625638

