Time,Block,WR/2023/20256/A/930,NR/2023/17905/A/913,NR/2023/17901/A/900,NR/2023/16187/A,WR/2023/20254/A/929,NR/2023/17982/C,WR/2023/18560/A,WR/2023/18560/A/II,NR/2023/17980/C,NR/2023/17979/C,NR/2023/17064/A,Total
40,09:45-10:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,2.22,3.410000,50.000000,182.69

41,10:00-10:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,2.51,3.410000,50.000000,182.98

42,10:15-10:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,2.71,3.410000,50.000000,183.18

43,10:30-10:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,2.9,3.410000,50.000000,183.37

44,10:45-11:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.19,3.410000,50.000000,183.66

45,11:00-11:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.48,3.410000,100.000000,233.95

46,11:15-11:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.86,3.410000,100.000000,234.33

47,11:30-11:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.96,3.410000,100.000000,234.43

48,11:45-12:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.15,3.410000,100.000000,234.62

49,12:00-12:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.35,3.410000,100.000000,234.82

50,12:15-12:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.83,3.410000,100.000000,235.3

51,12:30-12:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,5.31,3.410000,100.000000,235.78

52,12:45-13:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,5.7,3.410000,100.000000,236.17

53,13:00-13:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,6.03,3.410000,100.000000,236.5

54,13:15-13:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,6.57,3.410000,100.000000,237.04

55,13:30-13:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,5.8,3.410000,100.000000,236.27

56,13:45-14:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.93,3.410000,100.000000,235.4

57,14:00-14:15,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.25,3.410000,100.000000,234.72

58,14:15-14:30,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,4.06,3.410000,100.000000,234.53

59,14:30-14:45,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.86,3.410000,100.000000,234.33

60,14:45-15:00,0.000000,1.930000,0.970000,0.000000,0.000000,24.16,0.000000,100.000000,3.48,3.410000,100.000000,233.95

61,15:00-15:15,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,3,3.410000,100.000000,209.31

62,15:15-15:30,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,2.39,3.410000,100.000000,208.7

63,15:30-15:45,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,2.11,3.410000,100.000000,208.42

64,15:45-16:00,0.000000,1.930000,0.970000,0.000000,0.000000,0,0.000000,100.000000,2.01,3.410000,100.000000,208.32

65,16:00-16:15,0.000000,1.930000,0.630000,0.000000,0.000000,0,0.000000,100.000000,1.24,3.410000,100.000000,207.21

66,16:15-16:30,0.000000,1.930000,0.630000,0.000000,0.000000,0,0.000000,100.000000,0.77,3.410000,100.000000,206.74

67,16:30-16:45,0.000000,1.930000,0.630000,0.000000,0.000000,0,0.000000,100.000000,0.62,3.410000,100.000000,206.59

68,16:45-17:00,0.000000,1.930000,0.630000,0.000000,0.000000,0,0.000000,100.000000,0.49,3.410000,100.000000,206.46

69,17:00-17:15,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0.39,3.410000,100.000000,206.31

70,17:15-17:30,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0.29,3.410000,100.000000,206.21

71,17:30-17:45,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0,3.410000,100.000000,205.92

72,17:45-18:00,0.000000,1.930000,0.580000,0.000000,0.000000,0,0.000000,100.000000,0,3.410000,100.000000,205.92

73,18:00-18:15,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

74,18:15-18:30,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

75,18:30-18:45,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

76,18:45-19:00,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

77,19:00-19:15,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

78,19:15-19:30,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

79,19:30-19:45,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

80,19:45-20:00,25.000000,1.930000,0.630000,0.000000,55.000000,0,100.000000,0.000000,0,3.410000,100.000000,285.97

81,20:00-20:15,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

82,20:15-20:30,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

83,20:30-20:45,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

84,20:45-21:00,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

85,21:00-21:15,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

86,21:15-21:30,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

87,21:30-21:45,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

88,21:45-22:00,25.000000,1.930000,0.580000,0.000000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,186.02

89,22:00-22:15,0.000000,1.930000,0.580000,17.080000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,178.1

90,22:15-22:30,0.000000,1.930000,0.580000,17.080000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,178.1

91,22:30-22:45,0.000000,1.930000,0.580000,17.080000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,178.1

92,22:45-23:00,0.000000,1.930000,0.580000,17.080000,55.000000,0,100.000000,0.000000,0,3.510000,0.000000,178.1

93,23:00-23:15,0.000000,1.930000,0.580000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123.1

94,23:15-23:30,0.000000,1.930000,0.580000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123.1

95,23:30-23:45,0.000000,1.930000,0.580000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123.1

96,23:45-24:00,0.000000,1.930000,0.580000,17.080000,0.000000,0,100.000000,0.000000,0,3.510000,0.000000,123.1

