Column1,Time,WR/01102023/30052048/L_NR_2022_10,GNARE/SR/2025/01/13/4532,WR/01102023/16072048/L_NR_2022_08,WR/01102023/01102023/L_NR_2020_06,L_NR_2019_19,WR/01102023/01102023/L_NR_2022_09,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/L_NR_2019_05,WR/01102023/24112044/L_NR_2020_07,WR/01102023/31032046/L_NR_2020_05,WR/01102023/29112042/RUMS(L_NR_2019_07),GNA/NR/2025/01/01/8738,NR/30092023/26122029/SH-06,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/05012040/L_NR_2020_02,GNA/NR/2025/01/20/4698,GNA/NR/2025/01/20/5216,GNA/NR/2025/01/20/9333,GNA/NR/2025/01/01/3733,NR/01102023/31102037/L_NR_2019_11,GNA/NR/2025/01/20/2470,GNA/NR/2025/01/20/4168,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,GNA/NR/2025/01/01/5531,GNA/NR/2025/01/01/7459,GNA/NR/2025/01/01/3925,GNA/NR/2025/01/01/6775,NR/01102023/02122045/L_NR_2021_13,NR/01102023/13082046/L_NR_2021_12,NR/22102023/11042047/L_NR_2021_16,NR/26072023/31072042/L_NR_2023_07,GNARE/NR/2024/12/20/3668,NR/01102023/25072045/L_NR_2021_15,NR/01102023/08032047/L_NR_2021_14,NR/22102023/11042047/L_NR_2021_17,NR/26072023/25122043/L_NR_2023_10,NR/01102023/31052040/LT-31,NR/01102023/06022042/L_NR_2012_02,NR/01102023/30042040/GNA_LT_36,GNA/WR/2024/11/01/4200,GNA/NR/2025/01/02/1250,NR/01102023/06022042/L_NR_2012_07,GNA/NR/2025/01/20/9046,NR/01082024/19092033/Chanju/TPDDL/01082024,NR/30092023/31122025/SH-07,GNA/NR/2025/01/01/6528,NR/01102023/22052037/LT-59,GNA/NR/2025/01/01/8058,GNA/WR/2025/01/01/9606,NR/01102023/30042040/GNA_LT_35,GNA/NR/2025/01/01/3514,NR/01102023/19072037/LT-05,GNA/WR/2025/01/01/8625,NR/01102023/15082037/GNA_NR_2012_01,GNA/NR/2025/01/01/3945
31,07:30-07:45,12.66,8.6,6,6.67,14.63,12.67,33,23.15,6.67,19.99,10,15.39,12.22,0,1.3,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,0.56,2.77,3,7,0.52,2,5,2,3,0.61,261.07,0.63,0,48.08,86.74,90.39,1.3,12.22,14.42,0.62,26.92,0,0.61,19.23,113.12,50,100.18,43.27

32,07:45-08:00,12.66,8.8,6,6.67,22.49,12.67,29.75,29.75,6.67,19.99,17,15.39,12.22,0,1.3,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,2.32,11.59,10,18,2.34,3,8,5,7,1.15,261.07,1.17,0,48.08,86.74,90.39,1.3,12.22,14.42,0.62,26.92,0,1.15,19.23,113.12,50,100.18,43.27

33,08:00-08:15,12.66,9,6,6.67,32.2,12.67,31.35,31.35,6.67,19.99,24,15.39,18.84,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,5.72,28.61,15,32,6.52,5,13,7,13,2.12,261.07,2.17,0,48.08,86.74,90.39,1.3,18.84,14.42,0.62,26.92,0,2.12,19.23,113.12,50,100.18,43.27

34,08:15-08:30,12.66,9.2,6,6.67,44.18,12.67,29.23,29.24,6.67,19.99,29.23,15.39,18.84,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,10.65,53.25,23,53,14.22,9,19,12,22,3.58,261.07,3.68,0,48.08,86.74,90.39,1.3,18.84,14.42,0.62,26.92,0,3.58,19.23,113.12,50,100.18,43.27

35,08:30-08:45,12.66,9.4,6,6.67,57.44,12.67,29.73,29.74,6.67,19.99,29.73,15.39,25.57,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,15.59,77.92,33,70,22.59,18,29,17,30,5.22,261.07,5.36,0,48.08,86.74,90.39,1.3,25.57,14.42,0.62,26.92,0,5.22,19.23,113.12,50,100.18,43.27

36,08:45-09:00,12.66,9.6,6,6.67,70.54,12.67,30.13,30.14,6.67,19.99,30.13,15.39,25.57,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,20.5,102.5,43,88,31.94,23,43,22,37,6.9,261.07,7.07,0,48.08,86.74,90.39,1.3,25.57,14.42,0.62,26.92,0,6.9,19.23,113.12,50,100.18,43.27

37,09:00-09:15,12.66,9.8,6,6.67,82.77,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,25.12,125.57,57,105,43.51,27,50,28,45,8.37,261.07,8.57,0,48.08,86.74,90.39,1.3,26.99,14.42,0,26.92,0,8.37,19.23,65.98,0,100.18,43.27

38,09:15-09:30,12.66,10,6,6.67,93.83,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,29.51,147.55,67,123,53.57,31,57,33,52,9.71,261.07,9.96,0,48.08,86.74,90.39,1.3,26.99,14.42,0,26.92,0,9.71,19.23,65.98,0,100.18,43.27

39,09:30-09:45,12.66,10,6,6.67,104.05,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,33.64,168.17,73,137,62.45,34,65,37,58,12.31,261.07,11.47,0,48.08,86.74,90.39,1.3,26.99,14.42,0.62,26.92,0,12.31,19.23,65.98,0,100.18,43.27

40,09:45-10:00,12.66,10,6,6.67,113.4,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.34,7.69,9.62,30.77,20.19,0.95,96.16,5.77,271.89,28.85,36.54,48.08,36.54,37.46,187.29,80,147,70.25,36,72,40,63,13.67,261.07,12.74,0,48.08,86.74,90.39,1.3,26.99,14.42,0.62,26.92,0,13.67,19.23,65.98,0,100.18,43.27

41,10:00-10:15,12.66,7,6,6.67,121.84,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.38,0,0,0,20.19,0.95,0,0,271.89,28.85,36.54,48.08,36.54,41.02,205.1,85,165,77.92,39,81,43,70,14.82,261.07,13.81,0,48.08,76.25,0,1.3,26.99,14.42,0.62,26.92,0,14.82,19.23,65.98,0,100.18,43.27

42,10:15-10:30,12.66,7,6,6.67,129.06,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.38,0,0,0,20.19,0.95,0,0,271.89,28.85,36.54,48.08,36.54,44.23,221.14,91,179,84.35,41,85,45,76,16.18,230.35,15.07,0,48.08,64.06,0,1.3,26.99,14.42,0.62,26.92,0,16.18,19.23,65.98,0,100.18,43.27

43,10:30-10:45,12.66,7,6,6.67,135.05,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.38,0,0,0,20.19,0.95,0,0,271.89,28.85,34.62,48.08,34.62,47.12,235.58,95,186,90.21,43,89,48,79,17.08,230.35,15.92,0,48.08,64.06,0,1.3,26.99,14.42,0.62,26.92,0,17.08,19.23,65.98,0,100.18,36.54

44,10:45-11:00,12.66,7,6,6.67,140.2,12.67,30.13,30.14,6.67,19.99,30.13,15.39,26.99,0,1.38,0,0,0,20.19,0.95,0,0,271.89,28.85,34.62,48.08,34.62,47.5,237.5,100,193,95.39,45,91,50,82,18.05,230.35,16.82,0,48.08,64.06,0,1.3,26.99,14.42,0.62,26.92,0,18.05,19.23,65.98,0,100.18,36.54

45,11:00-11:15,12.66,7,6,6.67,144.62,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.38,0,0,0,20.19,0.99,0,0,271.89,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,46,92,50,85,18.93,230.35,17.64,0,48.08,64.06,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,65.98,0,100.18,30.77

46,11:15-11:30,12.66,7,6,6.67,148.57,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.38,0,0,0,20.19,0.99,0,0,271.89,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,47,93,50,85,18.93,223.71,17.64,0,48.08,64.06,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,65.98,0,100.18,30.77

47,11:30-11:45,12.66,7,6,6.67,152.02,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.38,0,0,0,20.19,0.99,0,0,271.89,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,47,95,50,85,18.93,223.71,17.64,0,48.08,64.06,0,1.3,27,8.65,0,26.92,0,18.93,19.23,65.98,0,100.18,30.77

48,11:45-12:00,12.66,7,6,6.67,154.94,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.38,0,0,0,20.19,0.99,0,0,271.89,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,48,95,50,85,18.93,213.13,17.64,0,48.08,64.06,0,1.3,27,8.65,0,26.92,0,18.93,19.23,70.13,0,100.18,30.77

49,12:00-12:15,12.66,7,6,6.67,156.96,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,230.78,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,48,95,50,85,18.93,182.7,17.64,0,48.08,59.46,0,1.2,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,69.24,30.77

50,12:15-12:30,12.66,7,6,6.67,158.04,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,192.32,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,48,95,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.2,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,30.77

51,12:30-12:45,12.66,7,6,6.67,158,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,48,95,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.2,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,30.77

52,12:45-13:00,12.66,7,6,6.67,151.26,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,30.77,48.08,30.77,47.5,237.5,100,200,100,48,95,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.2,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,30.77

53,13:00-13:15,12.66,7,6,6.67,151.07,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,25.96,48.08,25.96,47.5,237.5,100,200,100,48,95,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,25.96

54,13:15-13:30,12.66,7,6,6.67,150.68,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,25.96,48.08,25.96,47.5,237.5,100,200,100,48,93,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,25.96

55,13:30-13:45,12.66,7,6,6.67,150,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,23.08,48.08,23.08,47.5,237.5,100,200,100,48,93,50,85,18.93,133.66,17.64,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,23.08

56,13:45-14:00,12.66,7,6,6.67,148.34,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.43,0,0,0,20.19,0.99,0,0,164.85,28.85,23.08,48.08,23.08,47.5,237.5,100,196,100,47,92,50,84,18.93,133.66,17.64,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,18.93,19.23,70.13,0,52.89,23.08

57,14:00-14:15,12.66,7,6,6.67,145.71,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.48,0,0,0,20.19,0.99,0,0,164.85,28.85,23.08,48.08,23.08,47.5,237.5,100,193,100,47,91,50,82,18.93,133.66,17.64,0,48.08,59.46,0,1.3,27,8.65,0,26.92,0,18.93,19.23,70.13,0,52.89,23.08

58,14:15-14:30,12.66,7,6,6.67,142.01,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.48,0,0,0,20.19,0.99,0,0,164.85,28.85,23.08,48.08,23.08,47.5,237.5,99,189,100,45,91,49,81,18.67,133.66,17.39,0,48.08,59.46,0,1.3,27,8.65,0,26.92,0,18.67,19.23,70.13,0,52.89,23.08

59,14:30-14:45,12.66,7,6,6.67,136.17,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.48,0,0,0,20.19,0.99,0,0,164.85,28.85,23.08,48.08,23.08,47.5,237.5,95,186,100,44,89,48,79,18.41,133.66,17.16,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,18.41,19.23,70.13,0,52.89,23.08

60,14:45-15:00,12.66,7,6,6.67,129.83,12.67,30.13,30.14,6.67,19.99,30.13,30.77,27,0,1.48,0,0,0,20.19,0.99,0,0,192.32,28.85,23.08,48.08,23.08,47.5,237.5,91,182,100,43,87,45,78,17.87,133.66,16.65,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,17.87,19.23,70.13,0,52.89,23.08

61,15:00-15:15,12.66,7,6,6.67,122.63,12.67,30.63,30.64,6.67,19.99,30.63,30.77,27,0,1.48,0,0,0,20.19,1.07,0,0,230.78,28.85,23.08,48.08,23.08,47.06,235.29,87,172,97.12,40,86,43,73,16.83,133.66,15.68,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,16.83,19.23,70.13,0,52.89,23.08

62,15:15-15:30,12.66,7,6,6.67,114.54,12.67,30.63,30.64,6.67,19.99,30.63,30.77,27,0,1.48,0,0,0,20.19,1.07,0,0,271.89,28.85,23.08,48.08,23.08,44.65,223.23,80,161,92.16,39,82,40,69,15.61,133.66,14.55,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,15.61,19.23,70.13,0,52.89,23.08

63,15:30-15:45,12.66,7,6,6.67,105.68,12.67,32.82,32.82,6.67,19.99,26,30.77,27,0,1.48,0,0,0,20.19,1.07,0,0,271.89,28.85,23.08,48.08,23.08,41.43,207.16,73,151,86.65,36,76,37,64,14.36,133.66,13.38,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,14.36,19.23,70.13,0,52.89,23.08

64,15:45-16:00,12.66,7,6,6.67,96.33,12.67,32.82,32.81,6.67,19.99,18,30.77,27,0,1.48,0,0,0,20.19,1.07,0,0,271.89,28.85,23.08,48.08,23.08,38.17,190.87,67,140,80.54,33,70,33,60,13.04,133.66,12.15,0,48.08,59.46,0,1.3,27,8.65,0.62,26.92,0,13.04,19.23,70.13,0,52.89,23.08

