Block,Time,NR/01072024/31072024/R2,NR/01072024/31072024/NDMC/D-55/EE(POWER)2024,NR/30092023/26122029/SH-06,NR/01102023/15082037/GNA_NR_2012_01,NR/05072024/31072024/1000011449-JITPL-BRPL(DISCOM),NR/01102023/05012040/L_NR_2020_02,NR/01072024/31072024/NDMC/D-54/EE(POWER)2024,NR/01102023/23072042/L_NR_2012_04,NR/01072024/31072024/IIPL/JPL(TM)-BRPL/BRPLT-169/24-25/02,NR/16072024/31072024/NR/16072024/31072024/717758,NR/01102023/06022042/L_NR_2012_02,NR/01072024/31072024/APPCPL/180/F25/TGNA/3250,WR/01102023/29112042/RUMS(L_NR_2019_06),WR/01102023/29112042/RUMS(L_NR_2019_07),WR/01102023/31032046/L_NR_2020_05,NR/30092023/31122025/SH-07,NR/01072024/31072024/	NR/01072024/31072024/TataPower-DDL/PMG/MSEDCL/Banking/12112023,WR/01102023/30052048/L_NR_2022_10,NR/01102023/06022042/L_NR_2012_07,NR/01072024/31072024/IIPL/JPL(SH)-BRPL/BRPL T-249/24-25/1,NR/01102023/31052040/LT-31,NR/01102023/30042040/GNA_LT_36,NR/01102023/31102037/L_NR_2019_11,NR/01072024/31072024/Chanju/TPDDL/Jul01072024,NR/31072024/31072024/IEX_240730_01784,NR/01102023/19072037/LT-05,NR/01102023/22052037/LT-59,NR/01102023/25122043/GNA_MEJA_DELHI,NR/01042024/23072042/NR/01102023/23072042/L_NR_2012_04,WR/01102023/01102023/L_NR_2020_06,WR/01102023/24112044/L_NR_2020_07,WR/01102023/01102023/L_NR_2022_09,L_NR_2019_19,NR/01102023/30042040/GNA_LT_35,NR/01042024/31072024/LT_MEJA_DELHI,WR/01102023/29112042/L_NR_2019_05,WR/01102023/16072048/L_NR_2022_08,NR/01102023/27052033/DIAPL(L_NR_2023_04),NR/01102023/13082046/L_NR_2021_12,NR/01102023/25072045/L_NR_2021_15,SR/01102023/07102043/L_NR_2018_61,NR/26072023/31072042/L_NR_2023_07,NR/01102023/02122045/L_NR_2021_13,NR/22102023/11042047/L_NR_2021_16,NR/01102023/08032047/L_NR_2021_14,NR/26072023/25122043/L_NR_2023_10,NR/22102023/11042047/L_NR_2021_17
58,14:15-14:30,0.000000,14.720000,22.120000,52.980000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,105,22.120000,0.000000,66.67,76.370000,0.000000,14.330000,14.700000,7.660000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,35,35,66.67,94.623876,14.330000,14.680000,33,32.66,31.290000,220.83,42,43.02,165,44.17,78,83,70,37

59,14:30-14:45,0.000000,14.720000,22.120000,52.980000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,89,22.120000,0.000000,66.67,76.370000,0.000000,13.790000,14.130000,7.660000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,29.66,29.67,66.67,89.682147,13.790000,14.680000,33,28.66,31.290000,220.83,42,43.02,154,44.17,78,82,66,37

60,14:45-15:00,0.000000,14.720000,22.120000,72.240000,0.000000,4.490000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,89,22.120000,0.000000,66.67,76.370000,0.000000,13.260000,13.590000,7.660000,13.150000,0.000000,66.070000,9.290000,0.000000,272.340000,29.66,29.67,66.67,88.853652,13.260000,14.680000,33,28.34,31.290000,218.25,41,43.02,147,43.65,72,75,63,35

61,15:00-15:15,0.000000,14.720000,16.060000,81.870000,0.000000,4.720000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,88,16.060000,0.000000,66.67,76.370000,0.000000,12.520000,12.830000,8.040000,13.610000,0.000000,66.070000,9.680000,0.000000,272.340000,29.34,29.33,66.67,83.122416,12.520000,14.680000,33,23.66,31.290000,174.08,38.5,43.02,147,34.82,71,71,63,34

62,15:15-15:30,0.000000,14.720000,16.060000,100.350000,0.000000,4.720000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,87.5,16.060000,0.000000,66.67,86.880000,0.000000,11.710000,11.990000,8.040000,13.610000,0.000000,66.070000,9.680000,0.000000,272.340000,29.16,29.17,66.67,77.235228,11.710000,14.680000,33,23.66,31.290000,158.46,35.5,43.02,137,31.69,66,69,58,32

63,15:30-15:45,0.000000,14.720000,30.820000,100.350000,0.000000,4.720000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,61.5,1.300000,0.000000,46.67,86.880000,0.000000,10.830000,11.100000,8.430000,13.610000,0.000000,115.140000,9.680000,0.000000,272.340000,20.5,20.5,46.67,69.505857,10.830000,14.680000,33,23,31.290000,142.88,33.5,43.02,126,28.57,61,63,54,29

64,15:45-16:00,0.000000,14.720000,30.820000,100.350000,0.000000,4.720000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,62.5,1.300000,0.000000,47,86.880000,0.000000,10.020000,10.270000,8.430000,13.610000,0.000000,115.140000,9.680000,0.000000,272.340000,20.84,20.83,47,62.000667,10.020000,14.680000,33,23,31.290000,134.13,30.5,43.02,116,26.83,56,58,49,27

65,16:00-16:15,0.000000,14.720000,30.820000,100.350000,0.000000,5.190000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,63.5,13.440000,0.000000,47,86.880000,0.000000,9.280000,9.520000,8.810000,13.610000,0.000000,115.140000,10.080000,0.000000,272.340000,21.16,21.17,47,53.842428,9.280000,14.680000,33,22.66,31.290000,130.19,27.5,43.02,109,26.04,51,55,46,24

66,16:15-16:30,0.000000,14.720000,30.820000,100.350000,0.000000,5.190000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,65,13.440000,0.000000,48.67,86.880000,0.000000,8.270000,8.480000,8.810000,13.610000,0.000000,115.140000,10.080000,0.000000,272.340000,21.66,21.67,48.67,39.056229,8.270000,14.680000,33,21.66,31.290000,106.73,25.5,43.02,98,21.34,44,46,42,21

67,16:30-16:45,0.000000,14.720000,30.820000,100.350000,0.000000,5.190000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,33,65.5,13.440000,0.000000,38,86.880000,0.000000,7.460000,7.650000,8.810000,13.610000,0.000000,115.140000,10.080000,0.000000,272.340000,21.84,21.83,38,34.40691,7.460000,14.680000,33,21.34,31.290000,128.18,24,43.02,88,25.63,36,42,38,17

68,16:45-17:00,0.000000,14.720000,30.820000,100.350000,0.000000,5.190000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,33,23.7,65.5,13.440000,0.000000,39,86.880000,0.000000,6.420000,6.580000,8.810000,13.610000,0.000000,115.140000,10.080000,0.000000,272.340000,21.84,21.83,39,29.757591,6.420000,14.680000,30.99,21,31.290000,120.6,19,43.02,76,24.12,30,36,33,15

69,17:00-17:15,0.000000,14.720000,30.820000,100.350000,0.000000,5.840000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,29.17,16.4,52.5,15.540000,0.000000,39.67,80.910000,0.000000,5.270000,5.410000,9.040000,14.070000,0.000000,115.140000,10.080000,0.000000,272.340000,17.5,17.5,39.67,25.186248,5.270000,14.680000,24.4,15.34,31.290000,92.96,16,43.02,64,18.59,27,30,28,13

70,17:15-17:30,0.000000,14.720000,30.820000,100.350000,0.000000,5.840000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,23.7,8.2,53,15.540000,0.000000,40.67,80.910000,0.000000,4.320000,4.420000,9.040000,14.070000,0.000000,115.140000,10.080000,0.000000,272.340000,17.66,17.67,40.67,20.722122,4.320000,14.680000,17.91,15.34,31.290000,89.07,13,43.02,54,17.81,22,24,23,11

71,17:30-17:45,0.000000,14.720000,16.060000,100.350000,0.000000,5.840000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,18.88,2.7,66.5,16.060000,0.000000,40,80.910000,0.000000,3.260000,3.330000,9.040000,14.990000,0.000000,115.140000,10.080000,0.000000,272.340000,22.16,22.17,40,15.88761,3.260000,14.680000,11.81,21.34,31.290000,70.56,10,43.02,42,14.11,18,22,18,9

72,17:45-18:00,0.000000,14.720000,16.060000,100.350000,0.000000,5.840000,12.410000,0.000000,0.000000,0.000000,261.510000,0.000000,14.68,0,66,16.060000,0.000000,39.33,80.910000,0.000000,2.410000,2.470000,9.040000,14.990000,0.000000,115.140000,10.080000,0.000000,272.340000,22,22,39.33,11.442978,2.410000,14.680000,7.55,21,31.290000,50.92,8,43.02,28,10.18,14,15,12,6

73,18:00-18:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,66,1.300000,0.000000,46,80.910000,72.240000,1.840000,1.880000,10.580000,15.450000,0.000000,115.140000,10.310000,0.000000,272.340000,22,22,46,7.622154,1.840000,14.680000,0,21.66,31.290000,47.67,7,43.02,18,9.53,9,12,7,5

74,18:15-18:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,65,1.300000,0.000000,46,80.910000,72.240000,1.350000,1.380000,10.580000,15.450000,0.000000,115.140000,10.310000,0.000000,272.340000,21.66,21.67,46,4.659066,1.350000,14.680000,0,21.34,31.290000,37.92,5,43.02,7,7.58,6,8,3,3

75,18:30-18:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,74.5,30.820000,0.000000,56.33,80.910000,72.240000,0.640000,0.660000,10.580000,15.450000,0.000000,115.140000,10.310000,0.000000,272.340000,24.84,24.83,56.33,1.890918,0.640000,14.680000,0,24.34,31.290000,32.47,3,43.02,4,6.49,3,6,1,1

76,18:45-19:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,74.5,30.820000,0.000000,56,80.910000,72.240000,0.380000,0.390000,10.580000,15.450000,0.000000,115.140000,10.310000,0.000000,272.340000,24.84,24.83,56,0.136458,0.380000,14.680000,0,24,31.290000,19.09,2,43.02,1,3.82,0,4,0,0

77,19:00-19:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,74.5,30.820000,0.000000,55.67,80.910000,72.240000,0.070000,0.070000,9.190000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,24.84,24.83,55.67,0,0.070000,14.680000,0,23.66,31.290000,10.63,1,43.02,1,2.13,0,2,0,0

78,19:15-19:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,75,30.820000,0.000000,55.33,80.910000,72.240000,0.010000,0.010000,9.190000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,25,25,55.33,0,0.010000,14.680000,0,23.34,31.290000,3.48,0,43.02,0,0.69,0,1,0,0

79,19:30-19:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,76.5,30.820000,0.000000,55.67,80.910000,72.240000,0.000000,0.000000,9.190000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,25.5,25.5,55.67,0,0.000000,14.680000,0,23,31.290000,0.28,0,43.02,0,0.05,0,0,0,0

80,19:45-20:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,78,30.820000,0.000000,56,80.910000,72.240000,0.000000,0.000000,9.190000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,26,26,56,0,0.000000,14.680000,0,22.66,31.290000,0,0,43.02,0,0,0,0,0,0

81,20:00-20:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,87,30.820000,0.000000,62.67,80.910000,72.240000,0.000000,0.000000,8.430000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,29,29,62.67,0,0.000000,14.680000,0,29.66,31.290000,0,0,43.02,0,0,0,0,0,0

82,20:15-20:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,87.5,30.820000,0.000000,62.33,80.910000,72.240000,0.000000,0.000000,8.430000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,29.16,29.17,62.33,0,0.000000,14.680000,0,29.66,31.290000,0,0,43.02,0,0,0,0,0,0

83,20:30-20:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,88.5,30.820000,0.000000,62,80.910000,72.240000,0.000000,0.000000,8.430000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,29.5,29.5,62,0,0.000000,14.680000,0,29.34,31.280000,0,0,43.02,0,0,0,0,0,0

84,20:45-21:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.940000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,89,30.820000,0.000000,63.33,80.910000,72.240000,0.000000,0.000000,8.430000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,29.66,29.67,63.33,0,0.000000,14.680000,0,29,31.280000,0,0,43.02,0,0,0,0,0,0

85,21:00-21:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.760000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,87.5,30.820000,0.000000,56.33,80.910000,72.240000,0.000000,0.000000,8.040000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,29.16,29.17,56.33,0,0.000000,14.680000,0,23.66,31.280000,0,0,43.02,0,0,0,0,0,0

86,21:15-21:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.760000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,85.5,30.820000,0.000000,55,80.910000,72.240000,0.000000,0.000000,8.040000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,28.5,28.5,55,0,0.000000,14.680000,0,23.34,31.280000,0,0,43.02,0,0,0,0,0,0

87,21:30-21:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.760000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,55,30.820000,0.000000,53.67,80.910000,72.240000,0.000000,0.000000,8.040000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,18.34,18.33,53.67,0,0.000000,14.680000,0,18.34,31.280000,0,0,43.02,0,0,0,0,0,0

88,21:45-22:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.760000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,53,30.820000,0.000000,52.33,80.910000,72.240000,0.000000,0.000000,8.040000,15.450000,117.220000,115.140000,10.310000,0.000000,272.340000,17.66,17.67,52.33,0,0.000000,14.680000,0,17.66,31.280000,0,0,43.02,0,0,0,0,0,0

89,22:00-22:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,53.5,30.820000,0.000000,52.67,80.910000,72.240000,0.000000,0.000000,8.040000,14.990000,117.220000,115.140000,10.310000,0.000000,272.340000,17.84,17.83,52.67,0,0.000000,14.680000,0,17.66,31.280000,0,0,43.02,0,0,0,0,0,0

90,22:15-22:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,54.5,30.820000,0.000000,53.67,80.910000,72.240000,0.000000,0.000000,8.040000,14.990000,117.220000,115.140000,10.310000,0.000000,272.340000,18.16,18.17,53.67,0,0.000000,14.680000,0,17.66,31.280000,0,0,43.02,0,0,0,0,0,0

91,22:30-22:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,56,0.000000,0.000000,49.33,80.910000,72.240000,0.000000,0.000000,8.040000,14.990000,117.220000,115.140000,10.310000,0.000000,272.340000,18.66,18.67,49.33,0,0.000000,14.680000,0,16.34,31.280000,0,0,43.02,0,0,0,0,0,0

92,22:45-23:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.480000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,59,0.000000,0.000000,50,80.910000,72.240000,0.000000,0.000000,8.040000,14.990000,117.220000,115.140000,10.310000,0.000000,272.340000,19.66,19.67,50,0,0.000000,14.680000,0,16,31.280000,0,0,43.02,0,0,0,0,0,0

93,23:00-23:15,24.080000,14.720000,30.820000,100.350000,96.320000,6.300000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,60.5,0.000000,0.000000,46.47,80.910000,72.240000,0.000000,0.000000,8.040000,14.530000,117.220000,115.140000,10.310000,0.000000,272.340000,20.16,20.17,46.47,0,0.000000,14.680000,0,15.66,31.280000,0,0,43.02,0,0,0,0,0,0

94,23:15-23:30,24.080000,14.720000,30.820000,100.350000,96.320000,6.300000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,62,0.000000,0.000000,45.97,80.910000,72.240000,0.000000,0.000000,8.040000,14.530000,117.220000,115.140000,10.310000,0.000000,272.340000,20.66,20.67,45.97,0,0.000000,14.680000,0,15.34,31.280000,0,0,43.02,0,0,0,0,0,0

95,23:30-23:45,24.080000,14.720000,30.820000,100.350000,96.320000,6.300000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,63.5,0.000000,0.000000,45.75,80.910000,72.240000,0.000000,0.000000,8.040000,14.530000,117.220000,70.220000,10.310000,0.000000,272.340000,21.16,21.17,45.75,0,0.000000,14.680000,0,14.66,31.280000,0,0,43.02,0,0,0,0,0,0

96,23:45-24:00,24.080000,14.720000,30.820000,100.350000,96.320000,6.300000,12.410000,0.000000,96.320000,48.160000,261.510000,0.000000,0,0,68.5,0.000000,0.000000,49.33,80.910000,72.240000,0.000000,0.000000,8.040000,14.530000,117.220000,70.220000,10.310000,0.000000,272.340000,22.84,22.83,49.33,0,0.000000,14.680000,0,14.34,31.280000,0,0,43.02,0,0,0,0,0,0

